"id","战斗回合数","条件脚本","奖励次数","AI怪回合数","触发几率","对象过滤","被使用的技能ID","策划备注"
"52066",">=1","","0","","","_95052_>=2","","己方血量小于50%的单位大于等于2"
"52067",">=1","","0","","","_99074_>=1","","己方血量小于30%的单位大于等于1"
"52068",">=1","","0","","0.1","_94054_>=1","","自己身上没有先祖之魂buff且是娘子ID28123在0回合"
"52069","==5","","0","","","","","泡泡王战斗第5回合召唤"
"52070","==10","","0","","","","","泡泡王战斗第10回合召唤"
"52071","==15","","0","","","","","泡泡王战斗第15回合召唤"
"52072","==20","","0","","","","","泡泡王战斗第五回合召唤"
"52073","==25","","0","","","","","泡泡王战斗第五回合召唤"
"52074","==30","","0","","","","","泡泡王战斗第五回合召唤"
"52075","==35","","0","","","","","泡泡王战斗第五回合召唤"
"52076","==40","","0","","","","","泡泡王战斗第五回合召唤"
"52077","==45","","0","","","","","泡泡王战斗第五回合召唤"
"52078","==50","","0","","","","","泡泡王战斗第五回合召唤"
"52079","==5","","0","","","","","泡泡王战斗第5回合召唤"
"52080","==10","","0","","","","","泡泡王战斗第10回合召唤"
"52081","==15","","0","","","","","泡泡王战斗第15回合召唤"
"52082","==20","","0","","","","","泡泡王战斗第五回合召唤"
"52083","==25","","0","","","","","泡泡王战斗第五回合召唤"
"52084","==30","","0","","","","","泡泡王战斗第五回合召唤"
"52085","==35","","0","","","","","泡泡王战斗第五回合召唤"
"52086","==40","","0","","","","","泡泡王战斗第五回合召唤"
"52087","==45","","0","","","","","泡泡王战斗第五回合召唤"
"52088","==50","","0","","","","","泡泡王战斗第五回合召唤"
"52089","==5","","0","","","","","泡泡王战斗第5回合召唤"
"52090","==10","","0","","","","","泡泡王战斗第10回合召唤"
"52091","==15","","0","","","","","泡泡王战斗第15回合召唤"
"52092","==20","","0","","","","","泡泡王战斗第五回合召唤"
"52093","==25","","0","","","","","泡泡王战斗第五回合召唤"
"52094","==30","","0","","","","","泡泡王战斗第五回合召唤"
"52095","==35","","0","","","","","泡泡王战斗第五回合召唤"
"52096","==40","","0","","","","","泡泡王战斗第五回合召唤"
"52097","==45","","0","","","","","泡泡王战斗第五回合召唤"
"52098","==50","","0","","","","","泡泡王战斗第五回合召唤"
