定时活动配置表id,注释（策划备注）,活动开始时间,距离活动开始间隔时间,间隔刷新时间,触发时间随机,刷新时系统提示信息编号,刷新方式,补怪数量上限,补怪持续时间,刷新列表,刷新列表数量,每种NPC数量,刷新场景,刷新场景个数,怪物存在时间,击杀奖励个数,奖励ID,匹配等级方式,奖励个数超过提示编号,是否组队,组队人数要求,需求等级下限,需求等级上限,次数,补怪方式,对应事件刷新ID,观战,消失,对应活动表ID,分级奖励,在线人数刷新,匹配秒数,是否匹配,次数击杀,分级次数,刷新控制,刷新控制总数量,延迟秒数,延迟刷怪提示,数量分配方式,场景中数量分配方式
311003,八十一难,00:00:05,,3600,,192129,0,0,0,230301;230302;230303;230304;230305;230306,6,4,1611@8,1,3000,81,7725,,150524,1,1,109,300,0,0,,1,0,311,,,,,,,,,,,1,1
311004,八十一难,00:00:05,,3600,,192129,0,0,0,230301;230302;230303;230304;230305;230306,6,4,1611@8,1,3000,81,7725,,150524,1,1,109,300,0,0,,1,0,311,,,,,,,,,,,1,1
311005,八十一难,00:00:05,,3600,,192129,0,0,0,230301;230302;230303;230304;230305;230306,6,4,1611@8,1,3000,81,7725,,150524,1,1,109,300,0,0,,1,0,311,,,,,,,,,,,1,1
311006,八十一难,00:00:05,,3600,,192129,0,0,0,230301;230302;230303;230304;230305;230306,6,4,1611@8,1,3000,81,7725,,150524,1,1,109,300,0,0,,1,0,311,,,,,,,,,,,1,1
311007,八十一难,00:00:05,,3600,,192129,0,0,0,230301;230302;230303;230304;230305;230306,6,4,1611@8,1,3000,81,7725,,150524,1,1,109,300,0,0,,1,0,311,,,,,,,,,,,1,1
312001,大雁塔18层,00:00:05,,3600,,203012,0,0,0,250382,1,5,5018@100,1,3600,10,7956,2,203032,1,1,100,300,0,0,,1,0,312,,,,,,,,,,,1,1
312002,大雁塔18层,00:00:05,,3600,,203012,0,0,0,250382,1,5,5018@100,1,3600,10,7956,2,203032,1,1,100,300,0,0,,1,0,312,,,,,,,,,,,1,1
312003,大雁塔18层,00:00:05,,3600,,203012,0,0,0,250382,1,5,5018@100,1,3600,10,7956,2,203032,1,1,100,300,0,0,,1,0,312,,,,,,,,,,,1,1
312004,大雁塔18层,00:00:05,,3600,,203012,0,0,0,250382,1,5,5018@100,1,3600,10,7956,2,203032,1,1,100,300,0,0,,1,0,312,,,,,,,,,,,1,1
312005,大雁塔18层,00:00:05,,3600,,203012,0,0,0,250382,1,5,5018@100,1,3600,10,7956,2,203032,1,1,100,300,0,0,,1,0,312,,,,,,,,,,,1,1
312006,大雁塔18层,00:00:05,,3600,,203012,0,0,0,250382,1,5,5018@100,1,3600,10,7956,2,203032,1,1,100,300,0,0,,1,0,312,,,,,,,,,,,1,1
312007,大雁塔18层,00:00:05,,3600,,203012,0,0,0,250382,1,5,5018@100,1,3600,10,7956,2,203032,1,1,100,300,0,0,,1,0,312,,,,,,,,,,,1,1
313001,九幽地宫-普通,00:00:05,,3600,,192129,0,0,0,"230301,230302,230303",3,10,6001@8,1,3600,20,7727,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7728",,,,,,,,,,1,1
313002,九幽地宫-普通,00:00:05,,3600,,192129,0,0,0,"230301,230302,230303",3,10,6001@8,1,3600,20,7727,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7728",,,,,,,,,,1,1
313003,九幽地宫-普通,00:00:05,,3600,,192129,0,0,0,"230301,230302,230303",3,10,6001@8,1,3600,20,7727,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7728",,,,,,,,,,1,1
313004,九幽地宫-普通,00:00:05,,3600,,192129,0,0,0,"230301,230302,230303",3,10,6001@8,1,3600,20,7727,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7728",,,,,,,,,,1,1
313005,九幽地宫-普通,00:00:05,,3600,,192129,0,0,0,"230301,230302,230303",3,10,6001@8,1,3600,20,7727,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7728",,,,,,,,,,1,1
313006,九幽地宫-普通,00:00:05,,3600,,192129,0,0,0,"230301,230302,230303",3,10,6001@8,1,3600,20,7727,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7728",,,,,,,,,,1,1
313007,九幽地宫-普通,00:00:05,,3600,,192129,0,0,0,"230301,230302,230303",3,10,6001@8,1,3600,20,7727,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7728",,,,,,,,,,1,1
313008,九幽地宫-精英,00:00:05,,3600,,192129,0,0,0,"230304,230305",2,10,6001@8,1,3600,20,7730,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7731",,,,,,,,,,1,1
313009,九幽地宫-精英,00:00:05,,3600,,192129,0,0,0,"230304,230305",2,10,6001@8,1,3600,20,7730,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7731",,,,,,,,,,1,1
313010,九幽地宫-精英,00:00:05,,3600,,192129,0,0,0,"230304,230305",2,10,6001@8,1,3600,20,7730,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7731",,,,,,,,,,1,1
313011,九幽地宫-精英,00:00:05,,3600,,192129,0,0,0,"230304,230305",2,10,6001@8,1,3600,20,7730,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7731",,,,,,,,,,1,1
313012,九幽地宫-精英,00:00:05,,3600,,192129,0,0,0,"230304,230305",2,10,6001@8,1,3600,20,7730,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7731",,,,,,,,,,1,1
313013,九幽地宫-精英,00:00:05,,3600,,192129,0,0,0,"230304,230305",2,10,6001@8,1,3600,20,7730,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7731",,,,,,,,,,1,1
313014,九幽地宫-精英,00:00:05,,3600,,192129,0,0,0,"230304,230305",2,10,6001@8,1,3600,20,7730,2,125409,1,1,60,300,0,0,,1,0,313,"1,155,7731",,,,,,,,,,1,1
314001,蚩尤战神1星,00:00:05,,3600,,201041,0,0,0,169505,1,7,9200@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314002,蚩尤战神1星,00:00:05,,3600,,201041,0,0,0,169505,1,7,9200@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314003,蚩尤战神1星,00:00:05,,3600,,201041,0,0,0,169505,1,7,9200@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314004,蚩尤战神1星,00:00:05,,3600,,201041,0,0,0,169505,1,7,9200@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314005,蚩尤战神1星,00:00:05,,3600,,201041,0,0,0,169505,1,7,9200@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314006,蚩尤战神1星,00:00:05,,3600,,201041,0,0,0,169505,1,7,9200@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314007,蚩尤战神1星,00:00:05,,3600,,201041,0,0,0,169505,1,7,9200@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314008,蚩尤战神2星,00:00:05,,3600,,,0,0,0,250355,1,0,9201@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314009,蚩尤战神2星,00:00:05,,3600,,,0,0,0,250355,1,0,9201@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314010,蚩尤战神2星,00:00:05,,3600,,,0,0,0,250355,1,0,9201@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314011,蚩尤战神2星,00:00:05,,3600,,,0,0,0,250355,1,0,9201@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314012,蚩尤战神2星,00:00:05,,3600,,,0,0,0,250355,1,0,9201@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314013,蚩尤战神2星,00:00:05,,3600,,,0,0,0,250355,1,0,9201@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314014,蚩尤战神2星,00:00:05,,3600,,,0,0,0,250355,1,0,9201@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314015,蚩尤战神3星,00:00:05,,3600,,,0,0,0,250356,1,0,9202@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314016,蚩尤战神3星,00:00:05,,3600,,,0,0,0,250356,1,0,9202@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314017,蚩尤战神3星,00:00:05,,3600,,,0,0,0,250356,1,0,9202@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314018,蚩尤战神3星,00:00:05,,3600,,,0,0,0,250356,1,0,9202@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314019,蚩尤战神3星,00:00:05,,3600,,,0,0,0,250356,1,0,9202@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314020,蚩尤战神3星,00:00:05,,3600,,,0,0,0,250356,1,0,9202@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314021,蚩尤战神3星,00:00:05,,3600,,,0,0,0,250356,1,0,9202@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314022,蚩尤战神4星,00:00:05,,3600,,,0,0,0,250357,1,0,9203@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314023,蚩尤战神4星,00:00:05,,3600,,,0,0,0,250357,1,0,9203@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314024,蚩尤战神4星,00:00:05,,3600,,,0,0,0,250357,1,0,9203@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314025,蚩尤战神4星,00:00:05,,3600,,,0,0,0,250357,1,0,9203@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314026,蚩尤战神4星,00:00:05,,3600,,,0,0,0,250357,1,0,9203@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314027,蚩尤战神4星,00:00:05,,3600,,,0,0,0,250357,1,0,9203@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314028,蚩尤战神4星,00:00:05,,3600,,,0,0,0,250357,1,0,9203@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314029,蚩尤战神5星,00:00:05,,3600,,,0,0,0,250358,1,0,9204@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314030,蚩尤战神5星,00:00:05,,3600,,,0,0,0,250358,1,0,9204@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314031,蚩尤战神5星,00:00:05,,3600,,,0,0,0,250358,1,0,9204@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314032,蚩尤战神5星,00:00:05,,3600,,,0,0,0,250358,1,0,9204@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314033,蚩尤战神5星,00:00:05,,3600,,,0,0,0,250358,1,0,9204@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314034,蚩尤战神5星,00:00:05,,3600,,,0,0,0,250358,1,0,9204@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314035,蚩尤战神5星,00:00:05,,3600,,,0,0,0,250358,1,0,9204@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314036,蚩尤战神6星,00:00:05,,3600,,,0,0,0,250359,1,0,9205@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314037,蚩尤战神6星,蚩尤战神7星,,3600,,,0,0,0,250359,1,0,9205@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314038,蚩尤战神6星,00:00:05,,3600,,,0,0,0,250359,1,0,9205@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314039,蚩尤战神6星,00:00:05,,3600,,,0,0,0,250359,1,0,9205@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314040,蚩尤战神6星,00:00:05,,3600,,,0,0,0,250359,1,0,9205@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314041,蚩尤战神6星,00:00:05,,3600,,,0,0,0,250359,1,0,9205@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314042,蚩尤战神6星,00:00:05,,3600,,,0,0,0,250359,1,0,9205@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314043,蚩尤战神7星,00:00:05,,3600,,,0,0,0,250360,1,0,9206@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314044,蚩尤战神7星,00:00:05,,3600,,,0,0,0,250360,1,0,9206@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314045,蚩尤战神7星,00:00:05,,3600,,,0,0,0,250360,1,0,9206@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314046,蚩尤战神7星,00:00:05,,3600,,,0,0,0,250360,1,0,9206@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314047,蚩尤战神7星,00:00:05,,3600,,,0,0,0,250360,1,0,9206@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314048,蚩尤战神7星,00:00:05,,3600,,,0,0,0,250360,1,0,9206@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314049,蚩尤战神7星,00:00:05,,3600,,,0,0,0,250360,1,0,9206@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314050,蚩尤战神8星,00:00:05,,3600,,,0,0,0,250361,1,0,9207@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314051,蚩尤战神8星,00:00:05,,3600,,,0,0,0,250361,1,0,9207@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314052,蚩尤战神8星,00:00:05,,3600,,,0,0,0,250361,1,0,9207@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314053,蚩尤战神8星,00:00:05,,3600,,,0,0,0,250361,1,0,9207@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314054,蚩尤战神8星,00:00:05,,3600,,,0,0,0,250361,1,0,9207@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314055,蚩尤战神8星,00:00:05,,3600,,,0,0,0,250361,1,0,9207@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314056,蚩尤战神8星,00:00:05,,3600,,,0,0,0,250361,1,0,9207@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314057,蚩尤战神9星,00:00:05,,3600,,,0,0,0,250362,1,0,9208@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314058,蚩尤战神9星,00:00:05,,3600,,,0,0,0,250362,1,0,9208@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314059,蚩尤战神9星,00:00:05,,3600,,,0,0,0,250362,1,0,9208@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314060,蚩尤战神9星,00:00:05,,3600,,,0,0,0,250362,1,0,9208@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314061,蚩尤战神9星,00:00:05,,3600,,,0,0,0,250362,1,0,9208@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314062,蚩尤战神9星,00:00:05,,3600,,,0,0,0,250362,1,0,9208@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314063,蚩尤战神9星,00:00:05,,3600,,,0,0,0,250362,1,0,9208@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314064,蚩尤战神10星,00:00:05,,3600,,,0,0,0,250363,1,0,9209@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314065,蚩尤战神10星,00:00:05,,3600,,,0,0,0,250363,1,0,9209@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314066,蚩尤战神10星,00:00:05,,3600,,,0,0,0,250363,1,0,9209@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314067,蚩尤战神10星,00:00:05,,3600,,,0,0,0,250363,1,0,9209@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314068,蚩尤战神10星,00:00:05,,3600,,,0,0,0,250363,1,0,9209@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314069,蚩尤战神10星,00:00:05,,3600,,,0,0,0,250363,1,0,9209@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
314070,蚩尤战神10星,00:00:05,,3600,,,0,0,0,250363,1,0,9209@8,1,3600,3,7947,2,201045,1,1,80,300,0,0,,1,0,302,,,,,,,,,,,1,1
315001,自在天魔1星,00:00:05,,3600,,201043,0,0,0,250345,1,10,9100@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315002,自在天魔1星,00:00:05,,3600,,201043,0,0,0,250345,1,10,9100@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315003,自在天魔1星,00:00:05,,3600,,201043,0,0,0,250345,1,10,9100@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315004,自在天魔1星,00:00:05,,3600,,201043,0,0,0,250345,1,10,9100@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315005,自在天魔1星,00:00:05,,3600,,201043,0,0,0,250345,1,10,9100@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315006,自在天魔1星,00:00:05,,3600,,201043,0,0,0,250345,1,10,9100@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315007,自在天魔1星,00:00:05,,3600,,201043,0,0,0,250345,1,10,9100@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315008,自在天魔2星,00:00:05,,3600,,,0,0,0,250346,1,0,9101@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315009,自在天魔2星,00:00:05,,3600,,,0,0,0,250346,1,0,9101@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315010,自在天魔2星,00:00:05,,3600,,,0,0,0,250346,1,0,9101@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315011,自在天魔2星,00:00:05,,3600,,,0,0,0,250346,1,0,9101@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315012,自在天魔2星,00:00:05,,3600,,,0,0,0,250346,1,0,9101@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315013,自在天魔2星,00:00:05,,3600,,,0,0,0,250346,1,0,9101@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315014,自在天魔2星,00:00:05,,3600,,,0,0,0,250346,1,0,9101@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315015,自在天魔3星,00:00:05,,3600,,,0,0,0,250347,1,0,9102@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315016,自在天魔3星,00:00:05,,3600,,,0,0,0,250347,1,0,9102@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315017,自在天魔3星,00:00:05,,3600,,,0,0,0,250347,1,0,9102@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315018,自在天魔3星,00:00:05,,3600,,,0,0,0,250347,1,0,9102@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315019,自在天魔3星,00:00:05,,3600,,,0,0,0,250347,1,0,9102@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315020,自在天魔3星,00:00:05,,3600,,,0,0,0,250347,1,0,9102@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315021,自在天魔3星,00:00:05,,3600,,,0,0,0,250347,1,0,9102@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315022,自在天魔4星,00:00:05,,3600,,,0,0,0,250348,1,0,9103@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315023,自在天魔4星,00:00:05,,3600,,,0,0,0,250348,1,0,9103@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315024,自在天魔4星,00:00:05,,3600,,,0,0,0,250348,1,0,9103@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315025,自在天魔4星,00:00:05,,3600,,,0,0,0,250348,1,0,9103@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315026,自在天魔4星,00:00:05,,3600,,,0,0,0,250348,1,0,9103@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315027,自在天魔4星,00:00:05,,3600,,,0,0,0,250348,1,0,9103@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315028,自在天魔4星,00:00:05,,3600,,,0,0,0,250348,1,0,9103@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315029,自在天魔5星,00:00:05,,3600,,,0,0,0,250349,1,0,9104@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315030,自在天魔5星,00:00:05,,3600,,,0,0,0,250349,1,0,9104@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315031,自在天魔5星,00:00:05,,3600,,,0,0,0,250349,1,0,9104@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315032,自在天魔5星,00:00:05,,3600,,,0,0,0,250349,1,0,9104@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315033,自在天魔5星,00:00:05,,3600,,,0,0,0,250349,1,0,9104@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315034,自在天魔5星,00:00:05,,3600,,,0,0,0,250349,1,0,9104@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315035,自在天魔5星,00:00:05,,3600,,,0,0,0,250349,1,0,9104@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315036,自在天魔6星,00:00:05,,3600,,,0,0,0,250350,1,0,9105@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315037,自在天魔6星,00:00:05,,3600,,,0,0,0,250350,1,0,9105@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315038,自在天魔6星,00:00:05,,3600,,,0,0,0,250350,1,0,9105@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315039,自在天魔6星,00:00:05,,3600,,,0,0,0,250350,1,0,9105@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315040,自在天魔6星,00:00:05,,3600,,,0,0,0,250350,1,0,9105@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315041,自在天魔6星,00:00:05,,3600,,,0,0,0,250350,1,0,9105@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315042,自在天魔6星,00:00:05,,3600,,,0,0,0,250350,1,0,9105@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315043,自在天魔7星,00:00:05,,3600,,,0,0,0,250351,1,0,9106@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315044,自在天魔7星,00:00:05,,3600,,,0,0,0,250351,1,0,9106@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315045,自在天魔7星,00:00:05,,3600,,,0,0,0,250351,1,0,9106@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315046,自在天魔7星,00:00:05,,3600,,,0,0,0,250351,1,0,9106@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315047,自在天魔7星,00:00:05,,3600,,,0,0,0,250351,1,0,9106@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315048,自在天魔7星,00:00:05,,3600,,,0,0,0,250351,1,0,9106@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315049,自在天魔7星,00:00:05,,3600,,,0,0,0,250351,1,0,9106@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315050,自在天魔8星,00:00:05,,3600,,,0,0,0,250352,1,0,9107@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315051,自在天魔8星,00:00:05,,3600,,,0,0,0,250352,1,0,9107@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
315052,自在天魔8星,00:00:05,,3600,,,0,0,0,250352,1,0,9107@8,1,3600,5,7948,2,201046,1,1,80,300,0,0,,1,0,304,,,,,,,,,,,1,1
