附加属性id,名称,颜色,属性id,属性名称,区间,buffid,技能id,拍卖筛选是否显示
849,耐力+&,FF00b1ff,45,endu_value,-4;-8,0,0,1
850,敏捷+&,FF00b1ff,65,agi_value,-4;-8,0,0,1
851,体质+&,FF00b1ff,15,cons_value,-5;-9,0,0,1
852,智力+&,FF00b1ff,25,iq_value,-5;-10,0,0,1
853,力量+&,FF00b1ff,35,str_value,-5;-11,0,0,1
854,耐力+&,FF00b1ff,45,endu_value,-5;-12,0,0,1
855,敏捷+&,FF00b1ff,65,agi_value,-5;-13,0,0,1
856,体质+&,FF00b1ff,15,cons_value,-6;-11,0,0,1
857,智力+&,FF00b1ff,25,iq_value,-6;-12,0,0,1
858,力量+&,FF00b1ff,35,str_value,-6;-13,0,0,1
859,耐力+&,FF00b1ff,45,endu_value,-6;-14,0,0,1
860,敏捷+&,FF00b1ff,65,agi_value,-6;-15,0,0,1
861,体质+&,FF00b1ff,15,cons_value,-7;-13,0,0,1
862,智力+&,FF00b1ff,25,iq_value,-7;-14,0,0,1
863,力量+&,FF00b1ff,35,str_value,-7;-15,0,0,1
864,耐力+&,FF00b1ff,45,endu_value,-7;-16,0,0,1
865,敏捷+&,FF00b1ff,65,agi_value,-7;-17,0,0,1
866,体质+&,FF00b1ff,15,cons_value,-8;-14,0,0,1
867,智力+&,FF00b1ff,25,iq_value,-8;-14,0,0,1
868,力量+&,FF00b1ff,35,str_value,-8;-14,0,0,1
869,耐力+&,FF00b1ff,45,endu_value,-8;-14,0,0,1
870,敏捷+&,FF00b1ff,65,agi_value,-8;-14,0,0,1
871,体质+&,FF00b1ff,15,cons_value,-8;-16,0,0,1
872,智力+&,FF00b1ff,25,iq_value,-8;-16,0,0,1
873,力量+&,FF00b1ff,35,str_value,-8;-16,0,0,1
874,耐力+&,FF00b1ff,45,endu_value,-8;-16,0,0,1
875,敏捷+&,FF00b1ff,65,agi_value,-8;-16,0,0,1
876,体质+&,FF00b1ff,15,cons_value,-9;-17,0,0,1
877,智力+&,FF00b1ff,25,iq_value,-9;-18,0,0,1
878,力量+&,FF00b1ff,35,str_value,-9;-19,0,0,1
879,耐力+&,FF00b1ff,45,endu_value,-9;-20,0,0,1
880,敏捷+&,FF00b1ff,65,agi_value,-9;-21,0,0,1
881,体质+&,FF00b1ff,15,cons_value,-10;-19,0,0,1
882,智力+&,FF00b1ff,25,iq_value,-10;-20,0,0,1
883,力量+&,FF00b1ff,35,str_value,-10;-21,0,0,1
884,耐力+&,FF00b1ff,45,endu_value,-10;-22,0,0,1
885,敏捷+&,FF00b1ff,65,agi_value,-10;-23,0,0,1
886,体质+&,FF00b1ff,15,cons_value,-11;-20,0,0,1
887,智力+&,FF00b1ff,25,iq_value,-11;-20,0,0,1
888,力量+&,FF00b1ff,35,str_value,-11;-20,0,0,1
889,耐力+&,FF00b1ff,45,endu_value,-11;-20,0,0,1
890,敏捷+&,FF00b1ff,65,agi_value,-11;-20,0,0,1
891,体质+&,FF00b1ff,15,cons_value,-11;-22,0,0,1
892,智力+&,FF00b1ff,25,iq_value,-11;-22,0,0,1
893,力量+&,FF00b1ff,35,str_value,-11;-22,0,0,1
894,耐力+&,FF00b1ff,45,endu_value,-11;-22,0,0,1
895,敏捷+&,FF00b1ff,65,agi_value,-11;-22,0,0,1
896,体质+&,FF00b1ff,15,cons_value,-12;-23,0,0,1
897,智力+&,FF00b1ff,25,iq_value,-12;-24,0,0,1
898,力量+&,FF00b1ff,35,str_value,-12;-25,0,0,1
899,耐力+&,FF00b1ff,45,endu_value,-12;-26,0,0,1
900,敏捷+&,FF00b1ff,65,agi_value,-12;-27,0,0,1
901,体质+&,FF00b1ff,15,cons_value,2;3,0,0,1
902,智力+&,FF00b1ff,25,iq_value,2;4,0,0,1
903,力量+&,FF00b1ff,35,str_value,2;5,0,0,1
904,耐力+&,FF00b1ff,45,endu_value,2;6,0,0,1
905,敏捷+&,FF00b1ff,65,agi_value,2;7,0,0,1
906,体质+&,FF00b1ff,15,cons_value,4;6,0,0,1
907,智力+&,FF00b1ff,25,iq_value,4;7,0,0,1
908,力量+&,FF00b1ff,35,str_value,4;8,0,0,1
909,耐力+&,FF00b1ff,45,endu_value,4;9,0,0,1
910,敏捷+&,FF00b1ff,65,agi_value,4;10,0,0,1
911,体质+&,FF00b1ff,15,cons_value,7;9,0,0,1
912,智力+&,FF00b1ff,25,iq_value,7;10,0,0,1
913,力量+&,FF00b1ff,35,str_value,7;11,0,0,1
914,耐力+&,FF00b1ff,45,endu_value,7;12,0,0,1
915,敏捷+&,FF00b1ff,65,agi_value,7;13,0,0,1
916,体质+&,FF00b1ff,15,cons_value,9;13,0,0,1
917,智力+&,FF00b1ff,25,iq_value,9;14,0,0,1
918,力量+&,FF00b1ff,35,str_value,9;15,0,0,1
919,耐力+&,FF00b1ff,45,endu_value,9;16,0,0,1
920,敏捷+&,FF00b1ff,65,agi_value,9;17,0,0,1
921,体质+&,FF00b1ff,15,cons_value,11;16,0,0,1
922,智力+&,FF00b1ff,25,iq_value,11;17,0,0,1
923,力量+&,FF00b1ff,35,str_value,11;18,0,0,1
924,耐力+&,FF00b1ff,45,endu_value,11;19,0,0,1
925,敏捷+&,FF00b1ff,65,agi_value,11;20,0,0,1
926,体质+&,FF00b1ff,15,cons_value,13;19,0,0,1
927,智力+&,FF00b1ff,25,iq_value,13;20,0,0,1
928,力量+&,FF00b1ff,35,str_value,13;21,0,0,1
929,耐力+&,FF00b1ff,45,endu_value,13;22,0,0,1
930,敏捷+&,FF00b1ff,65,agi_value,13;23,0,0,1
931,体质+&,FF00b1ff,15,cons_value,15;22,0,0,1
932,智力+&,FF00b1ff,25,iq_value,15;23,0,0,1
933,力量+&,FF00b1ff,35,str_value,15;24,0,0,1
934,耐力+&,FF00b1ff,45,endu_value,15;25,0,0,1
935,敏捷+&,FF00b1ff,65,agi_value,15;26,0,0,1
936,体质+&,FF00b1ff,15,cons_value,18;25,0,0,1
937,智力+&,FF00b1ff,25,iq_value,18;26,0,0,1
938,力量+&,FF00b1ff,35,str_value,18;27,0,0,1
939,耐力+&,FF00b1ff,45,endu_value,18;28,0,0,1
940,敏捷+&,FF00b1ff,65,agi_value,18;29,0,0,1
941,体质+&,FF00b1ff,15,cons_value,20;28,0,0,1
942,智力+&,FF00b1ff,25,iq_value,20;29,0,0,1
943,力量+&,FF00b1ff,35,str_value,20;30,0,0,1
944,耐力+&,FF00b1ff,45,endu_value,20;31,0,0,1
945,敏捷+&,FF00b1ff,65,agi_value,20;32,0,0,1
946,体质+&,FF00b1ff,15,cons_value,22;31,0,0,1
947,智力+&,FF00b1ff,25,iq_value,22;32,0,0,1
948,力量+&,FF00b1ff,35,str_value,22;33,0,0,1
949,耐力+&,FF00b1ff,45,endu_value,22;34,0,0,1
950,敏捷+&,FF00b1ff,65,agi_value,22;35,0,0,1
951,体质+&,FF00b1ff,15,cons_value,24;34,0,0,1
952,智力+&,FF00b1ff,25,iq_value,24;35,0,0,1
953,力量+&,FF00b1ff,35,str_value,24;36,0,0,1
954,耐力+&,FF00b1ff,45,endu_value,24;37,0,0,1
955,敏捷+&,FF00b1ff,65,agi_value,24;38,0,0,1
956,体质+&,FF00b1ff,15,cons_value,26;38,0,0,1
957,智力+&,FF00b1ff,25,iq_value,26;39,0,0,1
958,力量+&,FF00b1ff,35,str_value,26;40,0,0,1
959,耐力+&,FF00b1ff,45,endu_value,26;41,0,0,1
960,敏捷+&,FF00b1ff,65,agi_value,26;42,0,0,1
961,体质+&,FF00b1ff,15,cons_value,28;41,0,0,1
962,智力+&,FF00b1ff,25,iq_value,28;42,0,0,1
963,力量+&,FF00b1ff,35,str_value,28;43,0,0,1
964,耐力+&,FF00b1ff,45,endu_value,28;44,0,0,1
965,敏捷+&,FF00b1ff,65,agi_value,28;45,0,0,1
966,体质+&,FF00b1ff,15,cons_value,31;44,0,0,1
967,智力+&,FF00b1ff,25,iq_value,31;45,0,0,1
968,力量+&,FF00b1ff,35,str_value,31;46,0,0,1
969,耐力+&,FF00b1ff,45,endu_value,31;47,0,0,1
970,敏捷+&,FF00b1ff,65,agi_value,31;48,0,0,1
971,体质+&,FF00b1ff,15,cons_value,18;120,0,0,1
972,智力+&,FF00b1ff,25,iq_value,18;120,0,0,1
973,力量+&,FF00b1ff,35,str_value,18;120,0,0,1
974,耐力+&,FF00b1ff,45,endu_value,18;120,0,0,1
975,敏捷+&,FF00b1ff,65,agi_value,33;51,0,0,1
976,体质+&,FF00b1ff,15,cons_value,3;5,0,0,1
977,智力+&,FF00b1ff,25,iq_value,3;6,0,0,1
978,力量+&,FF00b1ff,35,str_value,3;7,0,0,1
979,耐力+&,FF00b1ff,45,endu_value,3;8,0,0,1
980,敏捷+&,FF00b1ff,65,agi_value,3;9,0,0,1
981,体质+&,FF00b1ff,15,cons_value,7;9,0,0,1
982,智力+&,FF00b1ff,25,iq_value,7;10,0,0,1
983,力量+&,FF00b1ff,35,str_value,7;11,0,0,1
984,耐力+&,FF00b1ff,45,endu_value,7;12,0,0,1
985,敏捷+&,FF00b1ff,65,agi_value,7;13,0,0,1
986,体质+&,FF00b1ff,15,cons_value,10;14,0,0,1
987,智力+&,FF00b1ff,25,iq_value,10;15,0,0,1
988,力量+&,FF00b1ff,35,str_value,10;16,0,0,1
989,耐力+&,FF00b1ff,45,endu_value,10;17,0,0,1
990,敏捷+&,FF00b1ff,65,agi_value,10;18,0,0,1
991,体质+&,FF00b1ff,15,cons_value,13;19,0,0,1
992,智力+&,FF00b1ff,25,iq_value,13;20,0,0,1
993,力量+&,FF00b1ff,35,str_value,13;21,0,0,1
994,耐力+&,FF00b1ff,45,endu_value,13;22,0,0,1
995,敏捷+&,FF00b1ff,65,agi_value,13;23,0,0,1
996,体质+&,FF00b1ff,15,cons_value,16;23,0,0,1
997,智力+&,FF00b1ff,25,iq_value,16;24,0,0,1
998,力量+&,FF00b1ff,35,str_value,16;25,0,0,1
999,耐力+&,FF00b1ff,45,endu_value,16;26,0,0,1
1000,敏捷+&,FF00b1ff,65,agi_value,16;27,0,0,1
1001,体质+&,FF00b1ff,15,cons_value,20;28,0,0,1
1002,智力+&,FF00b1ff,25,iq_value,20;29,0,0,1
1003,力量+&,FF00b1ff,35,str_value,20;30,0,0,1
1004,耐力+&,FF00b1ff,45,endu_value,20;31,0,0,1
1005,敏捷+&,FF00b1ff,65,agi_value,20;32,0,0,1
1006,体质+&,FF00b1ff,15,cons_value,23;33,0,0,1
1007,智力+&,FF00b1ff,25,iq_value,23;34,0,0,1
1008,力量+&,FF00b1ff,35,str_value,23;35,0,0,1
1009,耐力+&,FF00b1ff,45,endu_value,23;36,0,0,1
1010,敏捷+&,FF00b1ff,65,agi_value,23;37,0,0,1
1011,体质+&,FF00b1ff,15,cons_value,26;38,0,0,1
1012,智力+&,FF00b1ff,25,iq_value,26;39,0,0,1
1013,力量+&,FF00b1ff,35,str_value,26;40,0,0,1
1014,耐力+&,FF00b1ff,45,endu_value,26;41,0,0,1
1015,敏捷+&,FF00b1ff,65,agi_value,26;42,0,0,1
1016,体质+&,FF00b1ff,15,cons_value,30;42,0,0,1
1017,智力+&,FF00b1ff,25,iq_value,30;43,0,0,1
1018,力量+&,FF00b1ff,35,str_value,30;44,0,0,1
1019,耐力+&,FF00b1ff,45,endu_value,30;45,0,0,1
1020,敏捷+&,FF00b1ff,65,agi_value,30;46,0,0,1
1021,体质+&,FF00b1ff,15,cons_value,33;47,0,0,1
1022,智力+&,FF00b1ff,25,iq_value,33;48,0,0,1
1023,力量+&,FF00b1ff,35,str_value,33;49,0,0,1
1024,耐力+&,FF00b1ff,45,endu_value,33;50,0,0,1
1025,敏捷+&,FF00b1ff,65,agi_value,33;51,0,0,1
1026,体质+&,FF00b1ff,15,cons_value,36;52,0,0,1
1027,智力+&,FF00b1ff,25,iq_value,36;53,0,0,1
1028,力量+&,FF00b1ff,35,str_value,36;54,0,0,1
1029,耐力+&,FF00b1ff,45,endu_value,36;55,0,0,1
1030,敏捷+&,FF00b1ff,65,agi_value,36;56,0,0,1
1031,体质+&,FF00b1ff,15,cons_value,39;56,0,0,1
1032,智力+&,FF00b1ff,25,iq_value,39;57,0,0,1
1033,力量+&,FF00b1ff,35,str_value,39;58,0,0,1
1034,耐力+&,FF00b1ff,45,endu_value,39;59,0,0,1
1035,敏捷+&,FF00b1ff,65,agi_value,39;60,0,0,1
1036,体质+&,FF00b1ff,15,cons_value,43;61,0,0,1
1037,智力+&,FF00b1ff,25,iq_value,43;62,0,0,1
1038,力量+&,FF00b1ff,35,str_value,43;63,0,0,1
1039,耐力+&,FF00b1ff,45,endu_value,43;64,0,0,1
1040,敏捷+&,FF00b1ff,65,agi_value,43;65,0,0,1
1041,体质+&,FF00b1ff,15,cons_value,46;66,0,0,1
1042,智力+&,FF00b1ff,25,iq_value,46;67,0,0,1
1043,力量+&,FF00b1ff,35,str_value,46;68,0,0,1
1044,耐力+&,FF00b1ff,45,endu_value,46;69,0,0,1
1045,敏捷+&,FF00b1ff,65,agi_value,46;70,0,0,1
1046,体质+&,FF00b1ff,15,cons_value,49;70,0,0,1
1047,智力+&,FF00b1ff,25,iq_value,49;71,0,0,1
1048,力量+&,FF00b1ff,35,str_value,49;72,0,0,1
1049,耐力+&,FF00b1ff,45,endu_value,49;73,0,0,1
1050,敏捷+&,FF00b1ff,65,agi_value,49;74,0,0,1
1051,体质+&,FF00b1ff,15,cons_value,4;6,0,0,1
1052,智力+&,FF00b1ff,25,iq_value,4;7,0,0,1
1053,力量+&,FF00b1ff,35,str_value,4;8,0,0,1
1054,耐力+&,FF00b1ff,45,endu_value,4;9,0,0,1
1055,敏捷+&,FF00b1ff,65,agi_value,4;10,0,0,1
1056,体质+&,FF00b1ff,15,cons_value,9;13,0,0,1
1057,智力+&,FF00b1ff,25,iq_value,9;14,0,0,1
1058,力量+&,FF00b1ff,35,str_value,9;15,0,0,1
1059,耐力+&,FF00b1ff,45,endu_value,9;16,0,0,1
1060,敏捷+&,FF00b1ff,65,agi_value,9;17,0,0,1
1061,体质+&,FF00b1ff,15,cons_value,13;19,0,0,1
1062,智力+&,FF00b1ff,25,iq_value,13;20,0,0,1
1063,力量+&,FF00b1ff,35,str_value,13;21,0,0,1
1064,耐力+&,FF00b1ff,45,endu_value,13;22,0,0,1
1065,敏捷+&,FF00b1ff,65,agi_value,13;23,0,0,1
1066,体质+&,FF00b1ff,15,cons_value,18;25,0,0,1
1067,智力+&,FF00b1ff,25,iq_value,18;26,0,0,1
1068,力量+&,FF00b1ff,35,str_value,18;27,0,0,1
1069,耐力+&,FF00b1ff,45,endu_value,18;28,0,0,1
1070,敏捷+&,FF00b1ff,65,agi_value,18;29,0,0,1
1071,体质+&,FF00b1ff,15,cons_value,22;31,0,0,1
1072,智力+&,FF00b1ff,25,iq_value,22;32,0,0,1
1073,力量+&,FF00b1ff,35,str_value,22;33,0,0,1
1074,耐力+&,FF00b1ff,45,endu_value,22;34,0,0,1
1075,敏捷+&,FF00b1ff,65,agi_value,22;35,0,0,1
1076,体质+&,FF00b1ff,15,cons_value,26;38,0,0,1
1077,智力+&,FF00b1ff,25,iq_value,26;39,0,0,1
1078,力量+&,FF00b1ff,35,str_value,26;40,0,0,1
1079,耐力+&,FF00b1ff,45,endu_value,26;41,0,0,1
1080,敏捷+&,FF00b1ff,65,agi_value,26;42,0,0,1
1081,体质+&,FF00b1ff,15,cons_value,31;44,0,0,1
1082,智力+&,FF00b1ff,25,iq_value,31;45,0,0,1
1083,力量+&,FF00b1ff,35,str_value,31;46,0,0,1
1084,耐力+&,FF00b1ff,45,endu_value,31;47,0,0,1
1085,敏捷+&,FF00b1ff,65,agi_value,31;48,0,0,1
1086,体质+&,FF00b1ff,15,cons_value,35;50,0,0,1
1087,智力+&,FF00b1ff,25,iq_value,35;51,0,0,1
1088,力量+&,FF00b1ff,35,str_value,35;52,0,0,1
1089,耐力+&,FF00b1ff,45,endu_value,35;53,0,0,1
1090,敏捷+&,FF00b1ff,65,agi_value,35;54,0,0,1
1091,体质+&,FF00b1ff,15,cons_value,39;56,0,0,1
1092,智力+&,FF00b1ff,25,iq_value,39;57,0,0,1
1093,力量+&,FF00b1ff,35,str_value,39;58,0,0,1
1094,耐力+&,FF00b1ff,45,endu_value,39;59,0,0,1
1095,敏捷+&,FF00b1ff,65,agi_value,39;60,0,0,1
1096,体质+&,FF00b1ff,15,cons_value,44;63,0,0,1
1097,智力+&,FF00b1ff,25,iq_value,44;64,0,0,1
1098,力量+&,FF00b1ff,35,str_value,44;65,0,0,1
1099,耐力+&,FF00b1ff,45,endu_value,44;66,0,0,1
1100,敏捷+&,FF00b1ff,65,agi_value,44;67,0,0,1
1101,体质+&,FF00b1ff,15,cons_value,48;69,0,0,1
1102,智力+&,FF00b1ff,25,iq_value,48;70,0,0,1
1103,力量+&,FF00b1ff,35,str_value,48;71,0,0,1
1104,耐力+&,FF00b1ff,45,endu_value,48;72,0,0,1
1105,敏捷+&,FF00b1ff,65,agi_value,48;73,0,0,1
1106,体质+&,FF00b1ff,15,cons_value,53;75,0,0,1
1107,智力+&,FF00b1ff,25,iq_value,53;76,0,0,1
1108,力量+&,FF00b1ff,35,str_value,53;77,0,0,1
1109,耐力+&,FF00b1ff,45,endu_value,53;78,0,0,1
1110,敏捷+&,FF00b1ff,65,agi_value,53;79,0,0,1
1111,体质+&,FF00b1ff,15,cons_value,57;81,0,0,1
1112,智力+&,FF00b1ff,25,iq_value,57;82,0,0,1
1113,力量+&,FF00b1ff,35,str_value,57;83,0,0,1
1114,耐力+&,FF00b1ff,45,endu_value,57;84,0,0,1
1115,敏捷+&,FF00b1ff,65,agi_value,57;85,0,0,1
1116,体质+&,FF00b1ff,15,cons_value,61;88,0,0,1
1117,智力+&,FF00b1ff,25,iq_value,61;89,0,0,1
1118,力量+&,FF00b1ff,35,str_value,61;90,0,0,1
1119,耐力+&,FF00b1ff,45,endu_value,61;91,0,0,1
1120,敏捷+&,FF00b1ff,65,agi_value,61;92,0,0,1
1121,体质+&,FF00b1ff,15,cons_value,18;120,0,0,1
1122,智力+&,FF00b1ff,25,iq_value,18;120,0,0,1
1123,力量+&,FF00b1ff,35,str_value,18;120,0,0,1
1124,耐力+&,FF00b1ff,45,endu_value,18;120,0,0,1
1125,敏捷+&,FF00b1ff,65,agi_value,18;120,0,0,1
1126,体质+&,FF00b1ff,15,cons_value,-2;-2,0,0,1
1127,智力+&,FF00b1ff,25,iq_value,-2;-3,0,0,1
1128,力量+&,FF00b1ff,35,str_value,-2;-4,0,0,1
1129,耐力+&,FF00b1ff,45,endu_value,-2;-5,0,0,1
1130,敏捷+&,FF00b1ff,65,agi_value,-2;-6,0,0,1
1131,体质+&,FF00b1ff,15,cons_value,-3;-3,0,0,1
1132,智力+&,FF00b1ff,25,iq_value,-3;-4,0,0,1
1133,力量+&,FF00b1ff,35,str_value,-3;-5,0,0,1
1134,耐力+&,FF00b1ff,45,endu_value,-3;-6,0,0,1
1135,敏捷+&,FF00b1ff,65,agi_value,-3;-7,0,0,1
1136,体质+&,FF00b1ff,15,cons_value,-4;-5,0,0,1
1137,智力+&,FF00b1ff,25,iq_value,-4;-6,0,0,1
1138,力量+&,FF00b1ff,35,str_value,-4;-7,0,0,1
1139,耐力+&,FF00b1ff,45,endu_value,-4;-8,0,0,1
1140,敏捷+&,FF00b1ff,65,agi_value,-4;-9,0,0,1
1141,体质+&,FF00b1ff,15,cons_value,-5;-6,0,0,1
1142,智力+&,FF00b1ff,25,iq_value,-5;-7,0,0,1
1143,力量+&,FF00b1ff,35,str_value,-5;-8,0,0,1
1144,耐力+&,FF00b1ff,45,endu_value,-5;-9,0,0,1
1145,敏捷+&,FF00b1ff,65,agi_value,-5;-10,0,0,1
1146,体质+&,FF00b1ff,15,cons_value,-6;-8,0,0,1
1147,智力+&,FF00b1ff,25,iq_value,-6;-9,0,0,1
1148,力量+&,FF00b1ff,35,str_value,-6;-10,0,0,1
1149,耐力+&,FF00b1ff,45,endu_value,-6;-11,0,0,1
1150,敏捷+&,FF00b1ff,65,agi_value,-6;-12,0,0,1
1151,体质+&,FF00b1ff,15,cons_value,-7;-9,0,0,1
1152,智力+&,FF00b1ff,25,iq_value,-7;-10,0,0,1
1153,力量+&,FF00b1ff,35,str_value,-7;-11,0,0,1
1154,耐力+&,FF00b1ff,45,endu_value,-7;-12,0,0,1
1155,敏捷+&,FF00b1ff,65,agi_value,-7;-13,0,0,1
1156,体质+&,FF00b1ff,15,cons_value,-8;-11,0,0,1
1157,智力+&,FF00b1ff,25,iq_value,-8;-12,0,0,1
1158,力量+&,FF00b1ff,35,str_value,-8;-13,0,0,1
1159,耐力+&,FF00b1ff,45,endu_value,-8;-14,0,0,1
1160,敏捷+&,FF00b1ff,65,agi_value,-8;-15,0,0,1
1161,体质+&,FF00b1ff,15,cons_value,-9;-13,0,0,1
1162,智力+&,FF00b1ff,25,iq_value,-9;-14,0,0,1
1163,力量+&,FF00b1ff,35,str_value,-9;-15,0,0,1
1164,耐力+&,FF00b1ff,45,endu_value,-9;-16,0,0,1
1165,敏捷+&,FF00b1ff,65,agi_value,-9;-17,0,0,1
1166,体质+&,FF00b1ff,15,cons_value,-10;-14,0,0,1
1167,智力+&,FF00b1ff,25,iq_value,-10;-15,0,0,1
1168,力量+&,FF00b1ff,35,str_value,-10;-16,0,0,1
1169,耐力+&,FF00b1ff,45,endu_value,-10;-17,0,0,1
1170,敏捷+&,FF00b1ff,65,agi_value,-10;-18,0,0,1
1171,体质+&,FF00b1ff,15,cons_value,-11;-16,0,0,1
1172,智力+&,FF00b1ff,25,iq_value,-11;-17,0,0,1
1173,力量+&,FF00b1ff,35,str_value,-11;-18,0,0,1
1174,耐力+&,FF00b1ff,45,endu_value,-11;-19,0,0,1
1175,敏捷+&,FF00b1ff,65,agi_value,-11;-20,0,0,1
1176,体质+&,FF00b1ff,15,cons_value,-13;-17,0,0,1
1177,智力+&,FF00b1ff,25,iq_value,-13;-18,0,0,1
1178,力量+&,FF00b1ff,35,str_value,-13;-19,0,0,1
1179,耐力+&,FF00b1ff,45,endu_value,-13;-20,0,0,1
1180,敏捷+&,FF00b1ff,65,agi_value,-13;-21,0,0,1
1181,体质+&,FF00b1ff,15,cons_value,-14;-19,0,0,1
1182,智力+&,FF00b1ff,25,iq_value,-14;-20,0,0,1
1183,力量+&,FF00b1ff,35,str_value,-14;-21,0,0,1
1184,耐力+&,FF00b1ff,45,endu_value,-14;-22,0,0,1
1185,敏捷+&,FF00b1ff,65,agi_value,-14;-23,0,0,1
1186,体质+&,FF00b1ff,15,cons_value,-15;-20,0,0,1
1187,智力+&,FF00b1ff,25,iq_value,-15;-21,0,0,1
1188,力量+&,FF00b1ff,35,str_value,-15;-22,0,0,1
1189,耐力+&,FF00b1ff,45,endu_value,-15;-23,0,0,1
1190,敏捷+&,FF00b1ff,65,agi_value,-15;-24,0,0,1
1191,体质+&,FF00b1ff,15,cons_value,-16;-22,0,0,1
1192,智力+&,FF00b1ff,25,iq_value,-16;-23,0,0,1
1193,力量+&,FF00b1ff,35,str_value,-16;-24,0,0,1
1194,耐力+&,FF00b1ff,45,endu_value,-16;-25,0,0,1
1195,敏捷+&,FF00b1ff,65,agi_value,-16;-26,0,0,1
1196,体质+&,FF00b1ff,15,cons_value,18;120,0,0,1
1197,智力+&,FF00b1ff,25,iq_value,18;120,0,0,1
1198,力量+&,FF00b1ff,35,str_value,18;120,0,0,1
1199,耐力+&,FF00b1ff,45,endu_value,18;120,0,0,1
1200,敏捷+&,FF00b1ff,65,agi_value,18;120,0,0,1
1201,体质+&,FF00b1ff,15,cons_value,1;99,0,165003,1
1202,智力+&,FF00b1ff,25,iq_value,1;99,0,165003,1
1203,力量+&,FF00b1ff,35,str_value,1;99,0,165003,1
1204,耐力+&,FF00b1ff,45,endu_value,1;99,0,165003,1
1205,敏捷+&,FF00b1ff,65,agi_value,1;99,0,165003,1
1206,体质+&,FF00b1ff,15,cons_value,1;99,0,165003,1
1207,智力+&,FF00b1ff,25,iq_value,1;99,0,165003,1
1208,力量+&,FF00b1ff,35,str_value,1;99,0,165003,1
1209,耐力+&,FF00b1ff,45,endu_value,1;99,0,165003,1
1210,敏捷+&,FF00b1ff,65,agi_value,1;99,0,165003,1
1211,体质+&,FF00b1ff,15,cons_value,18;120,0,,1
1212,智力+&,FF00b1ff,25,iq_value,18;120,0,,1
1213,力量+&,FF00b1ff,35,str_value,18;120,0,,1
1214,耐力+&,FF00b1ff,45,endu_value,18;120,0,,1
1215,敏捷+&,FF00b1ff,65,agi_value,18;120,0,,1
1216,体质+&,FF00b1ff,15,cons_value,13;27,0,0,1
1217,魔力+&,FF00b1ff,25,iq_value,13;27,0,0,1
1218,力量+&,FF00b1ff,35,str_value,13;27,0,0,1
1219,耐力+&,FF00b1ff,45,endu_value,13;27,0,0,1
1220,敏捷+&,FF00b1ff,65,agi_value,13;27,0,0,1
1221,体质+&,FF00b1ff,15,cons_value,11;22,0,0,1
1222,魔力+&,FF00b1ff,25,iq_value,11;22,0,0,1
1223,力量+&,FF00b1ff,35,str_value,11;22,0,0,1
1224,耐力+&,FF00b1ff,45,endu_value,11;22,0,0,1
1225,敏捷+&,FF00b1ff,65,agi_value,11;22,0,0,1
1226,体质+&,FF00b1ff,15,cons_value,15;31,0,0,1
1227,魔力+&,FF00b1ff,25,iq_value,15;31,0,0,1
1228,力量+&,FF00b1ff,35,str_value,15;31,0,0,1
1229,耐力+&,FF00b1ff,45,endu_value,15;31,0,0,1
1230,敏捷+&,FF00b1ff,65,agi_value,15;31,0,0,1
1231,体质+&,FF00b1ff,15,cons_value,12;25,0,0,1
1232,魔力+&,FF00b1ff,25,iq_value,12;25,0,0,1
1233,力量+&,FF00b1ff,35,str_value,12;25,0,0,1
1234,耐力+&,FF00b1ff,45,endu_value,12;25,0,0,1
1235,敏捷+&,FF00b1ff,65,agi_value,12;25,0,0,1
1236,体质+&,FF00b1ff,15,cons_value,18;36,0,0,1
1237,魔力+&,FF00b1ff,25,iq_value,18;36,0,0,1
1238,力量+&,FF00b1ff,35,str_value,18;36,0,0,1
1239,耐力+&,FF00b1ff,45,endu_value,18;36,0,0,1
1240,敏捷+&,FF00b1ff,65,agi_value,18;36,0,0,1
1241,体质+&,FF00b1ff,15,cons_value,14;29,0,0,1
1242,魔力+&,FF00b1ff,25,iq_value,14;29,0,0,1
1243,力量+&,FF00b1ff,35,str_value,14;29,0,0,1
1244,耐力+&,FF00b1ff,45,endu_value,14;29,0,0,1
1245,敏捷+&,FF00b1ff,65,agi_value,14;29,0,0,1
1246,体质+&,FF00b1ff,15,cons_value,20;40,0,0,1
1247,魔力+&,FF00b1ff,25,iq_value,20;40,0,0,1
1248,力量+&,FF00b1ff,35,str_value,20;40,0,0,1
1249,耐力+&,FF00b1ff,45,endu_value,20;40,0,0,1
1250,敏捷+&,FF00b1ff,65,agi_value,20;40,0,0,1
1251,体质+&,FF00b1ff,15,cons_value,16;36,0,0,1
1252,魔力+&,FF00b1ff,25,iq_value,16;36,0,0,1
1253,力量+&,FF00b1ff,35,str_value,16;36,0,0,1
1254,耐力+&,FF00b1ff,45,endu_value,16;36,0,0,1
1255,敏捷+&,FF00b1ff,65,agi_value,16;36,0,0,1
1256,体质+&,FF00b1ff,15,cons_value,22;44,0,0,1
1257,魔力+&,FF00b1ff,25,iq_value,22;44,0,0,1
1258,力量+&,FF00b1ff,35,str_value,22;44,0,0,1
1259,耐力+&,FF00b1ff,45,endu_value,22;44,0,0,1
1260,敏捷+&,FF00b1ff,65,agi_value,22;44,0,0,1
1261,体质+&,FF00b1ff,15,cons_value,18;36,0,0,1
1262,魔力+&,FF00b1ff,25,iq_value,18;36,0,0,1
