2025-09-02 16:11:52 出售人id: 155649 出售人userid: 40 出售人名字: 刘光济  购买人id: 106497  购买人userid: 28  购买人名字: 林宏硕  物品名称: 碧水青龙  物品数量: 1  交易价格: 1
2025-09-08 19:22:32 出售人id: 16385 出售人userid: 120 出售人名字: 风月一程  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 卧虎•印诀书  物品数量: 1  交易价格: 270000
2025-09-08 19:24:12 出售人id: 626689 出售人userid: 104 出售人名字: 纯属娱乐  购买人id: 4456449  购买人userid: 1145  购买人名字: 小熊维尼  物品名称: 斗牛印  物品数量: 1  交易价格: 1
2025-09-08 19:24:17 出售人id: 303105 出售人userid: 242 出售人名字: 浮生  购买人id: 741377  购买人userid: 296  购买人名字: 公门兴文  物品名称: 附灵玉•精华  物品数量: 90  交易价格: 61999
2025-09-08 19:25:38 出售人id: 1687553 出售人userid: 486 出售人名字: 三刀结束丶  购买人id: 741377  购买人userid: 296  购买人名字: 公门兴文  物品名称: 星海佩•精魄  物品数量: 2  交易价格: 72000
2025-09-08 19:25:45 出售人id: 139265 出售人userid: 2 出售人名字: 归兮  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 附灵玉•精魄  物品数量: 7  交易价格: 169992
2025-09-08 19:25:55 出售人id: 1687553 出售人userid: 486 出售人名字: 三刀结束丶  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 附灵玉•精魄  物品数量: 1  交易价格: 140000
2025-09-08 19:25:58 出售人id: 499713 出售人userid: 118 出售人名字: 心随风  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 附灵玉•精魄  物品数量: 3  交易价格: 144000
2025-09-08 19:26:58 出售人id: 626689 出售人userid: 104 出售人名字: 纯属娱乐  购买人id: 4456449  购买人userid: 1145  购买人名字: 小熊维尼  物品名称: 安羊印•极  物品数量: 1  交易价格: 2
2025-09-08 19:27:22 出售人id: 28673 出售人userid: 33 出售人名字: 酒剑魔  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 附灵玉•精魄  物品数量: 1  交易价格: 18000
2025-09-08 19:27:45 出售人id: 28673 出售人userid: 33 出售人名字: 酒剑魔  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 附灵玉•精魄  物品数量: 1  交易价格: 18000
2025-09-08 19:27:49 出售人id: 28673 出售人userid: 33 出售人名字: 酒剑魔  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 附灵玉•精魄  物品数量: 50  交易价格: 18000
2025-09-08 19:28:00 出售人id: 16385 出售人userid: 120 出售人名字: 风月一程  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级神佑复生  物品数量: 1  交易价格: 7200000
2025-09-08 19:28:01 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 星魂石  物品数量: 87  交易价格: 270000
2025-09-08 19:28:09 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 附灵玉•精魄  物品数量: 1  交易价格: 60000
2025-09-08 19:28:15 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 金芒石  物品数量: 175  交易价格: 180000
2025-09-08 19:28:20 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 金芒石  物品数量: 57  交易价格: 180000
2025-09-08 19:29:13 出售人id: 3375105 出售人userid: 889 出售人名字: 什四  购买人id: 741377  购买人userid: 296  购买人名字: 公门兴文  物品名称: 碧水青龙  物品数量: 1  交易价格: 800000
2025-09-08 19:29:51 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 金芒石  物品数量: 1  交易价格: 180000
2025-09-08 19:29:58 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 金芒石  物品数量: 178  交易价格: 180000
2025-09-08 19:30:05 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 星魂石  物品数量: 157  交易价格: 252000
2025-09-08 19:34:34 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 星魂石  物品数量: 12  交易价格: 252000
2025-09-08 19:35:01 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 星魂石  物品数量: 90  交易价格: 252000
2025-09-08 19:38:01 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级会心  物品数量: 1  交易价格: 9000
2025-09-08 19:42:25 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 888833  购买人userid: 321  购买人名字: 久留  物品名称: 无尘雪•精魄  物品数量: 1  交易价格: 120000
2025-09-08 19:42:54 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 888833  购买人userid: 321  购买人名字: 久留  物品名称: 无尘雪•精魄  物品数量: 21  交易价格: 119999
2025-09-08 19:48:38 出售人id: 434177 出售人userid: 251 出售人名字: 泡泡茶壶  购买人id: 8193  购买人userid: 123  购买人名字: 李安晏  物品名称: 飞剑•精华  物品数量: 5  交易价格: 49999
2025-09-08 19:48:42 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 8193  购买人userid: 123  购买人名字: 李安晏  物品名称: 飞剑•精华  物品数量: 5  交易价格: 72000
2025-09-08 19:49:18 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 8193  购买人userid: 123  购买人名字: 李安晏  物品名称: 鸣鸿刀•精华  物品数量: 50  交易价格: 27000
2025-09-08 19:50:46 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 8193  购买人userid: 123  购买人名字: 李安晏  物品名称: 鸣鸿刀•精华  物品数量: 40  交易价格: 27000
2025-09-08 19:56:28 出售人id: 417793 出售人userid: 249 出售人名字: 一线生机  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 临时符  物品数量: 1  交易价格: 506
2025-09-08 19:56:30 出售人id: 417793 出售人userid: 249 出售人名字: 一线生机  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 临时符  物品数量: 1  交易价格: 506
2025-09-08 19:56:31 出售人id: 417793 出售人userid: 249 出售人名字: 一线生机  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 临时符  物品数量: 1  交易价格: 506
2025-09-08 19:56:32 出售人id: 417793 出售人userid: 249 出售人名字: 一线生机  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 临时符  物品数量: 1  交易价格: 506
2025-09-08 19:56:33 出售人id: 417793 出售人userid: 249 出售人名字: 一线生机  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 临时符  物品数量: 1  交易价格: 506
2025-09-08 19:58:10 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 高级必杀  物品数量: 1  交易价格: 4000000
2025-09-08 20:03:49 出售人id: 303105 出售人userid: 242 出售人名字: 浮生  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 附灵玉•精华  物品数量: 298  交易价格: 61999
2025-09-08 20:03:56 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 附灵玉•精华  物品数量: 4  交易价格: 54000
2025-09-08 20:04:40 出售人id: 3133441 出售人userid: 834 出售人名字: 那个男人啊丶  购买人id: 1236993  购买人userid: 380  购买人名字: 天敌啊  物品名称: 离火扇  物品数量: 1  交易价格: 14000000
2025-09-08 20:04:49 出售人id: 888833 出售人userid: 321 出售人名字: 久留  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 附灵玉•精华  物品数量: 26  交易价格: 79999
2025-09-08 20:05:30 出售人id: 888833 出售人userid: 321 出售人名字: 久留  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 附灵玉•精魄  物品数量: 8  交易价格: 89999
2025-09-08 20:16:32 出售人id: 1290241 出售人userid: 402 出售人名字: 大王  购买人id: 843777  购买人userid: 312  购买人名字: 奚俊名  物品名称: 九州履  物品数量: 1  交易价格: 1080000
2025-09-08 20:43:40 出售人id: 28673 出售人userid: 33 出售人名字: 酒剑魔  购买人id: 335873  购买人userid: 157  购买人名字: 小舞  物品名称: 北斗七星剑  物品数量: 1  交易价格: 899996
2025-09-08 20:50:01 出售人id: 434177 出售人userid: 251 出售人名字: 泡泡茶壶  购买人id: 843777  购买人userid: 312  购买人名字: 奚俊名  物品名称: 无尘雪•精华  物品数量: 185  交易价格: 8999
2025-09-08 20:50:29 出售人id: 569345 出售人userid: 270 出售人名字: 秋色  购买人id: 843777  购买人userid: 312  购买人名字: 奚俊名  物品名称: 无尘雪•精华  物品数量: 24  交易价格: 18900
2025-09-08 20:50:34 出售人id: 4456449 出售人userid: 1145 出售人名字: 小熊维尼  购买人id: 843777  购买人userid: 312  购买人名字: 奚俊名  物品名称: 无尘雪•精华  物品数量: 8  交易价格: 20999
2025-09-08 20:53:20 出售人id: 3518465 出售人userid: 922 出售人名字: 林翰飞  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 幻色丹  物品数量: 1  交易价格: 27000001
2025-09-08 20:55:12 出售人id: 303105 出售人userid: 242 出售人名字: 浮生  购买人id: 3518465  购买人userid: 922  购买人名字: 林翰飞  物品名称: 北斗七星剑  物品数量: 1  交易价格: 2600000
2025-09-08 20:58:05 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 器灵•佛莲噬心  物品数量: 1  交易价格: 3600000
2025-09-08 20:58:19 出售人id: 303105 出售人userid: 242 出售人名字: 浮生  购买人id: 3518465  购买人userid: 922  购买人名字: 林翰飞  物品名称: 碧水青龙  物品数量: 1  交易价格: 3500000
2025-09-08 21:00:00 出售人id: 28673 出售人userid: 33 出售人名字: 酒剑魔  购买人id: 1236993  购买人userid: 380  购买人名字: 天敌啊  物品名称: 金甲仙衣•精魄  物品数量: 14  交易价格: 349999
2025-09-08 21:00:04 出售人id: 1527809 出售人userid: 450 出售人名字: Tom丶魔  购买人id: 1236993  购买人userid: 380  购买人名字: 天敌啊  物品名称: 金甲仙衣•精魄  物品数量: 1  交易价格: 350000
2025-09-08 21:05:34 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 376833  购买人userid: 129  购买人名字: 镜花水月  物品名称: 高级必杀  物品数量: 1  交易价格: 4000000
2025-09-08 21:06:11 出售人id: 3518465 出售人userid: 922 出售人名字: 林翰飞  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 幻色丹  物品数量: 1  交易价格: 58500001
2025-09-08 21:06:11 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 3518465  购买人userid: 922  购买人名字: 林翰飞  物品名称: 碧水青龙  物品数量: 1  交易价格: 27000000
2025-09-08 21:07:27 出售人id: 3518465 出售人userid: 922 出售人名字: 林翰飞  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 幻色丹  物品数量: 1  交易价格: 58500002
2025-09-08 21:08:58 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 净瓶玉露  物品数量: 1  交易价格: 9000000
2025-09-08 21:09:09 出售人id: 303105 出售人userid: 242 出售人名字: 浮生  购买人id: 3518465  购买人userid: 922  购买人名字: 林翰飞  物品名称: 飞剑•精华  物品数量: 26  交易价格: 61999
2025-09-08 21:10:51 出售人id: 843777 出售人userid: 312 出售人名字: 奚俊名  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 附灵玉•精华  物品数量: 4  交易价格: 54000
2025-09-08 21:10:59 出售人id: 888833 出售人userid: 321 出售人名字: 久留  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 附灵玉•精华  物品数量: 2  交易价格: 79999
2025-09-08 21:11:13 出售人id: 843777 出售人userid: 312 出售人名字: 奚俊名  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 凝海珠•精华  物品数量: 4  交易价格: 29999
2025-09-08 21:14:14 出售人id: 888833 出售人userid: 321 出售人名字: 久留  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 附灵玉•精华  物品数量: 20  交易价格: 79999
2025-09-08 21:14:22 出售人id: 843777 出售人userid: 312 出售人名字: 奚俊名  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 凝海珠•精华  物品数量: 3  交易价格: 30000
2025-09-08 21:14:29 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 凝海珠•精华  物品数量: 17  交易价格: 45000
2025-09-08 21:14:37 出售人id: 303105 出售人userid: 242 出售人名字: 浮生  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 附灵玉•精魄  物品数量: 61  交易价格: 79999
2025-09-08 21:15:27 出售人id: 888833 出售人userid: 321 出售人名字: 久留  购买人id: 98305  购买人userid: 3  购买人名字: 常山造纸农  物品名称: 附灵玉•精魄  物品数量: 58  交易价格: 89999
2025-09-08 21:24:47 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精华  物品数量: 99  交易价格: 27000
2025-09-08 21:25:18 出售人id: 434177 出售人userid: 251 出售人名字: 泡泡茶壶  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精华  物品数量: 5  交易价格: 8999
2025-09-08 21:25:35 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精华  物品数量: 99  交易价格: 27000
2025-09-08 21:25:59 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精华  物品数量: 17  交易价格: 27000
2025-09-08 21:26:38 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精华  物品数量: 80  交易价格: 27000
2025-09-08 21:27:33 出售人id: 28673 出售人userid: 33 出售人名字: 酒剑魔  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精华  物品数量: 39  交易价格: 54000
2025-09-08 21:27:46 出售人id: 499713 出售人userid: 118 出售人名字: 心随风  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精华  物品数量: 51  交易价格: 58500
2025-09-08 21:28:39 出售人id: 888833 出售人userid: 321 出售人名字: 久留  购买人id: 434177  购买人userid: 251  购买人名字: 泡泡茶壶  物品名称: 附灵玉•精华  物品数量: 60  交易价格: 79999
2025-09-08 21:28:43 出售人id: 233473 出售人userid: 191 出售人名字: 浩然  购买人id: 434177  购买人userid: 251  购买人名字: 泡泡茶壶  物品名称: 附灵玉•精华  物品数量: 40  交易价格: 89999
2025-09-08 21:30:00 出售人id: 667649 出售人userid: 284 出售人名字: 熊智明  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精魄  物品数量: 19  交易价格: 109999
2025-09-08 21:30:05 出售人id: 3371009 出售人userid: 887 出售人名字: 好好好  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精魄  物品数量: 1  交易价格: 100000
2025-09-08 21:30:06 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 4456449  购买人userid: 1145  购买人名字: 小熊维尼  物品名称: 超级赤焰兽  物品数量: 1  交易价格: 1100000
2025-09-08 21:30:36 出售人id: 1339393 出售人userid: 409 出售人名字: 东东丶  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 鸣鸿刀•精魄  物品数量: 5  交易价格: 119999
2025-09-08 21:32:37 出售人id: 925697 出售人userid: 92 出售人名字: 春风何时来。  购买人id: 4456449  购买人userid: 1145  购买人名字: 小熊维尼  物品名称: 超级神龙  物品数量: 1  交易价格: 900000
2025-09-08 21:33:05 出售人id: 499713 出售人userid: 118 出售人名字: 心随风  购买人id: 376833  购买人userid: 129  购买人名字: 镜花水月  物品名称: 碧水青龙  物品数量: 1  交易价格: 1800000
2025-09-08 21:34:58 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 303105  购买人userid: 242  购买人名字: 浮生  物品名称: 星魂石  物品数量: 200  交易价格: 243000
2025-09-08 21:35:01 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 16385  购买人userid: 120  购买人名字: 风月一程  物品名称: 金芒石  物品数量: 80  交易价格: 180000
2025-09-08 21:36:11 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 303105  购买人userid: 242  购买人名字: 浮生  物品名称: 星魂石  物品数量: 10  交易价格: 243000
2025-09-08 21:37:14 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 神兜兜  物品数量: 1  交易价格: 9000
2025-09-08 21:37:32 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 神兜兜  物品数量: 1  交易价格: 9000
2025-09-08 21:37:51 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 神兜兜  物品数量: 1  交易价格: 9000
2025-09-08 21:37:55 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 神兜兜  物品数量: 12  交易价格: 9000
2025-09-08 21:42:17 出售人id: 888833 出售人userid: 321 出售人名字: 久留  购买人id: 741377  购买人userid: 296  购买人名字: 公门兴文  物品名称: 附灵玉•精魄  物品数量: 30  交易价格: 89999
2025-09-08 21:43:21 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 1  交易价格: 900
2025-09-08 21:43:38 出售人id: 843777 出售人userid: 312 出售人名字: 奚俊名  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精华  物品数量: 8  交易价格: 29999
2025-09-08 21:43:38 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 1236993  购买人userid: 380  购买人名字: 天敌啊  物品名称: 神兜兜  物品数量: 1  交易价格: 900
2025-09-08 21:43:55 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 1236993  购买人userid: 380  购买人名字: 天敌啊  物品名称: 神兜兜  物品数量: 1  交易价格: 900
2025-09-08 21:44:12 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 1  交易价格: 900
2025-09-08 21:44:14 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 49  交易价格: 900
2025-09-08 21:45:18 出售人id: 1142785 出售人userid: 355 出售人名字: 澜啪哒  购买人id: 28673  购买人userid: 33  购买人名字: 酒剑魔  物品名称: 变异律法女娲  物品数量: 1  交易价格: 60000000
2025-09-08 21:46:14 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 376833  购买人userid: 129  购买人名字: 镜花水月  物品名称: 高级法术连击  物品数量: 1  交易价格: 5000
2025-09-08 21:46:21 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 376833  购买人userid: 129  购买人名字: 镜花水月  物品名称: 高级神佑复生  物品数量: 1  交易价格: 50000
2025-09-08 21:46:26 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 376833  购买人userid: 129  购买人名字: 镜花水月  物品名称: 高级敏捷  物品数量: 1  交易价格: 50000
2025-09-08 21:46:29 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 1  交易价格: 900
2025-09-08 21:46:50 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 1  交易价格: 900
2025-09-08 21:47:12 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 1  交易价格: 900
2025-09-08 21:47:14 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 2  交易价格: 900
2025-09-08 21:48:14 出售人id: 3375105 出售人userid: 889 出售人名字: 什四  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 1  交易价格: 900
2025-09-08 21:48:35 出售人id: 3375105 出售人userid: 889 出售人名字: 什四  购买人id: 3317761  购买人userid: 876  购买人名字: 流苏  物品名称: 神兜兜  物品数量: 1  交易价格: 900
2025-09-08 21:48:50 出售人id: 3375105 出售人userid: 889 出售人名字: 什四  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 59  交易价格: 900
2025-09-08 21:50:37 出售人id: 217089 出售人userid: 206 出售人名字: 狮驼岭小弟  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精华  物品数量: 1  交易价格: 34000
2025-09-08 21:50:39 出售人id: 335873 出售人userid: 157 出售人名字: 小舞  购买人id: 3489793  购买人userid: 914  购买人名字: 心情  物品名称: 60级•钨金  物品数量: 1  交易价格: 9000000
2025-09-08 21:50:40 出售人id: 217089 出售人userid: 206 出售人名字: 狮驼岭小弟  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精华  物品数量: 1  交易价格: 34000
2025-09-08 21:50:43 出售人id: 1916929 出售人userid: 539 出售人名字: 钱气  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精华  物品数量: 1  交易价格: 45000
2025-09-08 21:50:53 出售人id: 233473 出售人userid: 191 出售人名字: 浩然  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精华  物品数量: 100  交易价格: 44999
2025-09-08 21:51:01 出售人id: 303105 出售人userid: 242 出售人名字: 浮生  购买人id: 520193  购买人userid: 25  购买人名字: 孙弘光  物品名称: 灵明仙桃•精魄  物品数量: 30  交易价格: 135000
2025-09-08 21:51:14 出售人id: 3260417 出售人userid: 861 出售人名字: 什三  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 61  交易价格: 900
2025-09-08 21:51:24 出售人id: 233473 出售人userid: 191 出售人名字: 浩然  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精华  物品数量: 100  交易价格: 44999
2025-09-08 21:51:43 出售人id: 233473 出售人userid: 191 出售人名字: 浩然  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精华  物品数量: 100  交易价格: 44999
2025-09-08 21:52:06 出售人id: 233473 出售人userid: 191 出售人名字: 浩然  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精华  物品数量: 38  交易价格: 44999
2025-09-08 21:52:24 出售人id: 233473 出售人userid: 191 出售人名字: 浩然  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精华  物品数量: 90  交易价格: 44999
2025-09-08 21:52:57 出售人id: 3489793 出售人userid: 914 出售人名字: 心情  购买人id: 335873  购买人userid: 157  购买人名字: 小舞  物品名称: 70级•钨金  物品数量: 1  交易价格: 100000
2025-09-08 21:53:20 出售人id: 3489793 出售人userid: 914 出售人名字: 心情  购买人id: 335873  购买人userid: 157  购买人名字: 小舞  物品名称: 70级•钨金  物品数量: 1  交易价格: 100000
2025-09-08 21:53:31 出售人id: 3489793 出售人userid: 914 出售人名字: 心情  购买人id: 335873  购买人userid: 157  购买人名字: 小舞  物品名称: 70级•钨金  物品数量: 117  交易价格: 99999
2025-09-08 21:53:53 出售人id: 303105 出售人userid: 242 出售人名字: 浮生  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 碧玉葫芦•精魄  物品数量: 30  交易价格: 139999
2025-09-08 21:54:40 出售人id: 434177 出售人userid: 251 出售人名字: 泡泡茶壶  购买人id: 24577  购买人userid: 57  购买人名字: 韩冰  物品名称: 兽王腰带  物品数量: 1  交易价格: 9000000
2025-09-08 21:58:00 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 凝海珠•精华  物品数量: 120  交易价格: 45000
2025-09-08 21:59:40 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 凝海珠•精华  物品数量: 210  交易价格: 45000
2025-09-08 22:05:02 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 880641  购买人userid: 319  购买人名字: 如梦丿似幻  物品名称: 神兜兜  物品数量: 1  交易价格: 1000
2025-09-08 22:05:08 出售人id: 3375105 出售人userid: 889 出售人名字: 什四  购买人id: 880641  购买人userid: 319  购买人名字: 如梦丿似幻  物品名称: 神兜兜  物品数量: 1  交易价格: 1000
2025-09-08 22:05:11 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 神兜兜  物品数量: 1  交易价格: 1000
2025-09-08 22:11:51 出售人id: 1515521 出售人userid: 441 出售人名字: 俗人丶  购买人id: 1142785  购买人userid: 355  购买人名字: 澜啪哒  物品名称: 凝海珠•精华  物品数量: 78  交易价格: 45000
2025-09-08 22:12:49 出售人id: 1306625 出售人userid: 403 出售人名字: 娃娃、、  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 九州履  物品数量: 1  交易价格: 270000
2025-09-08 22:15:17 出售人id: 3530753 出售人userid: 925 出售人名字: 木锦。  购买人id: 24577  购买人userid: 57  购买人名字: 韩冰  物品名称: 龙骨甲  物品数量: 1  交易价格: 90000
2025-09-08 22:16:15 出售人id: 3510273 出售人userid: 919 出售人名字: 随风  购买人id: 24577  购买人userid: 57  购买人名字: 韩冰  物品名称: 碧水青龙  物品数量: 1  交易价格: 3150000
2025-09-08 22:17:19 出售人id: 1142785 出售人userid: 355 出售人名字: 澜啪哒  购买人id: 24577  购买人userid: 57  购买人名字: 韩冰  物品名称: 乾坤帽  物品数量: 1  交易价格: 719000
