"阶段ID","技能描述（策划）","阶段类型","执行方式","播放延时","动作类型","动作最长时间","移动类型","同步保护","目的x","目的y","残影对象编号","残影对象透明度","移动时间","特效类型","特效位置类型","有痕迹","有方向","特效名","特效图层","音效","结果类型","执行结果最长时间","结果受击复位时间","瞬移类型","瞬移时间","保留","瞬移最长时间","多结果标示"
"18403944","万剑诀2-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18403945","万剑诀3-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18403946","万剑诀3-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18403950","晨曦剑露1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18403951","晨曦剑露1-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/axjn_zonghe/wjgz","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18403952","晨曦剑露1-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18403953","晨曦剑露2-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/axjn_zonghe/wjgz","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18403954","晨曦剑露2-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18403955","晨曦剑露3-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/axjn_zonghe/wjgz","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18403956","晨曦剑露3-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18403970","青莲剑舞1-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18403971","青莲剑舞1-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","geffect/skill/axjn_zonghe/jl","0","","0","0","200","0","0","0","0","1"
"18403972","青莲剑舞1-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","mt3-zs-huimiedaji-sj","0","0","200","0","0","0","0","1"
"18403973","青莲剑舞1-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","600","200","0","0","0","0","1"
"18403974","青莲剑舞1-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18403980","青莲剑舞2-保护者移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18403981","青莲剑舞2-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","geffect/skill/axjn_zonghe/jl","0","","0","0","200","0","0","0","0","1"
"18403982","青莲剑舞2-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","mt3-zs-huimiedaji-sj","0","0","200","0","0","0","0","1"
"18403983","青莲剑舞2-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","600","200","0","0","0","0","1"
"18403984","青莲剑舞2-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18403990","青莲剑舞3-返回","1","0","0","0","0","2","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18403991","青莲剑舞附加buff-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18403992","青莲剑舞附加buff-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18403993","青莲剑舞附加buff-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mh_fzbuff/shifawanjian","0","mt3-sq-shenyuzenan-sj","0","0","200","0","0","0","0","1"
"18403994","青莲剑舞附加buff-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18404000","五方劫雷1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404001","五方劫雷1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_pet_liehuo/mt3_pet_liehuo_shifa","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18404002","五方劫雷1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_guai_leiji/mt_guai_leiji","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18404003","五方劫雷1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18404010","五方劫雷2-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404011","五方劫雷2-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_pet_liehuo/mt3_pet_liehuo_shifa","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18404012","五方劫雷2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_guai_leiji/mt_guai_leiji","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18404013","五方劫雷2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18404020","五方劫雷buff-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404021","五方劫雷buff-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404022","五方劫雷buff-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mh_fzbuff/jiafabao","0","mt3-sq-shenyuzenan-sj","0","0","200","0","0","0","0","1"
"18404023","五方劫雷buff-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18404030","破魔碎击-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404031","破魔碎击-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404032","破魔碎击-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dly_da/mt3_dly_da_shouji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"18404033","破魔碎击-结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"18404034","破魔碎击-返回","1","0","0","0","0","2","2","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404035","破魔碎击buff-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404036","破魔碎击buff-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404037","破魔碎击buff-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mh_fzbuff/shifawanjian","0","mt3-sq-shenyuzenan-sj","0","0","200","0","0","0","0","1"
"18404038","破魔碎击buff-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18404060","万剑齐发1-施法动作","0","1","0","9","1500","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404061","万剑齐发1-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","geffect/skill/ma_xinjinneng/wanjianqifa","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18404062","万剑齐发1-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18404070","万剑齐发2-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18404071","万剑齐发2-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18404080","万剑齐发3-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18404081","万剑齐发3-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18404090","星芒剑阵1-施法动作","0","1","0","9","1500","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18404091","星芒剑阵1-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","geffect/skill/ma_xinjinneng/xingmangjianzhen","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18404092","星芒剑阵1-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18404093","星芒剑阵2-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18404094","星芒剑阵2-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18404095","星芒剑阵3-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","","0","mt3-cw-leitingzhinu-sj","0","0","200","0","0","0","0","1"
"18404096","星芒剑阵3-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18405000","神雷·惊天暴1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405001","神雷·惊天暴1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/shuanglianji","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405002","神雷·惊天暴1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/aoshuchongji/aoshuchongji_mingzhong","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405003","神雷·惊天暴1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405010","嗜血追击-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405011","嗜血追击-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405012","嗜血追击-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_3/mt3_dz_3_shouji_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"18405013","嗜血追击-结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"18405014","嗜血追击-返回","1","0","0","0","0","2","2","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405020","黑暗光环1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405021","黑暗光环1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405022","黑暗光环1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/axjn_zonghe/ah","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405023","黑暗光环1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405030","黑暗光环2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/axjn_zonghe/ah","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405031","黑暗光环2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405040","黑暗光环3-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/axjn_zonghe/ah","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405041","黑暗光环3-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405042","黑暗光环4-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/axjn_zonghe/ah","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405043","黑暗光环4-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405044","黑暗光环5-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/axjn_zonghe/ah","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405045","黑暗光环5-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405050","黑暗光环6-加防","4","0","0","0","0","0","0","0","0","0","127","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405060","桂花醉-月无双buff-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405061","桂花醉-月无双buff-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405062","桂花醉-月无双buff-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mh_fzbuff/guihuaxuan","0","mt3-sq-shenyuzenan-sj","0","0","200","0","0","0","0","1"
"18405063","桂花醉-月无双buff-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18405064","桂花醉-月无双加星-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405070","斩业火1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405071","斩业火1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_pet_liehuo/mt3_pet_liehuo_shifa","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405072","斩业火1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/zhanyehuo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405073","斩业火1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405080","斩业火2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/zhanyehuo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405081","斩业火2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405090","斩业火加星-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405100","迷心障1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405101","迷心障1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_pet_liehuo/mt3_pet_liehuo_shifa","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405102","迷心障1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/mixingzhang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405103","迷心障1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405110","迷心障2-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405111","迷心障2-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_pet_liehuo/mt3_pet_liehuo_shifa","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405112","迷心障2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/mixingzhang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405113","迷心障2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405114","迷心障加星-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405120","一念成佛1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405121","一念成佛1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/fengyin","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405122","一念成佛1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","geffect/skill/ma_xiaoleiyingtexiao/yilianchengfo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405123","一念成佛1-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405130","一念成佛2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405131","一念成佛2-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405140","一念成佛3-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405141","一念成佛3-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405150","一念成佛4-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405151","一念成佛4-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405152","一念成佛4消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405160","一念成佛5-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405161","一念成佛5-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405162","一念成佛5消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405170","一念成佛6-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405171","一念成佛6-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405172","一念成佛6消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405180","一劫为魔1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405181","一劫为魔1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/xuanguang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405182","一劫为魔1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/yilianchengmo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405183","一劫为魔1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405190","一劫为魔2-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405191","一劫为魔2-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/xuanguang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405192","一劫为魔2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/yilianchengmo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405193","一劫为魔2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405200","一劫为魔3-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405201","一劫为魔3-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/xuanguang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405202","一劫为魔3-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/yilianchengmo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405203","一劫为魔3-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405210","一劫为魔4-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405211","一劫为魔4-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/xuanguang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405212","一劫为魔4-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/yilianchengmo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405213","一劫为魔4-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405214","一劫为魔4消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405220","一劫为魔5-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405221","一劫为魔5-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/xuanguang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405222","一劫为魔5-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/yilianchengmo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405223","一劫为魔5-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405224","一劫为魔5消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405230","一劫为魔6-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405231","一劫为魔6-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/xuanguang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405232","一劫为魔6-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/yilianchengmo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405233","一劫为魔6-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405234","一劫为魔6消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405240","一劫为魔7-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405241","一劫为魔7-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/xuanguang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405242","一劫为魔7-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/yilianchengmo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405243","一劫为魔7-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405244","一劫为魔7消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405250","一劫为魔8-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405251","一劫为魔8-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mh_fzbuff/xuanguang","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405252","一劫为魔8-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/ma_xiaoleiyingtexiao/yilianchengmo","0","mt3-cw-liehuo-sj","0","0","200","0","0","0","0","1"
"18405253","一劫为魔8-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"18405254","一劫为魔8消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"18405260","雷音度厄buff-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405261","雷音度厄buff-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"18405262","雷音度厄buff-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mh_fzbuff/lvse","0","mt3-sq-shenyuzenan-sj","0","0","200","0","0","0","0","1"
"18405263","雷音度厄buff-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"18405264","雷音度厄消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
