技能id,技能名称,图标编号,主动被动,短描述,技能描述,目标类型,魔法入口,评分,品质,低级名称,高级名称,超级名称,特殊名称,特殊名称1,技能消耗,消耗数量,消耗属性编号,摆摊是否显示
213012,蚩尤分身,3138,2,让宝宝变强大的圣级宠物技能书,"<T t=""蚩尤分身所创，物理同时攻击多人，秒怪数量随等级增加。"" c=""fffff2df""/>",480,0,400,2,,蚩尤分身,,,,消耗魔法：100,100,100,
213013,是谁谁,2302,2,让宝宝变强大的圣级宠物技能书,"<T t=""物理秒10，有几率封印对手，激活高级偷袭并且气血增加%20"" c=""fffff2df""/>",480,0,400,2,,是谁谁,,,,消耗魔法：100,100,100,
213014,武神怒击,2181,2,让宝宝变强大的圣级宠物技能书,"<T t=""牛批的物理技能，物理秒十技能，增加%20的物理攻击！（几率附加沉默状态，持续2回合），秒怪数量随等级增加。"" c=""fffff2df""/>",480,0,800,2,,武神怒击,,,,消耗魔法：200,200,100,
213015,怒目金刚,3105,2,让宝宝变强大的圣级宠物技能书,"<T t=""一种超级强力的物理技能。"" c=""fffff2df""/>",480,0,800,2,,怒目金刚,,,,消耗魔法：200,200,100,
213016,焚天,3104,2,让宝宝变强大的圣级宠物技能书,"<T t=""来自西天群体法术技能，秒怪数量随等级增加。"" c=""fffff2df""/>",480,0,800,2,,焚天,,,,消耗魔法：200,200,100,
,下面是毒和辅助主动技能,,,,,,,,,,下面是毒和辅助主动技能,,,,,,,
214000,护佑苍生,2194,2,让宝宝变强大的圣级宠物技能书,"<T t=""可对友方所有单位提升百分之15的最大生命值！"" c=""fffff2df""/>",4127,0,400,2,,护佑苍生,,,,消耗魔法：150,150,100,
214001,夜舞倾城,2205,2,让宝宝变强大的圣级宠物技能书,"<T t=""独创功法夜舞倾城提升友方全体队友物理，法术伤害，物理，法术暴击，速度均可提升百分之5。"" c=""fffff2df""/>",4127,0,400,2,,夜舞倾城,,,,消耗魔法：150,150,100,
214002,恶魔溶液,2340,2,让宝宝变强大的圣级宠物技能书,"<T t=""可以对6个目标进行毁灭打击！并概率附加中毒状态。"" c=""fffff2df""/>",480,0,400,2,,恶魔溶液,,,,消耗魔法：200,200,100,
214003,上古三尸毒,2339,2,让宝宝变强大的圣级宠物技能书,"<T t=""使多名目标造成伤害，概率使对方全体中毒，伤害和自身速度有关。"" c=""fffff2df""/>",480,0,400,2,,上古三尸毒,,,,消耗魔法：200,200,100,
214004,恶魔之吻,2263,2,让宝宝变强大的圣级宠物技能书,"<T t=""攻击目标。使目标造成伤害并减少魔法，还可以让对手中毒。"" c=""fffff2df""/>",480,0,400,2,,恶魔之吻,,,,消耗魔法：200,200,100,
,下面是内丹,,,,,,,,,,,,,,,,,
260000,1级•迅敏,433,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.16点物理伤害/等级*0.1点速度"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•迅敏,,,,,-1,0
260001,2级•迅敏,433,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.2点物理伤害/等级*0.125点速度"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•迅敏,,,,,-1,0
260002,3级•迅敏,433,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.24点物理伤害/等级*0.15点速度"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•迅敏,,,,,-1,0
260003,4级•迅敏,433,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.28点物理伤害/等级*0.175点速度"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•迅敏,,,,,-1,0
260004,5级•迅敏,433,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.32点物理伤害/等级*0.2点速度"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•迅敏,,,,,-1,0
260005,1级•狂怒,434,1,宠物低级内丹,"<T t=""当前效果：触发物理暴击时物理伤害增加等级*0.7点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•狂怒,,,,,-1,0
260006,2级•狂怒,434,1,宠物低级内丹,"<T t=""当前效果：触发物理暴击时物理伤害增加等级*0.87点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•狂怒,,,,,-1,0
260007,3级•狂怒,434,1,宠物低级内丹,"<T t=""当前效果：触发物理暴击时物理伤害增加等级*1.05点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•狂怒,,,,,-1,0
260008,4级•狂怒,434,1,宠物低级内丹,"<T t=""当前效果：触发物理暴击时物理伤害增加等级*1.22点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•狂怒,,,,,-1,0
260009,5级•狂怒,434,1,宠物低级内丹,"<T t=""当前效果：触发物理暴击时物理伤害增加等级*1.4点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•狂怒,,,,,-1,0
260010,1级•阴伤,435,1,宠物低级内丹,"<T t=""当前效果：触发连击时增加宠物等级*0.7的物理伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•阴伤,,,,,-1,0
260011,2级•阴伤,435,1,宠物低级内丹,"<T t=""当前效果：触发连击时增加宠物等级*0.875的物理伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•阴伤,,,,,-1,0
260012,3级•阴伤,435,1,宠物低级内丹,"<T t=""当前效果：触发连击时增加宠物等级*1.05的物理伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•阴伤,,,,,-1,0
260013,4级•阴伤,435,1,宠物低级内丹,"<T t=""当前效果：触发连击时增加宠物等级*1.225的物理伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•阴伤,,,,,-1,0
260014,5级•阴伤,435,1,宠物低级内丹,"<T t=""当前效果：触发连击时增加宠物等级*1.4的物理伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•阴伤,,,,,-1,0
260015,1级•连环,436,1,宠物低级内丹,"<T t=""当前效果：增加宠物3%连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•连环,,,,,-1,0
260016,2级•连环,436,1,宠物低级内丹,"<T t=""当前效果：增加宠物3.75%连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•连环,,,,,-1,0
260017,3级•连环,436,1,宠物低级内丹,"<T t=""当前效果：增加宠物4.5%连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•连环,,,,,-1,0
260018,4级•连环,436,1,宠物低级内丹,"<T t=""当前效果：增加宠物5.25%连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•连环,,,,,-1,0
260019,5级•连环,436,1,宠物低级内丹,"<T t=""当前效果：增加宠物6%连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•连环,,,,,-1,0
260020,1级•奇袭,437,1,宠物低级内丹,"<T t=""当前效果：增加宠物3%物理伤害结果。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•奇袭,,,,,-1,0
260021,2级•奇袭,437,1,宠物低级内丹,"<T t=""当前效果：增加宠物3.75%物理伤害结果。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•奇袭,,,,,-1,0
260022,3级•奇袭,437,1,宠物低级内丹,"<T t=""当前效果：增加宠物4.5%物理伤害结果。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•奇袭,,,,,-1,0
260023,4级•奇袭,437,1,宠物低级内丹,"<T t=""当前效果：增加宠物5.25%物理伤害结果。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•奇袭,,,,,-1,0
260024,5级•奇袭,437,1,宠物低级内丹,"<T t=""当前效果：增加宠物6%物理伤害结果。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•奇袭,,,,,-1,0
260025,1级•静岳,438,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.08点法术伤害和宠物等级*0.8点气血"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•静岳,,,,,-1,0
260026,2级•静岳,438,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.1点法术伤害和宠物等级*1点气血"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•静岳,,,,,-1,0
260027,3级•静岳,438,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.12点法术伤害和宠物等级*1.2点气血"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•静岳,,,,,-1,0
260028,4级•静岳,438,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.14点法术伤害和宠物等级*1.4点气血"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•静岳,,,,,-1,0
260029,5级•静岳,438,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.16点法术伤害和宠物等级*1.6点气血"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•静岳,,,,,-1,0
260030,1级•灵光,439,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.18点法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•灵光,,,,,-1,0
260031,2级•灵光,439,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.23点法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•灵光,,,,,-1,0
260032,3级•灵光,439,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.28点法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•灵光,,,,,-1,0
260033,4级•灵光,439,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.33点法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•灵光,,,,,-1,0
260034,5级•灵光,439,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.38点法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•灵光,,,,,-1,0
260035,1级•灵身,440,1,宠物低级内丹,"<T t=""当前效果：触发法术暴击时法术伤害增加等级*0.7点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•灵身,,,,,-1,0
260036,2级•灵身,440,1,宠物低级内丹,"<T t=""当前效果：触发法术暴击时法术伤害增加等级*0.875点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•灵身,,,,,-1,0
260037,3级•灵身,440,1,宠物低级内丹,"<T t=""当前效果：触发法术暴击时法术伤害增加等级*1.05点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•灵身,,,,,-1,0
260038,4级•灵身,440,1,宠物低级内丹,"<T t=""当前效果：触发法术暴击时法术伤害增加等级*1.22点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•灵身,,,,,-1,0
260039,5级•灵身,440,1,宠物低级内丹,"<T t=""当前效果：触发法术暴击时法术伤害增加等级*1.4点。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•灵身,,,,,-1,0
260040,1级•狙刺,441,1,宠物低级内丹,"<T t=""当前效果：触发法术连击时增加宠物等级*0.7的法术伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•狙刺,,,,,-1,0
260041,2级•狙刺,441,1,宠物低级内丹,"<T t=""当前效果：触发法术连击时增加宠物等级*0.875的法术伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•狙刺,,,,,-1,0
260042,3级•狙刺,441,1,宠物低级内丹,"<T t=""当前效果：触发法术连击时增加宠物等级*1.05的法术伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•狙刺,,,,,-1,0
260043,4级•狙刺,441,1,宠物低级内丹,"<T t=""当前效果：触发法术连击时增加宠物等级*1.225的法术伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•狙刺,,,,,-1,0
260044,5级•狙刺,441,1,宠物低级内丹,"<T t=""当前效果：触发法术连击时增加宠物等级*1.4的法术伤害"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•狙刺,,,,,-1,0
260045,1级•擅咒,442,1,宠物低级内丹,"<T t=""当前效果：增加宠物5%法术连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•擅咒,,,,,-1,0
260046,2级•擅咒,442,1,宠物低级内丹,"<T t=""当前效果：增加宠物6.5%法术连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•擅咒,,,,,-1,0
260047,3级•擅咒,442,1,宠物低级内丹,"<T t=""当前效果：增加宠物7%法术连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•擅咒,,,,,-1,0
260048,4级•擅咒,442,1,宠物低级内丹,"<T t=""当前效果：增加宠物8.5%法术连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•擅咒,,,,,-1,0
260049,5级•擅咒,442,1,宠物低级内丹,"<T t=""当前效果：增加宠物10%法术连击几率。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•擅咒,,,,,-1,0
260050,1级•矫健,443,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.5点气血和等级*0.05点速度。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•矫健,,,,,-1,0
260051,2级•矫健,443,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.625点气血和等级*0.0625点速度。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•矫健,,,,,-1,0
260052,3级•矫健,443,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.75点气血和等级*0.075点速度。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•矫健,,,,,-1,0
260053,4级•矫健,443,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.875点气血和等级*0.0875点速度。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•矫健,,,,,-1,0
260054,5级•矫健,443,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*1点气血和等级*0.1点速度。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•矫健,,,,,-1,0
260055,1级•御法,444,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.5的法术防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•御法,,,,,-1,0
260056,2级•御法,444,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.625的法术防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•御法,,,,,-1,0
260057,3级•御法,444,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.75的法术防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•御法,,,,,-1,0
260058,4级•御法,444,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.875的法术防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•御法,,,,,-1,0
260059,5级•御法,444,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*1的法术防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•御法,,,,,-1,0
260060,1级•坚甲,445,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.5的物理防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•坚甲,,,,,-1,0
260061,2级•坚甲,445,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.625的物理防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•坚甲,,,,,-1,0
260062,3级•坚甲,445,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.75的物理防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•坚甲,,,,,-1,0
260063,4级•坚甲,445,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*0.875的物理防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•坚甲,,,,,-1,0
260064,5级•坚甲,445,1,宠物低级内丹,"<T t=""当前效果：增加宠物等级*1的物理防御。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•坚甲,,,,,-1,0
260065,1级•慧心,446,1,宠物低级内丹,"<T t=""当前效果：增加宠物2%法术暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•慧心,,,,,-1,0
260066,2级•慧心,446,1,宠物低级内丹,"<T t=""当前效果：增加宠物3.5%法术暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•慧心,,,,,-1,0
260067,3级•慧心,446,1,宠物低级内丹,"<T t=""当前效果：增加宠物5%法术暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•慧心,,,,,-1,0
260068,4级•慧心,446,1,宠物低级内丹,"<T t=""当前效果：增加宠物6.5%法术暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•慧心,,,,,-1,0
260069,5级•慧心,446,1,宠物低级内丹,"<T t=""当前效果：增加宠物7%法术暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•慧心,,,,,-1,0
260070,1级•自然,447,1,宠物低级内丹,"<T t=""当前效果：增加宠物2%物理暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•自然,,,,,-1,0
260071,2级•自然,447,1,宠物低级内丹,"<T t=""当前效果：增加宠物3.5%物理暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•自然,,,,,-1,0
260072,3级•自然,447,1,宠物低级内丹,"<T t=""当前效果：增加宠物5%物理暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•自然,,,,,-1,0
260073,4级•自然,447,1,宠物低级内丹,"<T t=""当前效果：增加宠物6.5%物理暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•自然,,,,,-1,0
260074,5级•自然,447,1,宠物低级内丹,"<T t=""当前效果：增加宠物7%物理暴抗。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•自然,,,,,-1,0
270000,1级•舍身击,448,1,宠物高级内丹,"<T t=""内丹效果：增加宠物3%物理伤害结果和等级*0.4的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•舍身击,,,,,-1,0
270001,2级•舍身击,448,1,宠物高级内丹,"<T t=""内丹效果：增加宠物3.75%物理伤害结果和等级*0.65的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•舍身击,,,,,-1,0
270002,3级•舍身击,448,1,宠物高级内丹,"<T t=""内丹效果：增加宠物4.5%物理伤害结果和等级*0.75的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•舍身击,,,,,-1,0
270003,4级•舍身击,448,1,宠物高级内丹,"<T t=""内丹效果：增加宠物5.25%物理伤害结果和等级*0.85的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•舍身击,,,,,-1,0
270004,5级•舍身击,448,1,宠物高级内丹,"<T t=""内丹效果：增加宠物6%物理伤害结果和等级*1的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•舍身击,,,,,-1,0
270005,1级•生死决,449,1,宠物高级内丹,"<T t=""内丹效果：增加宠物3%物理暴击和等级*0.4的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•生死决,,,,,-1,0
270006,2级•生死决,449,1,宠物高级内丹,"<T t=""内丹效果：增加宠物3.75%物理暴击和等级*0.65的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•生死决,,,,,-1,0
270007,3级•生死决,449,1,宠物高级内丹,"<T t=""内丹效果：增加宠物4.5%物理暴击和等级*0.75的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•生死决,,,,,-1,0
270008,4级•生死决,449,1,宠物高级内丹,"<T t=""内丹效果：增加宠物5.25%物理暴击和等级*0.85的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•生死决,,,,,-1,0
270009,5级•生死决,449,1,宠物高级内丹,"<T t=""内丹效果：增加宠物6%物理暴击和等级*1的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•生死决,,,,,-1,0
270010,1级•碎甲刃,450,1,宠物高级内丹,"<T t=""内丹效果：物理攻击时忽视目标2%物理防御、增加宠物等级*0.4的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•碎甲刃,,,,,-1,0
270011,2级•碎甲刃,450,1,宠物高级内丹,"<T t=""内丹效果：物理攻击时忽视目标4%物理防御、增加宠物等级*0.65的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•碎甲刃,,,,,-1,0
270012,3级•碎甲刃,450,1,宠物高级内丹,"<T t=""内丹效果：物理攻击时忽视目标6%物理防御、增加宠物等级*0.75的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•碎甲刃,,,,,-1,0
270013,4级•碎甲刃,450,1,宠物高级内丹,"<T t=""内丹效果：物理攻击时忽视目标8%物理防御、增加宠物等级*0.85的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•碎甲刃,,,,,-1,0
270014,5级•碎甲刃,450,1,宠物高级内丹,"<T t=""内丹效果：物理攻击时忽视目标10%物理防御、增加宠物等级*1的物理伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•碎甲刃,,,,,-1,0
270015,1级•摧心浪,451,1,宠物高级内丹,"<T t=""内丹效果：拥有法术波动/高级法术波动时提高2%法术波动下限、增加宠物等级*0.3的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•摧心浪,,,,,-1,0
270016,2级•摧心浪,451,1,宠物高级内丹,"<T t=""内丹效果：拥有法术波动/高级法术波动时提高4%法术波动下限、增加宠物等级*0.375的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•摧心浪,,,,,-1,0
270017,3级•摧心浪,451,1,宠物高级内丹,"<T t=""内丹效果：拥有法术波动/高级法术波动时提高6%法术波动下限、增加宠物等级*0.45的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•摧心浪,,,,,-1,0
270018,4级•摧心浪,451,1,宠物高级内丹,"<T t=""内丹效果：拥有法术波动/高级法术波动时提高8%法术波动下限、增加宠物等级*0.525的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•摧心浪,,,,,-1,0
270019,5级•摧心浪,451,1,宠物高级内丹,"<T t=""内丹效果：拥有法术波动/高级法术波动时提高10%法术波动下限、增加宠物等级*0.6的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•摧心浪,,,,,-1,0
270020,1级•双星爆,452,1,宠物高级内丹,"<T t=""内丹效果：触发法术连击时增加2%法连伤害、增加宠物等级*0.3的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•双星爆,,,,,-1,0
270021,2级•双星爆,452,1,宠物高级内丹,"<T t=""内丹效果：触发法术连击时增加4%法连伤害、增加宠物等级*0.375的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•双星爆,,,,,-1,0
270022,3级•双星爆,452,1,宠物高级内丹,"<T t=""内丹效果：触发法术连击时增加6%法连伤害、增加宠物等级*0.45的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•双星爆,,,,,-1,0
270023,4级•双星爆,452,1,宠物高级内丹,"<T t=""内丹效果：触发法术连击时增加8%法连伤害、增加宠物等级*0.525的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•双星爆,,,,,-1,0
270024,5级•双星爆,452,1,宠物高级内丹,"<T t=""内丹效果：触发法术连击时增加10%法连伤害、增加宠物等级*0.6的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•双星爆,,,,,-1,0
270025,1级•通灵法,453,1,宠物高级内丹,"<T t=""内丹效果：法术攻击时忽视目标2%法术防御、增加宠物等级*0.3的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•通灵法,,,,,-1,0
270026,2级•通灵法,453,1,宠物高级内丹,"<T t=""内丹效果：法术攻击时忽视目标4%法术防御、增加宠物等级*0.375的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•通灵法,,,,,-1,0
270027,3级•通灵法,453,1,宠物高级内丹,"<T t=""内丹效果：法术攻击时忽视目标6%法术防御、增加宠物等级*0.45的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•通灵法,,,,,-1,0
270028,4级•通灵法,453,1,宠物高级内丹,"<T t=""内丹效果：法术攻击时忽视目标8%法术防御、增加宠物等级*0.525的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•通灵法,,,,,-1,0
270029,5级•通灵法,453,1,宠物高级内丹,"<T t=""内丹效果：法术攻击时忽视目标10%法术防御、增加宠物等级*0.6的法术伤害。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•通灵法,,,,,-1,0
270030,1级•玄武驱,454,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*0.4的物理防御、等级*3的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•玄武驱,,,,,-1,0
270031,2级•玄武驱,454,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*0.65的物理防御、等级*3.25的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•玄武驱,,,,,-1,0
270032,3级•玄武驱,454,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*0.75的物理防御、等级*3.5的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•玄武驱,,,,,-1,0
270033,4级•玄武驱,454,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*0.85的物理防御、等级*3.75的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•玄武驱,,,,,-1,0
270034,5级•玄武驱,454,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*1的物理防御、等级*4的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•玄武驱,,,,,-1,0
270035,1级•腾挪劲,455,1,宠物高级内丹,"<T t=""内丹效果：提升宠物6%的格挡几率、等级*3的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•腾挪劲,,,,,-1,0
270036,2级•腾挪劲,455,1,宠物高级内丹,"<T t=""内丹效果：提升宠物8.5%的格挡几率、等级*3.25的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•腾挪劲,,,,,-1,0
