"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"700303","60","maxhp_value","","","","","120","120","120","120","120","120","120","120","120","120","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700304","60","maxhp_value","","","","","160","160","160","160","160","160","160","160","160","160","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700305","60","maxhp_value","","","","","200","200","200","200","200","200","200","200","200","200","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700306","60","maxhp_value","","","","","240","240","240","240","240","240","240","240","240","240","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700307","60","maxhp_value","","","","","280","280","280","280","280","280","280","280","280","280","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700308","60","maxhp_value","","","","","320","320","320","320","320","320","320","320","320","320","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700309","60","maxhp_value","","","","","360","360","360","360","360","360","360","360","360","360","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700310","60","maxhp_value","","","","","400","400","400","400","400","400","400","400","400","400","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700401","170","medical_value","","","","","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700402","170","medical_value","","","","","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700403","170","medical_value","","","","","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700404","170","medical_value","","","","","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700405","170","medical_value","","","","","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700406","170","medical_value","","","","","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700407","170","medical_value","","","","","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700408","170","medical_value","","","","","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700409","170","medical_value","","","","","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700410","170","medical_value","","","","","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700501","140","defend_value","","","","","12","12","12","12","12","12","12","12","12","12","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700502","140","defend_value","","","","","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700503","140","defend_value","","","","","36","36","36","36","36","36","36","36","36","36","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700504","140","defend_value","","","","","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700505","140","defend_value","","","","","60","60","60","60","60","60","60","60","60","60","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700506","140","defend_value","","","","","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700507","140","defend_value","","","","","84","84","84","84","84","84","84","84","84","84","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700508","140","defend_value","","","","","96","96","96","96","96","96","96","96","96","96","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700509","140","defend_value","","","","","108","108","108","108","108","108","108","108","108","108","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700510","140","defend_value","","","","","120","120","120","120","120","120","120","120","120","120","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700601","160","magicdef_value","","","","","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700602","160","magicdef_value","","","","","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700603","160","magicdef_value","","","","","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700604","160","magicdef_value","","","","","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700605","160","magicdef_value","","","","","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700606","160","magicdef_value","","","","","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700607","160","magicdef_value","","","","","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700608","160","magicdef_value","","","","","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700609","160","magicdef_value","","","","","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700610","160","magicdef_value","","","","","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700701","200","speed_value","","","","","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700702","200","speed_value","","","","","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700703","200","speed_value","","","","","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700704","200","speed_value","","","","","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700705","200","speed_value","","","","","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700706","200","speed_value","","","","","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700707","200","speed_value","","","","","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700708","200","speed_value","","","","","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700709","200","speed_value","","","","","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"700710","200","speed_value","","","","","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0"
"800101","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"800102","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"800103","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"800104","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
"800105","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"800106","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"800107","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"800108","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"800109","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"800110","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
"800201","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"800202","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"800203","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"800204","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
"800205","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"800206","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"800207","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"800208","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"800209","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"800210","240","resistcruel_value","270","resistmagiccrule_value","180","sealhit_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
"800301","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"800302","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"800303","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"800304","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
"800305","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"800306","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"800307","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"800308","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"800309","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"800310","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
"800401","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"800402","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"800403","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"800404","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
"800405","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"800406","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"800407","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"800408","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"800409","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"800410","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
"800501","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"800502","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"800503","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"800504","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
"800505","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"800506","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"800507","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"800508","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"800509","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"800510","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
"800601","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"800602","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"800603","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"800604","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
"800605","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"800606","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"800607","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"800608","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"800609","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"800610","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
"800701","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"800702","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"800703","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"800704","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
