"序号","页签类型","活动名","服务器id","需求等级","等级文本","未达等级到文本","上限等级","排序","参加一次红点即消失","开启时间","活动详情","活动要求","经验奖励","物品奖励","物品id","物品id2","物品id3","物品id4","物品id5","推荐度","标签图标","名字颜色","名字描边","图片id","活动周期","服务器发","是否显示最大次数","最大次数","无限制计次","重置次数类型","最大活跃度","每次获得活跃","限时活动对应id","进行中提示","参加类型","对应1","对应2","盈福经验","盈福经验奖励","盈福总次数","活动开关"
"354","4","天罡3星","0","100","达到100级","60级开启","300","11","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""海底迷宫、地狱迷宫、瑶池、女娲神迹、战神山"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927048","927012","927016","927018","927021","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","3","0","1","0","0","354","开启","0","","","0","0","0","1"
"355","4","天罡4星","0","100","达到100级","60级开启","300","12","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""海底迷宫、地狱迷宫、瑶池、女娲神迹、战神山"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927048","927012","927016","927018","927021","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","3","0","1","0","0","355","开启","0","","","0","0","0","1"
"356","4","天罡5星","0","100","达到100级","60级开启","300","13","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""海底迷宫、地狱迷宫、瑶池、女娲神迹、战神山"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927048","927012","927016","927018","927021","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","3","0","1","0","0","356","开启","0","","","0","0","0","1"
"326","4","嫦娥","0","60","达到60级","60级开启","300","14","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""嫦娥，高难度挑战，每天固定时间点出现在傲来渔港"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927003","927004","260003","260004","260005","0","","ffc800c8","ff230023","30390","1,2,3,4,5,6,7","","1","5","0","1","0","0","326","开启","0","","","0","0","0","1"
"327","4","天蓬","0","60","达到60级","60级开启","300","15","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""天蓬，高难度挑战，每天固定时间点出现在傲来渔港"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-12""></T>","组队任务","","","927031","927039","260003","260004","260005","0","","ffc800c8","ff230023","30368","1,2,3,4,5,6,7","","1","5","0","1","0","0","327","开启","0","","","0","0","0","1"
"328","4","天罡","0","60","达到60级","60级开启","300","16","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""天罡，高难度挑战，每天固定时间点出现在宝象国"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-13""></T>","组队任务","","","927031","927041","260003","260004","260005","0","","ffc800c8","ff230023","3213","1,2,3,4,5,6,7","","1","5","0","1","0","0","328","开启","0","","","0","0","0","1"
"329","4","大力","0","60","达到60级","60级开启","300","17","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""大力，高难度挑战，每天固定时间点出现在宝象国"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-14""></T>","组队任务","","","927031","927026","260003","260004","260005","0","","ffc800c8","ff230023","30295","1,2,3,4,5,6,7","","1","5","0","1","0","0","329","开启","0","","","0","0","0","1"
"333","4","不周山神","0","100","达到100级","60级开启","300","18","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""不周山神，高难度挑战，每天固定时间点出现在长寿村"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-15""></T>","组队任务","","","927048","927012","260003","260004","260005","0","","ffc800c8","ff230023","30434","1,2,3,4,5,6,7","","1","3","0","1","0","0","333","开启","0","","","0","0","0","1"
"334","4","世界BOSS","0","100","达到100级","60级开启","300","19","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""世界boss，高难度挑战，每天固定时间点出现在长寿村"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-16""></T>","组队任务","","","927048","927012","260003","260004","260005","0","","ffc800c8","ff230023","30348","1,2,3,4,5,6,7","","1","3","0","1","0","0","334","开启","0","","","0","0","0","1"
"299","4","泡泡王","0","100","达到100级","60级开启","300","20","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每日可挑战一次"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""挑战泡泡王需去长安城寻找踪迹"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927048","927012","260003","260004","260005","0","","ffc800c8","ff230023","30242","1,2,3,4,5,6,7","","1","3","0","1","0","0","299","开启","0","","","0","0","0","1"
"344","4","万年蜈蚣精","0","100","达到100级","80级开启","300","21","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每日可挑战一次"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""请少侠至敦煌城寻找，谨慎挑战"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927032","927017","927016","927018","927021","0","","ffc800c8","ff230023","3209","1,2,3,4,5,6,7","","1","3","0","1","0","0","344","开启","0","","","0","0","0","1"
"345","4","紫薇大帝","0","100","达到100级","80级开启","300","22","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每日可挑战一次"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""请少侠至洛阳城寻找，谨慎挑战"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927032","927017","927016","927018","927021","0","","ffc800c8","ff230023","3214","1,2,3,4,5,6,7","","1","3","0","1","0","0","345","开启","0","","","0","0","0","1"
"304","4","自在天魔","0","100","达到100级","80级开启","300","23","1","全天","自在天魔现世，拥有很强的战斗力少侠谨慎挑战。","组队任务","","","927032","927018","921004","927055","927002","0","","ffc800c8","ff230023","2401","1,2,3,4,5,6,7","","1","3","0","1","0","0","304","开启","5","","","0","0","0","1"
"302","4","蚩尤战神","0","100","达到100级","80级开启","300","24","1","全天","远古蚩尤战神，挑战成功可以获得高额奖励。","组队任务","","","927032","927021","921004","927054","927002","0","","ffc800c8","ff230023","2399","1,2,3,4,5,6,7","","1","3","0","1","0","0","302","开启","5","","","0","0","0","1"
"208","5","门派闯关","0","60","达到60级","60级开启","300","1","1","每天晚上20:00-21:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天晚上20:00-21:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战九大门派的弟子，速度最快的队伍有额外奖励，可在长安城(107.112)找门派闯关使者参加活动。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254001","254018","","","0","","ffc800c8","ff230023","1191","1,2,3,4,5,6,7","","1","-1","0","1","10","1","208","开启","1","161515","","0","0","0","1"
"240","5","单人竞技场","0","60","达到60级","60级开启","300","2","1","周二、周四、周六晚上21:00-22:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每周二、周四、周六晚上21:00-22:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""单人任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""单人携带伙伴的竞技活动，看看谁才是绝世英雄。"" c=""FFFFF2DF"" f=""simhei-11""></T>","单人任务","","","350700","350800","350900","351000","","0","","ffc800c8","ff230023","1312","2,4,6","","1","10","0","1","10","1","240","开启","1","161518","","0","0","0","1"
"241","5","华山论剑","0","60","达到60级","60级开启","300","3","1","周一、周三、周五晚上21:00-22:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每周一、三、周五晚上21:00-22:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队或单人"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""三人组队竞技活动，看看谁才是盖世高手。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队或单人","","","350700","350800","350900","351000","","0","","ffc800c8","ff230023","1191","1,3,5","","1","15","0","1","10","1","241","开启","1","161519","","0","0","0","1"
"242","5","比武大会","0","60","达到60级","60级开启","300","4","1","周日晚上21:30-23:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每周六、日晚上21:00-21:30为比武大会准备时间; 21:30-23:00为比武大会时间。"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队或单人"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队参加比武大会，看哪个队伍才是最强的。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队或单人","","","350700","350800","350900","351000","","0","","ffc800c8","ff230023","1312","7","","1","-1","0","1","10","1","242","开启","1","161520","","0","0","0","1"
"316","5","虎符战将","0","60","达到60级","60级开启","300","5","1","周一21:00-22:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周一晚上21:00-22:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战虎符战将获得高额奖励，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","923004","927005","260003","0","","fff08723","ff230023","30427","1,2,3,4,5,6,7","","1","99","0","1","0","0","316","开启","5","","","0","0","0","1"
"317","5","巨力神将","0","60","达到60级","60级开启","300","6","1","周二21:00-22:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周二晚上21:00-22:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战巨力神将，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","927011","927005","260003","0","","fff08723","ff230023","30269","1,2,3,4,5,6,7","","1","99","0","1","0","0","317","开启","5","","","0","0","0","1"
"318","5","降龙尊者","0","60","达到60级","60级开启","300","7","1","周三21:00-22:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周三晚上21:00-22:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战降龙尊者，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","927012","927005","260003","0","","fff08723","ff230023","3209","1,2,3,4,5,6,7","","1","99","0","1","0","0","318","开启","5","","","0","0","0","1"
"319","5","伏虎尊者","0","60","达到60级","60级开启","300","8","1","周四21:00-22:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周四晚上21:00-22:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战伏虎尊者，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","927005","927002","927016","0","","fff08723","ff230023","30429","1,2,3,4,5,6,7","","1","99","0","1","0","0","319","开启","5","","","0","0","0","1"
"320","5","释迦摩尼","0","60","达到60级","60级开启","300","9","1","周五21:00-22:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周五晚上21:00-22:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战释迦摩尼，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","927005","927002","927046","0","","fff08723","ff230023","30393","1,2,3,4,5,6,7","","1","99","0","1","0","0","320","开启","5","","","0","0","0","1"
"321","5","摩诃迦叶","0","60","达到60级","60级开启","300","10","1","周六10:00-11:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周六晚上20:00-21:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战摩诃迦叶，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","927005","260004","260005","0","","fff08723","ff230023","30394","1,2,3,4,5,6,7","","1","99","0","1","0","0","321","开启","5","","","0","0","0","1"
"322","5","青狮魔王","0","60","达到60级","60级开启","300","11","1","周六21:00-22:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周六晚上20:00-21:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战青狮魔王，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","927005","927017","927049","0","","fff08723","ff230023","30376","1,2,3,4,5,6,7","","1","99","0","1","0","0","322","开启","5","","","0","0","0","1"
"323","5","白象魔王","0","60","达到60级","60级开启","300","12","1","周日10:00-11:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周日晚上20:00-21:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战白象魔王，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","927005","927018","927019","0","","fff08723","ff230023","30375","1,2,3,4,5,6,7","","1","99","0","1","0","0","323","开启","5","","","0","0","0","1"
"324","5","大鹏魔王","0","60","达到60级","60级开启","300","13","1","周日15:00-16:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周日晚上20:00-21:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战大鹏魔王，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","927005","927021","927022","0","","fff08723","ff230023","30374","1,2,3,4,5,6,7","","1","99","0","1","0","0","324","开启","5","","","0","0","0","1"
"325","5","冥界鬼王","0","60","达到60级","60级开启","300","14","1","周日21:00-22:00","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""周日晚上20:00-21:00"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队挑战冥界鬼王，请至长安城月湖传送点。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","254002","927005","927024","927026","0","","fff08723","ff230023","3214","1,2,3,4,5,6,7","","1","99","0","1","0","0","325","开启","5","","","0","0","0","1"
