ID,提示对话框类型,提示内容,备注
191085,"4,15","<T t=""元辰"" c=""ffff0000""></T><T t=""即将在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""下凡，请各位少侠前去挑战。"" c=""fffff2df""></T>",元辰
191086,"4,15","<T t=""四方星官"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",四方星官
191087,"4,15","<T t=""大雁塔妖物"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",大雁塔妖物
191088,"4,15","<T t=""长安保卫战"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",长安保卫战
191089,"4,15","<T t=""世界BOSS"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",世界BOSS
191090,"4,15","<T t=""大雁塔妖物"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",大雁塔妖物
191091,"4,15","<T t=""四方星官"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",二十八星宿
191092,"4,15","<T t=""新年瑞兽"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",新年瑞兽
191093,"4,15","<T t=""知了王"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",知了王
191094,"4,15","<T t=""神器"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",神器
191095,"4,15","<T t=""天神"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",天神
191096,"4,15","<T t=""天罡"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",天罡
191097,"4,15","<T t=""地煞星"" c=""ffff0000""></T><T t=""降临在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""请各位少侠前去挑战。"" c=""fffff2df""></T>",地煞星
191098,"4,15,18","<T t=""<奖励公告3>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""击杀元辰获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",大雁塔妖物
191099,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""击杀四方星官获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ff33ff33""></T>",大雁塔妖物
191100,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""击杀大雁塔妖物获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",大雁塔妖物
191101,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""击杀入侵妖魔获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",元辰
191102,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""击杀世界BOSS获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",四方星官
191103,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""击杀大雁塔妖物获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",地煞星
191104,1,清包成功,天罡
191105,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀新年瑞兽获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",新年瑞兽
191106,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀知了王任务，获得了"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",知了王
191107,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功完成神器任务获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",长安保卫战
191108,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""击杀上古蚩尤获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",世界BOSS
191109,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功挑天罡兽获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",天神
191110,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀地煞星获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",神器
191111,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功挑战蚩尤战神！！！！！！！！获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",化圣
191112,"4,15,18","<T t=""九级化圣"" c=""ffff0000""></T><T t=""超凡入圣顶级实力再现大唐盛世"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""挑战成功将获得巨量金币万为单位。"" c=""fffff2df""></T>",地煞星
191113,"4,15,18","<T t=""<巨量奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功战胜九级化圣大成实力者！斩获"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",九级化圣
191114,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""击杀自在天魔"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",挑战蚩尤战神
191115,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""打开迷神图卷获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",挑战蚩尤战神
191116,"4,15,18","<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""在打开超级技能礼盒时非常走运的的获得了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T>",
191119,15,"<T t=""排行榜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""玩家 "" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t="" 上线了。"" c=""fffff2df""></T><E e=""123""></E>",挑战蚩尤战神
191120,"4,15,18","<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""在打开终极技能时非常走运的的获得了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T>",
160037,1,重铸武魂不足10个或装备不存在，无法重铸装备!,阵法书合成（不足数量）
1600381,5,"<T t=""获得:"" c='FFff46f0'/><T t='$parameter1$' c='FF0caf08'/>",阵法书合成（足够数量）
191121,1,神器糖果不足999个无法兑换160级神器礼包！,阵法书合成（不足数量）
191122,"4,15,18","<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""使用999个神器糖果兑换了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T>",阵法书合成（不足数量）
191123,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""打开装备礼包获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",挑战蚩尤战神
191124,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""深渊挑战卷礼包"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",挑战蚩尤战神
191125,1,圣诞袜不足29个无法兑换圣诞大礼包！,阵法书合成（不足数量）
191126,"4,15,18","<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""使用29个圣诞袜兑换了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T>",阵法书合成（不足数量）
191127,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""分解装备随机获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",挑战蚩尤战神
191128,"4,15,18","<T t=""大吉大利，赐福金猪出现在"" c='FFff46f0'></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""能否获得此机缘，看少侠的造化"" c='FFff46f0'></T>",三星龙刷新公告
191129,"4,15,18",<T t='请勿相信游戏内代充'/>,
191130,"4,15,18","<T t=""两仪二圣出现在"" c='FFff46f0'></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""各位少侠量力而行。"" c='FFff46f0'></T>",
191131,"4,15,18",<T t='欢迎来到公益梦幻手游，祝大家玩得愉快'/>,
191132,"4,15,18","<T t=""冥界生物出现在"" c='FFff46f0'></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""各位少侠快前去挑战吧。"" c='FFff46f0'></T>",
191133,"4,15,18",<T t='每日推广赠送好礼，还送平台币哦！'/>,
191134,2,材料不足,阵法书合成（不足数量）
191135,2,合成成功！,阵法书合成（足够数量）
191136,2,灵饰碎片不足999或没有灵饰装备！（灵饰碎片可通过师门任务获得！）,阵法书合成（不足数量）
191137,2,法宝碎片不足299或没有法宝装备！（法宝碎片可通过法器之神任务获得！）,阵法书合成（不足数量）
191138,2,陨铁不足299或没有神器装备！（神器碎片可通过神器之殇任务获得！）,阵法书合成（不足数量）
191139,2,神器碎片不足999或没有150级装备！无法合成！（神器碎片可通过神器之殇任务获得！）,阵法书合成（不足数量）
191140,2,陨铁不足499或没有装备！无法洗炼！（陨铁可通过化圣任务获得！）,阵法书合成（不足数量）
191141,2,陨铁不足999或没有装备！无法洗炼！（陨铁可通过化圣任务获得！）,阵法书合成（不足数量）
191142,2,法宝碎片不足99或没有法宝装备！无法合成更高级法宝！（法宝碎片可通过法器之神任务获得！）,
191143,2,法宝碎片不足199或没有法宝装备！无法合成更高级法宝！（法宝碎片可通过法器之神任务获得！）,
191144,2,法宝碎片不足299或没有法宝装备！无法合成更高级法宝！（法宝碎片可通过法器之神任务获得！）,
191145,2,法宝碎片不足499或没有法宝装备！无法合成更高级法宝！（法宝碎片可通过法器之神任务获得！）,
191146,2,法宝碎片不足999或没有法宝装备！无法合成更高级法宝！（法宝碎片可通过法器之神任务获得！）,
191147,2,没有蚩尤碎片或没有160级装备无法合成蚩尤装备,
191148,2,没有天魔碎片或没有蚩尤装备无法合成天魔装备,
191149,2,千叶精华不足500个,
191150,2,逍遥镜不足！没有资格领养孩子！,
191151,2,翻天印不足99！无法兑换！,
191153,2,4大神石不足无法兑换神级灵饰！,
191154,1,"<T t=""恭喜~~提升成功。"" c=""fffff2df"" f=""simhei-12""></T><E e=""142""></E>",
191155,"4,15,18","<T t=""达到""></T><T t=""VIP2"" c=""FFff0033""></T><T t=""级才可以摆摊出售或者购买物品或宠物，请先提升vip等级再来摆摊出售或购买""></T> vip等级不足拍卖出售提示",蚩尤
191156,"4,15,18","<T t=""达到""></T><T t=""VIP2"" c=""FFff0033""></T><T t=""级才可以在拍卖购买物品或宠物，请先提升vip等级再来购买""></T> vip等级不足拍卖购买提示",天魔
191157,1,不足155级,
191158,1,没有使用次数了,
191159,2,恭喜合成蚩尤宝石,
191160,2,恭喜合成高级宝石,
191161,"4,15,18","<T t=""恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""大泡泡活动中"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",大泡泡
191162,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀大雁塔妖物获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",大雁塔妖物
191163,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀大雁塔妖物获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",大雁塔妖物
191164,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀大雁塔妖物获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",大雁塔妖物
191165,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀元辰获得111"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",元辰
191166,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀四方星官获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",四方星官
191167,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀地煞星获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",地煞星
191168,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀天罡获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",天罡
191169,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀新年瑞兽获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",新年瑞兽
191170,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀知了王获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",知了王
191171,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀长安保卫战获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",长安保卫战
191172,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀世界BOSS获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",世界BOSS
191173,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀天神获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",天神
191174,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀神器获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",神器
191175,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀化圣获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",化圣
191176,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀蚩尤获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",蚩尤
191177,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功击杀天魔获得"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",天魔
191178,2,20级宝石不足20个,
191179,2,仙级宝石不足20个,
191180,2,装备碎片不足299或没有150级装备无法合成160级装备！,
191181,2,恭喜合成160级装备快去体验游戏吧！,
191182,2,装备碎片不足999或没有160级装备无法合成仙级装备！,
191183,2,恭喜合成仙级装备快去体验游戏吧！,
191184,2,装备碎片不足9999或没有仙级装备无法合成神级装备！,
191185,2,恭喜合成神级装备快去体验游戏吧！,
191186,2,陨铁不足99无法洗炼装备！,
191187,2,恭喜洗炼160级装备快去体验游戏吧！,
191188,2,陨铁不足599无法洗炼仙级装备！,
191189,2,恭喜洗炼仙级装备快去体验游戏吧！,
191190,2,陨铁不足999无法洗炼神级装备！,
191191,2,恭喜洗炼神级装备快去体验游戏吧！,
191192,2,装备碎片不足99无法升级法宝！,
191193,2,翻天印不足199无法升级法宝！,
191194,2,翻天印不足299无法升级法宝！,
191195,2,翻天印不足499无法升级法宝！,
191196,2,翻天印不足599无法升级法宝！,
191197,2,恭喜法宝晋级成功快去体验游戏吧！,
191198,2,陨铁不足599无法洗炼160级装备！,
191199,2,恭喜洗炼160级装备快去体验游戏吧！,
191200,"4,-15","<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在门派大转盘中获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T>",宝箱开出物品提示
191201,2,合成成功，满炼兽真经的宝宝无法食用！,
191202,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功帮助李世民捍卫皇位获得天子赏赐"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",李世民
191203,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功救下猴哥，猴哥激动之余在怀里拿出了一个图卷"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",李世民
191204,2,装备碎片不足2999或没有160级装备无法合成仙级装备！,
191205,2,洗练石不足299,
192805,1,你的银子不足，请确认您的货币是否充足~！,点化
192806,1,装备已经拥有了套装属性，点化失败,点化
192807,1,"<T t=""点化成功~"" c=""fffff2df"" f=""simhei-12""></T><E e=""144""></E>",点化
192808,1,必要材料不足，请确认材料是否充足,点化材料提示
192809,1,清包成功,点化材料提示
192810,1,包裹有稀有物品确定清包吗？,点化材料提示
192811,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功挑战任务链第40层获得奖励"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",神器
192812,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功挑战任务链第80层获得奖励"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",化圣
192813,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功挑战任务链第120层获得奖励"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",蚩尤
192814,"4,15,18","<T t=""<奖励公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""成功挑战任务链第160层获得奖励"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",天魔
192815,"4,15,18","<T t=""<神兽公告>恭喜"" c=""ff00c6ff""></T><T t=""$parameter1$"" c=""ffff0000""></T><T t=""获得16技能神兽"" c=""ff00c6ff""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t=""$parameter4$"" c=""ffff8c00""></T>",天魔
192816,1,陨铁不足，兑换失败！,
192817,1,每次增加1-5点篮字属性/n篮字最大500,
192818,1,宠物装备鉴定失败、请检查是否拥有未鉴定的装备和装备鉴定符！,
192819,2,参战状态无法幻化！,
192820,2,"道具不足,无法幻化！",
192821,2,"货币不足,无法幻化！",
192822,1,宠物装备兑换失败，请确认您的棒棒糖是否大于10个！,
192823,5,你确定将[colour='ffffff33']$parameter1$[colour='FF0caf08']分解吗？,
191220,1,<T t='玩家' c='ff261407'></T><T t='$parameter1$' c='FF0caf08'></T><T t='vip等级不足，进入地图失败~！当前地图需求vip等级:' c='ff261407'></T><T t='$parameter2$' c='FF0caf08'></T>,地图传送
191221,1,"<T t='玩家' c='ff261407'></T><T t='$parameter1$' c='FF0caf08'></T><T t='vip等级不足,归队失败~！队长所在地图需求vip等级:' c='ff261407'></T><T t='$parameter2$' c='FF0caf08'></T>",地图传送
191222,"4,15,18",<T t='VIP24专属打金币活动开启了，请通过活动面板或者长安狐仙进入活动地图！'/>,
191223,"4,15,18",<T t='VIP25专属打仙玉活动开启了，请通过活动面板或者长安狐仙进入活动地图！'/>,
191224,1,需求道具不足！请检查道具是否充足~！,点化材料提示
