"定时活动配置表id","注释（策划备注）","活动开始时间","距离活动开始间隔时间","间隔刷新时间","触发时间随机","刷新时系统提示信息编号","刷新方式","补怪数量上限","补怪持续时间","刷新列表","刷新列表数量","每种NPC数量","刷新场景","刷新场景个数","怪物存在时间","击杀奖励个数","奖励ID","匹配等级方式","奖励个数超过提示编号","是否组队","组队人数要求","需求等级下限","需求等级上限","次数","补怪方式","对应事件刷新ID","观战","消失","对应活动表ID","分级奖励","在线人数刷新","匹配秒数","是否匹配","次数击杀","分级次数","刷新控制","刷新控制总数量","延迟秒数","延迟刷怪提示"
"314024","蚩尤战神4星","00:00:05","","3600","","","0","0","0","250357","1","0","9203@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314025","蚩尤战神4星","00:00:05","","3600","","","0","0","0","250357","1","0","9203@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314026","蚩尤战神4星","00:00:05","","3600","","","0","0","0","250357","1","0","9203@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314027","蚩尤战神4星","00:00:05","","3600","","","0","0","0","250357","1","0","9203@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314028","蚩尤战神4星","00:00:05","","3600","","","0","0","0","250357","1","0","9203@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314029","蚩尤战神5星","00:00:05","","3600","","","0","0","0","250358","1","0","9204@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314030","蚩尤战神5星","00:00:05","","3600","","","0","0","0","250358","1","0","9204@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314031","蚩尤战神5星","00:00:05","","3600","","","0","0","0","250358","1","0","9204@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314032","蚩尤战神5星","00:00:05","","3600","","","0","0","0","250358","1","0","9204@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314033","蚩尤战神5星","00:00:05","","3600","","","0","0","0","250358","1","0","9204@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314034","蚩尤战神5星","00:00:05","","3600","","","0","0","0","250358","1","0","9204@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314035","蚩尤战神5星","00:00:05","","3600","","","0","0","0","250358","1","0","9204@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314036","蚩尤战神6星","00:00:05","","3600","","","0","0","0","250359","1","0","9205@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314037","蚩尤战神6星","蚩尤战神7星","","3600","","","0","0","0","250359","1","0","9205@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314038","蚩尤战神6星","00:00:05","","3600","","","0","0","0","250359","1","0","9205@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314039","蚩尤战神6星","00:00:05","","3600","","","0","0","0","250359","1","0","9205@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314040","蚩尤战神6星","00:00:05","","3600","","","0","0","0","250359","1","0","9205@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314041","蚩尤战神6星","00:00:05","","3600","","","0","0","0","250359","1","0","9205@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314042","蚩尤战神6星","00:00:05","","3600","","","0","0","0","250359","1","0","9205@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314043","蚩尤战神7星","00:00:05","","3600","","","0","0","0","250360","1","0","9206@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314044","蚩尤战神7星","00:00:05","","3600","","","0","0","0","250360","1","0","9206@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314045","蚩尤战神7星","00:00:05","","3600","","","0","0","0","250360","1","0","9206@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314046","蚩尤战神7星","00:00:05","","3600","","","0","0","0","250360","1","0","9206@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314047","蚩尤战神7星","00:00:05","","3600","","","0","0","0","250360","1","0","9206@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314048","蚩尤战神7星","00:00:05","","3600","","","0","0","0","250360","1","0","9206@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314049","蚩尤战神7星","00:00:05","","3600","","","0","0","0","250360","1","0","9206@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314050","蚩尤战神8星","00:00:05","","3600","","","0","0","0","250361","1","0","9207@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314051","蚩尤战神8星","00:00:05","","3600","","","0","0","0","250361","1","0","9207@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314052","蚩尤战神8星","00:00:05","","3600","","","0","0","0","250361","1","0","9207@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314053","蚩尤战神8星","00:00:05","","3600","","","0","0","0","250361","1","0","9207@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314054","蚩尤战神8星","00:00:05","","3600","","","0","0","0","250361","1","0","9207@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314055","蚩尤战神8星","00:00:05","","3600","","","0","0","0","250361","1","0","9207@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314056","蚩尤战神8星","00:00:05","","3600","","","0","0","0","250361","1","0","9207@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314057","蚩尤战神9星","00:00:05","","3600","","","0","0","0","250362","1","0","9208@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314058","蚩尤战神9星","00:00:05","","3600","","","0","0","0","250362","1","0","9208@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314059","蚩尤战神9星","00:00:05","","3600","","","0","0","0","250362","1","0","9208@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314060","蚩尤战神9星","00:00:05","","3600","","","0","0","0","250362","1","0","9208@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314061","蚩尤战神9星","00:00:05","","3600","","","0","0","0","250362","1","0","9208@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314062","蚩尤战神9星","00:00:05","","3600","","","0","0","0","250362","1","0","9208@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314063","蚩尤战神9星","00:00:05","","3600","","","0","0","0","250362","1","0","9208@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314064","蚩尤战神10星","00:00:05","","3600","","","0","0","0","250363","1","0","9209@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314065","蚩尤战神10星","00:00:05","","3600","","","0","0","0","250363","1","0","9209@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314066","蚩尤战神10星","00:00:05","","3600","","","0","0","0","250363","1","0","9209@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314067","蚩尤战神10星","00:00:05","","3600","","","0","0","0","250363","1","0","9209@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314068","蚩尤战神10星","00:00:05","","3600","","","0","0","0","250363","1","0","9209@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314069","蚩尤战神10星","00:00:05","","3600","","","0","0","0","250363","1","0","9209@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314070","蚩尤战神10星","00:00:05","","3600","","","0","0","0","250363","1","0","9209@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"315001","自在天魔1星","00:00:05","","3600","","201043","0","0","0","250345","1","10","9100@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315002","自在天魔1星","00:00:05","","3600","","201043","0","0","0","250345","1","10","9100@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315003","自在天魔1星","00:00:05","","3600","","201043","0","0","0","250345","1","10","9100@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315004","自在天魔1星","00:00:05","","3600","","201043","0","0","0","250345","1","10","9100@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315005","自在天魔1星","00:00:05","","3600","","201043","0","0","0","250345","1","10","9100@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315006","自在天魔1星","00:00:05","","3600","","201043","0","0","0","250345","1","10","9100@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315007","自在天魔1星","00:00:05","","3600","","201043","0","0","0","250345","1","10","9100@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315008","自在天魔2星","00:00:05","","3600","","","0","0","0","250346","1","0","9101@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315009","自在天魔2星","00:00:05","","3600","","","0","0","0","250346","1","0","9101@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315010","自在天魔2星","00:00:05","","3600","","","0","0","0","250346","1","0","9101@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315011","自在天魔2星","00:00:05","","3600","","","0","0","0","250346","1","0","9101@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315012","自在天魔2星","00:00:05","","3600","","","0","0","0","250346","1","0","9101@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315013","自在天魔2星","00:00:05","","3600","","","0","0","0","250346","1","0","9101@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315014","自在天魔2星","00:00:05","","3600","","","0","0","0","250346","1","0","9101@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315015","自在天魔3星","00:00:05","","3600","","","0","0","0","250347","1","0","9102@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315016","自在天魔3星","00:00:05","","3600","","","0","0","0","250347","1","0","9102@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315017","自在天魔3星","00:00:05","","3600","","","0","0","0","250347","1","0","9102@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315018","自在天魔3星","00:00:05","","3600","","","0","0","0","250347","1","0","9102@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315019","自在天魔3星","00:00:05","","3600","","","0","0","0","250347","1","0","9102@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315020","自在天魔3星","00:00:05","","3600","","","0","0","0","250347","1","0","9102@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315021","自在天魔3星","00:00:05","","3600","","","0","0","0","250347","1","0","9102@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315022","自在天魔4星","00:00:05","","3600","","","0","0","0","250348","1","0","9103@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315023","自在天魔4星","00:00:05","","3600","","","0","0","0","250348","1","0","9103@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315024","自在天魔4星","00:00:05","","3600","","","0","0","0","250348","1","0","9103@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315025","自在天魔4星","00:00:05","","3600","","","0","0","0","250348","1","0","9103@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315026","自在天魔4星","00:00:05","","3600","","","0","0","0","250348","1","0","9103@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315027","自在天魔4星","00:00:05","","3600","","","0","0","0","250348","1","0","9103@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315028","自在天魔4星","00:00:05","","3600","","","0","0","0","250348","1","0","9103@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315029","自在天魔5星","00:00:05","","3600","","","0","0","0","250349","1","0","9104@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315030","自在天魔5星","00:00:05","","3600","","","0","0","0","250349","1","0","9104@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315031","自在天魔5星","00:00:05","","3600","","","0","0","0","250349","1","0","9104@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315032","自在天魔5星","00:00:05","","3600","","","0","0","0","250349","1","0","9104@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315033","自在天魔5星","00:00:05","","3600","","","0","0","0","250349","1","0","9104@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315034","自在天魔5星","00:00:05","","3600","","","0","0","0","250349","1","0","9104@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315035","自在天魔5星","00:00:05","","3600","","","0","0","0","250349","1","0","9104@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315036","自在天魔6星","00:00:05","","3600","","","0","0","0","250350","1","0","9105@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315037","自在天魔6星","00:00:05","","3600","","","0","0","0","250350","1","0","9105@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315038","自在天魔6星","00:00:05","","3600","","","0","0","0","250350","1","0","9105@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315039","自在天魔6星","00:00:05","","3600","","","0","0","0","250350","1","0","9105@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315040","自在天魔6星","00:00:05","","3600","","","0","0","0","250350","1","0","9105@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315041","自在天魔6星","00:00:05","","3600","","","0","0","0","250350","1","0","9105@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315042","自在天魔6星","00:00:05","","3600","","","0","0","0","250350","1","0","9105@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315043","自在天魔7星","00:00:05","","3600","","","0","0","0","250351","1","0","9106@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315044","自在天魔7星","00:00:05","","3600","","","0","0","0","250351","1","0","9106@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315045","自在天魔7星","00:00:05","","3600","","","0","0","0","250351","1","0","9106@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315046","自在天魔7星","00:00:05","","3600","","","0","0","0","250351","1","0","9106@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315047","自在天魔7星","00:00:05","","3600","","","0","0","0","250351","1","0","9106@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315048","自在天魔7星","00:00:05","","3600","","","0","0","0","250351","1","0","9106@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315049","自在天魔7星","00:00:05","","3600","","","0","0","0","250351","1","0","9106@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315050","自在天魔8星","00:00:05","","3600","","","0","0","0","250352","1","0","9107@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315051","自在天魔8星","00:00:05","","3600","","","0","0","0","250352","1","0","9107@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315052","自在天魔8星","00:00:05","","3600","","","0","0","0","250352","1","0","9107@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315053","自在天魔8星","00:00:05","","3600","","","0","0","0","250352","1","0","9107@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315054","自在天魔8星","00:00:05","","3600","","","0","0","0","250352","1","0","9107@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315055","自在天魔8星","00:00:05","","3600","","","0","0","0","250352","1","0","9107@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315056","自在天魔8星","00:00:05","","3600","","","0","0","0","250352","1","0","9107@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315057","自在天魔9星","00:00:05","","3600","","","0","0","0","250353","1","0","9108@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315058","自在天魔9星","00:00:05","","3600","","","0","0","0","250353","1","0","9108@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315059","自在天魔9星","00:00:05","","3600","","","0","0","0","250353","1","0","9108@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315060","自在天魔9星","00:00:05","","3600","","","0","0","0","250353","1","0","9108@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315061","自在天魔9星","00:00:05","","3600","","","0","0","0","250353","1","0","9108@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315062","自在天魔9星","00:00:05","","3600","","","0","0","0","250353","1","0","9108@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315063","自在天魔9星","00:00:05","","3600","","","0","0","0","250353","1","0","9108@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315064","自在天魔10星","00:00:05","","3600","","","0","0","0","250354","1","0","9109@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315065","自在天魔10星","00:00:05","","3600","","","0","0","0","250354","1","0","9109@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315066","自在天魔10星","00:00:05","","3600","","","0","0","0","250354","1","0","9109@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315067","自在天魔10星","00:00:05","","3600","","","0","0","0","250354","1","0","9109@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315068","自在天魔10星","00:00:05","","3600","","","0","0","0","250354","1","0","9109@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315069","自在天魔10星","00:00:05","","3600","","","0","0","0","250354","1","0","9109@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"315070","自在天魔10星","00:00:05","","3600","","","0","0","0","250354","1","0","9109@8","1","3600","5","7948","2","201046","1","1","80","300","0","0","","1","0","304","","","","","","","","","",""
"316001","大雁塔11层","00:00:05","","3600","","203005","0","0","0","250375","1","10","5011@100","1","3600","10","7949","2","203025","1","1","100","300","0","0","","1","0","300","","","","","","","","","",""
"316002","大雁塔11层","00:00:05","","3600","","203005","0","0","0","250375","1","10","5011@100","1","3600","10","7949","2","203025","1","1","100","300","0","0","","1","0","300","","","","","","","","","",""
"316003","大雁塔11层","00:00:05","","3600","","203005","0","0","0","250375","1","10","5011@100","1","3600","10","7949","2","203025","1","1","100","300","0","0","","1","0","300","","","","","","","","","",""
"316004","大雁塔11层","00:00:05","","3600","","203005","0","0","0","250375","1","10","5011@100","1","3600","10","7949","2","203025","1","1","100","300","0","0","","1","0","300","","","","","","","","","",""
"316005","大雁塔11层","00:00:05","","3600","","203005","0","0","0","250375","1","10","5011@100","1","3600","10","7949","2","203025","1","1","100","300","0","0","","1","0","300","","","","","","","","","",""
"316006","大雁塔11层","00:00:05","","3600","","203005","0","0","0","250375","1","10","5011@100","1","3600","10","7949","2","203025","1","1","100","300","0","0","","1","0","300","","","","","","","","","",""
"316007","大雁塔11层","00:00:05","","3600","","203005","0","0","0","250375","1","10","5011@100","1","3600","10","7949","2","203025","1","1","100","300","0","0","","1","0","300","","","","","","","","","",""
"317001","大雁塔12层","00:00:05","","3600","","203006","0","0","0","250376","1","8","5012@100","1","3600","10","7950","2","203026","1","1","100","300","0","0","","1","0","301","","","","","","","","","",""
"317002","大雁塔12层","00:00:05","","3600","","203006","0","0","0","250376","1","8","5012@100","1","3600","10","7950","2","203026","1","1","100","300","0","0","","1","0","301","","","","","","","","","",""
"317003","大雁塔12层","00:00:05","","3600","","203006","0","0","0","250376","1","8","5012@100","1","3600","10","7950","2","203026","1","1","100","300","0","0","","1","0","301","","","","","","","","","",""
"317004","大雁塔12层","00:00:05","","3600","","203006","0","0","0","250376","1","8","5012@100","1","3600","10","7950","2","203026","1","1","100","300","0","0","","1","0","301","","","","","","","","","",""
"317005","大雁塔12层","00:00:05","","3600","","203006","0","0","0","250376","1","8","5012@100","1","3600","10","7950","2","203026","1","1","100","300","0","0","","1","0","301","","","","","","","","","",""
"317006","大雁塔12层","00:00:05","","3600","","203006","0","0","0","250376","1","8","5012@100","1","3600","10","7950","2","203026","1","1","100","300","0","0","","1","0","301","","","","","","","","","",""
"317007","大雁塔12层","00:00:05","","3600","","203006","0","0","0","250376","1","8","5012@100","1","3600","10","7950","2","203026","1","1","100","300","0","0","","1","0","301","","","","","","","","","",""
"318001","大雁塔13层","00:00:05","","3600","","203007","0","0","0","250377","1","8","5013@100","1","3600","10","7951","2","203027","1","1","100","300","0","0","","1","0","305","","","","","","","","","",""
"318002","大雁塔13层","00:00:05","","3600","","203007","0","0","0","250377","1","8","5013@100","1","3600","10","7951","2","203027","1","1","100","300","0","0","","1","0","305","","","","","","","","","",""
"318003","大雁塔13层","00:00:05","","3600","","203007","0","0","0","250377","1","8","5013@100","1","3600","10","7951","2","203027","1","1","100","300","0","0","","1","0","305","","","","","","","","","",""
"318004","大雁塔13层","00:00:05","","3600","","203007","0","0","0","250377","1","8","5013@100","1","3600","10","7951","2","203027","1","1","100","300","0","0","","1","0","305","","","","","","","","","",""
"318005","大雁塔13层","00:00:05","","3600","","203007","0","0","0","250377","1","8","5013@100","1","3600","10","7951","2","203027","1","1","100","300","0","0","","1","0","305","","","","","","","","","",""
"318006","大雁塔13层","00:00:05","","3600","","203007","0","0","0","250377","1","8","5013@100","1","3600","10","7951","2","203027","1","1","100","300","0","0","","1","0","305","","","","","","","","","",""
"318007","大雁塔13层","00:00:05","","3600","","203007","0","0","0","250377","1","8","5013@100","1","3600","10","7951","2","203027","1","1","100","300","0","0","","1","0","305","","","","","","","","","",""
"319001","大雁塔14层","00:00:05","","3600","","203008","0","0","0","250378","1","8","5014@100","1","3600","10","7952","2","203028","1","1","100","300","0","0","","1","0","306","","","","","","","","","",""
"319002","大雁塔14层","00:00:05","","3600","","203008","0","0","0","250378","1","8","5014@100","1","3600","10","7952","2","203028","1","1","100","300","0","0","","1","0","306","","","","","","","","","",""
"319003","大雁塔14层","00:00:05","","3600","","203008","0","0","0","250378","1","8","5014@100","1","3600","10","7952","2","203028","1","1","100","300","0","0","","1","0","306","","","","","","","","","",""
"319004","大雁塔14层","00:00:05","","3600","","203008","0","0","0","250378","1","8","5014@100","1","3600","10","7952","2","203028","1","1","100","300","0","0","","1","0","306","","","","","","","","","",""
"319005","大雁塔14层","00:00:05","","3600","","203008","0","0","0","250378","1","8","5014@100","1","3600","10","7952","2","203028","1","1","100","300","0","0","","1","0","306","","","","","","","","","",""
"319006","大雁塔14层","00:00:05","","3600","","203008","0","0","0","250378","1","8","5014@100","1","3600","10","7952","2","203028","1","1","100","300","0","0","","1","0","306","","","","","","","","","",""
"319007","大雁塔14层","00:00:05","","3600","","203008","0","0","0","250378","1","8","5014@100","1","3600","10","7952","2","203028","1","1","100","300","0","0","","1","0","306","","","","","","","","","",""
"320001","大雁塔15层","00:00:05","","3600","","203009","0","0","0","250379","1","7","5015@100","1","3600","10","7953","2","203029","1","1","100","300","0","0","","1","0","307","","","","","","","","","",""
"320002","大雁塔15层","00:00:05","","3600","","203009","0","0","0","250379","1","7","5015@100","1","3600","10","7953","2","203029","1","1","100","300","0","0","","1","0","307","","","","","","","","","",""
"320003","大雁塔15层","00:00:05","","3600","","203009","0","0","0","250379","1","7","5015@100","1","3600","10","7953","2","203029","1","1","100","300","0","0","","1","0","307","","","","","","","","","",""
"320004","大雁塔15层","00:00:05","","3600","","203009","0","0","0","250379","1","7","5015@100","1","3600","10","7953","2","203029","1","1","100","300","0","0","","1","0","307","","","","","","","","","",""
"320005","大雁塔15层","00:00:05","","3600","","203009","0","0","0","250379","1","7","5015@100","1","3600","10","7953","2","203029","1","1","100","300","0","0","","1","0","307","","","","","","","","","",""
"320006","大雁塔15层","00:00:05","","3600","","203009","0","0","0","250379","1","7","5015@100","1","3600","10","7953","2","203029","1","1","100","300","0","0","","1","0","307","","","","","","","","","",""
"320007","大雁塔15层","00:00:05","","3600","","203009","0","0","0","250379","1","7","5015@100","1","3600","10","7953","2","203029","1","1","100","300","0","0","","1","0","307","","","","","","","","","",""
"321001","大雁塔16层","00:00:05","","3600","","203010","0","0","0","250380","1","7","5016@100","1","3600","10","7954","2","203030","1","1","100","300","0","0","","1","0","308","","","","","","","","","",""
"321002","大雁塔16层","00:00:05","","3600","","203010","0","0","0","250380","1","7","5016@100","1","3600","10","7954","2","203030","1","1","100","300","0","0","","1","0","308","","","","","","","","","",""
"321003","大雁塔16层","00:00:05","","3600","","203010","0","0","0","250380","1","7","5016@100","1","3600","10","7954","2","203030","1","1","100","300","0","0","","1","0","308","","","","","","","","","",""
