"定时活动配置表id","注释（策划备注）","活动开始时间","距离活动开始间隔时间","间隔刷新时间","触发时间随机","刷新时系统提示信息编号","刷新方式","补怪数量上限","补怪持续时间","刷新列表","刷新列表数量","每种NPC数量","刷新场景","刷新场景个数","怪物存在时间","击杀奖励个数","奖励ID","匹配等级方式","奖励个数超过提示编号","是否组队","组队人数要求","需求等级下限","需求等级上限","次数","补怪方式","对应事件刷新ID","观战","消失","对应活动表ID","分级奖励","在线人数刷新","匹配秒数","是否匹配","次数击杀","分级次数","刷新控制","刷新控制总数量","延迟秒数","延迟刷怪提示"
"277060","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","6","5020@8","1","59","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277061","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","6","5020@8","1","59","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277062","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","6","5020@8","1","59","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277063","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","6","5020@8","1","59","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"308001","三界群雄会","00:00:05","","3600","","192129","0","0","0","250300;250301;250302;250303;250304;250305;250306;250307;250308;250309","5","5","1626@8;1621@8;1622@8","3","3000","5","7714","","150524","1","1","109","300","0","0","","1","0","308","","","","","","","","","",""
"308002","三界群雄会","00:00:05","","3600","","192129","0","0","0","250300;250301;250302;250303;250304;250305;250306;250307;250308;250309","5","5","1626@8;1621@8;1622@8","3","3000","5","7714","","150524","1","1","109","300","0","0","","1","0","308","","","","","","","","","",""
"308003","三界群雄会","00:00:05","","3600","","192129","0","0","0","250300;250301;250302;250303;250304;250305;250306;250307;250308;250309","5","5","1626@8;1621@8;1622@8","3","3000","5","7714","","150524","1","1","109","300","0","0","","1","0","308","","","","","","","","","",""
"308004","三界群雄会","00:00:05","","3600","","192129","0","0","0","250300;250301;250302;250303;250304;250305;250306;250307;250308;250309","5","5","1626@8;1621@8;1622@8","3","3000","5","7714","","150524","1","1","109","300","0","0","","1","0","308","","","","","","","","","",""
"308005","三界群雄会","00:00:05","","3600","","192129","0","0","0","250300;250301;250302;250303;250304;250305;250306;250307;250308;250309","5","5","1626@8;1621@8;1622@8","3","3000","5","7714","","150524","1","1","109","300","0","0","","1","0","308","","","","","","","","","",""
"308006","三界群雄会","00:00:05","","3600","","192129","0","0","0","250300;250301;250302;250303;250304;250305;250306;250307;250308;250309","5","5","1626@8;1621@8;1622@8","3","3000","5","7714","","150524","1","1","109","300","0","0","","1","0","308","","","","","","","","","",""
"308007","三界群雄会","00:00:05","","3600","","192129","0","0","0","250300;250301;250302;250303;250304;250305;250306;250307;250308;250309","5","5","1626@8;1621@8;1622@8","3","3000","5","7714","","150524","1","1","109","300","0","0","","1","0","308","","","","","","","","","",""
"309001","珍兽争霸","00:00:05","","3600","","192129","0","0","0","260300;260301;260302;260303;260304;260305;260306;260307;260308;260309","5","5","1611@8","1","3000","5","7715","","150524","1","1","109","300","0","0","","1","0","309","","","","","","","","","",""
"309002","珍兽争霸","00:00:05","","3600","","192129","0","0","0","260300;260301;260302;260303;260304;260305;260306;260307;260308;260309","5","5","1611@8","1","3000","5","7715","","150524","1","1","109","300","0","0","","1","0","309","","","","","","","","","",""
"309003","珍兽争霸","00:00:05","","3600","","192129","0","0","0","260300;260301;260302;260303;260304;260305;260306;260307;260308;260309","5","5","1611@8","1","3000","5","7715","","150524","1","1","109","300","0","0","","1","0","309","","","","","","","","","",""
"309004","珍兽争霸","00:00:05","","3600","","192129","0","0","0","260300;260301;260302;260303;260304;260305;260306;260307;260308;260309","5","5","1611@8","1","3000","5","7715","","150524","1","1","109","300","0","0","","1","0","309","","","","","","","","","",""
"309005","珍兽争霸","00:00:05","","3600","","192129","0","0","0","260300;260301;260302;260303;260304;260305;260306;260307;260308;260309","5","5","1611@8","1","3000","5","7715","","150524","1","1","109","300","0","0","","1","0","309","","","","","","","","","",""
"309006","珍兽争霸","00:00:05","","3600","","192129","0","0","0","260300;260301;260302;260303;260304;260305;260306;260307;260308;260309","5","5","1611@8","1","3000","5","7715","","150524","1","1","109","300","0","0","","1","0","309","","","","","","","","","",""
"309007","珍兽争霸","00:00:05","","3600","","192129","0","0","0","260300;260301;260302;260303;260304;260305;260306;260307;260308;260309","5","5","1611@8","1","3000","5","7715","","150524","1","1","109","300","0","0","","1","0","309","","","","","","","","","",""
"310001","福利怪","00:00:05","","1800","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","4","1606@8","1","1200","10","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310002","福利怪","00:00:05","","1800","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","4","1606@8","1","1200","10","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310003","福利怪","00:00:05","","1800","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","4","1606@8","1","1200","10","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310004","福利怪","00:00:05","","1800","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","4","1606@8","1","1200","10","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310005","福利怪","00:00:05","","1800","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","4","1606@8","1","1200","10","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310006","福利怪","00:00:05","","1800","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","4","1606@8","1","1200","10","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310007","福利怪","00:00:05","","1800","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","4","1606@8","1","1200","10","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"311001","八十一难","00:00:05","","3600","","192129","0","0","0","230100;230101;230102;230103;230104;230105;230106;230107;230108;230109","5","4","1611@8","1","3000","81","7725","","150524","1","1","109","300","0","0","","1","0","311","","","","","","","","","",""
"311002","八十一难","00:00:05","","3600","","192129","0","0","0","230100;230101;230102;230103;230104;230105;230106;230107;230108;230109","5","4","1611@8","1","3000","81","7725","","150524","1","1","109","300","0","0","","1","0","311","","","","","","","","","",""
"311003","八十一难","00:00:05","","3600","","192129","0","0","0","230100;230101;230102;230103;230104;230105;230106;230107;230108;230109","5","4","1611@8","1","3000","81","7725","","150524","1","1","109","300","0","0","","1","0","311","","","","","","","","","",""
"311004","八十一难","00:00:05","","3600","","192129","0","0","0","230100;230101;230102;230103;230104;230105;230106;230107;230108;230109","5","4","1611@8","1","3000","81","7725","","150524","1","1","109","300","0","0","","1","0","311","","","","","","","","","",""
"311005","八十一难","00:00:05","","3600","","192129","0","0","0","230100;230101;230102;230103;230104;230105;230106;230107;230108;230109","5","4","1611@8","1","3000","81","7725","","150524","1","1","109","300","0","0","","1","0","311","","","","","","","","","",""
"311006","八十一难","00:00:05","","3600","","192129","0","0","0","230100;230101;230102;230103;230104;230105;230106;230107;230108;230109","5","4","1611@8","1","3000","81","7725","","150524","1","1","109","300","0","0","","1","0","311","","","","","","","","","",""
"311007","八十一难","00:00:05","","3600","","192129","0","0","0","230100;230101;230102;230103;230104;230105;230106;230107;230108;230109","5","4","1611@8","1","3000","81","7725","","150524","1","1","109","300","0","0","","1","0","311","","","","","","","","","",""
"313001","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","5","6001@8","1","3000","5","7727","2","125409","1","1","109","300","0","0","","1","0","313","","","","","","","","","",""
"313002","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","5","6001@8","1","3000","5","7727","2","125409","1","1","109","300","0","0","","1","0","313","","","","","","","","","",""
"313003","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","5","6001@8","1","3000","5","7727","2","125409","1","1","109","300","0","0","","1","0","313","","","","","","","","","",""
"313004","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","5","6001@8","1","3000","5","7727","2","125409","1","1","109","300","0","0","","1","0","313","","","","","","","","","",""
"313005","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","5","6001@8","1","3000","5","7727","2","125409","1","1","109","300","0","0","","1","0","313","","","","","","","","","",""
"313006","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","5","6001@8","1","3000","5","7727","2","125409","1","1","109","300","0","0","","1","0","313","","","","","","","","","",""
"313007","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","5","6001@8","1","3000","5","7727","2","125409","1","1","109","300","0","0","","1","0","313","","","","","","","","","",""
"313008","九幽地宫-精英","00:00:05","","7200","","192129","0","0","0","230304,230305","2","2","6001@8","1","3000","5","7730","2","125409","1","1","119","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313009","九幽地宫-精英","00:00:05","","7200","","192129","0","0","0","230304,230305","2","2","6001@8","1","3000","5","7730","2","125409","1","1","119","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313010","九幽地宫-精英","00:00:05","","7200","","192129","0","0","0","230304,230305","2","2","6001@8","1","3000","5","7730","2","125409","1","1","119","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313011","九幽地宫-精英","00:00:05","","7200","","192129","0","0","0","230304,230305","2","2","6001@8","1","3000","5","7730","2","125409","1","1","119","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313012","九幽地宫-精英","00:00:05","","7200","","192129","0","0","0","230304,230305","2","2","6001@8","1","3000","5","7730","2","125409","1","1","119","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313013","九幽地宫-精英","00:00:05","","7200","","192129","0","0","0","230304,230305","2","2","6001@8","1","3000","5","7730","2","125409","1","1","119","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313014","九幽地宫-精英","00:00:05","","7200","","192129","0","0","0","230304,230305","2","2","6001@8","1","3000","5","7730","2","125409","1","1","119","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
