id,条件ID,动作ID,执行次数,启用AI,外部AI文件,触发时机,策划备注
18360,36359,58459,,,,16,血量大于等于50%并且20位置没有单位召唤怪物
18361,36360,58460,,,,16,血量大于等于50%并且21位置没有单位召唤怪物
18362,36361,58461,,,,16,血量大于等于50%并且22位置没有单位召唤怪物
18363,36362,58462,,,,16,血量大于等于50%并且23位置没有单位召唤怪物
18364,36363,58463,,,,16,血量大于等于50%并且24位置没有单位召唤怪物
18365,36364,58464,,,,16,回合结束BOSS清除无敌BUFF小怪逃跑
18366,36365,58465,,,,12,回合开始BOSS清除无敌BUFF小怪逃跑
18401,36401,58501,1,,,4,自己的血量高于50%召唤怪物
18402,36402,58502,1,,,16,自己的血量小于50%释放驱散无敌技能
18403,36403,58503,,,,16,血量大于等于50%并且20位置没有单位召唤怪物
18404,36404,58504,,,,16,血量大于等于50%并且21位置没有单位召唤怪物
18405,36405,58505,,,,16,血量大于等于50%并且22位置没有单位召唤怪物
18406,36406,58506,,,,16,血量大于等于50%并且23位置没有单位召唤怪物
18407,36407,58507,,,,16,血量大于等于50%并且24位置没有单位召唤怪物
18408,36408,58508,,,,3,血量小于50%释放魔爆术
18409,,,1,18403@1;18404@1;18405@1;18406@1;18407@1;18408@1;18410@1;18411@1;18412@1;18413@1;18414@1,,3,公会副本AI总
18410,36409,58509,,,,16,血量大于等于50%并且20位置没有单位召唤怪物
18411,36410,58560,,,,16,血量大于等于50%并且21位置没有单位召唤怪物
18412,36411,58561,,,,16,血量大于等于50%并且22位置没有单位召唤怪物
18413,36412,58562,,,,16,血量大于等于50%并且23位置没有单位召唤怪物
18414,36413,58563,,,,16,血量大于等于50%并且24位置没有单位召唤怪物
18415,36414,58564,,,,16,回合结束BOSS清除无敌BUFF小怪逃跑
18416,36415,58565,,,,12,回合开始BOSS清除无敌BUFF小怪逃跑
19000,39000,60000,,19000@0;19001@0;19002@0;19003@0;19004@0;19005@0;19006@0;19007@0;19008@0;19009@0;19010@0;19011@0;19012@0;19013@0;19014@0;19015@0;19016@0;19017@0;19018@0;19019@0;19020@0;19021@0;19022@0;19023@0;19024@0;19025@0;19026@0;19027@0;19028@0;19029@0;19030@0;19031@0;19032@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0;19043@0;19044@0;19045@0;19046@0;19047@0;19048@0;19049@0;19050@0;19051@0;19052@0;19053@0;19054@0;19055@0;19056@0;19057@0;19058@0;19059@0;19060@0;19061@0;19062@0;19063@0;19064@0;19065@0;19066@0;19067@0;19068@0;19069@0;19070@0;19071@0;19072@0;19073@0;19074@0;19075@0;19076@0;19077@0;19078@0;19079@0;19080@0;19081@0;19082@0,,9,未召唤宝宝喊话
19001,39001,60001,,19001@0;19000@0;19002@0;17155@1,,9,小软宝宝1
19002,39002,60002,,19002@0;19000@0;19001@0,,9,变异小软1
19003,39003,60003,,19003@0;19000@0;19004@0;17155@1,,9,捕猎者宝宝5
19004,39004,60004,,19004@0;19000@0;19003@0,,9,变异捕猎者5
19005,39005,60005,,19005@0;19000@0;19006@0;19007@0;19008@0;17155@1,,9,羽蛇宝宝15
19006,39006,60006,,19006@0;19000@0;19005@0;19007@0;19008@0,,9,变异羽蛇15
19007,39007,60007,,19007@0;19000@0;19005@0;19006@0;19008@0;17155@1,,9,囧龟宝宝15
19008,39008,60008,,19008@0;19000@0;19005@0;19006@0;19007@0,,9,变异囧龟15
19009,39009,60009,,19009@0;19000@0;19010@0;19011@0;19012@0;19013@0;19014@0;19015@0;19016@0;17155@1,,9,食人工头宝宝25
19010,39010,60010,,19010@0;19000@0;19009@0;19011@0;19012@0;19013@0;19014@0;19015@0;19016@0;17155@1,,9,地精工匠宝宝25
19011,39011,60011,,19011@0;19000@0;19009@0;19010@0;19012@0;19013@0;19014@0;19015@0;19016@0;17155@1,,9,剪刀手宝宝25
19012,39012,60012,,19012@0;19000@0;19009@0;19010@0;19011@0;19013@0;19014@0;19015@0;19016@0;17155@1,,9,鱼人宝宝25
19013,39013,60013,,19013@0;19000@0;19009@0;19010@0;19011@0;19012@0;19014@0;19015@0;19016@0,,9,食人工头宝宝25
19014,39014,60014,,19014@0;19000@0;19009@0;19010@0;19011@0;19012@0;19013@0;19015@0;19016@0,,9,地精工匠宝宝25
19015,39015,60015,,19015@0;19000@0;19009@0;19010@0;19011@0;19012@0;19013@0;19014@0;19016@0,,9,剪刀手宝宝25
19016,39016,60016,,19016@0;19000@0;19009@0;19010@0;19011@0;19012@0;19013@0;19014@0;19015@0,,9,鱼人宝宝25
19017,39017,60017,,19017@0;19000@0;19018@0;19019@0;19020@0;19021@0;19022@0;19023@0;19024@0;17155@1,,9,野鬼宝宝35
19018,39018,60018,,19018@0;19000@0;19017@0;19019@0;19020@0;19021@0;19022@0;19023@0;19024@0;17155@1,,9,狼人宝宝35
19019,39019,60019,,19019@0;19000@0;19017@0;19018@0;19020@0;19021@0;19022@0;19023@0;19024@0;17155@1,,9,死灵哨兵宝宝35
19020,39020,60020,,19020@0;19000@0;19017@0;19018@0;19019@0;19021@0;19022@0;19023@0;19024@0;17155@1,,9,血月教徒宝宝35
19021,39021,60021,,19021@0;19000@0;19017@0;19018@0;19019@0;19020@0;19022@0;19023@0;19024@0,,9,变异野鬼35
19022,39022,60022,,19022@0;19000@0;19017@0;19018@0;19019@0;19020@0;19021@0;19023@0;19024@0,,9,变异狼人35
19023,39023,60023,,19023@0;19000@0;19017@0;19018@0;19019@0;19020@0;19021@0;19022@0;19024@0,,9,变异死灵哨兵35
19024,39024,60024,,19024@0;19000@0;19017@0;19018@0;19019@0;19020@0;19021@0;19022@0;19023@0,,9,变异血月教徒35
19025,39025,60025,,19025@0;19000@0;19026@0;19027@0;19028@0;19029@0;19030@0;19031@0;19032@0;17155@1,,9,野猪宝宝45
19026,39026,60026,,19026@0;19000@0;19025@0;19027@0;19028@0;19029@0;19030@0;19031@0;19032@0;17155@1,,9,吸血蝙蝠宝宝45
19027,39027,60027,,19027@0;19000@0;19025@0;19026@0;19028@0;19029@0;19030@0;19031@0;19032@0;17155@1,,9,野猪人宝宝45
19028,39028,60028,,19028@0;19000@0;19025@0;19026@0;19027@0;19029@0;19030@0;19031@0;19032@0;17155@1,,9,巫妖宝宝45
19029,39029,60029,,19029@0;19000@0;19025@0;19026@0;19027@0;19028@0;19030@0;19031@0;19032@0,,9,变异野猪45
19030,39030,60030,,19030@0;19000@0;19025@0;19026@0;19027@0;19028@0;19029@0;19031@0;19032@0,,9,变异吸血蝙蝠45
19031,39031,60031,,19031@0;19000@0;19025@0;19026@0;19027@0;19028@0;19029@0;19030@0;19032@0,,9,变异野猪人45
19032,39032,60032,,19032@0;19000@0;19025@0;19026@0;19027@0;19028@0;19029@0;19030@0;19031@0,,9,变异巫妖45
19033,39033,60033,,19033@0;19000@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0;17155@1,,9,血色猎犬宝宝55
19034,39034,60034,,19034@0;19000@0;19033@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0;17155@1,,9,幽灵宝宝55
19035,39035,60035,,19035@0;19000@0;19033@0;19034@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0;17155@1,,9,血色士兵宝宝55
19036,39036,60036,,19036@0;19000@0;19033@0;19034@0;19035@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0;17155@1,,9,血色骑士宝宝55
19037,39037,60037,,19037@0;19000@0;19033@0;19034@0;19035@0;19036@0;19038@0;19039@0;19040@0;19041@0;19042@0;17155@1,,9,血色牧师宝宝55
19038,39038,60038,,19038@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19039@0;19040@0;19041@0;19042@0,,9,变异血色猎犬55
19039,39039,60039,,19039@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19040@0;19041@0;19042@0,,9,变异幽灵55
19040,39040,60040,,19040@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19041@0;19042@0,,9,变异血色士兵55
19041,39041,60041,,19041@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19042@0,,9,变异血色骑士55
19042,39042,60042,,19042@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0,,9,变异血色牧师55
19043,39043,60043,,19043@0;19000@0;19044@0;19045@0;19046@0;19047@0;19048@0;19049@0;19050@0;17155@1,,9,土元素宝宝65
19044,39044,60044,,19044@0;19000@0;19043@0;19045@0;19046@0;19047@0;19048@0;19049@0;19050@0;17155@1,,9,半人马宝宝65
19045,39045,60045,,19045@0;19000@0;19043@0;19044@0;19046@0;19047@0;19048@0;19049@0;19050@0;17155@1,,9,鞭笞者宝宝65
19046,39046,60046,,19046@0;19000@0;19043@0;19044@0;19045@0;19047@0;19048@0;19049@0;19050@0;17155@1,,9,腐女宝宝65
19047,39047,60047,,19047@0;19000@0;19043@0;19044@0;19045@0;19046@0;19048@0;19049@0;19050@0,,9,变异土元素65
19048,39048,60048,,19048@0;19000@0;19043@0;19044@0;19045@0;19046@0;19047@0;19049@0;19050@0,,9,变异半人马65
19049,39049,60049,,19049@0;19000@0;19043@0;19044@0;19045@0;19046@0;19047@0;19048@0;19050@0,,9,变异鞭笞者65
19050,39050,60050,,19050@0;19000@0;19043@0;19044@0;19045@0;19046@0;19047@0;19048@0;19049@0,,9,变异腐女65
19051,39051,60051,,19051@0;19000@0;19052@0;19053@0;19054@0;19055@0;19056@0;19057@0;19058@0;17155@1,,9,摧毁者宝宝70
19052,39052,60052,,19052@0;19000@0;19051@0;19053@0;19054@0;19055@0;19056@0;19057@0;19058@0;17155@1,,9,虚空恐魔宝宝70
19053,39053,60053,,19053@0;19000@0;19051@0;19052@0;19054@0;19055@0;19056@0;19057@0;19058@0;17155@1,,9,食人魔宝宝70
19054,39054,60054,,19054@0;19000@0;19051@0;19052@0;19053@0;19055@0;19056@0;19057@0;19058@0;17155@1,,9,变形者宝宝70
19055,39055,60055,,19055@0;19000@0;19051@0;19052@0;19053@0;19054@0;19056@0;19057@0;19058@0,,9,变异摧毁者70
19056,39056,60056,,19056@0;19000@0;19051@0;19052@0;19053@0;19054@0;19055@0;19057@0;19058@0,,9,变异虚空恐魔70
19057,39057,60057,,19057@0;19000@0;19051@0;19052@0;19053@0;19054@0;19055@0;19056@0;19058@0,,9,变异食人魔70
19058,39058,60058,,19058@0;19000@0;19051@0;19052@0;19053@0;19054@0;19055@0;19056@0;19057@0,,9,变异变形者70
19059,39059,60059,,19059@0;19000@0;19060@0;19061@0;19062@0;19063@0;19064@0;19065@0;19066@0;17155@1,,9,绿飞龙宝宝75
19060,39060,60060,,19060@0;19000@0;19059@0;19061@0;19062@0;19063@0;19064@0;19065@0;19066@0;17155@1,,9,预言者宝宝75
19061,39061,60061,,19061@0;19000@0;19059@0;19060@0;19062@0;19063@0;19064@0;19065@0;19066@0;17155@1,,9,骨飞龙宝宝75
19062,39062,60062,,19062@0;19000@0;19059@0;19060@0;19061@0;19063@0;19064@0;19065@0;19066@0;17155@1,,9,绿龙宝宝75
19063,39063,60063,,19063@0;19000@0;19059@0;19060@0;19061@0;19062@0;19064@0;19065@0;19066@0,,9,变异绿飞龙75
19064,39064,60064,,19064@0;19000@0;19059@0;19060@0;19061@0;19062@0;19063@0;19065@0;19066@0,,9,变异预言者75
19065,39065,60065,,19065@0;19000@0;19059@0;19060@0;19061@0;19062@0;19063@0;19064@0;19066@0,,9,变异骨飞龙75
19066,39066,60066,,19066@0;19000@0;19059@0;19060@0;19061@0;19062@0;19063@0;19064@0;19065@0,,9,变异绿龙75
19067,39067,60067,,19067@0;19000@0;19068@0;19069@0;19070@0;19071@0;19072@0;19073@0;19074@0;17155@1,,9,炎魔使者宝宝80
19068,39068,60068,,19068@0;19000@0;19067@0;19069@0;19070@0;19071@0;19072@0;19073@0;19074@0;17155@1,,9,黑铁矮人宝宝80
19069,39069,60069,,19069@0;19000@0;19067@0;19068@0;19070@0;19071@0;19072@0;19073@0;19074@0;17155@1,,9,铁炉牧师宝宝80
19070,39070,60070,,19070@0;19000@0;19067@0;19068@0;19069@0;19071@0;19072@0;19073@0;19074@0;17155@1,,9,矮人军官宝宝80
19071,39071,60071,,19071@0;19000@0;19067@0;19068@0;19069@0;19070@0;19072@0;19073@0;19074@0,,9,变异炎魔使者80
19072,39072,60072,,19072@0;19000@0;19067@0;19068@0;19069@0;19070@0;19071@0;19073@0;19074@0,,9,变异黑铁矮人80
19073,39073,60073,,19073@0;19000@0;19067@0;19068@0;19069@0;19070@0;19071@0;19072@0;19074@0,,9,变异铁炉牧师80
19074,39074,60074,,19074@0;19000@0;19067@0;19068@0;19069@0;19070@0;19071@0;19072@0;19073@0,,9,变异矮人军官80
19075,39075,60075,,19075@0;19000@0;19076@0;19077@0;19078@0;19079@0;19080@0;19081@0;19082@0;17155@1,,9,死亡骑士宝宝85
19076,39076,60076,,19076@0;19000@0;19075@0;19077@0;19078@0;19079@0;19080@0;19081@0;19082@0;17155@1,,9,食尸鬼宝宝85
19077,39077,60077,,19077@0;19000@0;19075@0;19076@0;19078@0;19079@0;19080@0;19081@0;19082@0;17155@1,,9,女妖宝宝85
19078,39078,60078,,19078@0;19000@0;19075@0;19076@0;19077@0;19079@0;19080@0;19081@0;19082@0;17155@1,,9,恐惧恶魔宝宝85
19079,39079,60079,,19079@0;19000@0;19075@0;19076@0;19077@0;19078@0;19080@0;19081@0;19082@0,,9,变异死亡骑士85
19080,39080,60080,,19080@0;19000@0;19075@0;19076@0;19077@0;19078@0;19079@0;19081@0;19082@0,,9,变异食尸鬼85
19081,39081,60081,,19081@0;19000@0;19075@0;19076@0;19077@0;19078@0;19079@0;19080@0;19082@0,,9,变异女妖85
19082,39082,60082,,19082@0;19000@0;19075@0;19076@0;19077@0;19078@0;19079@0;19080@0;19081@0,,9,变异恐惧恶魔85
19200,,,,19201@1;19202@1;19203@1;19204@1;19205@1;19206@1;19207@1;19208@1;19209@1;19210@1;19211@1;19212@1,,9,场景召唤宝宝总AI
19201,,,1,19000@1;19001@1;19002@1,,9,场景召唤1级宝宝总AI
19202,,,1,19000@1;19003@1;19004@1,,9,场景召唤5级宝宝总AI
19203,,,1,19000@1;19005@1;19006@1;19007@1;19008@1,,9,场景召唤15级宝宝总AI
19204,,,1,19009@1;19010@1;19011@1,,9,场景召唤25级宝宝总AI不含灵兽
19205,,,1,19017@1;19018@1;19019@1,,9,场景召唤35级宝宝总AI不含灵兽
19206,,,1,19025@1;19026@1;19027@1,,9,场景召唤45级宝宝总AI不含灵兽
19207,,,1,19033@1;19034@1;19035@1,,9,场景召唤55级宝宝总AI不含灵兽
19208,,,1,19043@1;19044@1;19045@1,,9,场景召唤65级宝宝总AI不含灵兽
19209,,,1,19051@1;19052@1;19053@1,,9,场景召唤70级宝宝总AI不含灵兽
19210,,,1,19059@1;19060@1;19061@1,,9,场景召唤75级宝宝总AI不含灵兽
19211,,,1,19067@1;19068@1;19069@1,,9,场景召唤80级宝宝总AI不含灵兽
19212,,,1,19075@1;19076@1;19077@1,,9,场景召唤85级宝宝总AI不含灵兽
19213,39083,60083,,,,3,沙包怪全部待机
19214,39084,60084,1,,,2,第5回合召唤
19215,39085,60085,1,,,2,第10回合召唤
19216,,,1,19214@1;19215@1,,5,巨龙召唤小怪
19217,39086,60086,1,,,2,训犬人召唤
19221,,,1,19012@1,,9,场景召唤25级宝宝总AI含灵兽
19222,,,1,19020@1,,9,场景召唤35级宝宝总AI含灵兽
19223,,,1,19028@1,,9,场景召唤45级宝宝总AI含灵兽
19224,,,1,19036@1;19037@1,,9,场景召唤55级宝宝总AI含灵兽
19225,,,1,19046@1,,9,场景召唤65级宝宝总AI含灵兽
19226,,,1,19054@1,,9,场景召唤70级宝宝总AI含灵兽
19227,,,1,19062@1,,9,场景召唤75级宝宝总AI含灵兽
19228,,,1,19070@1,,9,场景召唤80级宝宝总AI含灵兽
19229,,,1,19078@1,,9,场景召唤85级宝宝总AI含灵兽
19500,40000,60087,1,,,9,狗男女男的死了召唤女的
19501,40001,60088,,,,2,拉boos男
19502,40002,60089,,,,2,训犬人召唤
19503,40003,60090,,,,2,训犬人召唤
19504,,,1,19217@1;19502@1;19503@1,,2,训犬人召唤
19505,40004,60091,,,,2,冰封王座70级召唤小怪
19506,40005,60092,,,,2,冰封王座70级召唤小怪
19507,40006,60093,,,,2,冰封王座70级召唤小怪
19508,,,1,19505@1;19506@1;19507@1,,2,冰封王座70级召唤小怪
19509,40007,60094,1,,,2,冰封王座70级boss双封
19510,40008,60095,1,,,2,冰封王座70级boss野兽之力
19511,40009,60096,1,,,2,冰封王座70级战士破血
19512,40010,60097,1,,,2,冰封王座70级全体满血
19513,40011,60098,,,,2,冰封王座90级召唤小怪
19514,40012,60099,,,,2,冰封王座90级召唤小怪
19515,40013,60100,,,,2,冰封王座90级召唤小怪
19516,40014,60101,,,,2,冰封王座90级召唤小怪
19517,,,,19513@1;19514@1;19515@1;19516@1,,2,冰封王座90级召唤小怪
19518,40015,60102,,,,2,冰封王座90级fs大招
19519,40016,60103,,,,2,冰封王座90级le大招
19520,40017,60104,,,,2,冠军试炼小怪全死第四回合跑
19550,40050,60150,1,19550@0,,9,日常副本鱼人宝宝25
19551,40051,60151,1,19551@0,,9,日常副本血月教徒宝宝35
19552,40052,60152,1,19552@0,,9,日常副本巫妖宝宝45
19553,40053,60153,1,19553@0;19554@0,,9,日常副本血色骑士宝宝55
19554,40054,60154,1,19554@0;19553@0,,9,日常副本血色牧师宝宝55
19555,40055,60155,1,19555@0,,9,日常副本腐女宝宝65
19556,40056,60156,1,19556@0,,9,日常副本变形者宝宝70
19557,40057,60157,1,19557@0,,9,日常副本绿龙宝宝75
19558,40058,60158,1,19558@0,,9,日常副本矮人军官宝宝80
19559,40059,60159,1,19559@0,,9,日常副本恐惧恶魔宝宝85
19560,40020,60105,,,,2,军团1
19561,40019,60106,,,,2,军团2
19562,40021,60107,,,,2,军团3
19563,40019,60108,,,,2,魔像1
19564,40020,60109,,,,2,魔像2
19565,40021,60110,,,,2,魔像3
19566,40022,60111,,,,3,诛神封
19567,40023,60112,,,,3,诛神封
19568,40024,60113,,,,2,诛神封
19569,40025,60114,,,,2,诛神封
19570,40026,60115,,,,3,诛神神圣
19571,40027,60116,,,,2,诛神大法
19572,40028,60117,,,,2,盗贼第一回和剔骨
19573,40029,60118,,,,2,心灵之火
19574,40065,60160,99,,,2,进入战斗自动释放技能：恶魔附体
19575,40061,60161,99,,,3,晶清决
19576,40062,60162,99,,,3,当有人物怪物死后自动释放慈航普度
19577,40063,60163,,,,3,敌方被控制的单位小于等于3术士自动对目标使用沉默诅咒
19578,40064,60164,,,,3,敌方被控制的单位小于等于3术士自动对目标使用沉默诅咒
19579,,,,19577@1;195784@1,,2,冰封王座90级召唤小怪
19580,40066,60165,99,,,2,进入战斗自动释放技能：变身
19581,40060,60166,1,,,2,进入战斗释放一次龙吟
19582,40060,60167,1,,,2,进入战斗释放一次龙吟
19583,40060,60168,1,,,2,进入战斗释放一次龙吟
19584,40060,60169,1,,,2,进入战斗释放一次上古三尸毒
19585,40060,60170,1,,,2,进入战斗释放一次上古封印
19586,40062,60171,,,,3,当有人物怪物死后自动岩浆喷发
19587,40060,60172,,,,2,进入战斗后优先出手
31035,,,99,31036@1;31037@1;31038@1;31039@1;31040@1;31041@1;31042@1;31043@1;31044@1;31045@1;31046@1;31047@1;31048@1;31049@1;31050@1;31051@1;31052@1;31053@1;31054@1;31055@1;31056@1,,2,冰封王座90级召唤小怪
31036,40093,60163,1,,,2,超级恶魔庇护
31037,40094,60164,1,,,2,超级亡灵庇护
31038,40095,60163,1,,,2,超级恶魔庇护
31039,40096,60164,1,,,2,超级亡灵庇护
31040,40097,60163,1,,,2,超级恶魔庇护
31041,40098,60164,1,,,2,超级亡灵庇护
31042,40099,60163,1,,,2,超级恶魔庇护
31043,40100,60164,1,,,2,超级亡灵庇护
31044,40101,60163,1,,,2,超级恶魔庇护
31045,40102,60164,1,,,2,超级亡灵庇护
31046,40103,60163,1,,,2,超级恶魔庇护
31047,40104,60164,1,,,2,超级亡灵庇护
31048,40105,60163,1,,,2,超级恶魔庇护
31049,40106,60164,1,,,2,超级亡灵庇护
31050,40107,60163,1,,,2,超级恶魔庇护
31051,40108,60164,1,,,2,超级亡灵庇护
31052,40109,60163,1,,,2,超级恶魔庇护
31053,40110,60164,1,,,2,超级亡灵庇护
31054,40111,60163,1,,,2,超级恶魔庇护
31055,40112,60164,1,,,2,超级亡灵庇护
31056,40113,60163,1,,,2,超级恶魔庇护
19588,40060,60173,1,,,2,进入战斗给你一巴掌
19589,40060,60174,1,,,2,进入战斗给你一巴掌
19590,40060,60175,1,,,2,进入战斗给你一巴掌
19591,40060,60176,1,,,2,进入战斗给你一巴掌
19592,40067,60177,1,,,2,召唤
19593,40068,60178,1,,,2,召唤
19594,40069,60179,1,,,2,召唤
19595,40070,60180,1,,,2,召唤
19596,40060,60181,1,,,2,进入战斗给你一巴掌
19597,40071,60182,1,,,2,我是肉
19598,40072,60183,1,,,2,我物理
19599,40073,60184,1,,,2,我法术
19600,40074,60185,1,,,2,我封
19601,40075,60186,1,,,2,我抗物理
19602,40076,60187,1,,,2,我抗法术
19603,40077,60188,1,,,2,我辅助
19604,40078,60189,1,,,2,我秒杀
31000,41000,60190,1,,,2,第5回合召唤
31001,41001,60191,1,,,2,第10回合召唤
31002,41002,60192,1,,,2,第15回合召唤
31003,41003,60193,1,,,2,第20回合召唤
31004,41004,60194,1,,,2,第25回合召唤
31005,41005,60195,1,,,2,第30回合召唤
31006,41006,60196,1,,,2,第35回合召唤
31007,41007,60197,1,,,2,第40回合召唤
31008,41008,60198,1,,,2,第45回合召唤
31009,41009,60199,1,,,2,第50回合召唤
31010,41010,60200,99,,,2,泡泡王逃跑
31011,41011,60201,1,,,2,小怪喊话
31012,41012,60202,1,,,2,小怪喊话
31013,41013,60203,99,,,3,左右护法逃跑
31014,41014,60204,99,,,3,左右护法逃跑
31015,41015,60205,99,,,3,己方被封印超多3个单位，进行晶清
31100,52069,81000,1,,,2,第5回合召唤
31101,52070,81001,1,,,2,第10回合召唤
31102,52071,81002,1,,,2,第15回合召唤
31103,52072,81003,1,,,2,第20回合召唤
31104,52073,81004,1,,,2,第25回合召唤
31105,52074,81005,1,,,2,第30回合召唤
31106,52075,81006,1,,,2,第35回合召唤
31107,52076,81007,1,,,2,第40回合召唤
31108,52077,81008,1,,,2,第45回合召唤
31109,52078,81009,1,,,2,第50回合召唤
31200,52079,82000,1,,,2,第5回合召唤
31201,52080,82001,1,,,2,第10回合召唤
31202,52081,82002,1,,,2,第15回合召唤
31203,52082,82003,1,,,2,第20回合召唤
31204,52083,82004,1,,,2,第25回合召唤
31205,52084,82005,1,,,2,第30回合召唤
31206,52085,82006,1,,,2,第35回合召唤
31207,52086,82007,1,,,2,第40回合召唤
31208,52087,82008,1,,,2,第45回合召唤
31209,52088,82009,1,,,2,第50回合召唤
31300,52089,83000,1,,,2,第5回合召唤
31301,52090,83001,1,,,2,第10回合召唤
31302,52091,83002,1,,,2,第15回合召唤
31303,52092,83003,1,,,2,第20回合召唤
31304,52093,83004,1,,,2,第25回合召唤
31305,52094,83005,1,,,2,第30回合召唤
31306,52095,83006,1,,,2,第35回合召唤
31307,52096,83007,1,,,2,第40回合召唤
31308,52097,83008,1,,,2,第45回合召唤
31309,52098,83009,1,,,2,第50回合召唤
32000,51000,61000,1,,,2,进入战斗释放一次大招
32001,51001,61001,1,,,2,每5回合释放一次大招
32002,51002,61001,1,,,2,每5回合释放一次大招
32003,51003,61002,1,,,2,每5回合释放一次大招
32004,51004,61002,1,,,2,每5回合释放一次大招
32005,51005,61003,1,,,2,每5回合释放一次大招
32006,51006,61003,1,,,2,每5回合释放一次大招
32007,51007,61004,1,,,2,每5回合释放一次大招
32008,51008,61004,1,,,2,每5回合释放一次大招
32009,51009,61004,1,,,2,每5回合释放一次大招
32010,51010,61005,1,,,2,每5回合释放一次大招
32011,51011,61005,1,,,2,每5回合释放一次大招
32012,51012,61005,1,,,2,每5回合释放一次大招
32013,51013,61006,1,,,2,每5回合释放一次大招
32014,51014,61006,1,,,2,每5回合释放一次大招
32015,51015,61006,1,,,2,每5回合释放一次大招最大80回合
32016,51016,61007,1,,,10,己方数量小于2个
32017,51017,61007,1,,,10,己方数量小于3个
32018,51018,61007,1,,,10,己方数量小于4个
32019,51019,61007,1,,,10,己方数量小于5个
32020,51020,61007,1,,,10,己方数量小于6个
32021,51021,61007,1,,,10,己方数量小于7个
32022,51022,61007,1,,,10,己方数量小于8个
32023,51023,61007,1,,,10,己方数量小于9个
32024,51024,61007,1,,,10,己方数量小于10个
32025,51043,61013,1,,,10,己方数量等于4个增加攻击力60%
32026,51044,61012,1,,,10,己方数量等于5个增加攻击力50%
32027,51045,61011,1,,,10,己方数量等于6个增加攻击力40%
32028,51046,61010,1,,,10,己方数量等于7个增加攻击力30%
32029,51047,61009,1,,,10,己方数量等于8个增加攻击力20%
32030,51048,61008,1,,,10,己方数量等于9个增加攻击力10%
32031,51025,61014,1,,,2,自身血量低于50%释放人物全秒
32032,51026,61019,1,,,2,进入战斗释放一次打造秒全体30%气血
32033,34003,61015,999,,,3,自身血量大于50无限单体秒杀！
32034,51027,61016,1,,,16,自身血量低于10%释放全体加血
32035,51028,61016,999,,,10,己方数量等于3个全体回血
32036,51029,61017,1,,,2,对面辅助职业大于3
32037,51030,61017,1,,,2,天宫大于3个释放全秒
32038,51027,61018,1,,,2,              
32039,51031,60205,1,,,2,第3回合晶清
32040,51032,60205,1,,,2,第6回合晶清
32041,51033,60205,1,,,2,第9回合晶清
32042,51034,60205,1,,,2,第12回合晶清
32043,51035,60205,1,,,2,第15回合晶清
32044,51036,60205,1,,,2,第18回合晶清
32045,51037,60205,1,,,2,第21回合晶清
32046,51038,60205,1,,,2,第24回合晶清
32047,51039,60205,1,,,2,第27回合晶清
32048,51040,60205,1,,,2,第30回合晶清
32049,51041,60205,1,,,2,第33回合晶清
32050,51042,60205,1,,,2,第36回合晶清
32051,51018,61016,1,,,2,己方数量小于4个回血
32052,51019,61016,1,,,2,己方数量小于5个回血
32053,51020,61016,1,,,2,己方数量小于6个回血
32054,51021,61016,1,,,2,己方数量小于7个回血
32055,51022,61016,1,,,2,己方数量小于8个回血
32056,51031,61020,1,,,2,第3回合冰冻
32057,51032,61020,1,,,2,第6回合冰冻
32058,51033,61020,1,,,2,第9回合冰冻
32059,51034,61020,1,,,2,第12回合冰冻
32060,51035,61020,1,,,2,第15回合冰冻
32061,51036,61020,1,,,2,第18回合冰冻
32062,51037,61020,1,,,2,第21回合冰冻
32063,51038,61020,1,,,2,第24回合冰冻
32064,51039,61020,1,,,2,第27回合冰冻
32065,51040,61020,1,,,2,第30回合冰冻
32066,51041,61020,1,,,2,第33回合冰冻
32067,51042,61020,1,,,2,第36回合冰冻
32068,51049,61020,1,,,2,第39回合冰冻
32069,51050,61020,1,,,2,第42回合冰冻
32070,51051,61020,1,,,2,第45回合冰冻
32071,51052,61020,1,,,2,第48回合冰冻
32072,51053,61020,1,,,2,第51回合冰冻
32073,51031,61021,1,,,2,第3回合灼热
32074,51032,61021,1,,,2,第6回合灼热
32075,51033,61021,1,,,2,第9回合灼热
32076,51034,61021,1,,,2,第12回合灼热
32077,51035,61021,1,,,2,第15回合灼热
32078,51036,61021,1,,,2,第18回合灼热
32079,51037,61021,1,,,2,第21回合灼热
32080,51038,61021,1,,,2,第24回合灼热
32081,51039,61021,1,,,2,第27回合灼热
32082,51040,61021,1,,,2,第30回合灼热
