id,名称,物品id1,物品id1权重,物品id2,物品id2权重,物品id3,物品id3权重,物品id4,物品id4权重,物品id5,物品id5权重,物品id6,物品id6权重,物品id7,物品id7权重,物品id8,物品id8权重,物品id9,物品id9权重,物品id10,物品id10权重,物品id11,物品id11权重,物品id12,物品id12权重,物品id13,物品id13权重,物品id14,物品id14权重,物品id15,物品id15权重,物品id16,物品id16权重,物品id17,物品id17权重,物品id18,物品id18权重,物品id19,物品id19权重,物品id20,物品id20权重,物品id21,物品id21权重,物品id22,物品id22权重,物品id23,物品id23权重,物品id24,物品id24权重,物品id25,物品id25权重,物品id26,物品id26权重,物品id27,物品id27权重,物品id28,物品id28权重,物品id29,物品id29权重,物品id30,物品id30权重,物品id31,物品id31权重,物品id32,物品id32权重,物品id33,物品id33权重,物品id34,物品id34权重,物品id35,物品id35权重,物品id36,物品id36权重,物品id37,物品id37权重,物品id38,物品id38权重,物品id39,物品id39权重,物品id40,物品id40权重,物品id41,物品id41权重,物品id42,物品id42权重,物品id43,物品id43权重,物品id44,物品id44权重,物品id45,物品id45权重,物品id46,物品id46权重,物品id47,物品id47权重,物品id48,物品id48权重,物品id49,物品id49权重,物品id50,物品id50权重,物品id51,物品id51权重,物品id52,物品id52权重,物品id53,物品id53权重,物品id54,物品id54权重,物品id55,物品id55权重,物品id56,物品id56权重,物品id57,物品id57权重,物品id58,物品id58权重,物品id59,物品id59权重,物品id60,物品id60权重,物品id61,物品id61权重,物品id62,物品id62权重,物品id63,物品id63权重,物品id64,物品id64权重,物品id65,物品id65权重,物品id66,物品id66权重,物品id67,物品id67权重,物品id68,物品id68权重,物品id69,物品id69权重,物品id70,物品id70权重,物品id71,物品id71权重,物品id72,物品id72权重,物品id73,物品id73权重,物品id74,物品id74权重,物品id75,物品id75权重,物品id76,物品id76权重,物品id77,物品id77权重,物品id78,物品id78权重
200114,80级绿装库,5080101,100,5080102,100,5080103,100,5080104,100,5080105,100,5080207,100,5080208,100,5080309,100,5080310,100,5080411,100,5080512,100,5080613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200115,90级绿装库,5090101,100,5090102,100,5090103,100,5090104,100,5090105,100,5090207,100,5090208,100,5090309,100,5090310,100,5090411,100,5090512,100,5090613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200116,100级绿装库,5100101,100,5100102,100,5100103,100,5100104,100,5100105,100,5100207,100,5100208,100,5100309,100,5100310,100,5100411,100,5100512,100,5100613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200117,110级绿装库,5110101,100,5110102,100,5110103,100,5110104,100,5110105,100,5110207,100,5110208,100,5110309,100,5110310,100,5110411,100,5110512,100,5110613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200118,120级绿装库,5120101,100,5120102,100,5120103,100,5120104,100,5120105,100,5120207,100,5120208,100,5120309,100,5120310,100,5120411,100,5120512,100,5120613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200119,130级绿装库,5130101,100,5130102,100,5130103,100,5130104,100,5130105,100,5130207,100,5130208,100,5130309,100,5130310,100,5130411,100,5130512,100,5130613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200120,140级绿装库,5140101,100,5140102,100,5140103,100,5140104,100,5140105,100,5140207,100,5140208,100,5140309,100,5140310,100,5140411,100,5140512,100,5140613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200121,150级绿装库,5150101,100,5150102,100,5150103,100,5150104,100,5150105,100,5150207,100,5150208,100,5150309,100,5150310,100,5150411,100,5150512,100,5150613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200122,10级蓝装库,6010101,100,6010102,100,6010103,100,6010104,100,6010105,100,6010207,100,6010208,100,6010309,100,6010310,100,6010411,100,6010512,100,6010613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200123,20级蓝装库,6020101,100,6020102,100,6020103,100,6020104,100,6020105,100,6020207,100,6020208,100,6020309,100,6020310,100,6020411,100,6020512,100,6020613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200124,30级蓝装库,6030101,100,6030102,100,6030103,100,6030104,100,6030105,100,6030207,100,6030208,100,6030309,100,6030310,100,6030411,100,6030512,100,6030613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200125,40级蓝装库,6040101,100,6040102,100,6040103,100,6040104,100,6040105,100,6040207,100,6040208,100,6040309,100,6040310,100,6040411,100,6040512,100,6040613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200126,50级蓝装库,6050101,100,6050102,100,6050103,100,6050104,100,6050105,100,6050207,100,6050208,100,6050309,100,6050310,100,6050411,100,6050512,100,6050613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200127,60级蓝装库,6060101,100,6060102,100,6060103,100,6060104,100,6060105,100,6060207,100,6060208,100,6060309,100,6060310,100,6060411,100,6060512,100,6060613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200128,70级蓝装库,6070101,100,6070102,100,6070103,100,6070104,100,6070105,100,6070207,100,6070208,100,6070309,100,6070310,100,6070411,100,6070512,100,6070613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200129,80级蓝装库,6080101,100,6080102,100,6080103,100,6080104,100,6080105,100,6080207,100,6080208,100,6080309,100,6080310,100,6080411,100,6080512,100,6080613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200130,90级蓝装库,6090101,100,6090102,100,6090103,100,6090104,100,6090105,100,6090207,100,6090208,100,6090309,100,6090310,100,6090411,100,6090512,100,6090613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200131,100级蓝装库,6100101,100,6100102,100,6100103,100,6100104,100,6100105,100,6100207,100,6100208,100,6100309,100,6100310,100,6100411,100,6100512,100,6100613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200132,110级蓝装库,6110101,100,6110102,100,6110103,100,6110104,100,6110105,100,6110207,100,6110208,100,6110309,100,6110310,100,6110411,100,6110512,100,6110613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200133,120级蓝装库,6120101,100,6120102,100,6120103,100,6120104,100,6120105,100,6120207,100,6120208,100,6120309,100,6120310,100,6120411,100,6120512,100,6120613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200134,130级蓝装库,6130101,100,6130102,100,6130103,100,6130104,100,6130105,100,6130207,100,6130208,100,6130309,100,6130310,100,6130411,100,6130512,100,6130613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200135,140级蓝装库,6140101,100,6140102,100,6140103,100,6140104,100,6140105,100,6140207,100,6140208,100,6140309,100,6140310,100,6140411,100,6140512,100,6140613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200136,150级蓝装库,6150101,100,6150102,100,6150103,100,6150104,100,6150105,100,6150207,100,6150208,100,6150309,100,6150310,100,6150411,100,6150512,100,6150613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200137,10级紫装库,7010101,100,7010102,100,7010103,100,7010104,100,7010105,100,7010207,100,7010208,100,7010309,100,7010310,100,7010411,100,7010512,100,7010613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200138,20级紫装库,7020101,100,7020102,100,7020103,100,7020104,100,7020105,100,7020207,100,7020208,100,7020309,100,7020310,100,7020411,100,7020512,100,7020613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200139,30级紫装库,7030101,100,7030102,100,7030103,100,7030104,100,7030105,100,7030207,100,7030208,100,7030309,100,7030310,100,7030411,100,7030512,100,7030613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200140,40级紫装库,7040101,100,7040102,100,7040103,100,7040104,100,7040105,100,7040207,100,7040208,100,7040309,100,7040310,100,7040411,100,7040512,100,7040613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200141,50级紫装库,7050101,100,7050102,100,7050103,100,7050104,100,7050105,100,7050207,100,7050208,100,7050309,100,7050310,100,7050411,100,7050512,100,7050613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200142,60级紫装库,7060101,100,7060102,100,7060103,100,7060104,100,7060105,100,7060207,100,7060208,100,7060309,100,7060310,100,7060411,100,7060512,100,7060613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200143,70级紫装库,7070101,100,7070102,100,7070103,100,7070104,100,7070105,100,7070207,100,7070208,100,7070309,100,7070310,100,7070411,100,7070512,100,7070613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200144,80级紫装库,7080101,100,7080102,100,7080103,100,7080104,100,7080105,100,7080207,100,7080208,100,7080309,100,7080310,100,7080411,100,7080512,100,7080613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200145,90级紫装库,7090101,100,7090102,100,7090103,100,7090104,100,7090105,100,7090207,100,7090208,100,7090309,100,7090310,100,7090411,100,7090512,100,7090613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200146,100级紫装库,7100101,100,7100102,100,7100103,100,7100104,100,7100105,100,7100207,100,7100208,100,7100309,100,7100310,100,7100411,100,7100512,100,7100613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200147,110级紫装库,7110101,100,7110102,100,7110103,100,7110104,100,7110105,100,7110207,100,7110208,100,7110309,100,7110310,100,7110411,100,7110512,100,7110613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200148,120级紫装库,7120101,100,7120102,100,7120103,100,7120104,100,7120105,100,7120207,100,7120208,100,7120309,100,7120310,100,7120411,100,7120512,100,7120613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200149,130级紫装库,7130101,100,7130102,100,7130103,100,7130104,100,7130105,100,7130207,100,7130208,100,7130309,100,7130310,100,7130411,100,7130512,100,7130613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200150,140级紫装库,7140101,100,7140102,100,7140103,100,7140104,100,7140105,100,7140207,100,7140208,100,7140309,100,7140310,100,7140411,100,7140512,100,7140613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200151,150级紫装库,7150101,100,7150102,100,7150103,100,7150104,100,7150105,100,7150207,100,7150208,100,7150309,100,7150310,100,7150411,100,7150512,100,7150613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200152,10级橙装库,8010101,100,8010102,100,8010103,100,8010104,100,8010105,100,8010207,100,8010208,100,8010309,100,8010310,100,8010411,100,8010512,100,8010613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200153,10级橙装库,8020101,100,8020102,100,8020103,100,8020104,100,8020105,100,8020207,100,8020208,100,8020309,100,8020310,100,8020411,100,8020512,100,8020613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200154,10级橙装库,8030101,100,8030102,100,8030103,100,8030104,100,8030105,100,8030207,100,8030208,100,8030309,100,8030310,100,8030411,100,8030512,100,8030613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200155,10级橙装库,8040101,100,8040102,100,8040103,100,8040104,100,8040105,100,8040207,100,8040208,100,8040309,100,8040310,100,8040411,100,8040512,100,8040613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200156,10级橙装库,8050101,100,8050102,100,8050103,100,8050104,100,8050105,100,8050207,100,8050208,100,8050309,100,8050310,100,8050411,100,8050512,100,8050613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200157,10级橙装库,8060101,100,8060102,100,8060103,100,8060104,100,8060105,100,8060207,100,8060208,100,8060309,100,8060310,100,8060411,100,8060512,100,8060613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200158,10级橙装库,8070101,100,8070102,100,8070103,100,8070104,100,8070105,100,8070207,100,8070208,100,8070309,100,8070310,100,8070411,100,8070512,100,8070613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200159,10级橙装库,8080101,100,8080102,100,8080103,100,8080104,100,8080105,100,8080207,100,8080208,100,8080309,100,8080310,100,8080411,100,8080512,100,8080613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200160,10级橙装库,8090101,100,8090102,100,8090103,100,8090104,100,8090105,100,8090207,100,8090208,100,8090309,100,8090310,100,8090411,100,8090512,100,8090613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200161,10级橙装库,8100101,100,8100102,100,8100103,100,8100104,100,8100105,100,8100207,100,8100208,100,8100309,100,8100310,100,8100411,100,8100512,100,8100613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200162,10级橙装库,8110101,100,8110102,100,8110103,100,8110104,100,8110105,100,8110207,100,8110208,100,8110309,100,8110310,100,8110411,100,8110512,100,8110613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200163,10级橙装库,8120101,100,8120102,100,8120103,100,8120104,100,8120105,100,8120207,100,8120208,100,8120309,100,8120310,100,8120411,100,8120512,100,8120613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200164,10级橙装库,8130101,100,8130102,100,8130103,100,8130104,100,8130105,100,8130207,100,8130208,100,8130309,100,8130310,100,8130411,100,8130512,100,8130613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200165,10级橙装库,8140101,100,8140102,100,8140103,100,8140104,100,8140105,100,8140207,100,8140208,100,8140309,100,8140310,100,8140411,100,8140512,100,8140613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200166,10级橙装库,8150101,100,8150102,100,8150103,100,8150104,100,8150105,100,8150207,100,8150208,100,8150309,100,8150310,100,8150411,100,8150512,100,8150613,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200167,硬肉干,320000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200168,恢复合剂,320100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200169,经验宝珠,338000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200170,歌唱水晶,336010,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200171,修理宝石,40013,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200172,光环卷轴碎片,360000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200173,营养套餐,310000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200174,高级营养套餐,310001,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200175,资质影砂,310100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200176,兽王纲要,310101,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
