序号,活动ID,服务器id,开启时间,开始时间显示,开启时间2,结束时间,是否提醒,活动实际推迟时间,提前提醒时间,周循环活动,活动名
340022,330,0,00:04:59,340022,00:04:59,23:59:59,0,0,0,1,商业大亨89
340023,330,0,00:04:59,340023,00:04:59,23:59:59,0,0,0,2,商业大亨89
340024,330,0,00:04:59,340024,00:04:59,23:59:59,0,0,0,3,商业大亨89
340025,330,0,00:04:59,340025,00:04:59,23:59:59,0,0,0,4,商业大亨89
340026,330,0,00:04:59,340026,00:04:59,23:59:59,0,0,0,5,商业大亨89
340027,330,0,00:04:59,340027,00:04:59,23:59:59,0,0,0,6,商业大亨89
340028,330,0,00:04:59,340028,00:04:59,23:59:59,0,0,0,7,商业大亨89
340029,330,0,00:04:59,340029,00:04:59,23:59:59,0,0,0,1,驯兽高手89
340030,330,0,00:04:59,340030,00:04:59,23:59:59,0,0,0,2,驯兽高手89
340031,330,0,00:04:59,340031,00:04:59,23:59:59,0,0,0,3,驯兽高手89
340032,330,0,00:04:59,340032,00:04:59,23:59:59,0,0,0,4,驯兽高手89
340033,330,0,00:04:59,340033,00:04:59,23:59:59,0,0,0,5,驯兽高手89
340034,330,0,00:04:59,340034,00:04:59,23:59:59,0,0,0,6,驯兽高手89
340035,330,0,00:04:59,340035,00:04:59,23:59:59,0,0,0,7,驯兽高手89
341001,331,0,00:04:59,341001,00:04:59,23:59:59,0,0,0,1,礼乐专家109
341002,331,0,00:04:59,341002,00:04:59,23:59:59,0,0,0,2,礼乐专家109
341003,331,0,00:04:59,341003,00:04:59,23:59:59,0,0,0,3,礼乐专家109
341004,331,0,00:04:59,341004,00:04:59,23:59:59,0,0,0,4,礼乐专家109
341005,331,0,00:04:59,341005,00:04:59,23:59:59,0,0,0,5,礼乐专家109
341006,331,0,00:04:59,341006,00:04:59,23:59:59,0,0,0,6,礼乐专家109
341007,331,0,00:04:59,341007,00:04:59,23:59:59,0,0,0,7,礼乐专家109
341008,331,0,00:04:59,341008,00:04:59,23:59:59,0,0,0,1,制造大师109
341009,331,0,00:04:59,341009,00:04:59,23:59:59,0,0,0,2,制造大师109
341010,331,0,00:04:59,341010,00:04:59,23:59:59,0,0,0,3,制造大师109
341011,331,0,00:04:59,341011,00:04:59,23:59:59,0,0,0,4,制造大师109
341012,331,0,00:04:59,341012,00:04:59,23:59:59,0,0,0,5,制造大师109
341013,331,0,00:04:59,341013,00:04:59,23:59:59,0,0,0,6,制造大师109
341014,331,0,00:04:59,341014,00:04:59,23:59:59,0,0,0,7,制造大师109
341015,331,0,00:04:59,341015,00:04:59,23:59:59,0,0,0,1,科举官员109
341016,331,0,00:04:59,341016,00:04:59,23:59:59,0,0,0,2,科举官员109
341017,331,0,00:04:59,341017,00:04:59,23:59:59,0,0,0,3,科举官员109
341018,331,0,00:04:59,341018,00:04:59,23:59:59,0,0,0,4,科举官员109
341019,331,0,00:04:59,341019,00:04:59,23:59:59,0,0,0,5,科举官员109
341020,331,0,00:04:59,341020,00:04:59,23:59:59,0,0,0,6,科举官员109
341021,331,0,00:04:59,341021,00:04:59,23:59:59,0,0,0,7,科举官员109
341022,331,0,00:04:59,341022,00:04:59,23:59:59,0,0,0,1,商业大亨109
341023,331,0,00:04:59,341023,00:04:59,23:59:59,0,0,0,2,商业大亨109
341024,331,0,00:04:59,341024,00:04:59,23:59:59,0,0,0,3,商业大亨109
341025,331,0,00:04:59,341025,00:04:59,23:59:59,0,0,0,4,商业大亨109
341026,331,0,00:04:59,341026,00:04:59,23:59:59,0,0,0,5,商业大亨109
341027,331,0,00:04:59,341027,00:04:59,23:59:59,0,0,0,6,商业大亨109
341028,331,0,00:04:59,341028,00:04:59,23:59:59,0,0,0,7,商业大亨109
341029,331,0,00:04:59,341029,00:04:59,23:59:59,0,0,0,1,驯兽高手109
341030,331,0,00:04:59,341030,00:04:59,23:59:59,0,0,0,2,驯兽高手109
341031,331,0,00:04:59,341031,00:04:59,23:59:59,0,0,0,3,驯兽高手109
341032,331,0,00:04:59,341032,00:04:59,23:59:59,0,0,0,4,驯兽高手109
341033,331,0,00:04:59,341033,00:04:59,23:59:59,0,0,0,5,驯兽高手109
341034,331,0,00:04:59,341034,00:04:59,23:59:59,0,0,0,6,驯兽高手109
341035,331,0,00:04:59,341035,00:04:59,23:59:59,0,0,0,7,驯兽高手109
342001,332,0,00:04:59,342001,00:04:59,23:59:59,0,0,0,1,礼乐专家129
342002,332,0,00:04:59,342002,00:04:59,23:59:59,0,0,0,2,礼乐专家129
342003,332,0,00:04:59,342003,00:04:59,23:59:59,0,0,0,3,礼乐专家129
342004,332,0,00:04:59,342004,00:04:59,23:59:59,0,0,0,4,礼乐专家129
342005,332,0,00:04:59,342005,00:04:59,23:59:59,0,0,0,5,礼乐专家129
342006,332,0,00:04:59,342006,00:04:59,23:59:59,0,0,0,6,礼乐专家129
342007,332,0,00:04:59,342007,00:04:59,23:59:59,0,0,0,7,礼乐专家129
342008,332,0,00:04:59,342008,00:04:59,23:59:59,0,0,0,1,制造大师129
342009,332,0,00:04:59,342009,00:04:59,23:59:59,0,0,0,2,制造大师129
342010,332,0,00:04:59,342010,00:04:59,23:59:59,0,0,0,3,制造大师129
342011,332,0,00:04:59,342011,00:04:59,23:59:59,0,0,0,4,制造大师129
342012,332,0,00:04:59,342012,00:04:59,23:59:59,0,0,0,5,制造大师129
342013,332,0,00:04:59,342013,00:04:59,23:59:59,0,0,0,6,制造大师129
342014,332,0,00:04:59,342014,00:04:59,23:59:59,0,0,0,7,制造大师129
342015,332,0,00:04:59,342015,00:04:59,23:59:59,0,0,0,1,科举官员129
342016,332,0,00:04:59,342016,00:04:59,23:59:59,0,0,0,2,科举官员129
342017,332,0,00:04:59,342017,00:04:59,23:59:59,0,0,0,3,科举官员129
342018,332,0,00:04:59,342018,00:04:59,23:59:59,0,0,0,4,科举官员129
342019,332,0,00:04:59,342019,00:04:59,23:59:59,0,0,0,5,科举官员129
342020,332,0,00:04:59,342020,00:04:59,23:59:59,0,0,0,6,科举官员129
342021,332,0,00:04:59,342021,00:04:59,23:59:59,0,0,0,7,科举官员129
342022,332,0,00:04:59,342022,00:04:59,23:59:59,0,0,0,1,商业大亨129
342023,332,0,00:04:59,342023,00:04:59,23:59:59,0,0,0,2,商业大亨129
342024,332,0,00:04:59,342024,00:04:59,23:59:59,0,0,0,3,商业大亨129
342025,332,0,00:04:59,342025,00:04:59,23:59:59,0,0,0,4,商业大亨129
342026,332,0,00:04:59,342026,00:04:59,23:59:59,0,0,0,5,商业大亨129
342027,332,0,00:04:59,342027,00:04:59,23:59:59,0,0,0,6,商业大亨129
342028,332,0,00:04:59,342028,00:04:59,23:59:59,0,0,0,7,商业大亨129
342029,332,0,00:04:59,342029,00:04:59,23:59:59,0,0,0,1,驯兽高手129
342030,332,0,00:04:59,342030,00:04:59,23:59:59,0,0,0,2,驯兽高手129
342031,332,0,00:04:59,342031,00:04:59,23:59:59,0,0,0,3,驯兽高手129
342032,332,0,00:04:59,342032,00:04:59,23:59:59,0,0,0,4,驯兽高手129
342033,332,0,00:04:59,342033,00:04:59,23:59:59,0,0,0,5,驯兽高手129
342034,332,0,00:04:59,342034,00:04:59,23:59:59,0,0,0,6,驯兽高手129
342035,332,0,00:04:59,342035,00:04:59,23:59:59,0,0,0,7,驯兽高手129
343001,333,0,00:04:59,343001,00:04:59,23:59:59,0,0,0,1,不周山神
343002,333,0,00:04:59,343002,00:04:59,23:59:59,0,0,0,2,不周山神
343003,333,0,00:04:59,343003,00:04:59,23:59:59,0,0,0,3,不周山神
343004,333,0,00:04:59,343004,00:04:59,23:59:59,0,0,0,4,不周山神
343005,333,0,00:04:59,343005,00:04:59,23:59:59,0,0,0,5,不周山神
343006,333,0,00:04:59,343006,00:04:59,23:59:59,0,0,0,6,不周山神
343007,333,0,00:04:59,343007,00:04:59,23:59:59,0,0,0,7,不周山神
344001,334,0,00:04:59,344001,00:04:59,23:59:59,0,0,0,1,★★★★★世界BOSS★★★★★
344002,334,0,00:04:59,344002,00:04:59,23:59:59,0,0,0,2,★★★★★世界BOSS★★★★★
344003,334,0,00:04:59,344003,00:04:59,23:59:59,0,0,0,3,★★★★★世界BOSS★★★★★
344004,334,0,00:04:59,344004,00:04:59,23:59:59,0,0,0,4,★★★★★世界BOSS★★★★★
344005,334,0,00:04:59,344005,00:04:59,23:59:59,0,0,0,5,★★★★★世界BOSS★★★★★
344006,334,0,00:04:59,344006,00:04:59,23:59:59,0,0,0,6,★★★★★世界BOSS★★★★★
344007,334,0,00:04:59,344007,00:04:59,23:59:59,0,0,0,7,★★★★★世界BOSS★★★★★
345001,335,0,00:04:59,345001,00:04:59,23:59:59,0,0,0,1,三十六天罡·天魁星
345002,335,0,00:04:59,345002,00:04:59,23:59:59,0,0,0,2,三十六天罡·天魁星
345003,335,0,00:04:59,345003,00:04:59,23:59:59,0,0,0,3,三十六天罡·天魁星
345004,335,0,00:04:59,345004,00:04:59,23:59:59,0,0,0,4,三十六天罡·天魁星
345005,335,0,00:04:59,345005,00:04:59,23:59:59,0,0,0,5,三十六天罡·天魁星
345006,335,0,00:04:59,345006,00:04:59,23:59:59,0,0,0,6,三十六天罡·天魁星
345007,335,0,00:04:59,345007,00:04:59,23:59:59,0,0,0,7,三十六天罡·天魁星
346001,336,0,00:04:59,346001,00:04:59,23:59:59,0,0,0,1,三十六天罡·天雄星
346002,336,0,00:04:59,346002,00:04:59,23:59:59,0,0,0,2,三十六天罡·天雄星
346003,336,0,00:04:59,346003,00:04:59,23:59:59,0,0,0,3,三十六天罡·天雄星
346004,336,0,00:04:59,346004,00:04:59,23:59:59,0,0,0,4,三十六天罡·天雄星
346005,336,0,00:04:59,346005,00:04:59,23:59:59,0,0,0,5,三十六天罡·天雄星
346006,336,0,00:04:59,346006,00:04:59,23:59:59,0,0,0,6,三十六天罡·天雄星
346007,336,0,00:04:59,346007,00:04:59,23:59:59,0,0,0,7,三十六天罡·天雄星
347001,337,0,00:04:59,347001,00:04:59,23:59:59,0,0,0,1,三十六天罡·天英星
347002,337,0,00:04:59,347002,00:04:59,23:59:59,0,0,0,2,三十六天罡·天英星
347003,337,0,00:04:59,347003,00:04:59,23:59:59,0,0,0,3,三十六天罡·天英星
347004,337,0,00:04:59,347004,00:04:59,23:59:59,0,0,0,4,三十六天罡·天英星
347005,337,0,00:04:59,347005,00:04:59,23:59:59,0,0,0,5,三十六天罡·天英星
347006,337,0,00:04:59,347006,00:04:59,23:59:59,0,0,0,6,三十六天罡·天英星
347007,337,0,00:04:59,347007,00:04:59,23:59:59,0,0,0,7,三十六天罡·天英星
348001,338,0,00:04:59,348001,00:04:59,23:59:59,0,0,0,1,三十六天罡·天贵星
348002,338,0,00:04:59,348002,00:04:59,23:59:59,0,0,0,2,三十六天罡·天贵星
348003,338,0,00:04:59,348003,00:04:59,23:59:59,0,0,0,3,三十六天罡·天贵星
348004,338,0,00:04:59,348004,00:04:59,23:59:59,0,0,0,4,三十六天罡·天贵星
348005,338,0,00:04:59,348005,00:04:59,23:59:59,0,0,0,5,三十六天罡·天贵星
348006,338,0,00:04:59,348006,00:04:59,23:59:59,0,0,0,6,三十六天罡·天贵星
348007,338,0,00:04:59,348007,00:04:59,23:59:59,0,0,0,7,三十六天罡·天贵星
349001,339,0,00:04:59,349001,00:04:59,23:59:59,0,0,0,1,三十六天罡·天伤星
349002,339,0,00:04:59,349002,00:04:59,23:59:59,0,0,0,2,三十六天罡·天伤星
349003,339,0,00:04:59,349003,00:04:59,23:59:59,0,0,0,3,三十六天罡·天伤星
349004,339,0,00:04:59,349004,00:04:59,23:59:59,0,0,0,4,三十六天罡·天伤星
349005,339,0,00:04:59,349005,00:04:59,23:59:59,0,0,0,5,三十六天罡·天伤星
349006,339,0,00:04:59,349006,00:04:59,23:59:59,0,0,0,6,三十六天罡·天伤星
349007,339,0,00:04:59,349007,00:04:59,23:59:59,0,0,0,7,三十六天罡·天伤星
350001,340,0,00:04:59,350001,00:04:59,23:59:59,0,0,0,1,三十六天罡·天立星
350002,340,0,00:04:59,350002,00:04:59,23:59:59,0,0,0,2,三十六天罡·天立星
350003,340,0,00:04:59,350003,00:04:59,23:59:59,0,0,0,3,三十六天罡·天立星
350004,340,0,00:04:59,350004,00:04:59,23:59:59,0,0,0,4,三十六天罡·天立星
350005,340,0,00:04:59,350005,00:04:59,23:59:59,0,0,0,5,三十六天罡·天立星
350006,340,0,00:04:59,350006,00:04:59,23:59:59,0,0,0,6,三十六天罡·天立星
350007,340,0,00:04:59,350007,00:04:59,23:59:59,0,0,0,7,三十六天罡·天立星
351001,341,0,00:04:59,351001,00:04:59,23:59:59,0,0,0,1,三十六天罡·天捷星
351002,341,0,00:04:59,351002,00:04:59,23:59:59,0,0,0,2,三十六天罡·天捷星
351003,341,0,00:04:59,351003,00:04:59,23:59:59,0,0,0,3,三十六天罡·天捷星
351004,341,0,00:04:59,351004,00:04:59,23:59:59,0,0,0,4,三十六天罡·天捷星
351005,341,0,00:04:59,351005,00:04:59,23:59:59,0,0,0,5,三十六天罡·天捷星
351006,341,0,00:04:59,351006,00:04:59,23:59:59,0,0,0,6,三十六天罡·天捷星
351007,341,0,00:04:59,351007,00:04:59,23:59:59,0,0,0,7,三十六天罡·天捷星
352001,342,0,00:04:59,352001,00:04:59,23:59:59,0,0,0,1,三十六天罡·天暗星
352002,342,0,00:04:59,352002,00:04:59,23:59:59,0,0,0,2,三十六天罡·天暗星
352003,342,0,00:04:59,352003,00:04:59,23:59:59,0,0,0,3,三十六天罡·天暗星
352004,342,0,00:04:59,352004,00:04:59,23:59:59,0,0,0,4,三十六天罡·天暗星
352005,342,0,00:04:59,352005,00:04:59,23:59:59,0,0,0,5,三十六天罡·天暗星
352006,342,0,00:04:59,352006,00:04:59,23:59:59,0,0,0,6,三十六天罡·天暗星
352007,342,0,00:04:59,352007,00:04:59,23:59:59,0,0,0,7,三十六天罡·天暗星
353001,343,0,00:04:59,353001,00:04:59,23:59:59,0,0,0,1,三十六天罡·天佑星
353002,343,0,00:04:59,353002,00:04:59,23:59:59,0,0,0,2,三十六天罡·天佑星
353003,343,0,00:04:59,353003,00:04:59,23:59:59,0,0,0,3,三十六天罡·天佑星
353004,343,0,00:04:59,353004,00:04:59,23:59:59,0,0,0,4,三十六天罡·天佑星
353005,343,0,00:04:59,353005,00:04:59,23:59:59,0,0,0,5,三十六天罡·天佑星
353006,343,0,00:04:59,353006,00:04:59,23:59:59,0,0,0,6,三十六天罡·天佑星
353007,343,0,00:04:59,353007,00:04:59,23:59:59,0,0,0,7,三十六天罡·天佑星
354001,344,0,00:00:01,354001,00:00:01,23:59:59,1,0,0,1,万年蜈蚣精
354002,344,0,00:00:01,354002,00:00:01,23:59:59,1,0,0,2,万年蜈蚣精
354003,344,0,00:00:01,354003,00:00:01,23:59:59,1,0,0,3,万年蜈蚣精
354004,344,0,00:00:01,354004,00:00:01,23:59:59,1,0,0,4,万年蜈蚣精
354005,344,0,00:00:01,354005,00:00:01,23:59:59,1,0,0,5,万年蜈蚣精
354006,344,0,00:00:01,354006,00:00:01,23:59:59,1,0,0,6,万年蜈蚣精
354007,344,0,00:00:01,354007,00:00:01,23:59:59,1,0,0,7,万年蜈蚣精
355001,345,0,00:00:01,355001,00:00:01,23:59:59,1,0,0,1,紫薇大帝
355002,345,0,00:00:01,355002,00:00:01,23:59:59,1,0,0,2,紫薇大帝
355003,345,0,00:00:01,355003,00:00:01,23:59:59,1,0,0,3,紫薇大帝
355004,345,0,00:00:01,355004,00:00:01,23:59:59,1,0,0,4,紫薇大帝
355005,345,0,00:00:01,355005,00:00:01,23:59:59,1,0,0,5,紫薇大帝
355006,345,0,00:00:01,355006,00:00:01,23:59:59,1,0,0,6,紫薇大帝
355007,345,0,00:00:01,355007,00:00:01,23:59:59,1,0,0,7,紫薇大帝
