id,道具名称,合成消耗绑定银币,合成消耗银币,合成消耗银币类型,合成消耗道具数,合成产物,等级要求,道具名颜色,排序id,道具合成几率,合成失败返还道具ID,合成失败返还道具数量,强化道具1,强化道具1数量,强化后成功率,强化文字变色,需要合成的,合成剩余返还
37006,1级水晶石,0,3000,2,2,37014,1,ffffff33,4478,100,37006,1,0,0,0,0,37006,37006
37007,1级咒印石,0,3000,2,2,37015,1,ffffff33,4479,100,37007,1,0,0,0,0,37007,37007
37008,2级红宝石,0,4000,2,2,37016,1,ffffff33,4480,100,37008,1,0,0,0,0,37008,37008
37009,2级蓝宝石,0,4000,2,2,37017,1,ffffff33,4481,100,37009,1,0,0,0,0,37009,37009
37010,2级天珠石,0,4000,2,2,37018,1,ffffff33,4482,100,37010,1,0,0,0,0,37010,37010
37011,2级天空石,0,4000,2,2,37019,1,ffffff33,4483,100,37011,1,0,0,0,0,37011,37011
37012,2级木纹石,0,4000,2,2,37020,1,ffffff33,4484,100,37012,1,0,0,0,0,37012,37012
37013,2级绿宝石,0,4000,2,2,37021,1,ffffff33,4485,100,37013,1,0,0,0,0,37013,37013
37014,2级水晶石,0,4000,2,2,37022,1,ffffff33,4486,100,37014,1,0,0,0,0,37014,37014
37015,2级咒印石,0,4000,2,2,37023,1,ffffff33,4487,100,37015,1,0,0,0,0,37015,37015
37016,3级红宝石,0,5000,2,2,37024,1,ffffff33,4488,100,37016,1,0,0,0,0,37016,37016
37017,3级蓝宝石,0,5000,2,2,37025,1,ffffff33,4489,100,37017,1,0,0,0,0,37017,37017
37018,3级天珠石,0,5000,2,2,37026,1,ffffff33,4490,100,37018,1,0,0,0,0,37018,37018
37019,3级天空石,0,5000,2,2,37027,1,ffffff33,4491,100,37019,1,0,0,0,0,37019,37019
37020,3级木纹石,0,5000,2,2,37028,1,ffffff33,4492,100,37020,1,0,0,0,0,37020,37020
37021,3级绿宝石,0,5000,2,2,37029,1,ffffff33,4493,100,37021,1,0,0,0,0,37021,37021
37022,3级水晶石,0,5000,2,2,37030,1,ffffff33,4494,100,37022,1,0,0,0,0,37022,37022
37023,3级咒印石,0,5000,2,2,37031,1,ffffff33,4495,100,37023,1,0,0,0,0,37023,37023
37024,4级红宝石,0,6000,2,2,37032,1,ffffff33,4496,100,37024,1,0,0,0,0,37024,37024
37025,4级蓝宝石,0,6000,2,2,37033,1,ffffff33,4497,100,37025,1,0,0,0,0,37025,37025
37026,4级天珠石,0,6000,2,2,37034,1,ffffff33,4498,100,37026,1,0,0,0,0,37026,37026
37027,4级天空石,0,6000,2,2,37035,1,ffffff33,4499,100,37027,1,0,0,0,0,37027,37027
37028,4级木纹石,0,6000,2,2,37036,1,ffffff33,4500,100,37028,1,0,0,0,0,37028,37028
37029,4级绿宝石,0,6000,2,2,37037,1,ffffff33,4501,100,37029,1,0,0,0,0,37029,37029
37030,4级水晶石,0,6000,2,2,37038,1,ffffff33,4502,100,37030,1,0,0,0,0,37030,37030
37031,4级咒印石,0,6000,2,2,37039,1,ffffff33,4503,100,37031,1,0,0,0,0,37031,37031
37032,5级红宝石,0,7000,2,2,37040,1,ffffff33,4504,100,37032,1,0,0,0,0,37032,37032
37033,5级蓝宝石,0,7000,2,2,37041,1,ffffff33,4505,100,37033,1,0,0,0,0,37033,37033
37034,5级天珠石,0,7000,2,2,37042,1,ffffff33,4506,100,37034,1,0,0,0,0,37034,37034
37035,5级天空石,0,7000,2,2,37043,1,ffffff33,4507,100,37035,1,0,0,0,0,37035,37035
37036,5级木纹石,0,7000,2,2,37044,1,ffffff33,4508,100,37036,1,0,0,0,0,37036,37036
37037,5级绿宝石,0,7000,2,2,37045,1,ffffff33,4509,100,37037,1,0,0,0,0,37037,37037
37038,5级水晶石,0,7000,2,2,37046,1,ffffff33,4510,100,37038,1,0,0,0,0,37038,37038
37039,5级咒印石,0,7000,2,2,37047,1,ffffff33,4511,100,37039,1,0,0,0,0,37039,37039
37040,6级红宝石,0,14000,2,2,37048,1,ffffff33,4512,100,37040,1,0,0,0,0,37040,37040
37041,6级蓝宝石,0,14000,2,2,37049,1,ffffff33,4513,100,37041,1,0,0,0,0,37041,37041
37042,6级天珠石,0,14000,2,2,37050,1,ffffff33,4514,100,37042,1,0,0,0,0,37042,37042
37043,6级天空石,0,14000,2,2,37051,1,ffffff33,4515,100,37043,1,0,0,0,0,37043,37043
37044,6级木纹石,0,14000,2,2,37052,1,ffffff33,4516,100,37044,1,0,0,0,0,37044,37044
37045,6级绿宝石,0,14000,2,2,37053,1,ffffff33,4517,100,37045,1,0,0,0,0,37045,37045
37046,6级水晶石,0,14000,2,2,37054,1,ffffff33,4518,100,37046,1,0,0,0,0,37046,37046
37047,6级咒印石,0,14000,2,2,37055,1,ffffff33,4519,100,37047,1,0,0,0,0,37047,37047
37048,7级红宝石,0,28000,2,2,37056,1,ffffff33,4520,100,37048,1,0,0,0,0,37048,37048
37049,7级蓝宝石,0,28000,2,2,37057,1,ffffff33,4521,100,37049,1,0,0,0,0,37049,37049
37050,7级天珠石,0,28000,2,2,37058,1,ffffff33,4522,100,37050,1,0,0,0,0,37050,37050
37051,7级天空石,0,28000,2,2,37059,1,ffffff33,4523,100,37051,1,0,0,0,0,37051,37051
37052,7级木纹石,0,28000,2,2,37060,1,ffffff33,4524,100,37052,1,0,0,0,0,37052,37052
37053,7级绿宝石,0,28000,2,2,37061,1,ffffff33,4525,100,37053,1,0,0,0,0,37053,37053
37054,7级水晶石,0,28000,2,2,37062,1,ffffff33,4526,100,37054,1,0,0,0,0,37054,37054
37055,7级咒印石,0,28000,2,2,37063,1,ffffff33,4527,100,37055,1,0,0,0,0,37055,37055
37056,8级红宝石,0,56000,2,2,37064,1,ffffff33,4528,100,37056,1,0,0,0,0,37056,37056
37057,8级蓝宝石,0,56000,2,2,37065,1,ffffff33,4529,100,37057,1,0,0,0,0,37057,37057
37058,8级天珠石,0,56000,2,2,37066,1,ffffff33,4530,100,37058,1,0,0,0,0,37058,37058
37059,8级天空石,0,56000,2,2,37067,1,ffffff33,4531,100,37059,1,0,0,0,0,37059,37059
37060,8级木纹石,0,56000,2,2,37068,1,ffffff33,4532,100,37060,1,0,0,0,0,37060,37060
37061,8级绿宝石,0,56000,2,2,37069,1,ffffff33,4533,100,37061,1,0,0,0,0,37061,37061
37062,8级水晶石,0,56000,2,2,37070,1,ffffff33,4534,100,37062,1,0,0,0,0,37062,37062
37063,8级咒印石,0,56000,2,2,37071,1,ffffff33,4535,100,37063,1,0,0,0,0,37063,37063
37064,9级红宝石,0,112000,2,2,37072,1,ffffff33,4536,100,37064,1,0,0,0,0,37064,37064
37065,9级蓝宝石,0,112000,2,2,37073,1,ffffff33,4537,100,37065,1,0,0,0,0,37065,37065
37066,9级天珠石,0,112000,2,2,37074,1,ffffff33,4538,100,37066,1,0,0,0,0,37066,37066
37067,9级天空石,0,112000,2,2,37075,1,ffffff33,4539,100,37067,1,0,0,0,0,37067,37067
37068,9级木纹石,0,112000,2,2,37076,1,ffffff33,4540,100,37068,1,0,0,0,0,37068,37068
37069,9级绿宝石,0,112000,2,2,37077,1,ffffff33,4541,100,37069,1,0,0,0,0,37069,37069
37070,9级水晶石,0,112000,2,2,37078,1,ffffff33,4542,100,37070,1,0,0,0,0,37070,37070
37071,9级咒印石,0,112000,2,2,37079,1,ffffff33,4543,100,37071,1,0,0,0,0,37071,37071
37072,10级红宝石,0,224000,2,2,37080,1,ffffff33,4544,50,37072,1,0,0,0,0,37072,37072
37073,10级蓝宝石,0,224000,2,2,37081,1,ffffff33,4545,50,37073,1,0,0,0,0,37073,37073
37074,10级天珠石,0,224000,2,2,37082,1,ffffff33,4546,50,37074,1,0,0,0,0,37074,37074
37075,10级天空石,0,224000,2,2,37083,1,ffffff33,4547,50,37075,1,0,0,0,0,37075,37075
37076,10级木纹石,0,224000,2,2,37084,1,ffffff33,4548,50,37076,1,0,0,0,0,37076,37076
37077,10级绿宝石,0,224000,2,2,37085,1,ffffff33,4549,50,37077,1,0,0,0,0,37077,37077
37078,10级水晶石,0,224000,2,2,37086,1,ffffff33,4550,50,37078,1,0,0,0,0,37078,37078
37079,10级咒印石,0,224000,2,2,37087,1,ffffff33,4551,50,37079,1,0,0,0,0,37079,37079
37080,11级红宝石,0,448000,2,2,37088,1,ffffff33,4552,30,37080,1,0,0,0,0,37080,37080
37081,11级蓝宝石,0,448000,2,2,37089,1,ffffff33,4553,30,37081,1,0,0,0,0,37081,37081
37082,11级天珠石,0,448000,2,2,37090,1,ffffff33,4554,30,37082,1,0,0,0,0,37082,37082
37083,11级天空石,0,448000,2,2,37091,1,ffffff33,4555,30,37083,1,0,0,0,0,37083,37083
37084,11级木纹石,0,448000,2,2,37092,1,ffffff33,4556,30,37084,1,0,0,0,0,37084,37084
37085,11级绿宝石,0,448000,2,2,37093,1,ffffff33,4557,30,37085,1,0,0,0,0,37085,37085
37086,11级水晶石,0,448000,2,2,37094,1,ffffff33,4558,30,37086,1,0,0,0,0,37086,37086
37087,11级咒印石,0,448000,2,2,37095,1,ffffff33,4559,30,37087,1,0,0,0,0,37087,37087
37088,12级红宝石,0,896000,2,2,37096,1,ffffff33,4560,20,37088,1,0,0,0,0,37088,37088
37089,12级蓝宝石,0,896000,2,2,37097,1,ffffff33,4561,20,37089,1,0,0,0,0,37089,37089
37090,12级天珠石,0,896000,2,2,37098,1,ffffff33,4562,20,37090,1,0,0,0,0,37090,37090
37091,12级天空石,0,896000,2,2,37099,1,ffffff33,4563,20,37091,1,0,0,0,0,37091,37091
37092,12级木纹石,0,896000,2,2,37100,1,ffffff33,4564,20,37092,1,0,0,0,0,37092,37092
37093,12级绿宝石,0,896000,2,2,37101,1,ffffff33,4565,20,37093,1,0,0,0,0,37093,37093
37094,12级水晶石,0,896000,2,2,37102,1,ffffff33,4566,20,37094,1,0,0,0,0,37094,37094
37095,12级咒印石,0,896000,2,2,37103,1,ffffff33,4567,20,37095,1,0,0,0,0,37095,37095
37096,13级红宝石,0,500000,111,2,37104,1,ffffff33,4568,10,37096,1,0,0,0,0,37096,37096
37097,13级蓝宝石,0,500000,111,2,37105,1,ffffff33,4569,10,37097,1,0,0,0,0,37097,37097
37098,13级天珠石,0,500000,111,2,37106,1,ffffff33,4570,10,37098,1,0,0,0,0,37098,37098
37099,13级天空石,0,500000,111,2,37107,1,ffffff33,4571,10,37099,1,0,0,0,0,37099,37099
37100,13级木纹石,0,500000,111,2,37108,1,ffffff33,4572,10,37100,1,0,0,0,0,37100,37100
37101,13级绿宝石,0,500000,111,2,37109,1,ffffff33,4573,10,37101,1,0,0,0,0,37101,37101
37102,13级水晶石,0,500000,111,2,37110,1,ffffff33,4574,10,37102,1,0,0,0,0,37102,37102
37103,13级咒印石,0,500000,111,2,37111,1,ffffff33,4575,10,37103,1,0,0,0,0,37103,37103
37104,14级红宝石,0,600000,111,2,37112,1,ffffff33,4576,10,37104,1,0,0,0,0,37104,37104
37105,14级蓝宝石,0,600000,111,2,37113,1,ffffff33,4577,10,37105,1,0,0,0,0,37105,37105
37106,14级天珠石,0,600000,111,2,37114,1,ffffff33,4578,10,37106,1,0,0,0,0,37106,37106
37107,14级天空石,0,600000,111,2,37115,1,ffffff33,4579,10,37107,1,0,0,0,0,37107,37107
37108,14级木纹石,0,600000,111,2,37116,1,ffffff33,4580,10,37108,1,0,0,0,0,37108,37108
37109,14级绿宝石,0,600000,111,2,37117,1,ffffff33,4581,10,37109,1,0,0,0,0,37109,37109
37110,14级水晶石,0,600000,111,2,37118,1,ffffff33,4582,10,37110,1,0,0,0,0,37110,37110
37111,14级咒印石,0,600000,111,2,37119,1,ffffff33,4583,10,37111,1,0,0,0,0,37111,37111
37112,15级红宝石,0,700000,111,2,37120,1,ffffff33,4584,10,37112,1,0,0,0,0,37112,37112
37113,15级蓝宝石,0,700000,111,2,37121,1,ffffff33,4585,10,37113,1,0,0,0,0,37113,37113
37114,15级天珠石,0,700000,111,2,37122,1,ffffff33,4586,10,37114,1,0,0,0,0,37114,37114
37115,15级天空石,0,700000,111,2,37123,1,ffffff33,4587,10,37115,1,0,0,0,0,37115,37115
37116,15级木纹石,0,700000,111,2,37124,1,ffffff33,4588,10,37116,1,0,0,0,0,37116,37116
37117,15级绿宝石,0,700000,111,2,37125,1,ffffff33,4589,10,37117,1,0,0,0,0,37117,37117
37118,15级水晶石,0,700000,111,2,37126,1,ffffff33,4590,10,37118,1,0,0,0,0,37118,37118
37119,15级咒印石,0,700000,111,2,37127,1,ffffff33,4591,10,37119,1,0,0,0,0,37119,37119
37120,16级红宝石,0,800000,111,2,37128,1,ffffff33,4592,10,37120,1,0,0,0,0,37120,37120
37121,16级蓝宝石,0,800000,111,2,37129,1,ffffff33,4593,10,37121,1,0,0,0,0,37121,37121
37122,16级天珠石,0,800000,111,2,37130,1,ffffff33,4594,10,37122,1,0,0,0,0,37122,37122
37123,16级天空石,0,800000,111,2,37131,1,ffffff33,4595,10,37123,1,0,0,0,0,37123,37123
37124,16级木纹石,0,800000,111,2,37132,1,ffffff33,4596,10,37124,1,0,0,0,0,37124,37124
37125,16级绿宝石,0,800000,111,2,37133,1,ffffff33,4597,10,37125,1,0,0,0,0,37125,37125
37126,16级水晶石,0,800000,111,2,37134,1,ffffff33,4598,10,37126,1,0,0,0,0,37126,37126
37127,16级咒印石,0,800000,111,2,37135,1,ffffff33,4599,10,37127,1,0,0,0,0,37127,37127
37128,17级红宝石,0,900000,111,2,37136,1,ffffff33,4600,10,37128,1,0,0,0,0,37128,37128
37129,17级蓝宝石,0,900000,111,2,37137,1,ffffff33,4601,10,37129,1,0,0,0,0,37129,37129
37130,17级天珠石,0,900000,111,2,37138,1,ffffff33,4602,10,37130,1,0,0,0,0,37130,37130
37131,17级天空石,0,900000,111,2,37139,1,ffffff33,4603,10,37131,1,0,0,0,0,37131,37131
37132,17级木纹石,0,900000,111,2,37140,1,ffffff33,4604,10,37132,1,0,0,0,0,37132,37132
37133,17级绿宝石,0,900000,111,2,37141,1,ffffff33,4605,10,37133,1,0,0,0,0,37133,37133
37134,17级水晶石,0,900000,111,2,37142,1,ffffff33,4606,10,37134,1,0,0,0,0,37134,37134
37135,17级咒印石,0,900000,111,2,37143,1,ffffff33,4607,10,37135,1,0,0,0,0,37135,37135
37136,18级红宝石,0,1000000,111,2,37144,1,ffffff33,4608,10,37136,1,0,0,0,0,37136,37136
37137,18级蓝宝石,0,1000000,111,2,37145,1,ffffff33,4609,10,37137,1,0,0,0,0,37137,37137
37138,18级天珠石,0,1000000,111,2,37146,1,ffffff33,4610,10,37138,1,0,0,0,0,37138,37138
37139,18级天空石,0,1000000,111,2,37147,1,ffffff33,4611,10,37139,1,0,0,0,0,37139,37139
37140,18级木纹石,0,1000000,111,2,37148,1,ffffff33,4612,10,37140,1,0,0,0,0,37140,37140
37141,18级绿宝石,0,1000000,111,2,37149,1,ffffff33,4613,10,37141,1,0,0,0,0,37141,37141
37142,18级水晶石,0,1000000,111,2,37150,1,ffffff33,4614,10,37142,1,0,0,0,0,37142,37142
37143,18级咒印石,0,1000000,111,2,37151,1,ffffff33,4615,10,37143,1,0,0,0,0,37143,37143
37144,19级红宝石,0,1500000,111,2,37152,1,ffffff33,4616,10,37144,1,0,0,0,0,37144,37144
37145,19级蓝宝石,0,1500000,111,2,37153,1,ffffff33,4617,10,37145,1,0,0,0,0,37145,37145
37146,19级天珠石,0,1500000,111,2,37154,1,ffffff33,4618,10,37146,1,0,0,0,0,37146,37146
37147,19级天空石,0,1500000,111,2,37155,1,ffffff33,4619,10,37147,1,0,0,0,0,37147,37147
37148,19级木纹石,0,1500000,111,2,37156,1,ffffff33,4620,10,37148,1,0,0,0,0,37148,37148
37149,19级绿宝石,0,1500000,111,2,37157,1,ffffff33,4621,10,37149,1,0,0,0,0,37149,37149
37150,19级水晶石,0,1500000,111,2,37158,1,ffffff33,4622,10,37150,1,0,0,0,0,37150,37150
37151,19级咒印石,0,1500000,111,2,37159,1,ffffff33,4623,10,37151,1,0,0,0,0,37151,37151
38000,1级神力珠,0,0,111,2,38001,1,ffffff33,4624,100,35451,1,0,0,0,0,38000,38000
38001,2级神力珠,0,0,111,2,38002,1,ffffff33,4625,100,35452,1,0,0,0,0,38001,38001
38002,3级神力珠,0,0,111,2,38003,1,ffffff33,4626,100,35453,1,0,0,0,0,38002,38002
38003,4级神力珠,0,0,111,2,38004,1,ffffff33,4627,100,35454,1,0,0,0,0,38003,38003
38004,5级神力珠,0,0,111,2,38005,1,ffffff33,4628,100,35455,1,0,0,0,0,38004,38004
38005,6级神力珠,0,0,111,2,38006,1,ffffff33,4629,100,35456,1,0,0,0,0,38005,38005
38006,7级神力珠,0,0,111,2,38007,1,ffffff33,4630,100,35457,1,0,0,0,0,38006,38006
38007,8级神力珠,0,0,111,2,38008,1,ffffff33,4631,100,35458,1,0,0,0,0,38007,38007
38008,9级神力珠,0,0,111,2,38009,1,ffffff33,4632,100,35459,1,0,0,0,0,38008,38008
38009,10级神力珠,0,300000,111,2,38010,1,ffffff33,4633,100,35460,1,0,0,0,0,38009,38009
38010,11级神力珠,0,400000,111,2,38011,1,ffffff33,4634,100,35461,1,0,0,0,0,38010,38010
38011,12级神力珠,0,500000,111,2,38012,1,ffffff33,4635,100,35462,1,0,0,0,0,38011,38011
38012,13级神力珠,0,600000,111,2,38013,1,ffffff33,4636,100,35463,1,0,0,0,0,38012,38012
38013,14级神力珠,0,700000,111,2,38014,1,ffffff33,4637,100,35464,1,0,0,0,0,38013,38013
38014,15级神力珠,0,800000,111,2,38015,1,ffffff33,4638,100,35465,1,0,0,0,0,38014,38014
38015,16级神力珠,0,900000,111,2,38016,1,ffffff33,4639,100,35466,1,0,0,0,0,38015,38015
38016,17级神力珠,0,1000000,111,2,38017,1,ffffff33,4640,100,35467,1,0,0,0,0,38016,38016
38017,18级神力珠,0,1100000,111,2,38018,1,ffffff33,4641,100,35468,1,0,0,0,0,38017,38017
38018,19级神力珠,0,1200000,111,2,38019,1,ffffff33,4642,100,35469,1,0,0,0,0,38018,38018
38020,1级魔蕴珠,0,0,111,2,38021,1,ffffff33,4643,100,35476,1,0,0,0,0,38020,38020
38021,2级魔蕴珠,0,0,111,2,38022,1,ffffff33,4644,100,35477,1,0,0,0,0,38021,38021
38022,3级魔蕴珠,0,0,111,2,38023,1,ffffff33,4645,100,35478,1,0,0,0,0,38022,38022
38023,4级魔蕴珠,0,0,111,2,38024,1,ffffff33,4646,100,35479,1,0,0,0,0,38023,38023
38024,5级魔蕴珠,0,0,111,2,38025,1,ffffff33,4647,100,35480,1,0,0,0,0,38024,38024
38025,6级魔蕴珠,0,0,111,2,38026,1,ffffff33,4648,100,35481,1,0,0,0,0,38025,38025
38026,7级魔蕴珠,0,0,111,2,38027,1,ffffff33,4649,100,35482,1,0,0,0,0,38026,38026
38027,8级魔蕴珠,0,0,111,2,38028,1,ffffff33,4650,100,35483,1,0,0,0,0,38027,38027
38028,9级魔蕴珠,0,0,111,2,38029,1,ffffff33,4651,100,35484,1,0,0,0,0,38028,38028
38029,10级魔蕴珠,0,300000,111,2,38030,1,ffffff33,4652,100,35485,1,0,0,0,0,38029,38029
38030,11级魔蕴珠,0,400000,111,2,38031,1,ffffff33,4653,100,35486,1,0,0,0,0,38030,38030
38031,12级魔蕴珠,0,500000,111,2,38032,1,ffffff33,4654,100,35487,1,0,0,0,0,38031,38031
38032,13级魔蕴珠,0,600000,111,2,38033,1,ffffff33,4655,100,35488,1,0,0,0,0,38032,38032
38033,14级魔蕴珠,0,700000,111,2,38034,1,ffffff33,4656,100,35489,1,0,0,0,0,38033,38033
38034,15级魔蕴珠,0,800000,111,2,38035,1,ffffff33,4657,100,35490,1,0,0,0,0,38034,38034
38035,16级魔蕴珠,0,900000,111,2,38036,1,ffffff33,4658,100,35491,1,0,0,0,0,38035,38035
38036,17级魔蕴珠,0,1000000,111,2,38037,1,ffffff33,4659,100,35492,1,0,0,0,0,38036,38036
38037,18级魔蕴珠,0,1100000,111,2,38038,1,ffffff33,4660,100,35493,1,0,0,0,0,38037,38037
38038,19级魔蕴珠,0,1200000,111,2,38039,1,ffffff33,4661,100,35494,1,0,0,0,0,38038,38038
38040,1级神魄珠,0,0,111,2,38041,1,ffffff33,4662,100,35501,1,0,0,0,0,38040,38040
38041,2级神魄珠,0,0,111,2,38042,1,ffffff33,4663,100,35502,1,0,0,0,0,38041,38041
38042,3级神魄珠,0,0,111,2,38043,1,ffffff33,4664,100,35503,1,0,0,0,0,38042,38042
38043,4级神魄珠,0,0,111,2,38044,1,ffffff33,4665,100,35504,1,0,0,0,0,38043,38043
38044,5级神魄珠,0,0,111,2,38045,1,ffffff33,4666,100,35505,1,0,0,0,0,38044,38044
38045,6级神魄珠,0,0,111,2,38046,1,ffffff33,4667,100,35506,1,0,0,0,0,38045,38045
38046,7级神魄珠,0,0,111,2,38047,1,ffffff33,4668,100,35507,1,0,0,0,0,38046,38046
38047,8级神魄珠,0,0,111,2,38048,1,ffffff33,4669,100,35508,1,0,0,0,0,38047,38047
38048,9级神魄珠,0,0,111,2,38049,1,ffffff33,4670,100,35509,1,0,0,0,0,38048,38048
38049,10级神魄珠,0,300000,111,2,38050,1,ffffff33,4671,100,35510,1,0,0,0,0,38049,38049
38050,11级神魄珠,0,400000,111,2,38051,1,ffffff33,4672,100,35511,1,0,0,0,0,38050,38050
38051,12级神魄珠,0,500000,111,2,38052,1,ffffff33,4673,100,35512,1,0,0,0,0,38051,38051
38052,13级神魄珠,0,600000,111,2,38053,1,ffffff33,4674,100,35513,1,0,0,0,0,38052,38052
38053,14级神魄珠,0,700000,111,2,38054,1,ffffff33,4675,100,35514,1,0,0,0,0,38053,38053
38054,15级神魄珠,0,800000,111,2,38055,1,ffffff33,4676,100,35515,1,0,0,0,0,38054,38054
38055,16级神魄珠,0,900000,111,2,38056,1,ffffff33,4677,100,35516,1,0,0,0,0,38055,38055
38056,17级神魄珠,0,1000000,111,2,38057,1,ffffff33,4678,100,35517,1,0,0,0,0,38056,38056
38057,18级神魄珠,0,1100000,111,2,38058,1,ffffff33,4679,100,35518,1,0,0,0,0,38057,38057
38058,19级神魄珠,0,1200000,111,2,38059,1,ffffff33,4680,100,35519,1,0,0,0,0,38058,38058
38060,1级风灵珠,0,0,111,2,38061,1,ffffff33,4681,100,35526,1,0,0,0,0,38060,38060
38061,2级风灵珠,0,0,111,2,38062,1,ffffff33,4682,100,35527,1,0,0,0,0,38061,38061
38062,3级风灵珠,0,0,111,2,38063,1,ffffff33,4683,100,35528,1,0,0,0,0,38062,38062
38063,4级风灵珠,0,0,111,2,38064,1,ffffff33,4684,100,35529,1,0,0,0,0,38063,38063
38064,5级风灵珠,0,0,111,2,38065,1,ffffff33,4685,100,35530,1,0,0,0,0,38064,38064
38065,6级风灵珠,0,0,111,2,38066,1,ffffff33,4686,100,35531,1,0,0,0,0,38065,38065
38066,7级风灵珠,0,0,111,2,38067,1,ffffff33,4687,100,35532,1,0,0,0,0,38066,38066
38067,8级风灵珠,0,0,111,2,38068,1,ffffff33,4688,100,35533,1,0,0,0,0,38067,38067
38068,9级风灵珠,0,0,111,2,38069,1,ffffff33,4689,100,35534,1,0,0,0,0,38068,38068
38069,10级风灵珠,0,300000,111,2,38070,1,ffffff33,4690,100,35535,1,0,0,0,0,38069,38069
38070,11级风灵珠,0,400000,111,2,38071,1,ffffff33,4691,100,35536,1,0,0,0,0,38070,38070
38071,12级风灵珠,0,500000,111,2,38072,1,ffffff33,4692,100,35537,1,0,0,0,0,38071,38071
38072,13级风灵珠,0,600000,111,2,38073,1,ffffff33,4693,100,35538,1,0,0,0,0,38072,38072
38073,14级风灵珠,0,700000,111,2,38074,1,ffffff33,4694,100,35539,1,0,0,0,0,38073,38073
38074,15级风灵珠,0,800000,111,2,38075,1,ffffff33,4695,100,35540,1,0,0,0,0,38074,38074
38075,16级风灵珠,0,900000,111,2,38076,1,ffffff33,4696,100,35541,1,0,0,0,0,38075,38075
38076,17级风灵珠,0,1000000,111,2,38077,1,ffffff33,4697,100,35542,1,0,0,0,0,38076,38076
38077,18级风灵珠,0,1100000,111,2,38078,1,ffffff33,4698,100,35543,1,0,0,0,0,38077,38077
38078,19级风灵珠,0,1200000,111,2,38079,1,ffffff33,4699,100,35544,1,0,0,0,0,38078,38078
38080,1级土灵珠,0,0,111,2,38081,1,ffffff33,4700,100,35551,1,0,0,0,0,38080,38080
38081,2级土灵珠,0,0,111,2,38082,1,ffffff33,4701,100,35552,1,0,0,0,0,38081,38081
38082,3级土灵珠,0,0,111,2,38083,1,ffffff33,4702,100,35553,1,0,0,0,0,38082,38082
38083,4级土灵珠,0,0,111,2,38084,1,ffffff33,4703,100,35554,1,0,0,0,0,38083,38083
38084,5级土灵珠,0,0,111,2,38085,1,ffffff33,4704,100,35555,1,0,0,0,0,38084,38084
38085,6级土灵珠,0,0,111,2,38086,1,ffffff33,4705,100,35556,1,0,0,0,0,38085,38085
38086,7级土灵珠,0,0,111,2,38087,1,ffffff33,4706,100,35557,1,0,0,0,0,38086,38086
38087,8级土灵珠,0,0,111,2,38088,1,ffffff33,4707,100,35558,1,0,0,0,0,38087,38087
38088,9级土灵珠,0,0,111,2,38089,1,ffffff33,4708,100,35559,1,0,0,0,0,38088,38088
38089,10级土灵珠,0,300000,111,2,38090,1,ffffff33,4709,100,35560,1,0,0,0,0,38089,38089
38090,11级土灵珠,0,400000,111,2,38091,1,ffffff33,4710,100,35561,1,0,0,0,0,38090,38090
38091,12级土灵珠,0,500000,111,2,38092,1,ffffff33,4711,100,35562,1,0,0,0,0,38091,38091
38092,13级土灵珠,0,600000,111,2,38093,1,ffffff33,4712,100,35563,1,0,0,0,0,38092,38092
38093,14级土灵珠,0,700000,111,2,38094,1,ffffff33,4713,100,35564,1,0,0,0,0,38093,38093
38094,15级土灵珠,0,800000,111,2,38095,1,ffffff33,4714,100,35565,1,0,0,0,0,38094,38094
38095,16级土灵珠,0,900000,111,2,38096,1,ffffff33,4715,100,35566,1,0,0,0,0,38095,38095
38096,17级土灵珠,0,1000000,111,2,38097,1,ffffff33,4716,100,35567,1,0,0,0,0,38096,38096
38097,18级土灵珠,0,1100000,111,2,38098,1,ffffff33,4717,100,35568,1,0,0,0,0,38097,38097
38098,19级土灵珠,0,1200000,111,2,38099,1,ffffff33,4718,100,35569,1,0,0,0,0,38098,38098
