"装备ID","装备分类","等级","制造图纸ID","制造图纸数量","千年寒铁ID","千年寒铁数量","材料铁1","材料铁数量1","材料铁2","材料铁数量2","材料铁3","材料铁数量3","材料铁4","材料铁数量4","材料铁5","材料铁数量5","材料铁6","材料铁数量6","材料铁7","材料铁数量7","材料铁8","材料铁数量8","材料铁9","材料铁数量9","材料铁10","材料铁数量10","材料铁11","材料铁数量11","材料铁12","材料铁数量12","材料铁13","材料铁数量13","材料铁14","材料铁数量14","材料铁15","材料铁数量15","制造符ID","制造符数量","制造符1","制造符数量1","制造符2","制造符数量2","制造符3","制造符数量3","制造符4","制造符数量4","制造符5","制造符数量5","制造符6","制造符数量6","制造符7","制造符数量7","制造符8","制造符数量8","制造符9","制造符数量9","制造符10","制造符数量10","制造符11","制造符数量11","制造符12","制造符数量12","制造符13","制造符数量13","制造符14","制造符数量14","制造符15","制造符数量15","强化材料ID","强化材料数量","打造金钱消耗","打造消耗金钱类型","强化打造产出装备ID","普通打造装备ID1","普通打造装备概率1","普通打造装备ID2","普通打造装备概率2","普通打造装备ID3","普通打造装备概率3","普通打造装备ID4","普通打造装备概率4","普通打造装备ID5","普通打造装备概率5","强化打造装备ID1","强化打造装备概率1","强化打造装备ID2","强化打造装备概率2","强化打造装备ID3","强化打造装备概率3","强化打造装备ID4","强化打造装备概率4","强化打造装备ID5","强化打造装备概率5"
"6110110","1288","110","351109","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","80","","","6110110","6110110","5500","6110110","3600","6110110","900","","","","","6110110","900","6110110","900","6110110","900","6110110","900","6110110","900"
"6110111","1288","110","351110","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","80","","","6110111","6110111","5500","6110111","3600","6110111","900","","","","","6110111","900","6110111","900","6110111","900","6110111","900","6110111","900"
"6110112","1288","110","351111","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","80","","","6110112","6110112","5500","6110112","3600","6110112","900","","","","","6110112","900","6110112","900","6110112","900","6110112","900","6110112","900"
"6110113","1288","110","351112","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","80","","","6110113","6110113","5500","6110113","3600","6110113","900","","","","","6110113","900","6110113","900","6110113","900","6110113","900","6110113","900"
"6110114","1288","110","351113","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","80","","","6110114","6110114","5500","6110114","3600","6110114","900","","","","","6110114","900","6110114","900","6110114","900","6110114","900","6110114","900"
"6110115","1288","110","351114","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","80","","","6110115","6110115","5500","6110115","3600","6110115","900","","","","","6110115","900","6110115","900","6110115","900","6110115","900","6110115","900"
"6110116","1288","110","351115","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","80","","","6110116","6110116","5500","6110116","3600","6110116","900","","","","","6110116","900","6110116","900","6110116","900","6110116","900","6110116","900"
"6110117","1288","110","351116","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","80","","","6110117","6110117","5500","6110117","3600","6110117","900","","","","","6110117","900","6110117","900","6110117","900","6110117","900","6110117","900"
"6110220","312","110","351117","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331141","1","331141","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","80","","","6110220","6110220","5500","6110220","3600","6110220","900","","","","","6110220","900","6110220","900","6110220","900","6110220","900","6110220","900"
"6110221","568","110","351118","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331141","1","331141","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","80","","","6110221","6110221","5500","6110221","3600","6110221","900","","","","","6110221","900","6110221","900","6110221","900","6110221","900","6110221","900"
"6110322","1640","110","351119","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331141","1","331141","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","80","","","6110322","6110322","5500","6110322","3600","6110322","900","","","","","6110322","900","6110322","900","6110322","900","6110322","900","6110322","900"
"6110323","1384","110","351120","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331141","1","331141","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","80","","","6110323","6110323","5500","6110323","3600","6110323","900","","","","","6110323","900","6110323","900","6110323","900","6110323","900","6110323","900"
"6110424","40","110","351121","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331171","1","331171","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","80","","","6110424","6110424","5500","6110424","3600","6110424","900","","","","","6110424","900","6110424","900","6110424","900","6110424","900","6110424","900"
"6110525","72","110","351122","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331171","1","331171","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","80","","","6110525","6110525","5500","6110525","3600","6110525","900","","","","","6110525","900","6110525","900","6110525","900","6110525","900","6110525","900"
"6110626","88","110","351123","1","341111","1","341111","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331171","1","331171","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","80","","","6110626","6110626","5500","6110626","3600","6110626","900","","","","","6110626","900","6110626","900","6110626","900","6110626","900","6110626","900"
"6120101","1288","120","351200","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120101","6120101","5500","6120101","3600","6120101","900","","","","","6120101","900","6120101","900","6120101","900","6120101","900","6120101","900"
"6120102","3080","120","351201","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120102","6120102","5500","6120102","3600","6120102","900","","","","","6120102","900","6120102","900","6120102","900","6120102","900","6120102","900"
"6120103","4360","120","351202","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120103","6120103","5500","6120103","3600","6120103","900","","","","","6120103","900","6120103","900","6120103","900","6120103","900","6120103","900"
"6120104","4104","120","351203","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120104","6120104","5500","6120104","3600","6120104","900","","","","","6120104","900","6120104","900","6120104","900","6120104","900","6120104","900"
"6120105","4360","120","351204","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120105","6120105","5500","6120105","3600","6120105","900","","","","","6120105","900","6120105","900","6120105","900","6120105","900","6120105","900"
"6120106","2824","120","351205","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120106","6120106","5500","6120106","3600","6120106","900","","","","","6120106","900","6120106","900","6120106","900","6120106","900","6120106","900"
"6120107","1288","120","351206","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120107","6120107","5500","6120107","3600","6120107","900","","","","","6120107","900","6120107","900","6120107","900","6120107","900","6120107","900"
"6120108","1288","120","351207","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120108","6120108","5500","6120108","3600","6120108","900","","","","","6120108","900","6120108","900","6120108","900","6120108","900","6120108","900"
"6120109","1288","120","351208","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120109","6120109","5500","6120109","3600","6120109","900","","","","","6120109","900","6120109","900","6120109","900","6120109","900","6120109","900"
"6120110","1288","120","351209","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120110","6120110","5500","6120110","3600","6120110","900","","","","","6120110","900","6120110","900","6120110","900","6120110","900","6120110","900"
"6120111","1288","120","351210","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120111","6120111","5500","6120111","3600","6120111","900","","","","","6120111","900","6120111","900","6120111","900","6120111","900","6120111","900"
"6120112","1288","120","351211","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120112","6120112","5500","6120112","3600","6120112","900","","","","","6120112","900","6120112","900","6120112","900","6120112","900","6120112","900"
"6120113","1288","120","351212","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120113","6120113","5500","6120113","3600","6120113","900","","","","","6120113","900","6120113","900","6120113","900","6120113","900","6120113","900"
"6120114","1288","120","351213","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120114","6120114","5500","6120114","3600","6120114","900","","","","","6120114","900","6120114","900","6120114","900","6120114","900","6120114","900"
"6120115","1288","120","351214","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120115","6120115","5500","6120115","3600","6120115","900","","","","","6120115","900","6120115","900","6120115","900","6120115","900","6120115","900"
"6120116","1288","120","351215","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120116","6120116","5500","6120116","3600","6120116","900","","","","","6120116","900","6120116","900","6120116","900","6120116","900","6120116","900"
"6120117","1288","120","351216","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6120117","6120117","5500","6120117","3600","6120117","900","","","","","6120117","900","6120117","900","6120117","900","6120117","900","6120117","900"
"6120220","312","120","351217","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331142","1","331142","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","100","","","6120220","6120220","5500","6120220","3600","6120220","900","","","","","6120220","900","6120220","900","6120220","900","6120220","900","6120220","900"
"6120221","568","120","351218","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331142","1","331142","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","100","","","6120221","6120221","5500","6120221","3600","6120221","900","","","","","6120221","900","6120221","900","6120221","900","6120221","900","6120221","900"
"6120322","1640","120","351219","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331142","1","331142","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","100","","","6120322","6120322","5500","6120322","3600","6120322","900","","","","","6120322","900","6120322","900","6120322","900","6120322","900","6120322","900"
"6120323","1384","120","351220","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331142","1","331142","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","100","","","6120323","6120323","5500","6120323","3600","6120323","900","","","","","6120323","900","6120323","900","6120323","900","6120323","900","6120323","900"
"6120424","40","120","351221","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331172","1","331172","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","100","","","6120424","6120424","5500","6120424","3600","6120424","900","","","","","6120424","900","6120424","900","6120424","900","6120424","900","6120424","900"
"6120525","72","120","351222","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331172","1","331172","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","100","","","6120525","6120525","5500","6120525","3600","6120525","900","","","","","6120525","900","6120525","900","6120525","900","6120525","900","6120525","900"
"6120626","88","120","351223","1","341112","1","341112","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331172","1","331172","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","100","","","6120626","6120626","5500","6120626","3600","6120626","900","","","","","6120626","900","6120626","900","6120626","900","6120626","900","6120626","900"
"6130101","1288","130","351300","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130101","6130101","5500","6130101","3600","6130101","900","","","","","6130101","900","6130101","900","6130101","900","6130101","900","6130101","900"
"6130102","3080","130","351301","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130102","6130102","5500","6130102","3600","6130102","900","","","","","6130102","900","6130102","900","6130102","900","6130102","900","6130102","900"
"6130103","4360","130","351302","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130103","6130103","5500","6130103","3600","6130103","900","","","","","6130103","900","6130103","900","6130103","900","6130103","900","6130103","900"
"6130104","4104","130","351303","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130104","6130104","5500","6130104","3600","6130104","900","","","","","6130104","900","6130104","900","6130104","900","6130104","900","6130104","900"
"6130105","4360","130","351304","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130105","6130105","5500","6130105","3600","6130105","900","","","","","6130105","900","6130105","900","6130105","900","6130105","900","6130105","900"
"6130106","2824","130","351305","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130106","6130106","5500","6130106","3600","6130106","900","","","","","6130106","900","6130106","900","6130106","900","6130106","900","6130106","900"
"6130107","1288","130","351306","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130107","6130107","5500","6130107","3600","6130107","900","","","","","6130107","900","6130107","900","6130107","900","6130107","900","6130107","900"
"6130108","1288","130","351307","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130108","6130108","5500","6130108","3600","6130108","900","","","","","6130108","900","6130108","900","6130108","900","6130108","900","6130108","900"
"6130109","1288","130","351308","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130109","6130109","5500","6130109","3600","6130109","900","","","","","6130109","900","6130109","900","6130109","900","6130109","900","6130109","900"
"6130110","1288","130","351309","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130110","6130110","5500","6130110","3600","6130110","900","","","","","6130110","900","6130110","900","6130110","900","6130110","900","6130110","900"
"6130111","1288","130","351310","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130111","6130111","5500","6130111","3600","6130111","900","","","","","6130111","900","6130111","900","6130111","900","6130111","900","6130111","900"
"6130112","1288","130","351311","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130112","6130112","5500","6130112","3600","6130112","900","","","","","6130112","900","6130112","900","6130112","900","6130112","900","6130112","900"
"6130113","1288","130","351312","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130113","6130113","5500","6130113","3600","6130113","900","","","","","6130113","900","6130113","900","6130113","900","6130113","900","6130113","900"
"6130114","1288","130","351313","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130114","6130114","5500","6130114","3600","6130114","900","","","","","6130114","900","6130114","900","6130114","900","6130114","900","6130114","900"
"6130115","1288","130","351314","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130115","6130115","5500","6130115","3600","6130115","900","","","","","6130115","900","6130115","900","6130115","900","6130115","900","6130115","900"
"6130116","1288","130","351315","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130116","6130116","5500","6130116","3600","6130116","900","","","","","6130116","900","6130116","900","6130116","900","6130116","900","6130116","900"
"6130117","1288","130","351316","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","90","","","6130117","6130117","5500","6130117","3600","6130117","900","","","","","6130117","900","6130117","900","6130117","900","6130117","900","6130117","900"
"6130220","312","130","351317","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331143","1","331143","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","90","","","6130220","6130220","5500","6130220","3600","6130220","900","","","","","6130220","900","6130220","900","6130220","900","6130220","900","6130220","900"
"6130221","568","130","351318","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331143","1","331143","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","90","","","6130221","6130221","5500","6130221","3600","6130221","900","","","","","6130221","900","6130221","900","6130221","900","6130221","900","6130221","900"
"6130322","1640","130","351319","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331143","1","331143","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","90","","","6130322","6130322","5500","6130322","3600","6130322","900","","","","","6130322","900","6130322","900","6130322","900","6130322","900","6130322","900"
"6130323","1384","130","351320","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331143","1","331143","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","90","","","6130323","6130323","5500","6130323","3600","6130323","900","","","","","6130323","900","6130323","900","6130323","900","6130323","900","6130323","900"
"6130424","40","130","351321","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331173","1","331173","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","90","","","6130424","6130424","5500","6130424","3600","6130424","900","","","","","6130424","900","6130424","900","6130424","900","6130424","900","6130424","900"
"6130525","72","130","351322","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331173","1","331173","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","90","","","6130525","6130525","5500","6130525","3600","6130525","900","","","","","6130525","900","6130525","900","6130525","900","6130525","900","6130525","900"
"6130626","88","130","351323","1","341113","1","341113","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331173","1","331173","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","90","","","6130626","6130626","5500","6130626","3600","6130626","900","","","","","6130626","900","6130626","900","6130626","900","6130626","900","6130626","900"
"6140101","1288","140","351400","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140101","6140101","5500","6140101","3600","6140101","900","","","","","6140101","900","6140101","900","6140101","900","6140101","900","6140101","900"
"6140102","3080","140","351401","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140102","6140102","5500","6140102","3600","6140102","900","","","","","6140102","900","6140102","900","6140102","900","6140102","900","6140102","900"
"6140103","4360","140","351402","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140103","6140103","5500","6140103","3600","6140103","900","","","","","6140103","900","6140103","900","6140103","900","6140103","900","6140103","900"
"6140104","4104","140","351403","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140104","6140104","5500","6140104","3600","6140104","900","","","","","6140104","900","6140104","900","6140104","900","6140104","900","6140104","900"
"6140105","4360","140","351404","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140105","6140105","5500","6140105","3600","6140105","900","","","","","6140105","900","6140105","900","6140105","900","6140105","900","6140105","900"
"6140106","2824","140","351405","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140106","6140106","5500","6140106","3600","6140106","900","","","","","6140106","900","6140106","900","6140106","900","6140106","900","6140106","900"
"6140107","1288","140","351406","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140107","6140107","5500","6140107","3600","6140107","900","","","","","6140107","900","6140107","900","6140107","900","6140107","900","6140107","900"
"6140108","1288","140","351407","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140108","6140108","5500","6140108","3600","6140108","900","","","","","6140108","900","6140108","900","6140108","900","6140108","900","6140108","900"
"6140109","1288","140","351408","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140109","6140109","5500","6140109","3600","6140109","900","","","","","6140109","900","6140109","900","6140109","900","6140109","900","6140109","900"
"6140110","1288","140","351409","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140110","6140110","5500","6140110","3600","6140110","900","","","","","6140110","900","6140110","900","6140110","900","6140110","900","6140110","900"
"6140111","1288","140","351410","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140111","6140111","5500","6140111","3600","6140111","900","","","","","6140111","900","6140111","900","6140111","900","6140111","900","6140111","900"
"6140112","1288","140","351411","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140112","6140112","5500","6140112","3600","6140112","900","","","","","6140112","900","6140112","900","6140112","900","6140112","900","6140112","900"
"6140113","1288","140","351412","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140113","6140113","5500","6140113","3600","6140113","900","","","","","6140113","900","6140113","900","6140113","900","6140113","900","6140113","900"
"6140114","1288","140","351413","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140114","6140114","5500","6140114","3600","6140114","900","","","","","6140114","900","6140114","900","6140114","900","6140114","900","6140114","900"
"6140115","1288","140","351414","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140115","6140115","5500","6140115","3600","6140115","900","","","","","6140115","900","6140115","900","6140115","900","6140115","900","6140115","900"
"6140116","1288","140","351415","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140116","6140116","5500","6140116","3600","6140116","900","","","","","6140116","900","6140116","900","6140116","900","6140116","900","6140116","900"
"6140117","1288","140","351416","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","","","6140117","6140117","5500","6140117","3600","6140117","900","","","","","6140117","900","6140117","900","6140117","900","6140117","900","6140117","900"
"6140220","312","140","351417","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331144","1","331144","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","100","","","6140220","6140220","5500","6140220","3600","6140220","900","","","","","6140220","900","6140220","900","6140220","900","6140220","900","6140220","900"
"6140221","568","140","351418","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331144","1","331144","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","100","","","6140221","6140221","5500","6140221","3600","6140221","900","","","","","6140221","900","6140221","900","6140221","900","6140221","900","6140221","900"
"6140322","1640","140","351419","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331144","1","331144","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","100","","","6140322","6140322","5500","6140322","3600","6140322","900","","","","","6140322","900","6140322","900","6140322","900","6140322","900","6140322","900"
"6140323","1384","140","351420","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331144","1","331144","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","100","","","6140323","6140323","5500","6140323","3600","6140323","900","","","","","6140323","900","6140323","900","6140323","900","6140323","900","6140323","900"
