"技能id","技能名","技能定位","技能类型","图标编号","消耗1属性编号","消耗系数a1","消耗系数b1","显示消耗1","消耗2属性编号","消耗系数a2","消耗系数b2","显示消耗2","目标类型","战斗内外使用","魔法入口","技能剧情描述","技能描述","排序","技能描述1","技能描述2","技能描述3","技能描述4","技能描述5","技能描述6","技能描述7","技能升级描述","技能升级描述1","技能升级描述2","技能升级描述3","技能升级描述4","技能升级描述5","技能升级描述6","技能升级描述7","技能等级1","技能等级2","技能等级3","技能等级4","技能等级5","技能等级6","技能等级7"
"162005","月凝","月凝","广寒宫千年的寂寞结成了冰魄，冒险接近的人会被凝为冰块","78","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","冰冻1个敌方目标，使其无法执行任何动作。月相越残缺，基础命中率越高。冰冻将目标部分生命变为冰块，冰块血量值和月宫的物理伤害有关。受到攻击或治疗会降低冰块生命值，降为0冰冻解除，最多持续3回合。","冰冻1个敌方目标，使其无法执行任何动作。月相越残缺，基础命中率越高。冰冻将目标部分生命变为冰块，冰块血量值和月宫的物理伤害有关。受到攻击或治疗会降低冰块生命值，降为0冰冻解除，最多持续3回合。","6","冰冻1个敌方目标，使其无法执行任何动作。月相越残缺，基础命中率越高。冰冻将目标部分生命变为冰块，冰块血量值和月宫的物理伤害有关。受到攻击或治疗会降低冰块生命值，降为0冰冻解除，最多持续3回合。","冰冻1个敌方目标，使其无法执行任何动作。月相越残缺，基础命中率越高。冰冻将目标部分生命变为冰块，冰块血量值和月宫的物理伤害有关。受到攻击或治疗会降低冰块生命值，降为0冰冻解除，最多持续3回合。","冰冻1个敌方目标，使其无法执行任何动作。月相越残缺，基础命中率越高。冰冻将目标部分生命变为冰块，冰块血量值和月宫的物理伤害有关。受到攻击或治疗会降低冰块生命值，降为0冰冻解除，最多持续3回合。","冰冻1个敌方目标，使其无法执行任何动作。月相越残缺，基础命中率越高。冰冻将目标部分生命变为冰块，冰块血量值和月宫的物理伤害有关。受到攻击或治疗会降低冰块生命值，降为0冰冻解除，最多持续3回合。","冰冻1个敌方目标，使其无法执行任何动作。月相越残缺，基础命中率越高。冰冻将目标部分生命变为冰块，冰块血量值和月宫的物理伤害有关。受到攻击或治疗会降低冰块生命值，降为0冰冻解除，最多持续3回合。","冰冻1个敌方目标，使其无法执行任何动作。月相越残缺，基础命中率越高。冰冻将目标部分生命变为冰块，冰块血量值和月宫的物理伤害有关。受到攻击或治疗会降低冰块生命值，降为0冰冻解除，最多持续3回合。","冰冻1个敌方目标，使其无法执行任何动作。月相越残缺，基础命中率越高。冰冻将目标部分生命变为冰块，冰块血量值和月宫的物理伤害有关。受到攻击或治疗会降低冰块生命值，降为0冰冻解除，最多持续3回合。","0-120级 永久增加角色的封印命中","0-120级 永久增加角色的封印命中","0-120级 永久增加角色的封印命中","0-120级 永久增加角色的封印命中","0-120级 永久增加角色的封印命中","0-120级 永久增加角色的封印命中","0-120级 永久增加角色的封印命中","0-120级 永久增加角色的封印命中","1","200","200","200","200","200","200"
"162006","羽衣曲","羽衣曲","一首羽衣曲，闻者衣袂飘飘似要临风而去","79","-1","0.667","6","消耗：$parameter1$活力","-1","0","0","","1","1","","制造一张临时符，给衣服增加抵抗封印。","制造一张临时符，给衣服增加抵抗封印。","7","制造一张临时符，给衣服增加抵抗封印。","制造一张临时符，给衣服增加抵抗封印。","制造一张临时符，给衣服增加抵抗封印。","制造一张临时符，给衣服增加抵抗封印。","制造一张临时符，给衣服增加抵抗封印。","制造一张临时符，给衣服增加抵抗封印。","制造一张临时符，给衣服增加抵抗封印。","0-120级 增强临时符附加抵抗封印的效果，永久增加角色的物理防御","0-120级 增强临时符附加抵抗封印的效果，永久增加角色的物理防御","0-120级 增强临时符附加抵抗封印的效果，永久增加角色的物理防御","0-120级 增强临时符附加抵抗封印的效果，永久增加角色的物理防御","0-120级 增强临时符附加抵抗封印的效果，永久增加角色的物理防御","0-120级 增强临时符附加抵抗封印的效果，永久增加角色的物理防御","0-120级 增强临时符附加抵抗封印的效果，永久增加角色的物理防御","0-120级 增强临时符附加抵抗封印的效果，永久增加角色的物理防御","1","200","200","200","200","200","200"
"162007","广寒清辉","广寒清辉","月宫门派绝技。在时之月的清辉中展露凛冽的身姿，如雪亮的刃芒直刺四方，不负广寒清秋","80","120","0","120","消耗：$parameter1$愤怒","-1","0","0","","480","1","","物理攻击5-7个敌方目标，月相越圆，攻击目标越多。优先选择3回合内被月宫攻击过的目标。有15%几率月凝目标。使用后休息一回合。","物理攻击5-7个敌方目标，月相越圆，攻击目标越多。优先选择3回合内被月宫攻击过的目标。有15%几率月凝目标。使用后休息一回合。","8","物理攻击5-7个敌方目标，月相越圆，攻击目标越多。优先选择3回合内被月宫攻击过的目标。有15%几率月凝目标。使用后休息一回合。","物理攻击5-7个敌方目标，月相越圆，攻击目标越多。优先选择3回合内被月宫攻击过的目标。有15%几率月凝目标。使用后休息一回合。","物理攻击5-7个敌方目标，月相越圆，攻击目标越多。优先选择3回合内被月宫攻击过的目标。有15%几率月凝目标。使用后休息一回合。","物理攻击5-7个敌方目标，月相越圆，攻击目标越多。优先选择3回合内被月宫攻击过的目标。有15%几率月凝目标。使用后休息一回合。","物理攻击5-7个敌方目标，月相越圆，攻击目标越多。优先选择3回合内被月宫攻击过的目标。有15%几率月凝目标。使用后休息一回合。","物理攻击5-7个敌方目标，月相越圆，攻击目标越多。优先选择3回合内被月宫攻击过的目标。有15%几率月凝目标。使用后休息一回合。","物理攻击5-7个敌方目标，月相越圆，攻击目标越多。优先选择3回合内被月宫攻击过的目标。有15%几率月凝目标。使用后休息一回合。","2级 提升触发月凝的几率；3级 提升触发月凝的几率","2级 提升触发月凝的几率；3级 提升触发月凝的几率","2级 提升触发月凝的几率；3级 提升触发月凝的几率","2级 提升触发月凝的几率；3级 提升触发月凝的几率","2级 提升触发月凝的几率；3级 提升触发月凝的几率","2级 提升触发月凝的几率；3级 提升触发月凝的几率","2级 提升触发月凝的几率；3级 提升触发月凝的几率","2级 提升触发月凝的几率；3级 提升触发月凝的几率","1","2","3","4","5","6","7"
"162008","月宫被动1","月宫被动1","月宫被动1","73","-1","0","0","无消耗","-1","0","0","","1","0","","月宫被动1：被动技能，满足条件时自动生效。","月宫被动1：被动技能，满足条件时自动生效。","30","月宫被动1：被动技能，满足条件时自动生效。","月宫被动1：被动技能，满足条件时自动生效。","月宫被动1：被动技能，满足条件时自动生效。","月宫被动1：被动技能，满足条件时自动生效。","月宫被动1：被动技能，满足条件时自动生效。","月宫被动1：被动技能，满足条件时自动生效。","月宫被动1：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"162009","月宫被动2","月宫被动2","月宫被动2","73","-1","0","0","无消耗","-1","0","0","","1","0","","月宫被动2：被动技能，满足条件时自动生效。","月宫被动2：被动技能，满足条件时自动生效。","31","月宫被动2：被动技能，满足条件时自动生效。","月宫被动2：被动技能，满足条件时自动生效。","月宫被动2：被动技能，满足条件时自动生效。","月宫被动2：被动技能，满足条件时自动生效。","月宫被动2：被动技能，满足条件时自动生效。","月宫被动2：被动技能，满足条件时自动生效。","月宫被动2：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"162010","月宫被动3","月宫被动3","月宫被动3","73","-1","0","0","无消耗","-1","0","0","","1","0","","月宫被动3：被动技能，满足条件时自动生效。","月宫被动3：被动技能，满足条件时自动生效。","32","月宫被动3：被动技能，满足条件时自动生效。","月宫被动3：被动技能，满足条件时自动生效。","月宫被动3：被动技能，满足条件时自动生效。","月宫被动3：被动技能，满足条件时自动生效。","月宫被动3：被动技能，满足条件时自动生效。","月宫被动3：被动技能，满足条件时自动生效。","月宫被动3：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"162012","威吓","威吓","铜墙铁壁：增加人物物理防御","2495","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","9","威吓","威吓","威吓","威吓","威吓","威吓","威吓","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162013","趁虚","趁虚","千里神行：增加人物速度","2496","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","10","趁虚","趁虚","趁虚","趁虚","趁虚","趁虚","趁虚","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162014","震慑","震慑","坚若磐石：增加人物法术防御","2497","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","11","震慑","震慑","震慑","震慑","震慑","震慑","震慑","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162015","苏醒","苏醒","风驰霆击：增加人物物理暴击","2498","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","12","苏醒","苏醒","苏醒","苏醒","苏醒","苏醒","苏醒","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162016","月桂","月桂","救死扶伤：增加人物治疗强度","2499","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","13","月桂","月桂","月桂","月桂","月桂","月桂","月桂","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162017","神律","神律","道高魔重：增加人物法术抗暴","2500","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","14","神律","神律","神律","神律","神律","神律","神律","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162018","额外能力","额外能力","干将莫邪：增加人物物理伤害","2379","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","15","额外能力","额外能力","额外能力","额外能力","额外能力","额外能力","额外能力","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162019","疾雷","疾雷","气血方刚：增加人物气血","2501","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","16","疾雷","疾雷","疾雷","疾雷","疾雷","疾雷","疾雷","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162020","余韵","余韵","铜墙铁壁：增加人物物理防御","2502","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","17","余韵","余韵","余韵","余韵","余韵","余韵","余韵","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162021","神念","神念","道高魔重：增加人物法术抗暴","2503","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","18","神念","神念","神念","神念","神念","神念","神念","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162022","护佑","护佑","风驱电击：增加人物法术暴击","2504","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","19","护佑","护佑","护佑","护佑","护佑","护佑","护佑","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162023","怒火","怒火","道高魔重：增加人物法术抗暴","2505","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","20","怒火","怒火","怒火","怒火","怒火","怒火","怒火","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162024","神尊","神尊","杯弓蛇影：增加人物物理抗暴","2506","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","21","神尊","神尊","神尊","神尊","神尊","神尊","神尊","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162025","画地为牢","画地为牢","换斗移星：增加人物法术伤害","2507","-1","0","0","50点魔法","-1","0","0","","1","1","","奇经八脉","奇经八脉","22","画地为牢","画地为牢","画地为牢","画地为牢","画地为牢","画地为牢","画地为牢","【冷却】5回合","【冷却】5回合","【冷却】5回合","【冷却】5回合","【冷却】5回合","【冷却】5回合","【冷却】5回合","【冷却】5回合","1","2","3","4","5","6","7"
"162026","轰鸣","轰鸣","千里神行：增加人物速度","2508","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","23","轰鸣","轰鸣","轰鸣","轰鸣","轰鸣","轰鸣","轰鸣","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162027","缭乱","缭乱","气血方刚：增加人物气血","2509","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","24","缭乱","缭乱","缭乱","缭乱","缭乱","缭乱","缭乱","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162028","藏招","藏招","铜墙铁壁：增加人物物理防御","2510","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","25","藏招","藏招","藏招","藏招","藏招","藏招","藏招","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162029","坚壁","坚壁","救死扶伤：增加人物治疗强度","2511","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","26","坚壁","坚壁","坚壁","坚壁","坚壁","坚壁","坚壁","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162030","套索","套索","杯弓蛇影：增加人物物理抗暴","2512","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","27","套索","套索","套索","套索","套索","套索","套索","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162031","洞察","洞察","气血方刚：增加人物气血","2513","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","28","洞察","洞察","洞察","洞察","洞察","洞察","洞察","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"162032","镇妖神使","镇妖神使","救死扶伤：增加人物治疗强度，挂金封印：增加人物封印命中","2380","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","29","镇妖神使","镇妖神使","镇妖神使","镇妖神使","镇妖神使","镇妖神使","镇妖神使","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163000","法华经","法华经","领悟精研佛典，渐渐掌握其中的佛法神通","81","-1","0","0","无消耗","-1","0","0","","1","1","","化生寺基础技能","化生寺基础技能","1","化生寺基础技能","化生寺基础技能","化生寺基础技能","化生寺基础技能","化生寺基础技能","化生寺基础技能","化生寺基础技能","0-120级 永久增加角色的气血","0-120级 永久增加角色的气血","0-120级 永久增加角色的气血","0-120级 永久增加角色的气血","0-120级 永久增加角色的气血","0-120级 永久增加角色的气血","0-120级 永久增加角色的气血","0-120级 永久增加角色的气血","1","200","200","200","200","200","200"
"163001","唧唧歪歪","唧唧歪歪","佛家弟子大量诵读经书，见谁都想度化，不免会有些叨叨唠唠。","82","100","2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","法术攻击3个敌方目标。当回合降低首目标的物理伤害结果。","法术攻击3个敌方目标。当回合降低首目标的物理伤害结果。","2","法术攻击3个敌方目标。当回合降低首目标的物理伤害结果。","法术攻击3个敌方目标。当回合降低首目标的物理伤害结果。","法术攻击3个敌方目标。当回合降低首目标的物理伤害结果。","法术攻击3个敌方目标。当回合降低首目标的物理伤害结果。","法术攻击3个敌方目标。当回合降低首目标的物理伤害结果。","法术攻击3个敌方目标。当回合降低首目标的物理伤害结果。","法术攻击3个敌方目标。当回合降低首目标的物理伤害结果。","0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级","0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级","0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级","0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级","0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级","0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级","0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级","0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级","1","60","70","90","200","200","200"
"163002","推气过宫","推气过宫","本着仁慈之心的化生寺弟子，为普众生，渡世人，尽心研习医疗之术。","83","100","2","10","消耗：$parameter1$魔法","-1","0","0","","4127","1","","回复3个己方目标的气血，目标气血越低治疗量越高。","回复3个己方目标的气血，目标气血越低治疗量越高。","3","回复3个己方目标的气血，目标气血越低治疗量越高。","回复3个己方目标的气血，目标气血越低治疗量越高。","回复3个己方目标的气血，目标气血越低治疗量越高。","回复3个己方目标的气血，目标气血越低治疗量越高。","回复3个己方目标的气血，目标气血越低治疗量越高。","回复3个己方目标的气血，目标气血越低治疗量越高。","回复3个己方目标的气血，目标气血越低治疗量越高。","0-59级 增强气血回复，60级可治疗4个目标；60-69级 增强气血回复，70级可治疗5个目标；70-89级 增强气血回复，90级可治疗6个目标；90-120级","0-59级 增强气血回复，60级可治疗4个目标；60-69级 增强气血回复，70级可治疗5个目标；70-89级 增强气血回复，90级可治疗6个目标；90-120级","0-59级 增强气血回复，60级可治疗4个目标；60-69级 增强气血回复，70级可治疗5个目标；70-89级 增强气血回复，90级可治疗6个目标；90-120级","0-59级 增强气血回复，60级可治疗4个目标；60-69级 增强气血回复，70级可治疗5个目标；70-89级 增强气血回复，90级可治疗6个目标；90-120级","0-59级 增强气血回复，60级可治疗4个目标；60-69级 增强气血回复，70级可治疗5个目标；70-89级 增强气血回复，90级可治疗6个目标；90-120级","0-59级 增强气血回复，60级可治疗4个目标；60-69级 增强气血回复，70级可治疗5个目标；70-89级 增强气血回复，90级可治疗6个目标；90-120级","0-59级 增强气血回复，60级可治疗4个目标；60-69级 增强气血回复，70级可治疗5个目标；70-89级 增强气血回复，90级可治疗6个目标；90-120级","0-59级 增强气血回复，60级可治疗4个目标；60-69级 增强气血回复，70级可治疗5个目标；70-89级 增强气血回复，90级可治疗6个目标；90-120级","1","200","200","200","200","200","200"
"163003","金刚护法","金刚护法","信奉佛教的信徒，召唤护法金刚前来卫护","84","100","2","10","消耗：$parameter1$魔法","-1","0","0","","4127","1","","增加4个己方目标的物理防御，持续4回合。","增加4个己方目标的物理防御，持续4回合。","3","增加4个己方目标的物理防御，持续4回合。","增加4个己方目标的物理防御，持续4回合。","增加4个己方目标的物理防御，持续4回合。","增加4个己方目标的物理防御，持续4回合。","增加4个己方目标的物理防御，持续4回合。","增加4个己方目标的物理防御，持续4回合。","增加4个己方目标的物理防御，持续4回合。","0-69级 增强使用效果，永久增加角色的速度，70级可作用5个目标；70-89级 增强使用效果，永久增加角色的速度，90级可作用6个目标；90-120级","0-69级 增强使用效果，永久增加角色的速度，70级可作用5个目标；70-89级 增强使用效果，永久增加角色的速度，90级可作用6个目标；90-120级","0-69级 增强使用效果，永久增加角色的速度，70级可作用5个目标；70-89级 增强使用效果，永久增加角色的速度，90级可作用6个目标；90-120级","0-69级 增强使用效果，永久增加角色的速度，70级可作用5个目标；70-89级 增强使用效果，永久增加角色的速度，90级可作用6个目标；90-120级","0-69级 增强使用效果，永久增加角色的速度，70级可作用5个目标；70-89级 增强使用效果，永久增加角色的速度，90级可作用6个目标；90-120级","0-69级 增强使用效果，永久增加角色的速度，70级可作用5个目标；70-89级 增强使用效果，永久增加角色的速度，90级可作用6个目标；90-120级","0-69级 增强使用效果，永久增加角色的速度，70级可作用5个目标；70-89级 增强使用效果，永久增加角色的速度，90级可作用6个目标；90-120级","0-69级 增强使用效果，永久增加角色的速度，70级可作用5个目标；70-89级 增强使用效果，永久增加角色的速度，90级可作用6个目标；90-120级","1","200","200","200","200","200","200"
"163004","我佛慈悲","我佛慈悲","大慈与一切众生乐，大悲拔一切众生苦。慈悲之要，全生为重","85","100","2","10","消耗：$parameter1$魔法","-1","0","0","","4127","1","","复活倒地目标，鬼魂术除外。复活的当回合，分担目标受到的部分伤害。","复活倒地目标，鬼魂术除外。复活的当回合，分担目标受到的部分伤害。","5","复活倒地目标，鬼魂术除外。复活的当回合，分担目标受到的部分伤害。","复活倒地目标，鬼魂术除外。复活的当回合，分担目标受到的部分伤害。","复活倒地目标，鬼魂术除外。复活的当回合，分担目标受到的部分伤害。","复活倒地目标，鬼魂术除外。复活的当回合，分担目标受到的部分伤害。","复活倒地目标，鬼魂术除外。复活的当回合，分担目标受到的部分伤害。","复活倒地目标，鬼魂术除外。复活的当回合，分担目标受到的部分伤害。","复活倒地目标，鬼魂术除外。复活的当回合，分担目标受到的部分伤害。","0-120级 增强气血回复，永久增加角色的抵抗封印","0-120级 增强气血回复，永久增加角色的抵抗封印","0-120级 增强气血回复，永久增加角色的抵抗封印","0-120级 增强气血回复，永久增加角色的抵抗封印","0-120级 增强气血回复，永久增加角色的抵抗封印","0-120级 增强气血回复，永久增加角色的抵抗封印","0-120级 增强气血回复，永久增加角色的抵抗封印","0-120级 增强气血回复，永久增加角色的抵抗封印","1","200","200","200","200","200","200"
"163005","一苇渡江","一苇渡江","身体轻如鸿毛，却有擎天之力，达摩祖师曾用此法渡江而去","86","100","2","10","消耗：$parameter1$魔法","-1","0","0","","4127","1","","增加2个己方目标的速度，持续5回合。","增加2个己方目标的速度，持续5回合。","4","增加2个己方目标的速度，持续5回合。","增加2个己方目标的速度，持续5回合。","增加2个己方目标的速度，持续5回合。","增加2个己方目标的速度，持续5回合。","增加2个己方目标的速度，持续5回合。","增加2个己方目标的速度，持续5回合。","增加2个己方目标的速度，持续5回合。","0-120级 提升技能效果","0-120级 提升技能效果","0-120级 提升技能效果","0-120级 提升技能效果","0-120级 提升技能效果","0-120级 提升技能效果","0-120级 提升技能效果","0-120级 提升技能效果","1","200","200","200","200","200","200"
"163006","佛光普照","佛光普照","佛光注照，本命元辰，灾星退度福星临，九曜保长生","87","-1","0.667","6","消耗：$parameter1$活力","-1","0","0","","1","1","","制造一张临时符，给武器增加治疗强度","制造一张临时符，给武器增加治疗强度","7","制造一张临时符，给武器增加治疗强度","制造一张临时符，给武器增加治疗强度","制造一张临时符，给武器增加治疗强度","制造一张临时符，给武器增加治疗强度","制造一张临时符，给武器增加治疗强度","制造一张临时符，给武器增加治疗强度","制造一张临时符，给武器增加治疗强度","0-120级 增强临时符附加治疗强度的效果，永久增加角色的法术伤害","0-120级 增强临时符附加治疗强度的效果，永久增加角色的法术伤害","0-120级 增强临时符附加治疗强度的效果，永久增加角色的法术伤害","0-120级 增强临时符附加治疗强度的效果，永久增加角色的法术伤害","0-120级 增强临时符附加治疗强度的效果，永久增加角色的法术伤害","0-120级 增强临时符附加治疗强度的效果，永久增加角色的法术伤害","0-120级 增强临时符附加治疗强度的效果，永久增加角色的法术伤害","0-120级 增强临时符附加治疗强度的效果，永久增加角色的法术伤害","1","200","200","200","200","200","200"
"163007","一元复始","一元复始","化生寺门派绝技。在强大的佛法庇佑下，气入丹田六神相通，恢复到绝佳的状态。","88","120","0","120","消耗：$parameter1$愤怒","-1","0","0","","4127","1","","回复1个己方目标大量气血并清除异常状态，增加目标20点愤怒，无论目标是否倒地均可使用。使用后休息一回合。","回复1个己方目标大量气血并清除异常状态，增加目标20点愤怒，无论目标是否倒地均可使用。使用后休息一回合。","8","回复1个己方目标大量气血并清除异常状态，增加目标20点愤怒，无论目标是否倒地均可使用。使用后休息一回合。","回复1个己方目标大量气血并清除异常状态，增加目标20点愤怒，无论目标是否倒地均可使用。使用后休息一回合。","回复1个己方目标大量气血并清除异常状态，增加目标20点愤怒，无论目标是否倒地均可使用。使用后休息一回合。","回复1个己方目标大量气血并清除异常状态，增加目标20点愤怒，无论目标是否倒地均可使用。使用后休息一回合。","回复1个己方目标大量气血并清除异常状态，增加目标20点愤怒，无论目标是否倒地均可使用。使用后休息一回合。","回复1个己方目标大量气血并清除异常状态，增加目标20点愤怒，无论目标是否倒地均可使用。使用后休息一回合。","回复1个己方目标大量气血并清除异常状态，增加目标20点愤怒，无论目标是否倒地均可使用。使用后休息一回合。","2级 提升回复的愤怒点数；3级 提升回复的愤怒点数。","2级 提升回复的愤怒点数；3级 提升回复的愤怒点数。","2级 提升回复的愤怒点数；3级 提升回复的愤怒点数。","2级 提升回复的愤怒点数；3级 提升回复的愤怒点数。","2级 提升回复的愤怒点数；3级 提升回复的愤怒点数。","2级 提升回复的愤怒点数；3级 提升回复的愤怒点数。","2级 提升回复的愤怒点数；3级 提升回复的愤怒点数。","2级 提升回复的愤怒点数；3级 提升回复的愤怒点数。","1","2","3","4","5","6","7"
"163008","化生寺被动1","化生寺被动1","化生寺被动1","81","-1","0","0","无消耗","-1","0","0","","1","0","","化生寺被动1：被动技能，满足条件时自动生效。","化生寺被动1：被动技能，满足条件时自动生效。","30","化生寺被动1：被动技能，满足条件时自动生效。","化生寺被动1：被动技能，满足条件时自动生效。","化生寺被动1：被动技能，满足条件时自动生效。","化生寺被动1：被动技能，满足条件时自动生效。","化生寺被动1：被动技能，满足条件时自动生效。","化生寺被动1：被动技能，满足条件时自动生效。","化生寺被动1：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"163009","化生寺被动2","化生寺被动2","化生寺被动2","81","-1","0","0","无消耗","-1","0","0","","1","0","","化生寺被动2：被动技能，满足条件时自动生效。","化生寺被动2：被动技能，满足条件时自动生效。","31","化生寺被动2：被动技能，满足条件时自动生效。","化生寺被动2：被动技能，满足条件时自动生效。","化生寺被动2：被动技能，满足条件时自动生效。","化生寺被动2：被动技能，满足条件时自动生效。","化生寺被动2：被动技能，满足条件时自动生效。","化生寺被动2：被动技能，满足条件时自动生效。","化生寺被动2：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"163010","化生寺被动3","化生寺被动3","化生寺被动3","81","-1","0","0","无消耗","-1","0","0","","1","0","","化生寺被动3：被动技能，满足条件时自动生效。","化生寺被动3：被动技能，满足条件时自动生效。","32","化生寺被动3：被动技能，满足条件时自动生效。","化生寺被动3：被动技能，满足条件时自动生效。","化生寺被动3：被动技能，满足条件时自动生效。","化生寺被动3：被动技能，满足条件时自动生效。","化生寺被动3：被动技能，满足条件时自动生效。","化生寺被动3：被动技能，满足条件时自动生效。","化生寺被动3：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"163012","销武","销武","铜墙铁壁：增加人物物理防御","2514","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","9","销武","销武","销武","销武","销武","销武","销武","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
