技能ID,技能名称,是否预先统计目标数,是否主动,能否连击,能否被反击,是否禁止防御和保护,是否忽略隐身,是否默认自动技能,战斗内外使用,服务器分类,技能归类,选择目标类型,先发速度,消耗Hp,消耗Mp,消耗Sp,消耗Ep,串联子技能ID,子技能ID播放时间调控,下一技能id,对应书籍,升级所需经验,提供基础经验,技能等级,技能标示,能否被摘除,适用范围,能否法术认证,法术认证附加技能,脚本配置文件,技能名冒字资源,是否显示技能名冒字,是否被嘲讽影响,技能特殊延长时间,是否PVP不能使用,状态过滤是否能使用
280008,蜃蛇内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451008,0,0,313008,0,0,1,287,,14,0,0,,,1,,,,
280009,夜叉内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451009,0,0,313009,0,0,1,288,,14,0,0,,,1,,,,
280010,幽冥娃娃内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451010,0,0,313010,0,0,1,289,,14,0,0,,,1,,,,
280011,鬼将内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451011,0,0,313011,0,0,1,290,,14,0,0,,,1,,,,
280012,幽冥书生内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451012,0,0,313012,0,0,1,291,,14,0,0,,,1,,,,
280013,蟠桃童子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451013,0,0,313013,0,0,1,292,,14,0,0,,,1,,,,
280014,天兵内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451014,0,0,313014,0,0,1,293,,14,0,0,,,1,,,,
280015,巨灵神将内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451015,0,0,313015,0,0,1,294,,14,0,0,,,1,,,,
280016,珍露童子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451016,0,0,313016,0,0,1,295,,14,0,0,,,1,,,,
280017,御风童子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451017,0,0,313017,0,0,1,296,,14,0,0,,,1,,,,
280018,芙蓉仙子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451018,0,0,313018,0,0,1,297,,14,0,0,,,1,,,,
280019,巡游天神内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451019,0,0,313019,0,0,1,298,,14,0,0,,,1,,,,
280020,猴小仙内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451020,0,0,313020,0,0,1,299,,14,0,0,,,1,,,,
280021,蛟龙内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451021,0,0,313021,0,0,1,320,,14,0,0,,,1,,,,
280022,凤凰仙子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451022,0,0,313022,0,0,1,321,,14,0,0,,,1,,,,
280023,噬天虎内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451023,0,0,313023,0,0,1,322,,14,0,0,,,1,,,,
280024,雾中仙内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451024,0,0,313024,0,0,1,323,,14,0,0,,,1,,,,
280025,布雨神君内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451025,0,0,313025,0,0,1,324,,14,0,0,,,1,,,,
280026,武罗仙子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451026,0,0,313026,0,0,1,325,,14,0,0,,,1,,,,
280027,净瓶女娲内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451027,0,0,313027,0,0,1,326,,14,0,0,,,1,,,,
280028,灵符女娲内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451028,0,0,313028,0,0,1,327,,14,0,0,,,1,,,,
280029,律法女娲内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451029,0,0,313029,0,0,1,328,,14,0,0,,,1,,,,
280030,羽云仙子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451030,0,0,313030,0,0,1,329,,14,0,0,,,1,,,,
280031,鬼剑内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451031,0,0,313031,0,0,1,330,,14,0,0,,,1,,,,
280032,嘲讽内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451032,0,0,313032,0,0,1,331,,14,0,0,,,1,,,,
280033,菱心仙子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451033,0,0,313033,0,0,1,332,,14,0,0,,,1,,,,
280034,虎力大仙内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451034,0,0,313036,0,0,1,335,,14,0,0,,,1,,,,
280035,大力金刚内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451035,0,0,313034,0,0,1,333,,14,0,0,,,1,,,,
280036,龙龟内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451036,0,0,313035,0,0,1,334,,14,0,0,,,1,,,,
280037,绘舞天女内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451037,0,0,313037,0,0,1,336,,14,0,0,,,1,,,,
280038,苏摩罗内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451038,0,0,313038,0,0,1,337,,14,0,0,,,1,,,,
280039,铜臂内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451039,0,0,313039,0,0,1,338,,14,0,0,,,1,,,,
280040,启明星内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451040,0,0,313040,0,0,1,339,,14,0,0,,,1,,,,
280041,元宝大王内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451041,0,0,313041,0,0,1,340,,14,0,0,,,1,,,,
280042,超级神羊内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451042,0,0,313042,0,0,1,341,,14,0,0,,,1,,,,
280043,超级泡泡内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451043,0,0,313043,0,0,1,342,,14,0,0,,,1,,,,
280044,超级九色鹿内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451044,0,0,313044,0,0,1,343,,14,0,0,,,1,,,,
280045,超级大熊猫内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451045,0,0,313045,0,0,1,344,,14,0,0,,,1,,,,
280046,超级神鸡内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451046,0,0,313046,0,0,1,345,,14,0,0,,,1,,,,
280047,超级神猴内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451047,0,0,313047,0,0,1,346,,14,0,0,,,1,,,,
280048,超级赤焰兽内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451048,0,0,313048,0,0,1,347,,14,0,0,,,1,,,,
280049,超级神龙内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451049,0,0,313049,0,0,1,348,,14,0,0,,,1,,,,
280050,超级神鼠内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451050,0,0,313050,0,0,1,349,,14,0,0,,,1,,,,
280051,超级神虎内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451051,0,0,313051,0,0,1,350,,14,0,0,,,1,,,,
280052,超级神猪内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451052,0,0,313052,0,0,1,351,,14,0,0,,,1,,,,
280053,超级神牛内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451053,0,0,313053,0,0,1,352,,14,0,0,,,1,,,,
280054,火灵兽内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451054,0,0,313054,0,0,1,353,,14,0,0,,,1,,,,
280055,雷灵兽内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451055,0,0,313055,0,0,1,354,,14,0,0,,,1,,,,
280056,水灵兽内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451056,0,0,313056,0,0,1,355,,14,0,0,,,1,,,,
280057,土灵兽内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451057,0,0,313057,0,0,1,356,,14,0,0,,,1,,,,
280058,吉里吉里内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451058,0,0,313058,0,0,1,357,,14,0,0,,,1,,,,
280059,咕噜咕噜内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451059,0,0,313059,0,0,1,358,,14,0,0,,,1,,,,
280060,齐天大圣内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451060,0,0,313060,0,0,1,359,,14,0,0,,,1,,,,
280061,冰灵内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451061,0,0,313061,0,0,1,700,,14,0,0,,,1,,,,
280062,琴仙内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451062,0,0,313062,0,0,1,701,,14,0,0,,,1,,,,
280063,温尔内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451063,0,0,313063,0,0,1,702,,14,0,0,,,1,,,,
280064,小狐狸内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451064,0,0,313064,0,0,1,703,,14,0,0,,,1,,,,
280065,小黎内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451065,0,0,313065,0,0,1,704,,14,0,0,,,1,,,,
280066,月灵内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451066,0,0,313066,0,0,1,705,,14,0,0,,,1,,,,
280067,朝歌内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451067,0,0,313067,0,0,1,706,,14,0,0,,,1,,,,
280068,柠檬内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451068,0,0,313068,0,0,1,707,,14,0,0,,,1,,,,
280069,思辰仕女内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451069,0,0,313069,0,0,1,708,,14,0,0,,,1,,,,
280070,星悟空内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451070,0,0,313070,0,0,1,709,,14,0,0,,,1,,,,
280071,暗神内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451071,0,0,313071,0,0,1,710,,14,0,0,,,1,,,,
280072,有苏鸩内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451072,0,0,313072,0,0,1,711,,14,0,0,,,1,,,,
280073,灵灯童子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451073,0,0,313073,0,0,1,712,,14,0,0,,,1,,,,
280074,驭龙内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451074,0,0,313074,0,0,1,713,,14,0,0,,,1,,,,
280075,觉醒雪内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451075,0,0,313075,0,0,1,714,,14,0,0,,,1,,,,
280076,司雷内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451076,0,0,313076,0,0,1,715,,14,0,0,,,1,,,,
280077,陌女内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451077,0,0,313077,0,0,1,716,,14,0,0,,,1,,,,
280078,黑夜谛听内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451078,0,0,313078,0,0,1,717,,14,0,0,,,1,,,,
280079,三太子敖烈内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451079,0,0,313079,0,0,1,718,,14,0,0,,,1,,,,
280080,七公主熬凌内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451080,0,0,313080,0,0,1,719,,14,0,0,,,1,,,,
280081,东皇太一内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451081,0,0,313081,0,0,1,720,,14,0,0,,,1,,,,
280082,白虎战神内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451082,0,0,313082,0,0,1,721,,14,0,0,,,1,,,,
280083,伽罗灵女内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451083,0,0,313083,0,0,1,722,,14,0,0,,,1,,,,
280084,二郎圣君内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451084,0,0,313084,0,0,1,723,,14,0,0,,,1,,,,
280085,黑暗战神内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451085,0,0,313085,0,0,1,724,,14,0,0,,,1,,,,
280086,战魄鬼将内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451086,0,0,313086,0,0,1,725,,14,0,0,,,1,,,,
280087,太阳神内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451087,0,0,313087,0,0,1,726,,14,0,0,,,1,,,,
209201,破血狂攻,,true,FALSE,true,0,,1,true,1,1,480,0,,,80,,"4200310,4200311","0,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
209202,弱点击破,,true,FALSE,true,0,,1,true,1,1,480,0,,,80,,4200320,0,0,,0,0,1,82,,14,0,0,,,1,1,,,
209203,破碎无双,,true,FALSE,true,0,,1,true,1,1,480,0,,,80,,4200330,0,0,,0,0,1,82,,14,0,0,,,1,1,,,
209204,破釜沉舟,,true,FALSE,true,0,,1,true,1,2,480,0,,50,,,"1100010,1100011,1100012,1100013","0,0,0,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
209205,横扫千军,,true,FALSE,true,0,,1,true,1,1,480,0,,,,,"1100030,1100031,1100032,1100034","0,-1,-1,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
209206,失心符,,true,FALSE,true,0,,1,true,1,8,480,0,,50,,,1200050,0,0,,0,0,1,82,,14,0,0,,,1,1,,,
209207,离魂符,,true,FALSE,true,0,,1,true,1,8,480,0,,50,,,1200040,0,0,,0,0,1,82,,14,0,0,,,1,1,,,
209208,尸腐毒,,true,FALSE,true,0,,1,true,1,3,480,0,,50,,,"1400020,1400021,1400022","0,1000,1000",0,,0,0,1,82,,14,0,0,,,1,1,,,
209209,六道轮回,,true,FALSE,true,0,,1,true,1,7,480,0,,50,,,1254001,0,0,,0,0,1,82,,14,0,0,,,1,1,,,
209210,龙卷雨击,true,true,FALSE,true,0,,1,true,1,4,480,0,,50,,,"1500010,1500011,1500012,1500013,1500014,1500015","0,0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
209211,龙腾,,true,true,true,0,,1,true,1,3,480,0,,40,,,1500020,0,0,,0,0,1,71,,14,1,0,,,1,1,,,
209212,普度众生,true,true,true,true,0,,1,true,1,6,4127,0,,50,,,"1600020,1600021,1600022","0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
209213,灵动九天,true,true,true,true,0,,1,true,1,7,4127,0,,50,,,1254002,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
209214,飞沙走石,true,true,FALSE,true,0,,1,true,1,4,480,0,,50,,,"1610010,1610011,1610012,1610013,1610014","0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
209215,三味真火,,true,true,true,0,,1,true,1,3,480,0,,40,,,1610020,0,0,,0,0,1,71,,14,1,0,,,1,1,,,
209216,推气过宫,true,true,true,true,0,,1,true,1,6,4127,0,,50,,,"1630020,1630021,1630022","0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
209217,金刚护法,true,true,true,true,0,,1,true,1,7,4127,0,,50,,,1254003,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
209218,月影摇光,,true,FALSE,true,0,,1,true,1,2,480,0,,50,,,"1620010,1620011,1620012","0,-1,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
209219,月刃,,true,FALSE,true,0,,1,true,1,1,480,0,,50,,,"1620030,1620031","0,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
209220,五雷咒,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"1200010,1200011,1200012,1200013,1200014","0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
209221,阎罗令,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"1400010,1400011,1400012,1400013,1400014","0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
209222,五行咒,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"1600010,1600011,1600012,1600013,1600014,1600015","0,0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
209223,唧唧歪歪,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"1630010,1630011,1630012,1630013,1630014,1630015","0,0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
209224,幽冥鬼眼,,true,FALSE,true,0,,1,true,1,7,4127,0,,50,,,"1400050,1400051,1400052,1400053,1400054,1400055","0,0,0,0,0,0",0,,0,0,1,82,,14,0,0,,,1,1,,,
209225,龙吟,true,true,true,true,0,,1,true,1,4,480,0,,50,,,1500040,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
209226,定身符,,true,FALSE,true,0,,1,true,1,8,480,0,,50,,,1200020,0,0,,0,0,1,82,,14,0,0,,,1,1,,,
209227,禁•五雷咒,,true,FALSE,true,0,,1,true,1,8,480,0,,50,,,1254004,0,0,,0,0,1,82,,14,0,0,,,1,1,,,
209228,慈航普度,,true,FALSE,true,0,,1,true,1,7,4127,0,,50,,,"1254008,1254009,1254010","0,0,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
220001,横扫千军,,true,FALSE,true,0,,1,true,1,1,480,0,,,,,"1100030,1100031,1100032,1100033,1100034,1100035","0,-1,-1,-1,-1,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
220002,破釜沉舟,,true,FALSE,true,0,,1,true,1,2,480,0,,50,,,"1100010,1100011,1100012,1100013,1100014","0,0,0,0,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
220003,后发制人,,true,FALSE,true,0,,1,true,1,1,480,0,,50,,,"1100040,1100041","0,0",0,,0,0,1,82,,14,0,0,,,1,1,,,
220004,万剑归一,,true,FALSE,true,0,,1,true,1,1,480,0,,,,,"1100070,1100071,1100072,1100073,1100074,1100075,1100076,1100077,1100078,1100079","0,-1,-1,-1,-1,-1,-1,-1,-1,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
220101,推气过宫,true,true,true,true,0,,1,true,1,6,4127,0,,50,,,"1630020,1630021,1630022,1630023","0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220102,我佛慈悲,true,true,true,true,0,,1,true,1,7,4126,0,,50,,,1254005,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220103,月影摇光,,true,FALSE,true,0,,1,true,1,2,480,0,,50,,,"1620010,1620011,1620012,1620014","0,-1,-1,-1",0,,0,0,1,82,,14,0,0,,,1,1,,,
220104,杨柳甘露加强,true,true,true,true,0,,1,true,1,7,4126,0,,50,,,1254006,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220105,自在心法,true,true,true,true,0,,1,true,1,5,4127,0,,50,,,1254011,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220106,普度众生,true,true,true,true,0,,1,true,1,6,4127,0,,50,,,"1600020,1600021,1600022,1600023","0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220107,还阳术,true,true,true,true,0,,1,true,1,7,4126,0,,50,,,1254007,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220108,四海升平,true,true,true,true,0,,1,true,1,6,4127,0,,50,,,1254012,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220109,杨柳甘露,true,true,true,true,0,,1,true,1,7,4126,0,,50,,,1254007,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220110,龙卷雨击,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"2170078,2170079,2170080,2170081,2170082,2170083","0,0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220111,飞沙走石,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"2170084,2170085,2170086,2170087,2170088","0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220113,推气过宫,true,true,true,true,0,,1,true,1,6,4127,0,,50,,,"1630020,1630021,1630022,1630023","0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220114,我佛慈悲,true,true,true,true,0,,1,true,1,7,4126,0,,50,,,1254005,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220115,金刚护法,true,true,true,true,0,,1,true,1,7,4127,0,,50,,,1254003,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220116,唧唧歪歪,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"1630010,1630011,1630012,1630013,1630014,1630015","0,0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220117,一笑倾城,true,true,true,true,0,,1,true,1,8,480,0,,50,,,"1660020,1660021,1660022,1660024","0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220118,飞花摘叶,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"1660010,1660011,1660012,1660013,1660014,1660015,1660016,1660018","0,0,0,0,0,0,-1,-1",0,,0,0,1,77,,14,1,0,,,1,1,,,
220119,观心镜,true,true,true,true,0,,1,true,1,8,480,0,,50,,,1660030,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220120,唤花灵,true,true,true,true,0,,1,true,1,7,4127,0,,50,,,1660040,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220121,镜花隐,true,true,true,true,0,,1,true,1,7,1,0,,50,,,1660050,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220122,击水三千,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"7533310,7533311,7533312,7533313,7533314","0,0,0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220123,扶摇直上,true,true,true,true,0,,1,true,1,1,480,0,,50,,,"1533320,1533321","0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220124,飞流吟,true,true,true,true,0,,1,true,1,7,4126,0,,50,,,1623340,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220125,朔风斩,true,true,true,true,0,,1,true,1,7,4126,0,,50,,,1623350,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220126,刹那须弥,true,true,true,true,0,,1,true,1,4,480,0,,50,,,"1613310,1613311,1613312,1613313,1613314,1613315,1613316","0,0,0,0,0,0,-1",0,,0,0,1,77,,14,1,0,,,1,1,,,
220127,泼天乱棍,true,true,true,true,0,,1,true,1,2,480,0,,50,,,"1521000,1521001,1521002","0,0,0",0,,0,0,1,77,,14,1,0,,,1,1,,,
220128,当头一棒,true,true,true,true,0,,1,true,1,1,480,0,,50,,,"1640010,1640011,1640012","0,1600,2200",0,,0,0,1,77,,14,1,0,,,1,1,,,
220129,乾坤一掷,true,true,true,true,0,,1,true,1,1,480,0,,50,,,1524000,0,0,,0,0,1,77,,14,1,0,,,1,1,,,
220131,如意金箍棒,true,true,true,true,0,,1,true,1,1,480,0,,50,,,"1650010,1650011,1650012","0,1600,2200",0,,0,0,1,77,,14,1,0,,,1,1,,,
246038,高级必杀(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060380,0,0,,0,0,1,36,,14,0,0,,,1,,,,
246039,高级连击(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060390,0,0,,0,0,1,37,,14,0,0,,,1,,,,
246040,高级强力(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060400,0,0,,0,0,1,38,,14,0,0,,,1,,,,
246041,高级突进(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060410,0,0,,0,0,1,39,,14,0,0,,,1,,,,
246042,高级偷袭(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060420,0,0,,0,0,1,40,,14,0,0,,,1,,,,
246043,高级法术暴击(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060430,0,0,,0,0,1,41,,14,0,0,,,1,,,,
246044,高级法术连击(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060440,0,0,,0,0,1,42,,14,0,0,,,1,,,,
246045,高级法术波动(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060450,0,0,,0,0,1,43,,14,0,0,,,1,,,,
246046,高级魔之心(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060460,0,0,,0,0,1,44,,14,0,0,,,1,,,,
246047,高级会心(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060470,0,0,,0,0,1,45,,14,0,0,,,1,,,,
246048,高级冥思(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060480,0,0,,0,0,1,46,,14,0,0,,,1,,,,
246049,高级吸血(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060490,0,0,,0,0,1,47,,14,0,0,,,1,,,,
246050,高级再生(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060500,0,0,,0,0,1,48,,14,0,0,,,1,,,,
246051,高级神佑复生(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060510,0,0,,0,0,1,49,,14,0,0,,,1,,,,
246052,高级招架(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060520,0,0,,0,0,1,50,,14,0,0,,,1,,,,
246053,高级反震(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060530,0,0,,0,0,1,51,,14,0,0,,,1,,,,
246054,高级神迹(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060540,0,0,,0,0,1,52,,14,0,0,,,1,,,,
246055,高级反击(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060550,0,0,,0,0,1,53,,14,0,0,,,1,,,,
246056,高级敏捷(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060560,0,0,,0,0,1,54,,14,0,0,,,1,,,,
246057,高级强壮(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060570,0,0,,0,0,1,55,,14,0,0,,,1,,,,
246058,高级防御(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060580,0,0,,0,0,1,56,,14,0,0,,,1,,,,
246059,高级法术防御(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060590,0,0,,0,0,1,57,,14,0,0,,,1,,,,
246060,高级幸运(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060600,0,0,,0,0,1,58,,14,0,0,,,1,,,,
246061,高级迟钝(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060610,0,0,,0,0,1,59,,14,0,0,,,1,,,,
246062,高级火属性吸收(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060620,0,0,,0,0,1,60,,14,0,0,,,1,,,,
246063,高级水属性吸收(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060630,0,0,,0,0,1,61,,14,0,0,,,1,,,,
246064,高级土属性吸收(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060640,0,0,,0,0,1,62,,14,0,0,,,1,,,,
246065,高级雷属性吸收(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060650,0,0,,0,0,1,63,,14,0,0,,,1,,,,
246066,高级鬼魂术(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060660,0,0,,0,0,1,64,,14,0,0,,,1,,,,
246067,高级驱鬼(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060670,0,0,,0,0,1,65,,14,0,0,,,1,,,,
246068,高级隐身(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060680,0,0,,0,0,1,66,,14,0,0,,,1,,,,
246069,高级感知(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060690,0,0,,0,0,1,67,,14,0,0,,,1,,,,
246070,高级永恒(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060700,0,0,,0,0,1,68,,14,0,0,,,1,,,,
246071,高级精神集中(套装),,false,false,false,0,,,false,1,10,1,0,,,,,2060710,0,0,,0,0,1,69,,14,0,0,,,1,,,,
246072,高级毒(套装),,false,FALSE,false,0,,,false,1,10,1,0,,,,,2060720,0,0,,0,0,1,70,,14,0,0,,,1,,,,
210531,凝魂,,false,false,false,0,,,false,1,10,1,0,,,,,2105310,0,0,,0,0,1,2295,,14,0,0,,,1,,,,
210532,共患,,false,false,false,0,,,false,1,10,1,0,,,,,2105320,0,0,,0,0,1,2296,,14,0,0,,,1,,,,
210533,挫骨,,false,false,false,0,,,false,1,10,1,0,,,,,2105330,0,0,,0,0,1,2297,,14,0,0,,,1,,,,
210534,不屈,,false,false,false,0,,,false,1,10,1,0,,,,,2105340,0,0,,0,0,1,2298,,14,0,0,,,1,,,,
210535,硬化,,false,false,false,0,,,false,1,10,1,0,,,,,2105350,0,0,,0,0,1,2299,,14,0,0,,,1,,,,
210536,眷恋,,false,false,false,0,,,false,1,10,1,0,,,,,2105360,0,0,,0,0,1,2300,,14,0,0,,,1,,,,
