ID,备注,战斗AI类型,底图,背景音乐,战斗录像类型,战斗等级,战场环境,战场AI,奖励ID,战斗胜利判定,战斗失败不掉耐久,助战,怪物数量,站位配置ID,点1,点2,点3,点4,点5,点6,点7,点8,点9,点10,点11,点12,点13,点14,点15,点16,点17,点18,点19,点20,点21,点22,点23,点24,点25,点26,点27,点28,站位随机,pve自动取消战斗,死亡提醒显示,
2580,远古妖魔,2,0,4,,TeamLv,0,,0,1,,4,1*TeamNum+4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24986@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,0,0,0,0,,,,
2581,远古妖魔,2,0,5,,TeamLv,0,,0,1,,4,1*TeamNum+4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24987@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,0,0,0,0,,,,
2582,远古妖魔,2,0,6,,TeamLv,0,,0,1,,4,1*TeamNum+4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24988@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,0,0,0,0,,,,
2583,远古妖魔,2,0,7,,TeamLv,0,,0,1,,4,1*TeamNum+4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24989@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,24990@100;24991@100;24992@100;24993@100;24994@100;24995@100;24996@100,0,0,0,0,,,,
3199,劫镖强盗,2,0,4,,TeamLv,0,,0,1,,4,1*TeamNum+3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32052@25;32053@25;32054@25;32055@25,32052@25;32053@25;32054@25;32055@25,32052@25;32053@25;32054@25;32055@25,32052@25;32053@25;32054@25;32055@25,32052@25;32053@25;32054@25;32055@25,32052@25;32053@25;32054@25;32055@25,32052@25;32053@25;32054@25;32055@25,32052@25;32053@25;32054@25;32055@25,32052@25;32053@25;32054@25;32055@25,32052@25;32053@25;32054@25;32055@25,0,0,0,0,,,,
2584,角木蛟之影,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32820@100,32828@100,32827@50;32835@50,32829@50;32830@50,32829@50;32830@50,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,0,0,0,0,,,,
2585,亢金龙之影,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32821@100,32828@100,32827@50;32835@50,32829@50;32830@50,32829@50;32830@50,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,0,0,0,0,,,,
2586,氐土貂之影,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32822@100,32828@100,32827@50;32835@50,32829@50;32830@50,32829@50;32830@50,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,0,0,0,0,,,,
2587,房日兔之影,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32823@100,32828@100,32827@50;32835@50,32829@50;32830@50,32829@50;32830@50,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,0,0,0,0,,,,
3197,心月狐之影,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32824@100,32828@100,32827@50;32835@50,32829@50;32830@50,32829@50;32830@50,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,0,0,0,0,,,,
3198,尾火虎之影,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32825@100,32828@100,32827@50;32835@50,32829@50;32830@50,32829@50;32830@50,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,0,0,0,0,,,,
3200,箕水豹之影,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32826@100,32828@100,32827@50;32835@50,32829@50;32830@50,32829@50;32830@50,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,32831@25;32832@25;32833@25;32834@25,0,0,0,0,,,,
3201,角木蛟,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32836@100,32844@100,32843@50;32850@50,32845@50;32846@50,32845@50;32846@50,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,0,0,0,0,,,,
3202,亢金龙,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32837@100,32844@100,32843@50;32850@50,32845@50;32846@50,32845@50;32846@50,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,0,0,0,0,,,,
3203,氐土貂,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32838@100,32844@100,32843@50;32850@50,32845@50;32846@50,32845@50;32846@50,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,0,0,0,0,,,,
3204,房日兔,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32839@100,32844@100,32843@50;32850@50,32845@50;32846@50,32845@50;32846@50,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,0,0,0,0,,,,
3205,心月狐,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32840@100,32844@100,32843@50;32850@50,32845@50;32846@50,32845@50;32846@50,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,0,0,0,0,,,,
3206,尾火虎,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32841@100,32844@100,32843@50;32850@50,32845@50;32846@50,32845@50;32846@50,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,0,0,0,0,,,,
3207,箕水豹,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32842@100,32844@100,32843@50;32850@50,32845@50;32846@50,32845@50;32846@50,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,32861@25;32847@25;32848@25;32849@25,0,0,0,0,,,,
3208,角木蛟之怒,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32851@100,32859@100,31666@50;32858@50,32860@50;31661@50,32860@50;31661@50,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,0,0,0,0,,,,
3209,亢金龙之怒,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32852@100,32859@100,31666@50;32858@50,32860@50;31661@50,32860@50;31661@50,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,0,0,0,0,,,,
3210,氐土貂之怒,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32853@100,32859@100,31666@50;32858@50,32860@50;31661@50,32860@50;31661@50,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,0,0,0,0,,,,
3211,房日兔之怒,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32854@100,32859@100,31666@50;32858@50,32860@50;31661@50,32860@50;31661@50,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,0,0,0,0,,,,
3212,心月狐之怒,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32855@100,32859@100,31666@50;32858@50,32860@50;31661@50,32860@50;31661@50,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,0,0,0,0,,,,
3213,尾火虎之怒,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32856@100,32859@100,31666@50;32858@50,32860@50;31661@50,32860@50;31661@50,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,0,0,0,0,,,,
3214,箕水豹之怒,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32857@100,32859@100,31666@50;32858@50,32860@50;31661@50,32860@50;31661@50,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,31662@25;31663@25;31664@25;31665@25,0,0,0,0,,,,
3215,亥猪,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31667@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3216,戌狗,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31668@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3217,酉鸡,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31669@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3218,申猴,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31670@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3219,未羊,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31671@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3220,午马,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31672@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3221,巳蛇,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31673@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3222,辰龙,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31674@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3223,卯兔,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31675@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3224,寅虎,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31676@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3225,丑牛,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31677@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3226,子鼠,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31678@100,31679@100,31680@100,31681@100,31682@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,31683@100;31684@100;31685@100;31686@100;31687@100;31688@100;31689@100;31690@100,0,0,0,0,,,,
3227,东曜星官,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31691@100,31695@100,31696@100,31697@100,31698@100,31699@100,31700@100,31701@100,31667@100;31668@100;31669@100;31670@100;31671@100;31672@100;31673@100;31674@100;31675@100;31676@100;31677@100;31678@100,31667@100;31668@100;31669@100;31670@100;31671@100;31672@100;31673@100;31674@100;31675@100;31676@100;31677@100;31678@100,0,0,0,0,,,,
3228,西曜星官,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31692@100,31695@100,31696@100,31697@100,31698@100,31699@100,31700@100,31701@100,31667@100;31668@100;31669@100;31670@100;31671@100;31672@100;31673@100;31674@100;31675@100;31676@100;31677@100;31678@100,31667@100;31668@100;31669@100;31670@100;31671@100;31672@100;31673@100;31674@100;31675@100;31676@100;31677@100;31678@100,0,0,0,0,,,,
3229,南曜星官,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31693@100,31695@100,31696@100,31697@100,31698@100,31699@100,31700@100,31701@100,31667@100;31668@100;31669@100;31670@100;31671@100;31672@100;31673@100;31674@100;31675@100;31676@100;31677@100;31678@100,31667@100;31668@100;31669@100;31670@100;31671@100;31672@100;31673@100;31674@100;31675@100;31676@100;31677@100;31678@100,0,0,0,0,,,,
3230,北曜星官,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31694@100,31695@100,31696@100,31697@100,31698@100,31699@100,31700@100,31701@100,31667@100;31668@100;31669@100;31670@100;31671@100;31672@100;31673@100;31674@100;31675@100;31676@100;31677@100;31678@100,31667@100;31668@100;31669@100;31670@100;31671@100;31672@100;31673@100;31674@100;31675@100;31676@100;31677@100;31678@100,0,0,0,0,,,,
3231,九曜星官•金乌,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31707@100,31711@100,31708@100,31712@100,31706@100,31705@100,31706@100,31702@100,31709@100,31710@100,0,,,,
3232,九曜星官•罗侯,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31707@100,31711@100,31708@100,31712@100,31706@100,31705@100,31706@100,31703@100,31709@100,31710@100,0,,,,
3233,九曜星官•计都,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31707@100,31711@100,31708@100,31712@100,31706@100,31705@100,31706@100,31704@100,31709@100,31710@100,0,,,,
3234,虎阵-大唐1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34020@50;34021@50,34024@50;34021@50,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,0,34018@100,34022@100,34000@100,,,,
3235,风阵-大唐1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34018@100,34022@100,0,0,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,34001@100,34020@50;34021@50,34024@50;34021@50,0,,,,
3236,鸟阵-大唐1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34002@100,0,0,34020@50;34021@50,34024@50;34021@50,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,0,34018@100,34022@100,0,,,,
3237,虎阵-大唐1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34020@50;34021@50,34024@50;34021@50,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,0,34018@100,34022@100,34003@100,,,,
3238,风阵-大唐1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34018@100,34022@100,0,0,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,34004@100,34020@50;34021@50,34024@50;34021@50,0,,,,
3239,鸟阵-大唐1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34005@100,0,0,34020@50;34021@50,34024@50;34021@50,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,0,34018@100,34022@100,0,,,,
3240,虎阵-龙宫1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34020@50;34021@50,34024@50;34021@50,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,0,34018@100,34022@100,34006@100,,,,
3241,风阵-龙宫1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34018@100,34022@100,0,0,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,34007@100,34020@50;34021@50,34024@50;34021@50,0,,,,
3242,鸟阵-龙宫1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34008@100,0,0,34020@50;34021@50,34024@50;34021@50,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,0,34018@100,34022@100,0,,,,
3243,虎阵-月宫1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34020@50;34021@50,34024@50;34021@50,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,0,34018@100,34022@100,34009@100,,,,
3244,风阵-月宫1星,2,0,8,,TeamLv,0,,0,1,,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34018@100,34022@100,0,0,34031@100,34032@100,34026@11;34027@11;34028@11;34033@11;34034@11;34035@11;34036@11;34037@11;34038@12,34026@34;34027@33;34028@33,34033@17;34034@17;34035@17;34036@17;34037@16;34038@16,34010@100,34020@50;34021@50,34024@50;34021@50,0,,,,
