编号,名称,备注,称谓,造型id,随机造型id,显示血量,显示大血条,显示等级,战斗单位类型,怪物类型,特殊类型,职业,类型,大小比例,area1colour,area2colour,是否倒地,对应宠物,颜色几率id,是否绑定,等级模式,NPC等级,怪物匹配最小等级,怪物匹配最大等级,能否捕捉,能否捕捉2,捕捉几率,逃跑几率,免疫状态id,控制几率修正,被控制几率修正,进战斗默认连击点,怒气上限,进战斗默认怒气,命中系数,命中常数,最大生命队伍中最大攻击力系数,最大生命系数,最大魔法系数,物攻系数,物防系数,法攻系数,法防系数,速度系数,治疗强度系数,控制命中系数,控制抗性系数,最大生命常数,最大魔法常数,物攻常数,物防常数,法攻常数,法防常数,速度常数,治疗强度常数,控制命中常数,控制抗性常数,物理暴击系数,物理抗暴系数,物理暴伤系数,法术暴击系数,法术抗暴系数,法术暴伤系数,治疗暴击系数,治疗暴击量系数,物理穿透系数,物理抵抗系数,法术穿透系数,法术抵抗系数,治疗加深系数,被治疗加深系数,控制加成系数,控制免疫系数,物理暴击常数,物理抗暴常数,物理暴伤常数,法术暴击常数,法术抗暴常数,法术暴伤常数,治疗暴击常数,治疗暴击量常数,物理穿透常数,物理抵抗常数,法术穿透常数,法术抵抗常数,治疗加深常数,被治疗加深常数,控制加成常数,控制免疫常数,额外属性1ID,额外属性1数值,额外属性2ID,额外属性2数值,额外属性3ID,额外属性3数值,额外属性4ID,额外属性4数值,额外属性5ID,额外属性5数值,额外属性6ID,额外属性6数值,额外属性7ID,额外属性7数值,额外属性8ID,额外属性8数值,额外属性9ID,额外属性9数值,额外属性10ID,额外属性10数值,反击几率,反击伤害系数,AI编号,技能1编号,技能1出现几率,技能1施放几率,技能1系数,技能1常数,技能2编号,技能2出现几率,技能2施放几率,技能2系数,技能2常数,技能3编号,技能3出现几率,技能3施放几率,技能3系数,技能3常数,技能4编号,技能4出现几率,技能4施放几率,技能4系数,技能4常数,技能5编号,技能5出现几率,技能5施放几率,技能5系数,技能5常数,技能6编号,技能6出现几率,技能6施放几率,技能6系数,技能6常数,技能7编号,技能7出现几率,技能7施放几率,技能7系数,技能7常数,技能8编号,技能8出现几率,技能8施放几率,技能8系数,技能8常数,技能9编号,技能9出现几率,技能9施放几率,技能9系数,技能9常数,技能10编号,技能10出现几率,技能10施放几率,技能10系数,技能10常数,技能11编号,技能11出现几率,技能11施放几率,技能11系数,技能11常数,种族,当前生命队伍中最大攻击力系数,当前生命系数,当前生命常数,当前魔法系数,当前魔法常数
31504,九耀×保卫者,封,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1330560,1672000,5764,4208,3296.8,4208,2604,9770,600,520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19600,164001,1000,500,1,0.0,120003,1000,500,1,0.0,165002,1000,500,1,0.0,120004,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31505,九耀×督查者,辅助,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1330560,1672000,5764,4208,3296.8,4208,2604,9770,600,520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19603,160002,1000,800,1,0.0,160004,1000,800,1,0.0,163003,1000,800,1,0.0,163004,1000,800,1,0.0,160007,1000,300,1,0.0,140002,1000,800,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31506,九耀×督查者,辅助,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1330560,1672000,5764,4208,3296.8,4208,2604,9770,600,520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19603,160002,1000,800,1,0.0,160004,1000,800,1,0.0,163003,1000,800,1,0.0,163004,1000,800,1,0.0,160007,1000,300,1,0.0,140002,1000,800,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31507,九耀√护卫,法,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1330560,1672000,5764,4208,3296.8,4208,2604,9770,600,520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19599,150001,1000,500,1,0.0,150002,1000,500,1,0.0,161003,1000,500,1,0.0,161001,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31508,九耀√护卫,法,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1330560,1672000,5764,4208,3296.8,4208,2604,9770,600,520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19599,150001,1000,500,1,0.0,150002,1000,500,1,0.0,161003,1000,500,1,0.0,161001,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31509,九耀√护卫,法,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1330560,1672000,5764,4208,3296.8,4208,2604,9770,600,520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19599,150001,1000,500,1,0.0,150002,1000,500,1,0.0,161003,1000,500,1,0.0,161001,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31510,九耀√护卫,物理,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1330560,1672000,5764,4208,3296.8,4208,2604,9770,600,520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19598,162001,1000,500,1,0.0,130001,1000,500,1,0.0,130002,1000,600,1,0.0,110003,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31511,九耀√护卫,物理,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1330560,1672000,5764,4208,3296.8,4208,2604,9770,600,520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19598,162001,1000,500,1,0.0,130001,1000,500,1,0.0,130002,1000,600,1,0.0,110003,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31512,三星*东曜星官,三星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2162160,2006400,9230,6311,5278.4,6311,3907,15635,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31513,三星*西曜星官,三星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2162160,2006400,9230,6311,5278.4,6311,3907,15635,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31514,三星*南曜星官,三星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2162160,2006400,9230,6311,5278.4,6311,3907,15635,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31515,三星*北曜星官,三星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2162160,2006400,9230,6311,5278.4,6311,3907,15635,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31516,三星*九曜星官-计都,三星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2162160,2006400,9230,6311,5278.4,6311,3907,15635,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31517,三星*九曜星官-罗睺,三星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2162160,2006400,9230,6311,5278.4,6311,3907,15635,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31518,三星*九曜星官-金乌,三星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2162160,2006400,9230,6311,5278.4,6311,3907,15635,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31519,三星*九曜星官-玲珑,三星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2162160,2006400,9230,6311,5278.4,6311,3907,15635,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31520,三星*九曜星官-倾城,三星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31521,九耀×跟随者,封,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19600,164001,1000,500,1,0.0,120003,1000,500,1,0.0,165002,1000,500,1,0.0,120004,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31522,九耀×保卫者,封,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19600,164001,1000,500,1,0.0,120003,1000,500,1,0.0,165002,1000,500,1,0.0,120004,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31523,九耀×督查者,辅助,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19603,160002,1000,800,1,0.0,160004,1000,800,1,0.0,163003,1000,800,1,0.0,163004,1000,800,1,0.0,160007,1000,300,1,0.0,140002,1000,800,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31524,九耀×督查者,辅助,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19603,160002,1000,800,1,0.0,160004,1000,800,1,0.0,163003,1000,800,1,0.0,163004,1000,800,1,0.0,160007,1000,300,1,0.0,140002,1000,800,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31525,九耀√护卫,法,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19599,150001,1000,500,1,0.0,150002,1000,500,1,0.0,161003,1000,500,1,0.0,161001,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31526,九耀√护卫,法,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19599,150001,1000,500,1,0.0,150002,1000,500,1,0.0,161003,1000,500,1,0.0,161001,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31527,九耀√护卫,法,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19599,150001,1000,500,1,0.0,150002,1000,500,1,0.0,161003,1000,500,1,0.0,161001,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31528,九耀√护卫,物理,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19598,162001,1000,500,1,0.0,130001,1000,500,1,0.0,130002,1000,600,1,0.0,110003,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31529,九耀√护卫,物理,,1010101,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,1729728,2006401,6916,5050,3954.4,5050,3126,11724,720,623,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,19598,162001,1000,500,1,0.0,130001,1000,500,1,0.0,130002,1000,600,1,0.0,110003,1000,500,1,0.0,206069,1000,1000,1,0.0,206014,1000,400,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
31530,六星*东曜星官,六星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2810808,2006411,11076,7574,6334.4,7574,4688,18762,864,749,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31531,六星*西曜星官,六星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,2,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2810808,2006411,11076,7574,6334.4,7574,4688,18762,864,749,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31532,六星*南曜星官,六星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2810808,2006411,11076,7574,6334.4,7574,4688,18762,864,749,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31533,六星*北曜星官,六星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2810808,2006411,11076,7574,6334.4,7574,4688,18762,864,749,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31534,六星*九曜星官-计都,六星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2810808,2006411,11076,7574,6334.4,7574,4688,18762,864,749,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
31535,六星*九曜星官-罗睺,六星*九耀氏族,,1010101,,1,,0,5,1,,,1,1.1,0,0,0,0,1,0,3,0,0,150,0,false,0,0,0,0,0,1,90000,150,1000,100,0,0,0,2,0,0,0,0,0,0,0,2810808,2006411,11076,7574,6334.4,7574,4688,18762,864,749,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,600,1,0.0,130001,1000,600,1,0.0,150001,1000,600,1,0.0,150002,1000,600,1,0.0,166003,1000,600,1,0.0,207293,1000,300,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,206014,1000,1000,1,0.0,0,0,0,0,0,0
