"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"7210031","失忆符2","","","","","7210030","4","2","","","","","5","1","","1","","0","501010","0.25+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210032","失忆符3","skilllevela>=60","","","","7210031","4","2","","","","","5","1","","1","","0","501010","0.25+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210040","离魂符","","","","","0","","2","","","","","1","1","","1","","0","502010","1","3","","","","","","510102","1","","curhp_value=-min(0.15*curhpb,15*skilllevela)-3*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7210041","离魂符吸血","","","","","7210040","4","1","1,3,5","","","","4","1","","1","","0","510101","1","","curhp_value=((medicala+3*skilllevela)*0.5+abs(maindamage)*0.5)*(1+healrevisea)*(1+medicaljiashena/1000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210042","离魂符吸血","","","","","7210041","4","1","1,3,5","","","","4","4","","1","","0","510101","1","","curhp_value=maindamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210050","失心符1","","","","","0","","2","","","","","1","1","","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210051","失心符2","","","","","7210050","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210052","失心符3","","","","","7210051","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210053","失心符4","","","","","7210052","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210054","失心符5","skilllevela>=50","","","","7210053","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210055","失心符6","skilllevela>=70","","","","7210054","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210056","失心符7","skilllevela>=90","","","","7210055","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7210060","中国功夫(光环)","","","","","0","","1","","","","","1","1","","1","","0","508105","1","","magicdef_value=1*skilllevela;unseal_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220010","五雷咒1","","","","","0","","2","","","","","1","1","","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220011","五雷咒2","","","","","7220010","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220012","五雷咒3","","","","","7220011","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220013","五雷咒4","skilllevela>=60","","","","7220012","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220014","五雷咒5","skilllevela>=70","","","","7220013","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220015","五雷咒6","skilllevela>=90","","","","7220014","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220016","五雷咒首目标降防","","","","","7220010","4","2","","","","","3","1","","0.25","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220020","定身符","","","","","0","","2","","","","","1","1","","1","3*skilllevela","0","510114","1","","curhp_value=-3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220021","定身符神圣伤害","","","","","7220020","4","2","","","","","2","1","","0.6+0.001*(skilllevela-gradeb)","","0","510102","1","","curhp_value=-min(0.25*curhpb,50*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220030","失忆符1","","","","","0","","2","","","","","1","1","","1","","0","501010","0.5+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220031","失忆符2","","","","","7220030","4","2","","","","","5","1","","1","","0","501010","0.25+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220032","失忆符3","skilllevela>=60","","","","7220031","4","2","","","","","5","1","","1","","0","501010","0.25+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220040","离魂符","","","","","0","","2","","","","","1","1","","1","","0","502010","1","3","","","","","","510102","1","","curhp_value=-min(0.1*curhpb,10*skilllevela)-3*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7220041","离魂符吸血","","","","","7220040","4","1","1,3,5","","","","4","1","","1","","0","510101","1","","curhp_value=((medicala+3*skilllevela)*0.5+abs(maindamage)*0.5)*(1+healrevisea)*(1+medicaljiashena/1000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220042","离魂符吸血","","","","","7220041","4","1","1,3,5","","","","4","4","","1","","0","510101","1","","curhp_value=maindamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220050","失心符1","","","","","0","","2","","","","","1","1","","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220051","失心符2","","","","","7220050","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220052","失心符3","","","","","7220051","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220053","失心符4","","","","","7220052","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220054","失心符5","skilllevela>=50","","","","7220053","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220055","失心符6","skilllevela>=70","","","","7220054","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220056","失心符7","skilllevela>=90","","","","7220055","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7220060","贵族血统","","","","","0","","3","","","","","1","1","","1","","0","508106","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230010","五雷咒1","","","","","0","","2","","","","","1","1","","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230011","五雷咒2","","","","","7230010","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230012","五雷咒3","","","","","7230011","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230013","五雷咒4","skilllevela>=60","","","","7230012","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230014","五雷咒5","skilllevela>=70","","","","7230013","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230015","五雷咒6","skilllevela>=90","","","","7230014","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230016","五雷咒首目标降防","","","","","7230010","4","2","","","","","3","1","","0.25","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230020","定身符","","","","","0","","2","","","","","1","1","","1","3*skilllevela","0","510114","1","","curhp_value=-3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230021","定身符神圣伤害","","","","","7230020","4","2","","","","","2","1","","1","","0","510102","1","","curhp_value=-min(0.25*curhpb,50*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230030","失忆符1","","","","","0","","2","","","","","1","1","","1","","0","501010","0.5+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230031","失忆符2","","","","","7230030","4","2","","","","","5","1","","1","","0","501010","0.25+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230032","失忆符3","skilllevela>=60","","","","7230031","4","2","","","","","5","1","","1","","0","501010","0.25+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230040","离魂符","","","","","0","","2","","","","","1","1","","1","","0","502010","1","3","","","","","","510102","1","","curhp_value=-min(0.1*curhpb,10*skilllevela)-3*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7230041","离魂符吸血","","","","","7230040","4","1","1,3,5","","","","4","1","","1","","0","510101","1","","curhp_value=((medicala+3*skilllevela)*0.5+abs(maindamage)*0.5)*(1+healrevisea)*(1+medicaljiashena/1000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230042","离魂符吸血","","","","","7230041","4","1","1,3,5","","","","4","4","","1","","0","510101","1","","curhp_value=maindamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230050","失心符1","","","","","0","","2","","","","","1","1","","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230051","失心符2","","","","","7230050","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230052","失心符3","","","","","7230051","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230053","失心符4","","","","","7230052","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230054","失心符3","","","","","7230053","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230055","失心符3","","","","","7230054","4","2","","","","","5","1","speed","0.5","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230056","失心符5","skilllevela>=50","","","","7230053","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230057","失心符6","skilllevela>=70","","","","7230056","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230058","失心符7","skilllevela>=90","","","","7230057","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230060","大姐之怒(光环)","","","","","0","","1","","","","","1","14","","1","","0","508140","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240010","五雷咒1","","","","","0","","2","","","","","1","1","","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240011","五雷咒2","","","","","7240010","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240012","五雷咒3","","","","","7240011","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240013","五雷咒4","skilllevela>=60","","","","7240012","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240014","五雷咒5","skilllevela>=70","","","","7240013","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240015","五雷咒6","skilllevela>=90","","","","7240014","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240016","五雷咒首目标降防","","","","","7240010","4","2","","","","","3","1","","0.25","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240020","定身符","","","","","0","","2","","","","","1","1","","1","3*skilllevela","0","510114","1","","curhp_value=-3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240021","定身符神圣伤害","","","","","7240020","4","2","","","","","2","1","","0.6+0.001*(skilllevela-gradeb)","","0","510102","1","","curhp_value=-min(0.25*curhpb,50*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240030","失忆符1","","","","","0","","2","","","","","1","1","","1","","0","501010","0.5+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240031","失忆符2","","","","","7240030","4","2","","","","","5","1","","1","","0","501010","0.25+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240032","失忆符3","skilllevela>=60","","","","7240031","4","2","","","","","5","1","","1","","0","501010","0.25+0.001*(skilllevela-gradeb)","3+min(floor(skilllevela/60),1)","operation_type=1;physicrevise_value=-0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240040","离魂符","","","","","0","","2","","","","","1","1","","1","","0","502010","1","3","","","","","","510102","1","","curhp_value=-min(0.1*curhpb,10*skilllevela)-3*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7240041","离魂符吸血","","","","","7240040","4","1","1,3,5","","","","4","1","","1","","0","510101","1","","curhp_value=((medicala+3*skilllevela)*0.5+abs(maindamage)*0.5)*(1+healrevisea)*(1+medicaljiashena/1000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240042","离魂符吸血","","","","","7240041","4","1","1,3,5","","","","4","4","","1","","0","510101","1","","curhp_value=maindamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240043","离魂符2","","","","","7240042","4","2","","","","","3","1","","0.33","","0","502010","1","3","","","","","","510102","1","","curhp_value=-min(0.1*curhpb,10*skilllevela)-3*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7240044","离魂符吸血2","","","","","7240043","4","1","1,3,5","","","","4","1","","1","","0","510101","1","","curhp_value=((medicala+3*skilllevela)*0.25+abs(maindamage)*0.25)*(1+healrevisea)*(1+medicaljiashena/1000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240045","离魂符吸血2","","","","","7240044","4","1","1,3,5","","","","4","4","","1","","0","510101","1","","curhp_value=maindamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240050","失心符1","","","","","0","","2","","","","","1","1","","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240051","失心符2","","","","","7240050","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240052","失心符3","","","","","7240051","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240053","失心符4","","","","","7240052","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240054","失心符5","skilllevela>=50","","","","7240053","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240055","失心符6","skilllevela>=70","","","","7240054","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240056","失心符7","skilllevela>=90","","","","7240055","4","2","","","","","5","1","speed","1","","0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240060","光明使者(光环)","","","","","0","","1","1,3","","","","1","14","","1","","0","508109","1","","phyattack_value=1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310000","变身","","","","","0","","3","","","","","1","1","","1","","0","503001","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310010","鹰击1","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310011","鹰击2","","","","503001","7310010","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310012","鹰击3","","","","503001","7310011","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310013","鹰击4","skilllevela>=50","","","503001","7310012","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310014","鹰击5","skilllevela>=70","","","503001","7310013","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310015","鹰击6","skilllevela>=90","","","503001","7310014","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310016","鹰击虚弱休息","","","","503001","7310010","4","3","","","","","0","1","","1","","0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"7310017","美女野兽","","","","","7310010","4","1","","","","28109,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310020","狮搏","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310021","美女野兽","","","","","7310020","4","1","","","","28109,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310030","魔息术","","","","","0","","1","2","","","","1","5","","1","","0","503002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=2*skilllevela;magicattack_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310031","美女野兽","","","","","7310030","4","1","","","","28109,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310040","象形1","","","","","0","","1","2","","","","0","1","","1","","0","510102","1","","curhp_value=-curhpb","","","","","510138","1","","","","","","","","","","","","","","","","","","","","","","",""
"7310041","象形2","","","","","7310040","4","1","1,3,5","","","","0","5","","1","","0","510103","1","","curmp_value=6*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310042","美女野兽","","","","","7310040","4","1","","","","28109,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310050","连环击1","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310051","连环击2","","","","503001","7310050","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.95-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310052","连环击3","","","","503001","7310051","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.85-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310053","连环击4","skilllevela>=60","","","503001","7310052","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310054","连环击5","skilllevela>=70","","","503001","7310053","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310055","连环击6","skilllevela>=90","","","503001","7310054","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310056","连环击虚弱休息","","","","503001","7310050","4","3","","","","","0","1","","1","","0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","500082","","","","","","","","","","","","","","","",""
"7310057","美女野兽","","","","","7310050","4","1","","","","28109,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310060","美屡气质","","","","","0","","3","","","","","1","1","","1","","0","508104","1","","speed_value=speeda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320000","变身","","","","","0","","3","","","","","1","1","","1","","0","503001","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320010","鹰击1","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320011","鹰击2","","","","503001","7320010","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320012","鹰击3","","","","503001","7320011","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
