"技能ID","技能名称","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用","状态过滤是否能使用"
"535204","芳菲","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5352040","0","","","1","","","",""
"535205","暗香","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5352050","0","","","1","","","",""
"535206","晴雪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5352060","0","","","1","","","",""
"535207","蔓生","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5352070","0","","","1","","","",""
"535208","五行","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5352080","0","","","1","","","",""
"535209","神伤","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5352090","0","","","1","","","",""
"535210","普渡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5352100","0","","","1","","","",""
"535211","慈心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5352110","0","","","1","","","",""
"535212","颠倒五行","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5352120","0","","","1","","","",""
"535301","清露","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353010","0","","","1","","","",""
"535302","春晖","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353020","0","","","1","","","",""
"535303","新荷","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353030","0","","","1","","","",""
"535304","芳菲","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353040","0","","","1","","","",""
"535305","暗香","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353050","0","","","1","","","",""
"535306","晚风","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353060","0","","","1","","","",""
"535307","复苏","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353070","0","","","1","","","",""
"535308","焕彩","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353080","0","","","1","","","",""
"535309","烁光","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353090","0","","","1","","","",""
"535310","普渡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353100","0","","","1","","","",""
"535311","慈心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353110","0","","","1","","","",""
"535312","颠倒五行","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5353120","0","","","1","","","",""
"535400","仲景","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5354000","0","","","1","","","",""
"535401","五色","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5354010","0","","","1","","","",""
"535402","抱朴","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5354020","0","","","1","","","",""
"535403","洗其髓","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5354030","0","","","1","","","",""
"535404","阳庆","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5354040","0","","","1","","","",""
"535405","朔气","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5354050","0","","","1","","","",""
"535406","脉书","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5354060","0","","","1","","","",""
"535407","冶其身","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5354070","0","","","1","","","",""
"536001","幽冥","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360010","0","","","1","","","",""
"536002","凝魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360020","0","","","1","","","",""
"536003","阎罗","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360030","0","","","1","","","",""
"536004","引魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360040","0","","","1","","","",""
"536005","虚无","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360050","0","","","1","","","",""
"536006","缥缈","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360060","0","","","1","","","",""
"536007","重瞳","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360070","0","","","1","","","",""
"536008","轮回","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360080","0","","","1","","","",""
"536009","结魄","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360090","0","","","1","","","",""
"536010","黄泉","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360100","0","","","1","","","",""
"536011","索命","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360110","0","","","1","","","",""
"536012","返璞归真","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5360120","0","","","1","","","",""
"536101","幽冥","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361010","0","","","1","","","",""
"536102","凝魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361020","0","","","1","","","",""
"536103","阎罗","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361030","0","","","1","","","",""
"536104","引魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361040","0","","","1","","","",""
"536105","虚无","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361050","0","","","1","","","",""
"536106","缥缈","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361060","0","","","1","","","",""
"536107","重瞳","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361070","0","","","1","","","",""
"536108","皆空","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361080","0","","","1","","","",""
"536109","执念","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361090","0","","","1","","","",""
"536110","驭灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361100","0","","","1","","","",""
"536111","汲魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361110","0","","","1","","","",""
"536112","返璞归真","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5361120","0","","","1","","","",""
"536201","幽冥","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362010","0","","","1","","","",""
"536202","凝魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362020","0","","","1","","","",""
"536203","阎罗","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362030","0","","","1","","","",""
"536204","引魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362040","0","","","1","","","",""
"536205","虚无","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362050","0","","","1","","","",""
"536206","擎苍","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362060","0","","","1","","","",""
"536207","灵幡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362070","0","","","1","","","",""
"536208","陨魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362080","0","","","1","","","",""
"536209","悟道","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362090","0","","","1","","","",""
"536210","睚眦","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362100","0","","","1","","","",""
"536211","神隐","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362110","0","","","1","","","",""
"536212","舍身济世","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5362120","0","","","1","","","",""
"536301","幽冥","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363010","0","","","1","","","",""
"536302","凝魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363020","0","","","1","","","",""
"536303","阎罗","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363030","0","","","1","","","",""
"536304","引魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363040","0","","","1","","","",""
"536305","虚无","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363050","0","","","1","","","",""
"536306","缥缈","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363060","0","","","1","","","",""
"536307","重瞳","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363070","0","","","1","","","",""
"536308","皆空","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363080","0","","","1","","","",""
"536309","执念","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363090","0","","","1","","","",""
"536310","睚眦","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363100","0","","","1","","","",""
"536311","神隐","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363110","0","","","1","","","",""
"536312","舍身济世","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5363120","0","","","1","","","",""
"536400","天衍","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5364000","0","","","1","","","",""
"536401","昼夜","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5364010","0","","","1","","","",""
"536402","霄阴","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5364020","0","","","1","","","",""
"536403","无间狱","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5364030","0","","","1","","","",""
"536404","灵枢","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5364040","0","","","1","","","",""
"536405","日月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5364050","0","","","1","","","",""
"536406","烛明","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5364060","0","","","1","","","",""
"536407","五帝兴","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5364070","0","","","1","","","",""
"537001","龙影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370010","0","","","1","","","",""
"537002","海语","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370020","0","","","1","","","",""
"537003","龙魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370030","0","","","1","","","",""
"537004","风灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370040","0","","","1","","","",""
"537005","潮息","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370050","0","","","1","","","",""
"537006","龙冥","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370060","0","","","1","","","",""
"537007","遨游","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370070","0","","","1","","","",""
"537008","晚汐","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370080","0","","","1","","","",""
"537009","凝露","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370090","0","","","1","","","",""
"537010","龙昼","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370100","0","","","1","","","",""
"537011","双龙","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370110","0","","","1","","","",""
"537012","神龙摆尾","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5370120","0","","","1","","","",""
"537101","龙影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371010","0","","","1","","","",""
"537102","海语","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371020","0","","","1","","","",""
"537103","龙魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371030","0","","","1","","","",""
"537104","风灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371040","0","","","1","","","",""
"537105","潮息","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371050","0","","","1","","","",""
"537106","龙冥","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371060","0","","","1","","","",""
"537107","遨游","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371070","0","","","1","","","",""
"537108","踏浪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371080","0","","","1","","","",""
"537109","龙昼","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371090","0","","","1","","","",""
"537110","逐浪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371100","0","","","1","","","",""
"537111","双龙","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371110","0","","","1","","","",""
"537112","神龙摆尾","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5371120","0","","","1","","","",""
"537201","龙影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372010","0","","","1","","","",""
"537202","海语","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372020","0","","","1","","","",""
"537203","龙魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372030","0","","","1","","","",""
"537204","风灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372040","0","","","1","","","",""
"537205","潮息","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372050","0","","","1","","","",""
"537206","云鳞","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372060","0","","","1","","","",""
"537207","龙息","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372070","0","","","1","","","",""
"537208","叠吟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372080","0","","","1","","","",""
"537209","寒髓","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372090","0","","","1","","","",""
"537210","龙棘","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372100","0","","","1","","","",""
"537211","奔涌","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372110","0","","","1","","","",""
"537212","雷浪穿云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5372120","0","","","1","","","",""
"537301","龙影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373010","0","","","1","","","",""
"537302","海语","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373020","0","","","1","","","",""
"537303","龙魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373030","0","","","1","","","",""
"537304","风灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373040","0","","","1","","","",""
"537305","潮息","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373050","0","","","1","","","",""
"537306","龙冥","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373060","0","","","1","","","",""
"537307","遨游","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373070","0","","","1","","","",""
"537308","晚汐","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373080","0","","","1","","","",""
"537309","凝露","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373090","0","","","1","","","",""
"537310","龙棘","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373100","0","","","1","","","",""
"537311","奔涌","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373110","0","","","1","","","",""
"537312","雷浪穿云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5373120","0","","","1","","","",""
"537400","思慎","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5374000","0","","","1","","","",""
"537401","孤愤","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5374010","0","","","1","","","",""
"537402","不害","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5374020","0","","","1","","","",""
"537403","天行云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5374030","0","","","1","","","",""
"537404","赏善","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5374040","0","","","1","","","",""
"537405","秋毫","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5374050","0","","","1","","","",""
"537406","不辛","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5374060","0","","","1","","","",""
"537407","龙鸣雷","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5374070","0","","","1","","","",""
"538001","星火","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380010","0","","","1","","","",""
"538002","洗髓","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380020","0","","","1","","","",""
"538003","魔灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380030","0","","","1","","","",""
"538004","腾风","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380040","0","","","1","","","",""
"538005","炽焱","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380050","0","","","1","","","",""
"538006","熔骨","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380060","0","","","1","","","",""
"538007","狂砂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380070","0","","","1","","","",""
"538008","降临","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380080","0","","","1","","","",""
"538009","狂啸","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380090","0","","","1","","","",""
"538010","星芒","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380100","0","","","1","","","",""
"538011","烽火","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380110","0","","","1","","","",""
"538012","焚天裂地","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5380120","0","","","1","","","",""
"538101","星火","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381010","0","","","1","","","",""
"538102","洗髓","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381020","0","","","1","","","",""
"538103","魔灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381030","0","","","1","","","",""
"538104","相生","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381040","0","","","1","","","",""
"538105","相伴","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381050","0","","","1","","","",""
"538106","熔骨","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381060","0","","","1","","","",""
"538107","狂砂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381070","0","","","1","","","",""
"538108","降临","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381080","0","","","1","","","",""
"538109","狂啸","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381090","0","","","1","","","",""
"538110","星芒","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381100","0","","","1","","","",""
"538111","烽火","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381110","0","","","1","","","",""
"538112","焚天裂地","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5381120","0","","","1","","","",""
"538201","星火","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382010","0","","","1","","","",""
"538202","洗髓","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382020","0","","","1","","","",""
"538203","魔灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382030","0","","","1","","","",""
"538204","腾风","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382040","0","","","1","","","",""
"538205","炽焱","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382050","0","","","1","","","",""
"538206","熔骨","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382060","0","","","1","","","",""
"538207","狂砂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382070","0","","","1","","","",""
"538208","狼烟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382080","0","","","1","","","",""
"538209","焰护","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382090","0","","","1","","","",""
"538210","复生","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382100","0","","","1","","","",""
"538211","燎原","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382110","0","","","1","","","",""
"538212","雷浪穿云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5382120","0","","","1","","","",""
"538301","星火","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383010","0","","","1","","","",""
"538302","洗髓","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383020","0","","","1","","","",""
"538303","魔灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383030","0","","","1","","","",""
"538304","相生","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383040","0","","","1","","","",""
"538305","相伴","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383050","0","","","1","","","",""
"538306","熔骨","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383060","0","","","1","","","",""
"538307","狂砂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383070","0","","","1","","","",""
"538308","狼烟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383080","0","","","1","","","",""
"538309","焰护","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383090","0","","","1","","","",""
"538310","复生","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383100","0","","","1","","","",""
"538311","燎原","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383110","0","","","1","","","",""
"538312","雷浪穿云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5383120","0","","","1","","","",""
"538400","合纵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5384000","0","","","1","","","",""
"538401","鬼谷","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5384010","0","","","1","","","",""
"538402","天光","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5384020","0","","","1","","","",""
"538403","魔砂变","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5384030","0","","","1","","","",""
"538404","连横","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5384040","0","","","1","","","",""
"538405","洪荒","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5384050","0","","","1","","","",""
"538406","四时","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5384060","0","","","1","","","",""
"538407","先祖谋","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5384070","0","","","1","","","",""
"539001","惠泽","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390010","0","","","1","","","",""
"539002","佛怒","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390020","0","","","1","","","",""
"539003","闭月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390030","0","","","1","","","",""
"539004","铭形","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390040","0","","","1","","","",""
"539005","空渡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390050","0","","","1","","","",""
"539006","铭心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390060","0","","","1","","","",""
"539007","兼修","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390070","0","","","1","","","",""
"539008","蕴生","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390080","0","","","1","","","",""
"539009","回春","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390090","0","","","1","","","",""
"539010","顿悟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390100","0","","","1","","","",""
"539011","观心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390110","0","","","1","","","",""
"539012","和光同尘","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5390120","0","","","1","","","",""
"539101","惠泽","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391010","0","","","1","","","",""
"539102","水月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391020","0","","","1","","","",""
"539103","佛体","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391030","0","","","1","","","",""
"539104","铭形","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391040","0","","","1","","","",""
"539105","空渡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391050","0","","","1","","","",""
"539106","铭心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391060","0","","","1","","","",""
"539107","兼修","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391070","0","","","1","","","",""
"539108","蕴生","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391080","0","","","1","","","",""
"539109","回春","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391090","0","","","1","","","",""
"539110","顿悟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391100","0","","","1","","","",""
"539111","观心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391110","0","","","1","","","",""
"539112","和光同尘","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5391120","0","","","1","","","",""
"539201","惠泽","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392010","0","","","1","","","",""
"539202","水月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392020","0","","","1","","","",""
"539203","佛体","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392030","0","","","1","","","",""
"539204","铭形","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392040","0","","","1","","","",""
"539205","空渡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392050","0","","","1","","","",""
"539206","铭心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392060","0","","","1","","","",""
"539207","兼修","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392070","0","","","1","","","",""
"539208","清钟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392080","0","","","1","","","",""
"539209","彻悟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392090","0","","","1","","","",""
"539210","共舟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392100","0","","","1","","","",""
