"技能ID","技能名称","策划备注","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用","状态过滤是否能使用"
"173006","鹰击长空","鹰击长空","","true","false","false","3","","","true","1","2","480","0","","","","","1730060,1730061,1730062,1730063,1730064,1730065","0,0,0,0,0,-1","","","1","1","","",""
"174006","锁魂判官","锁魂判官","","true","false","false","0","","","true","1","7","480","0","","","","","1740060,1740061,1740062,1740063","0,0,0,-1","","","1","1","","",""
"175006","魔浪滔天","魔浪滔天","","true","false","false","0","","","true","1","4","480","0","","","","","1750060,1750061","0,-1","","","1","1","","",""
"176006","沐日慈悲","沐日慈悲","","true","false","false","0","","","true","1","7","4127","0","","","","","1760060,1760061","0,-1","","","1","","","",""
"177006","飞星流火","飞星流火","","true","false","false","0","","","true","1","4","480","0","","","","","1770070","0","","","1","1","","",""
"178006","广寒清辉","广寒清辉","","true","false","false","3","","","true","1","1","480","0","","","","","1780070,1780071,1780072,1780073,1780074,1780075,1780076,17800770,17800771,17800772,17800773,17800774,17800775,1780078","0,600,1200,1800,2400,3000,3600,4200,4800,5400,6000,6600,7200,-1","","","1","1","","",""
"179006","舍生取义","舍生取义","","true","false","false","0","","","true","1","8","480","0","","","","","1790070,1790071,1790072,1790073,1790074,1790075","0,0,0,0,0,-1","","","1","1","","",""
"180000","冰霜惩击","冰霜惩击","","true","false","false","0","","","true","1","4","480","0","","","","","1800000","0","","","1","1","","",""
"180001","毁灭打击","毁灭打击","","true","false","true","0","","","true","1","1","480","0","","","","","1800010,1800011,1800012,1800013","0,-1,-1,-1","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"180002","毁灭打击","毁灭打击","","true","false","true","0","","","true","1","1","480","0","","","","","1800020","0","","","1","1","","",""
"180003","魔爆术","魔爆术","","true","false","true","0","","","true","1","3","480","0","","","","","1800030","0","","","1","1","","",""
"180004","暴风雪","暴风雪","","true","false","false","0","","","true","1","4","480","0","","","","","1800040","0","","","1","1","","",""
"180005","幻影斩","幻影斩","","true","false","false","0","","","true","1","2","480","0","","","","","1800050,1800051,1800052,1800053,1800054","0,0,0,0,0","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"180006","无边定罪","无边定罪","","true","true","false","0","","","true","1","4","480","0","","","","","1800060,1800061,1800062,1800063,1800064,1800065,1800066","0,0,0,0,0,-1,-1","","","1","1","","",""
"180007","多重打击","多重打击","","true","false","false","0","","","true","1","2","480","0","","","","","1800070,1800071,1800072,1800073,1800074,1800075,1800076","0,-1,-1,-1,-1,-1,-1","","","1","1","","",""
"180008","月蚀","月蚀","","true","true","false","0","","","true","1","4","480","0","","","","","1800080,1800081,1800082,1800083,1800084,1800085,1800086","0,0,0,0,0,-1,-1","","","1","1","","",""
"180009","暴风雪","暴风雪","","true","true","false","0","","","true","1","4","480","0","","","","","1800090,1800091,1800092,1800093,1800094,1800095,1800096","0,0,0,0,0,0,0","","","1","1","","",""
"180010","神圣新星","神圣新星","","true","true","false","0","","","true","1","4","480","0","","","","","1800100,1800101,1800102,1800103,1800104,1800105","0,0,0,0,0,0","","","1","1","","",""
"180011","怪物三控","怪物三控","","true","false","false","0","","","true","1","8","480","0","","","","","1800110","0","","","1","","","",""
"180012","龙吟","龙吟","","true","false","false","0","","","true","1","3","480","0","","","","","1800120","0","","","1","1","","",""
"180013","魔浪滔天","魔浪滔天","","true","false","false","0","","","true","1","4","480","0","","","","","1800130","0","","","1","1","","",""
"180014","龙卷雨击","龙卷雨击","","true","false","false","0","","","true","1","3","480","0","","","","","1800140","0","","","1","1","","",""
"180015","龙卷雨击","龙卷雨击","","true","false","false","0","","","true","1","4","480","0","","","","","1800150","0","","","1","1","","",""
"180016","舍生取义","舍生取义","","true","false","false","0","","","true","1","6","4127","0","","","","","1800160","0","","","1","","","",""
"180017","佛光慈悲","佛光慈悲","","true","false","false","0","","","true","1","6","4127","0","","","","","1800170","0","","","1","","","",""
"180018","万物复苏","万物复苏","","true","false","false","0","","","true","1","7","4127","0","","","","","1800180","0","","","1","","","",""
"900001","功法修炼","功法修炼","","false","false","false","0","","","true","1","10","1","0","","","","","9000010","0","","","1","","","",""
"900002","物防修炼","物防修炼","","false","false","false","0","","","true","1","10","1","0","","","","","9000020","0","","","1","","","",""
"900003","法防修炼","法防修炼","","false","false","false","0","","","true","1","10","1","0","","","","","9000030","0","","","1","","","",""
"900004","抗封修炼","抗封修炼","","false","false","false","0","","","true","1","10","1","0","","","","","9000040","0","","","1","","","",""
"180019","废弃1","废弃1","","true","false","false","0","","","true","1","7","4127","0","","","","","1800190","0","","","1","","","",""
"180020","废弃2","废弃2","","true","false","false","0","","","true","1","5","4127","0","","","","","1800200","0","","","1","","","",""
"180021","废弃3","废弃3","","true","false","false","0","","","true","1","7","4127","0","","","","","1800210","0","","","1","","","",""
"180022","超电磁炮","超电磁炮","","true","false","false","0","","","true","1","4","480","0","","","","","1800220","0","","","1","1","","",""
"180023","落雷","落雷","","true","false","false","0","","","true","1","4","480","0","","","","","1800230","0","","","1","1","","",""
"180024","龙卷雨击","龙卷雨击","","true","false","false","0","","","true","1","4","480","0","","","","","1800240","0","","","1","1","","",""
"181001","睡眠","睡眠","","true","false","false","0","","","true","1","8","1","0","","10","","","1810010","0","","","1","","","",""
"181002","神佑","神佑","","false","false","false","0","","","true","1","10","1","0","","","","","1810020","0","","","1","","","",""
"180025","寒冰吐息","寒冰吐息","","true","false","false","0","","","true","1","4","480","0","","","","","1800250","0","","","1","1","","",""
"180030","冰霜惩击","冰霜惩击","","true","false","false","0","","","true","1","4","480","0","","","","","1800300","0","","","1","1","","",""
"180031","寒冰吐息","寒冰吐息","","true","false","false","0","","","true","1","4","480","0","","","","","1800310","0","","","1","1","","",""
"190000","自爆","自爆","","true","false","false","0","","","true","1","4","1","0","","","","","1900000,1900001","0,0","","","1","","","",""
"190001","藏宝图-掉血掉蓝","藏宝图-掉血掉蓝","","true","false","false","0","","","true","0","11","1","0","","","","","1900010","0","","","0","","","",""
"182000","狂怒1","狂怒1","","true","false","false","0","","","true","1","3","1","0","","","","","1820010","0","","","1","","","",""
"182001","狂怒2","狂怒2","","true","false","false","0","","","true","1","3","1","0","","","","","1820020","0","","","1","","","",""
"182002","狂怒3","狂怒3","","true","false","false","0","","","true","1","3","1","0","","","","","1820030","0","","","1","","","",""
"182003","狂怒4","狂怒4","","true","false","false","0","","","true","1","3","1","0","","","","","1820040","0","","","1","","","",""
"182004","狂怒5","狂怒5","","true","false","false","0","","","true","1","3","1","0","","","","","1820050","0","","","1","","","",""
"182005","狂怒6","狂怒6","","true","false","false","0","","","true","1","3","1","0","","","","","1820060","0","","","1","","","",""
"182010","自爆1","自爆1","","true","false","false","0","","","true","1","4","1","0","","","","","1820100,1820101","0,0","","","1","","","",""
"182011","自爆2","自爆2","","true","false","false","0","","","true","1","4","1","0","","","","","1820110,1820111","0,0","","","1","","","",""
"182012","自爆3","自爆3","","true","false","false","0","","","true","1","4","1","0","","","","","1820120,1820121","0,0","","","1","","","",""
"182013","自爆4","自爆4","","true","false","false","0","","","true","1","4","1","0","","","","","1820130,1820131","0,0","","","1","","","",""
"183000","沉默诅咒","沉默诅咒","","true","false","false","0","","","true","1","8","480","0","","10","","","1830000","0","","","1","","","",""
"183001","熔岩轰击","熔岩轰击","true","true","true","false","0","","1","true","1","4","480","0","","","","","1830010","0","","","1","1","","",""
"183002","岩浆喷发","岩浆喷发","true","true","true","false","0","","1","true","1","4","480","0","","","","","1830020,1830021,1830022,1830023,1830024,1830025,1830026,1830027,1830028,1830029","0,0,0,300,300,300,600,600,600,600","","","1","1","2000","",""
"183003","治疗之环","治疗之环","true","true","false","false","0","","","true","1","6","4127","0","","","","","1830030","0","","","1","","","",""
"183004","小怪死亡BOSS扣血","小怪死亡BOSS扣血","","FALSE","false","false","0","","","false","1","10","1","0","","0","","","1830040","0","","","1","","","",""
"183005","圣光普照","圣光普照","true","true","false","false","0","","","true","1","7","480","9000","","0","","","1830050","0","","","1","","","",""
"183006","无敌","无敌","","false","false","false","0","","","false","1","10","1","0","","0","","","1830060","0","","","1","","","",""
"183007","驱散无敌","驱散无敌","","true","false","false","0","","","true","1","7","1","0","","0","","","1830070","0","","","1","","","",""
"183008","巨龙吐息","巨龙吐息","","true","false","false","0","","","true","1","4","480","0","","0","","","1830080","0","","","1","1","","",""
"183009","忠诚考验","忠诚考验","","true","false","false","0","","","true","1","1","480","0","","0","","","1830090","0","","","1","1","","",""
"183010","沉默火雨","沉默火雨","true","true","true","false","0","","1","true","1","4","480","0","","0","","","1830100,1830101,1830102","0,0,0","","","1","1","","",""
"183011","死亡凋零","死亡凋零","","true","false","false","0","","","true","1","7","480","0","","0","0","","1830110,1830111","0,0","","","1","1","1500","",""
"183012","沉默","沉默","","true","false","false","0","","","true","1","8","480","0","","","","","1830120","0","","","1","","","",""
"183013","心灵之火","心灵之火","","true","false","false","0","","","true","1","7","4127","0","","10+1.4*skilllevela","","","1830130,1830131,1830132,1830133,1830134,1830135,1830136","0,0,0,0,0,0,0","","","","","","",""
"191000","变身","变身","","true","false","false","0","","","true","1","7","1","0","","0","","","1300000","0","","","1","","","",""
"191001","鹰击","鹰击","","true","true","false","0","","1","true","1","2","480","0","","0","","","1300010,1300011,1300012,1300013,1300014,1300015,1300018","0,-1,-1,-1,-1,-1,-1","","","1","1","","",""
"191002","狮搏","狮搏","","true","true","false","0","","","true","1","1","480","0","","10+1.2*skilllevela","","","1300020","0","","","1","1","","",""
"191003","魔息术","魔息术","","true","false","false","0","","","true","1","7","10","0","","10+1.2*skilllevela","","","1300030","0","","","1","","","",""
"191004","象形","象形","","true","true","false","0","","","true","1","2","480","0","","10+1.2*skilllevela","","","1300040,1300041","0,-1","","","1","","","",""
"191005","连环击","连环击","","true","true","false","0","","","true","1","1","480","0","","10+1.2*skilllevela","","","1300050,1300051,1300052,1300053,1300054,1300055,1300056,1300057","0,-1,-1,-1,-1,-1,-1,-1","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"191007","鹰击长空","鹰击长空","","true","false","false","0","","","true","1","2","480","0","","0","120","","1300770,1300070,1300071,1300072,1300073,1300074,1300075,1300076,1300077,1300078,1300079,1300701","0,1500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","","","1","1","","",""
"164000","周易学","旧版五庄观-已废弃","","false","false","false","0","","","false","1","10","1","0","","0","","","1680000","0","","","1","","","",""
"164001","日月乾坤","旧版五庄观-已废弃","","true","false","false","0","","","true","1","6","480","0","","10+2*skilllevela","","","8210050,2073981","0,0","","","1","","","",""
"164002","炼气化神","旧版五庄观-已废弃","","true","false","false","0","","","true","1","6","4127","0","100+1.2*skilllevela","","","","1680020,1680021","0,0","","","1","","","",""
"164003","生命之泉","旧版五庄观-已废弃","","true","false","false","0","","","true","1","6","4127","0","","10+1.2*skilllevela","","","1680030,1680031,1680032","0,0,0","","geffect/sprite/skillbanner/luoshishu","1","","","",""
"164004","烟雨剑法","旧版五庄观-已废弃","","true","false","false","0","","","true","1","2","480","0","","10+1.2*skilllevela","","","2073830,2073831","0,-1","","","1","","","",""
"164005","飘渺式","旧版五庄观-已废弃","","true","false","false","0","","1","true","1","2","480","0","","10+1.2*skilllevela","","","1680050,1680051,1680052","0,1000,1000","","","1","1","","",""
"164006","乾坤妙法","旧版五庄观-已废弃","","true","false","false","0","","","false","1","11","1","0","","0","","","1680060","0","","","1","","","",""
"164007","五重天","旧版五庄观-已废弃","","true","false","false","3","","","true","4","1","480","0","","0","150","","8320010,8320011","0,-1","","","1","1","","",""
"164008","花果山被动1","旧版五庄观-已废弃","","false","false","false","0","","","false","1","10","1","0","","0","","","1680080","0","","","1","","","",""
"164009","花果山被动2","旧版五庄观-已废弃","","false","false","false","0","","","false","1","10","1","0","","0","","","1680090","0","","","1","","","",""
"164010","花果山被动3","旧版五庄观-已废弃","","false","false","false","0","","","false","1","10","1","0","","0","","","1680100","0","","","1","","","",""
"167000","天罡气","旧版天宫/盗贼-已废弃","","FALSE","FALSE","FALSE","0","","","FALSE","1","11","1","0","","0","","","1655000","0","","","1","","","",""
"167001","雷霆万钧","旧版天宫/盗贼-已废弃","","TRUE","TRUE","FALSE","0","","1","TRUE","1","3","480","0","","10+1.2*skilllevela","","","1655010,1655011,1655012,1655013,1655014,1655015,1655016,1655017","0,0,0,0,0,0,0,-1","","geffect/sprite/skillbanner/luoshishu","1","","","",""
"167002","天雷斩","旧版天宫/盗贼-已废弃","","TRUE","true","FALSE","0","","","TRUE","1","3","480","0","","10+1.2*skilllevela","","","1655020,1655021","0,0","","","1","","","",""
"167003","错乱","旧版天宫/盗贼-已废弃","","TRUE","true","TRUE","0","","","TRUE","1","8","480","0","","0","","","1670030","0","","geffect/sprite/skillbanner/luoshishu","1","","","",""
"167004","百万神兵","旧版天宫/盗贼-已废弃","","TRUE","true","FALSE","0","","","TRUE","1","8","480","0","","10+1.2*skilllevela","","","1655040","0","","","1","","","",""
"167005","五雷轰顶","旧版天宫/盗贼-已废弃","","TRUE","true","FALSE","0","","","TRUE","1","4","480","0","","10+1.2*skilllevela","","","1655050,1655051","0,0","","","1","","","",""
"167006","天罡气","旧版天宫/盗贼-已废弃","","TRUE","FALSE","FALSE","0","","","FALSE","1","11","1","0","","0","","","1655070","0","","","1","","","",""
"167007","诸天灭地","旧版天宫/盗贼-已废弃","","TRUE","FALSE","FALSE","3","","","TRUE","4","7","480","0","","0","150","","1670070,1670071,1670072","0,0,0","","geffect/sprite/skillbanner/luoshishu","1","","","",""
"167008","天宫被动1","旧版天宫/盗贼-已废弃","","FALSE","FALSE","FALSE","0","","","FALSE","1","10","1","0","","0","","","1655080","0","","","1","","","",""
"167009","天宫被动2","旧版天宫/盗贼-已废弃","","FALSE","FALSE","FALSE","0","","","FALSE","1","10","1","0","","0","","","1655190","0","","","1","","","",""
"167010","天宫被动3","旧版天宫/盗贼-已废弃","","FALSE","FALSE","FALSE","0","","","FALSE","1","10","1","0","","0","","","1655100","0","","","1","","","",""
"195000","烟花杀","秒10的气血","true","true","true","false","0","","1","true","1","4","480","0","","","","","5200000","0","","","1","1","2000","",""
"195001","烟花杀","秒20的气血","true","true","true","false","0","","1","true","1","4","480","0","","","","","5200001","0","","","1","1","2000","",""
"195002","烟花杀","秒30的气血","true","true","true","false","0","","1","true","1","4","480","0","","","","","5200002","0","","","1","1","2000","",""
"195003","烟花杀","秒40的气血","true","true","true","false","0","","1","true","1","4","480","0","","","","","5200003","0","","","1","1","2000","",""
"195004","烟花杀","秒50的气血","true","true","true","false","0","","1","true","1","4","480","0","","","","","5200004","0","","","1","1","2000","",""
"195005","烟花杀","秒60的气血","true","true","true","false","0","","1","true","1","4","480","0","","","","","5200005","0","","","1","1","2000","",""
"195006","烟花杀","秒70的气血","true","true","true","false","0","","1","true","1","4","480","0","","","","","5200006","0","","","1","1","2000","",""
"195007","狂怒1","加攻击10%","","true","false","false","0","","","true","1","7","1","0","","","","","1820010","0","","","1","","","",""
"195008","狂怒2","加攻击20%","","true","false","false","0","","","true","1","7","1","0","","","","","1820020","0","","","1","","","",""
"195009","狂怒3","加攻击30%","","true","false","false","0","","","true","1","7","1","0","","","","","1820030","0","","","1","","","",""
"195010","狂怒4","加攻击40%","","true","false","false","0","","","true","1","7","1","0","","","","","1820040","0","","","1","","","",""
"195011","狂怒5","加攻击50%","","true","false","false","0","","","true","1","7","1","0","","","","","1820050","0","","","1","","","",""
"195012","狂怒6","加攻击60%","","true","false","false","0","","","true","1","7","1","0","","","","","1820060","0","","","1","","","",""
"195013","破灭山河","秒杀全部","true","true","false","false","0","1","","true","1","2","480","0","","","","","5200007,5200008","0,0","","","0","","","",""
"195014","唤雷决","单体秒杀","true","true","true","false","0","","1","true","1","3","480","0","","","","","5200009","0","","","1","1","2000","",""
"195015","治疗之环","治疗祷言","true","true","false","false","0","","","true","1","6","4127","0","","","","","1830030","0","","","1","","","",""
"195016","职业退场","剧情全体残血（80%）","","true","false","false","0","","","true","1","4","480","0","","","","","5200014","0","","","1","1","","",""
"195017","定身符","定身符","","true","false","false","0","","","true","1","8","480","0","","10+1.4*skilllevela","","","5200010","0","","","1","1","","",""
"195018","催眠符","催眠符","","true","false","false","0","","","true","1","8","480","0","","10+1.4*skilllevela","","","5200011","0","","","1","","","",""
"195019","离魂符","离魂符","","true","false","false","0","","","true","1","8","480","0","","10+1.4*skilllevela","","","5200012","0","","","1","","","",""
"195020","日月乾坤","日月乾坤","","true","false","false","0","","","true","1","6","480","0","","10+2*skilllevela","","","5200013","0","","","1","","","",""
"195021","破釜沉舟","破釜沉舟","","true","true","false","0","","1","true","1","2","480","0","","10+1.2*skilllevela","","","5200016","0","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"195022","横扫千军","横扫千军","","true","true","true","0","","","true","1","1","480","0","","0","","","5200017,5200018,5200019,5200020,5200021","0,-1,-1,-1,-1","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"195023","月影摇光","月影摇光","","true","false","false","0","","1","true","1","2","480","0","","10+1.2*skilllevela","","","5200022,5200023,5200024,5200025,5200026","0,1000,1000,1000,1000","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"195024","龙卷雨击","龙卷雨击","true","true","true","false","0","","1","true","1","4","480","0","","10+2.4*skilllevela","","","5200027","0","","","1","1","","",""
"195025","飞沙走石","飞沙走石","true","true","true","false","0","","1","true","1","4","480","0","","10+2.4*skilllevela","","","5200028","0","","","1","1","","",""
"195026","迷心障","穿刺影袭","","true","false","false","0","","","true","1","3","480","0","","10+1.2*skilllevela","","","5200029,5200030","0,-1","","","1","1","","",""
"195027","一念成佛","剔骨","","true","true","true","0","","","true","1","4","480","0","","10+1.2*skilllevela","","","5200031","0","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"195028","百分百冰冻","月影摇光","","true","false","false","0","","1","true","1","2","480","0","","10+1.2*skilllevela","","","5200032","0","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"195029","百分百灼热","月影摇光","","true","false","false","0","","1","true","1","4","480","0","","10+1.2*skilllevela","","","5200033","0","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"195030","百分百雷电攻击","月影摇光","","true","false","false","0","","1","true","1","4","480","0","","10+1.2*skilllevela","","","5200034","0","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
"195031","百分百增法术防御","月影摇光","","true","false","false","0","","1","true","1","7","4127","0","","10+1.2*skilllevela","","","5200035","0","","geffect/sprite/skillbanner/luoshishu","1","1","","",""
