"商品ID","用处（策划看）","商品名备注","商品类型","类型对应","货币1","货币2","道具消耗id","道具消耗数量","价格1","价格2","现价1","现价2","限购类型","限购数量","限售数量","可见等级","可购买等级下限","可购买等级上限","价格上涨浮动","价格下降浮动","价格上限","价格下限","出售类型","商品描述"
"4033","商城用","烈焰战马","1","331401","2","","","","88800","","88800","","0","0","0","1","1","155","","","","",""," <T t='看上去很拉风的样子。' c='fffff2df'/>"
"4034","商城用","圣光礼盒","1","337012","2","","","","6000","","6000","","1","5","0","1","1","155","","","","",""," <T t='可随机获得一本低级兽诀和一枚经验宝珠，愿圣光与你同在。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4035","商城用","圣光礼盒","1","337012","2","","","","6000","","6000","","2","99","99","1","1","155","","","","",""," <T t='可随机获得一本低级兽诀和一枚经验宝珠，愿圣光与你同在。' c='fffff2df'/><B/><T t='每周限购：$parameter$个' c='fffff2df'/>"
"4036","商城用","金钥匙","1","337943","2","","","","29800","","29800","","1","3","0","1","1","155","","","","",""," <T t='一把至尊夺宝令，可以打开一个氪金宝箱。氪金宝箱每个整点都有可能出现在（紫罗兰）（欧格瑞姆）（风暴城）' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4037","商城用","银钥匙","1","337942","3","","","","58","","58","","0","0","0","1","1","155","","","","",""," <T t='一把夺宝令，可以打开一个瑟银宝箱。瑟银宝箱每个整点都有可能出现在 十字路口,银松林,月光海岸等地图。' c='fffff2df'/>"
"4038","商城用","金钥匙","1","337943","2","","","","29800","","23800","","2","1","1","1","1","155","","","","","","<T t='一把至尊夺宝令，可以打开一个氪金宝箱。氪金宝箱每个整点都有可能出现。' c='fffff2df'/><B/><T t='每周限购：$parameter$把' c='fffff2df'/>"
"4039","商城用","银钥匙","1","337942","2","","","","5800","","2900","","2","1","1","1","1","155","","","","",""," <T t='每周半价出售一把！ ' c='fffff2df'/><B/><T t='一把夺宝令，可以打开一个瑟银宝箱。瑟银宝箱每个整点都有可能出现。' c='fffff2df'/><B/><T t='每周限购：$parameter$把' c='fffff2df'/>"
"4040","商城用","更名卡","1","337944","3","","","","528","","528","","0","1","1","1","1","155","","","","",""," <T t='对原来的名字不满意吗？用它就能换个称心如意的好名字。' c='fffff2df'/><B/><T t='不限购' c='fffff2df'/>"
"4041","商城用","宠物染料","1","339002","3","","","","60","","60","","0","0","0","1","1","155","","","","",""," <T t='漂亮的宠物染料，使用后可以让宠物变出不同的颜色。' c='fffff2df'/><B/><T t='不限购' c='fffff2df'/>"
"4042","商城用","玫瑰花","1","339103","2","","","","4000","","4000","","1","5","0","1","1","155","","","","",""," <T t='赠送互加好友的异性好友可以增加99点好友度，但不能超过9999好友度。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4043","商城用","郁金香","1","339104","2","","","","4000","","4000","","1","5","0","1","1","155","","","","",""," <T t='赠送互加好友的同性好友可以增加99点好友度，但不能超过9999好友度。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4044","商城用","融合剂","1","40014","2","","","","28800","","28800","","1","3","0","1","1","155","","","","",""," <T t='神秘的炼金合剂，用来增加元素间的亲和力，能够提高宝石中能量的稳定性，提高8级以上宝石合成的成功率。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4045","商城用","摇钱树","1","340025","2","","","","180000","","180000","","1","1","3","1","1","155","","","","",""," <T t='获得500声望值，在身边种下摇钱树。被照料500次（或30分钟后），摇钱树自动消失。照料的人数越多，种树者获得的银币越多，最多5000000银币' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4046","商城用","莫迪伦之书","1","331005","3","","","","605","","605","","1","1","0","1","1","155","","","","","","<T t='每日限购：$parameter$个' c='fffff2df'/>"
"4047","商城用","龙骸礼包","1","340027","2","","","","30000","","24000","","2","1","1","1","1","155","","","","",""," <T t='使用后获得巨龙之魂和巨龙之血各一个。' c='fffff2df'/><B/><T t='每周限购：$parameter$个' c='fffff2df'/>"
"4048","商城用","狮鹫","1","331400","3","","","","580","","580","","0","0","0","1","1","155","","","","",""," <T t='勇敢的蛮锤氏族忠实的朋友，现已成为艾泽大陆广泛的交通工具。骑乘后增加10%移动速度。' c='fffff2df'/>"
"4049","商城用","幽灵狼","1","331401","3","","","","1880","","1880","","0","0","0","1","1","155","","","","",""," <T t='桀骜的幽灵狼却同时拥有着绝对忠诚的品质。骑乘后增加20%移动速度。' c='fffff2df'/>"
"4050","商城用","科多兽","1","331402","3","","","","380","","380","","0","0","0","1","1","155","","","","",""," <T t='你绝对想象不到骑着一头科多兽经过地精的领地是多么威风。骑乘后增加10%移动速度。' c='fffff2df'/>"
"4051","商城用","艾泽战象","1","331403","3","","","","2880","","2880","","0","0","0","1","1","155","","","","",""," <T t='这种体型巨大的战争机器是由虚空流浪者从异界带到了艾泽大陆。骑乘后增加15%移动速度' c='fffff2df'/>"
"4052","商城用","战马","1","331411","3","","","","1380","","1380","","0","0","0","1","1","155","","","","",""," <T t='来自地狱的烈焰战马，它的烈火永生不灭。骑乘后增加10%移动速度。' c='fffff2df'/>"
"4053","商城用","染料","1","339000","3","","","","10","","10","","0","0","0","1","1","155","","","","",""," <T t='漂亮的染料，可以改变人物头发和服饰颜色。' c='fffff2df'/><B/><T t='不限购' c='fffff2df'/>"
"5000","药店","洋参草","1","320150","1","","","","2000","","2000","","0","0","0","1","1","155","","","","","",""
"5001","药店","马齿草","1","320151","1","","","","1500","","1500","","0","0","0","1","1","155","","","","","",""
"5002","药店","蒲公英","1","320152","1","","","","2000","","2000","","0","0","0","1","1","155","","","","","",""
"5003","药店","蓝莲花","1","320153","1","","","","1500","","1500","","0","0","0","1","1","155","","","","","",""
"5004","药店","恢复合剂","1","320100","1","","","","20000","","20000","","0","0","0","1","1","155","","","","","",""
"5005","药店","重生药剂","1","320105","1","","","","20000","","20000","","0","0","0","1","1","155","","","","","",""
"6000","酒店","大碗番茄浓汤","1","32014","1","","","","100000","","100000","","0","0","0","1","1","155","","","","","",""
"6001","酒店","大碗翡翠浓汤","1","32015","1","","","","100000","","100000","","0","0","0","1","1","155","","","","","",""
"6002","酒店","番茄浓汤","1","32037","1","","","","10000","","10000","","0","0","0","1","1","155","","","","","",""
"6003","酒店","翡翠浓汤","1","32038","1","","","","10000","","10000","","0","0","0","1","1","155","","","","","",""
"7000","兵器铺","恶魔弯刀","1","4040101","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7001","兵器铺","高能魔棒","1","4040102","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7002","兵器铺","灼热之刺","1","4040103","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7003","兵器铺","锋刃之爪","1","4040104","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7004","兵器铺","吉安娜火杖","1","4040105","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7005","兵器铺","真银胸甲","1","4040207","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7006","兵器铺","羽饰外套","1","4040208","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7007","兵器铺","腐蝎头盔","1","4040309","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7008","兵器铺","新月头饰","1","4040310","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7009","兵器铺","反击磁石","1","4040411","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7010","兵器铺","掩护束腰","1","4040512","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"7011","兵器铺","圆月长靴","1","4040613","1","","","","12000","","12000","","0","0","0","1","1","155","","","","","",""
"8000","荣誉商店","光环碎片","1","360000","5","","","","500","","500","","1","10","10","1","1","155","","","","","",""
"9000","节日积分商店","宠物口粮","1","310200","8","","","","10","","10","","1","10","10","1","1","155","","","","","",""
"10000","良师值","天火原石","1","40008","9","","","","252","","252","","1","10","10","1","1","155","","","","","",""
"10001","良师值","风暴原石","1","40009","9","","","","252","","252","","1","10","10","1","1","155","","","","","",""
"10002","良师值","宁静原石","1","40010","9","","","","252","","252","","1","10","10","1","1","155","","","","","",""
"10003","良师值","洞察原石","1","40011","9","","","","252","","252","","1","10","10","1","1","155","","","","","",""
"90000","神兽商店","美杜莎","2","900002","99","","339102","99","99","","99","","0","0","0","1","1","155","","","","","",""
"90001","神兽商店","熊猫酒仙","2","900001","99","","339102","99","99","","99","","0","0","0","1","1","155","","","","","",""
"90002","神兽商店","鱼人宝宝","2","500227","99","","339102","1","1","","1","","0","0","0","1","1","155","","","","","",""
"90003","神兽商店","血月教徒宝宝","2","500231","99","","339102","2","2","","2","","0","0","0","1","1","155","","","","","",""
"90004","神兽商店","巫妖宝宝","2","500235","99","","339102","5","5","","5","","0","0","0","1","1","155","","","","","",""
"90005","神兽商店","血色骑士宝宝","2","500239","99","","339102","10","10","","10","","0","0","0","1","1","155","","","","","",""
"90006","神兽商店","血色牧师宝宝","2","500240","99","","339102","10","10","","10","","0","0","0","1","1","155","","","","","",""
"90007","神兽商店","腐女宝宝","2","500244","99","","339102","15","15","","15","","0","0","0","1","1","155","","","","","",""
"90008","神兽商店","变形者宝宝","2","500248","99","","339102","20","20","","20","","0","0","0","1","1","155","","","","","",""
"90009","神兽商店","绿龙宝宝","2","500252","99","","339102","25","25","","25","","0","0","0","1","1","155","","","","","",""
"90010","神兽商店","矮人军官宝宝","2","500256","99","","339102","30","30","","30","","0","0","0","1","1","155","","","","","",""
"90011","神兽商店","恐惧恶魔宝宝","2","500260","99","","339102","35","35","","35","","0","0","0","1","1","155","","","","","",""
