编号,类型,显示名,道具名颜色,颜色品质,造型编号,单位,等级,需求等级,排序ID,可否摧毁,可否摆摊上架,点卡服可否摆摊上架,道具生效时间,道具过期时间,使用后持续时间（s）,默认有效时间,可否卖店,是否绑定,是否拾取绑定,是否下线消失,战斗内使用对象,战斗内使用者对象,战斗外使用对象,使用后是否消耗,最大堆叠数量,最大拥有数量,删除后服务器保留天数,珍品找回消耗,描述,功能说明,售卖商店类型,售卖NPCID,道具使用方法,道具类名,道具类名1,使用按钮功能类型,使用按钮功能参数1,使用按钮功能参数2,使用按钮功能参数3,加锁时能否消耗,需求锻造等级,需求裁缝等级,需求炼金等级,临时类型,获取途径1,获取途径2,获取途径3,获取途径4,获取途径5,获取途径6,获取途径7,获取途径8,获取途径9,是否珍品,是否稀有,摆摊冻结时间,寻路特殊处理,特殊用途1,特殊用途2,特殊用途3,特殊用途4,特殊用途5
350411,422,打造图纸-男衣,fffff2df,1,1038,张,40,1,7051,true,0,0,0,0,0,0,1114,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350412,422,打造图纸-女衣,fffff2df,1,1039,张,40,1,7052,true,0,0,0,0,0,0,1121,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350500,422,打造图纸-剑,fffff2df,1,1009,张,50,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,30,,,,,,
350501,422,打造图纸-锤,fffff2df,1,1031,张,50,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350502,422,打造图纸-弓,fffff2df,1,1033,张,50,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350503,422,打造图纸-斧,fffff2df,1,1143,张,50,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350504,422,打造图纸-法杖,fffff2df,1,1036,张,50,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350505,422,打造图纸-法杖,fffff2df,1,1036,张,50,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350506,422,打造图纸-腰带,fffff2df,1,1042,张,50,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350507,422,打造图纸-鞋子,fffff2df,1,1044,张,50,1,7055,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350508,422,打造图纸-项链,fffff2df,1,1043,张,50,1,7056,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350509,422,打造图纸-男头,fffff2df,1,1040,张,50,1,7053,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350510,422,打造图纸-女头,fffff2df,1,1041,张,50,1,7054,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350511,422,打造图纸-男衣,fffff2df,1,1038,张,50,1,7051,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350512,422,打造图纸-女衣,fffff2df,1,1039,张,50,1,7052,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350600,422,打造图纸-剑,fffff2df,1,1009,张,60,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350601,422,打造图纸-锤,fffff2df,1,1031,张,60,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350602,422,打造图纸-弓,fffff2df,1,1033,张,60,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350603,422,打造图纸-斧,fffff2df,1,1143,张,60,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350604,422,打造图纸-法杖,fffff2df,1,1036,张,60,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350605,422,打造图纸-法杖,fffff2df,1,1036,张,60,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350606,422,打造图纸-腰带,fffff2df,1,1042,张,60,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350607,422,打造图纸-鞋子,fffff2df,1,1044,张,60,1,7055,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350608,422,打造图纸-项链,fffff2df,1,1043,张,60,1,7056,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350609,422,打造图纸-男头,fffff2df,1,1040,张,60,1,7053,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350610,422,打造图纸-女头,fffff2df,1,1041,张,60,1,7054,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350611,422,打造图纸-男衣,fffff2df,1,1038,张,60,1,7051,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350612,422,打造图纸-女衣,fffff2df,1,1039,张,60,1,7052,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350700,422,打造图纸-剑,fffff2df,1,1009,张,70,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350701,422,打造图纸-锤,fffff2df,1,1031,张,70,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350702,422,打造图纸-弓,fffff2df,1,1033,张,70,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350703,422,打造图纸-斧,fffff2df,1,1143,张,70,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350704,422,打造图纸-法杖,fffff2df,1,1036,张,70,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350705,422,打造图纸-法杖,fffff2df,1,1036,张,70,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350706,422,打造图纸-腰带,fffff2df,1,1042,张,70,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350707,422,打造图纸-鞋子,fffff2df,1,1044,张,70,1,7055,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350708,422,打造图纸-项链,fffff2df,1,1043,张,70,1,7056,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350709,422,打造图纸-男头,fffff2df,1,1040,张,70,1,7053,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350710,422,打造图纸-女头,fffff2df,1,1041,张,70,1,7054,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350711,422,打造图纸-男衣,fffff2df,1,1038,张,70,1,7051,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350712,422,打造图纸-女衣,fffff2df,1,1039,张,70,1,7052,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
350800,422,打造图纸-剑,fffff2df,1,1009,张,80,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350801,422,打造图纸-锤,fffff2df,1,1031,张,80,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350802,422,打造图纸-弓,fffff2df,1,1033,张,80,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350803,422,打造图纸-斧,fffff2df,1,1143,张,80,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350804,422,打造图纸-法杖,fffff2df,1,1036,张,80,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350805,422,打造图纸-法杖,fffff2df,1,1036,张,80,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350806,422,打造图纸-腰带,fffff2df,1,1042,张,80,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350807,422,打造图纸-鞋子,fffff2df,1,1044,张,80,1,7055,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350808,422,打造图纸-项链,fffff2df,1,1043,张,80,1,7056,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350809,422,打造图纸-男头,fffff2df,1,1040,张,80,1,7053,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350810,422,打造图纸-女头,fffff2df,1,1041,张,80,1,7054,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350811,422,打造图纸-男衣,fffff2df,1,1038,张,80,1,7051,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350812,422,打造图纸-女衣,fffff2df,1,1039,张,80,1,7052,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350900,422,打造图纸-剑,fffff2df,1,1009,张,90,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350901,422,打造图纸-锤,fffff2df,1,1031,张,90,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350902,422,打造图纸-弓,fffff2df,1,1033,张,90,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350903,422,打造图纸-斧,fffff2df,1,1143,张,90,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350904,422,打造图纸-法杖,fffff2df,1,1036,张,90,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350905,422,打造图纸-法杖,fffff2df,1,1036,张,90,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350906,422,打造图纸-腰带,fffff2df,1,1042,张,90,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350907,422,打造图纸-鞋子,fffff2df,1,1044,张,90,1,7055,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350908,422,打造图纸-项链,fffff2df,1,1043,张,90,1,7056,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350909,422,打造图纸-男头,fffff2df,1,1040,张,90,1,7053,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350910,422,打造图纸-女头,fffff2df,1,1041,张,90,1,7054,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350911,422,打造图纸-男衣,fffff2df,1,1038,张,90,1,7051,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
350912,422,打造图纸-女衣,fffff2df,1,1039,张,90,1,7052,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351000,422,打造图纸-剑,fffff2df,1,1009,张,100,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351001,422,打造图纸-锤,fffff2df,1,1031,张,100,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351002,422,打造图纸-弓,fffff2df,1,1033,张,100,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351003,422,打造图纸-斧,fffff2df,1,1143,张,100,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351004,422,打造图纸-法杖,fffff2df,1,1036,张,100,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351005,422,打造图纸-法杖,fffff2df,1,1036,张,100,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351006,422,打造图纸-腰带,fffff2df,1,1042,张,100,1,7050,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351007,422,打造图纸-鞋子,fffff2df,1,1043,张,100,1,7055,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351008,422,打造图纸-项链,fffff2df,1,1044,张,100,1,7056,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351009,422,打造图纸-男头,fffff2df,1,1040,张,100,1,7053,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351010,422,打造图纸-女头,fffff2df,1,1041,张,100,1,7054,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351011,422,打造图纸-男衣,fffff2df,1,1038,张,100,1,7051,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351012,422,打造图纸-女衣,fffff2df,1,1039,张,100,1,7052,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,1,30,,,,,,
351100,422,打造图纸-剑,fffff2df,1,1009,张,110,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351101,422,打造图纸-锤,fffff2df,1,1031,张,110,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351102,422,打造图纸-弓,fffff2df,1,1033,张,110,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351103,422,打造图纸-斧,fffff2df,1,1143,张,110,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351104,422,打造图纸-法杖,fffff2df,1,1036,张,110,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351105,422,打造图纸-法杖,fffff2df,1,1036,张,110,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351106,422,打造图纸-腰带,fffff2df,1,1042,张,110,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
