"编号","名称","原模型替换备注","玩法调用","称谓","造型id","随机造型id","显示血量","显示大血条","显示等级","战斗单位类型","怪物类型","特殊类型","职业","类型","大小比例","area1colour","area2colour","对应宠物","颜色几率id","是否绑定","等级模式","NPC等级","怪物匹配最小等级","怪物匹配最大等级","能否捕捉","能否捕捉2","捕捉几率","逃跑几率","免疫状态id","反击几率","反击伤害系数","初始属性点","初始属性分配类型","每级新增属性点","每级体质加点","每级智力加点","每级力量加点","每级耐力加点","每级敏捷加点","怪物体资","怪物法资","怪物攻资","怪物防资","怪物速资","怪物躲资","怪物成长率","治疗强度成长","控制命中成长","控制抗性成长","暗雷加点1","暗雷加点2","暗雷加点3","暗雷加点4","技能1编号","技能2编号","技能3编号","技能4编号","技能5编号","技能6编号","技能7编号","技能1出现几率","技能2出现几率","技能3出现几率","技能4出现几率","技能5出现几率","技能6出现几率","技能7出现几率","技能1施放几率","技能2施放几率","技能3施放几率","技能4施放几率","技能5施放几率","技能6施放几率","技能7施放几率","AI编号","金属性吸收","木属性吸收","水属性吸收","火属性吸收","土属性吸收","加强封印","封印抗性","外功暴击等级","外功暴击程度","外功暴击抗性","内功暴击等级","内功暴击抗性","内功暴击程度","反击等级","反击程度","单场反击次数","反击抗性","外功反震等级","外功反震程度","外功反震抗性","连击率","连击次数","追击率","追击次数","修炼等级基准","物攻修炼等级","物防修炼等级","法攻修炼等级","法防修炼等级","强封修炼等级","封抗修炼等级","技能1系数","技能2系数","技能3系数","技能4系数","技能5系数","技能6系数","技能7系数","技能1常数","技能2常数","技能3常数","技能4常数","技能5常数","技能6常数","技能7常数"
"22235","龙龟","律法女娲宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500244","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1000","1","1","1","1","2400","3000","2000","2500","0","1850","1096","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207006","206048","206014","206045","206030","","","1000","333","333","333","333","","","500","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22236","噬天虎","千年僵尸宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500245","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","3110","3890","1380","1730","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206005","206019","206037","206001","","","","1000","333","333","333","","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22237","夜罗刹","孤魂野鬼宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500246","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","2490","3110","2070","2590","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206029","206032","207003","206006","","","","1000","333","333","333","","","","0","500","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22238","踏云兽","芙蓉仙子宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500247","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","3730","4670","1730","2160","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206063","206017","206005","206004","206036","","","1000","1000","333","333","333","","","0","0","0","0","0","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22239","雾中仙","蜃蛇宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500248","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1000","1","1","1","1","2490","3110","1380","1730","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206049","207012","206027","206005","206031","","","1000","333","333","333","333","","","500","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22240","炎魔神","吸血鬼宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500249","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1000","1","1","1","1","3730","4670","2070","2590","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206030","207016","206027","206033","206032","","","1000","333","333","333","333","","","500","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22241","修罗傀儡鬼","夜叉宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500250","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","3230","4030","2150","2690","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","207007","206046","206011","","","","1000","333","333","333","","","","0","500","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22242","修罗傀儡妖","幽莹娃娃宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500251","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","3870","4840","1430","1790","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206057","206067","206001","","","","1000","333","333","333","","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22243","狂豹","鞭笞者宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500252","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","3230","4030","1430","1790","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206050","206039","206001","206019","","","","1000","333","333","333","","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22244","罗汉","幽冥书生宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500253","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1000","1","1","1","1","3870","4840","1430","1790","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206048","207014","206019","206021","206022","","","1000","333","333","333","333","","","500","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22245","腾蛇","蟠桃童子宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500254","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","4010","5010","1480","1860","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206039","206037","206023","","","","1000","333","333","333","","","","0","0","0","0","0","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22246","蓝龙","天兵宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500255","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","2670","3340","2230","2780","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206059","207005","206043","206060","","","","1000","333","333","333","","","","0","500","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22247","蝎子精","巨灵神将宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500256","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","4010","5010","1860","2320","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","206072","206003","206028","206033","","","1000","1000","333","333","333","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22248","持国","御风童子宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500257","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1000","1","1","1","1","2670","3340","1480","1860","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","207009","206069","206012","206033","","","1000","333","333","333","333","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22249","百足将军","绿飞龙宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500258","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","4150","5180","2300","2880","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206056","207008","206043","206045","","","","1000","333","333","333","","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22250","蚌精","猴小仙宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500259","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","2760","3460","1540","1920","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206001","206056","206065","206005","","","","1000","333","333","333","","","","0","500","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22251","画魂","芙蓉仙子宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500260","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","3460","4320","1540","1920","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206060","206050","206058","206059","","","","1000","333","333","333","","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22252","碧水夜叉","巡游天神宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500261","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1000","1","1","1","1","4150","5180","1540","1920","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206069","207015","206009","206014","206015","","","1000","333","333","333","333","","","0","500","0","0","0","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22253","花妖","炎魔使者宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500262","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","4290","5360","2380","2980","0","1850","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206070","207005","206051","206060","","","","1000","333","333","333","","","","0","0","500","0","0","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22254","蝴蝶仙子","凤凰仙子宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500263","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","4290","5360","1980","2480","0","1850","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206050","206058","206057","206067","","","","1000","333","333","333","","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22255","狐狸精","鬼剑宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500264","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","2860","3570","2380","2980","0","1850","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206043","207006","206046","206045","","","","1000","333","333","333","","","","0","500","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22256","鲛人","羽云仙子宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500265","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1000","1","1","1","1","4290","5360","1590","1980","0","1850","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206054","207013","206073","206003","206020","","","1000","333","333","333","333","","","0","500","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22257","机关鸟","布雨神君宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500266","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","2950","3690","1640","2050","0","1850","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206072","206052","206058","206038","206051","","","1000","333","333","333","333","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22258","锦毛貂精","武罗仙子宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500267","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","4420","5530","1640","2050","0","1850","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206040","206066","206069","206039","206049","","","1000","333","333","333","333","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22259","千年蛇魅","噬天虎宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500268","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","4420","5530","2460","3070","0","1850","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207006","206065","206064","206063","206062","","","1000","333","333","333","333","","","500","0","0","0","0","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22260","鼠先锋","雾中仙宝宝","精英副本","","","","1","","0","4","3","","","2","1","0","0","500269","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1000","1","1","1","1","3690","4610","1640","2050","0","1850","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206056","207010","206060","206054","206070","","","1000","333","333","333","333","","","0","500","0","0","0","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22261","天将","变异野猪宝宝","精英副本","","","","1","","0","4","3","","","2","1","1","0","500270","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","3270","4110","1210","1520","0","1850","976","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206003","206023","","","","","","333","333","","","","","","0","0","0","","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22262","小龙女","变异老虎宝宝","精英副本","","","","1","","0","4","3","","","2","1","1","0","500271","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","2820","3540","1250","1570","0","1850","976","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206002","206003","206023","","","","","333","333","333","","","","","0","0","0","","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22263","犀牛将军人","变异羊头怪宝宝","精英副本","","","","1","","0","4","3","","","2","1","1","0","500272","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","2330","2920","1290","1620","0","1850","1006","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206001","206035","206023","206033","","","","333","333","333","333","","","","0","0","0","","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22264","犀牛将军兽","变异泡泡宝宝","精英副本","","","","1","","0","4","3","","","2","1","1","0","500273","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","2910","3650","1290","1620","0","1850","1006","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206002","206003","206021","206013","","","","1000","333","333","333","","","","500","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22265","野猪精","变异牛头宝宝","精英副本","","","","1","","0","4","3","","","2","1","1","1","500274","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","3600","4530","1330","1680","0","1850","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206003","206002","206015","206026","","","","1000","333","333","333","","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22266","阴阳伞","变异马面宝宝","精英副本","","","","1","","0","4","3","","","2","1","1","0","500275","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","300","1","1","1","1","3600","4530","2000","2510","0","1850","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207001","206033","206011","206023","","","","1000","333","333","333","","","","0","0","0","0","","","","17100;17155","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
