"编号","名称","随机名称库","前缀1","前缀2","area1colour","area2colour","大小比例","npctype","小地图显示","npccolour","share","modelID","可否被多人战斗","杂学id","map","编辑器X坐标（策划用）","编辑器Y坐标（策划用）","xPos","yPox","朝向","状态","所在地图层","小地图查询拼音","小地图查询","脚下称谓","头顶特效","脚下称谓策划看","chitchat1","chitchat2","chitchat3","chitchat4","chitchat5","leave","hideable","声音1","声音2","声音3","声音4","是否显示在周围列表","战斗ID","小地图npc颜色","时间","是否点卡服显示"
"180695","荒漠统领","","","","0","0","1.35","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","时空之路","2203","","","","","告辞","1","","","","","0","2795","ff003303","0",""
"180696","玄武","","","","0","0","1.35","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","2796","ff003303","0",""
"180697","朱雀","","","","0","0","1.35","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","2797","ff003303","0",""
"180698","白虎","","","","0","0","1.35","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","2798","ff003303","0",""
"180699","青龙","","","","0","0","1.35","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","2799","ff003303","0",""
"180700","浴火麒麟","","","","0","0","1.35","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","2800","ff003303","0",""
"180701","野猪护卫","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC1","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"180702","野猪护卫","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC2","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"180703","卡拉猎犬","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC3","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"180704","卡拉猎犬","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC4","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"180705","小冏龟","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC5","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"180706","小冏龟","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC6","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"180707","猎龙守卫","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC7","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"180708","猎龙守卫","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC8","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"180709","德鲁伊追随者","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC9","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"180710","德鲁伊追随者","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","2218","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC10","2284","","","","","告辞","0","","","","","0","","ff003303","0",""
"181000","心魔","","","","0","0","1","27","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","古神","","古神4","2193","","","","","告辞","0","","","","","0","2464","ff003303","0",""
"182101","一江风","","","","5","5","1","7","0","ff00ff0d","0","1100805","0","-1","0","540","766","10","37","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3001","ff003303","0",""
"182102","鬼国公主","","","","0","0","1","7","0","ff00ff0d","0","1020017","0","-1","0","129","1290","29","24","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3002","ff003303","0",""
"182103","定山神","","","","6","0","1","7","0","ff00ff0d","0","1100803","0","-1","0","1138","1435","27","53","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3003","ff003303","0",""
"182104","猴小圣","","","","5","5","1","7","0","ff00ff0d","0","1100808","0","-1","0","1435","601","49","55","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3004","ff003303","0",""
"182105","掌灯人","","","","6","0","1","7","0","ff00ff0d","0","1100704","0","-1","0","703","211","52","43","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3005","ff003303","0",""
"182201","百目鬼王","","","","1","0","1","7","0","ff00ff0d","0","1020011","0","-1","0","236","610","10","37","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3006","ff003303","0",""
"182202","伏虎校尉","","","","0","0","1","7","0","ff00ff0d","0","1020002","0","-1","0","251","1456","29","24","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3007","ff003303","0",""
"182203","灵台道人","","","","0","0","1","7","0","ff00ff0d","0","1020006","0","-1","0","1140","889","27","53","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3008","ff003303","0",""
"182204","沧海银龙","","","","1","0","1","7","0","ff00ff0d","0","1020013","0","-1","0","1460","1630","49","55","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3009","ff003303","0",""
"182205","观音大士","","","","0","0","1","7","0","ff00ff0d","0","1020018","0","-1","0","2016","874","52","43","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3010","ff003303","0",""
"182301","地藏王","","","","0","0","1","7","0","ff00ff0d","0","1020012","0","-1","0","563","789","10","37","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3011","ff003303","0",""
"182302","大大王","","","","0","0","1","7","0","ff00ff0d","0","1020009","0","-1","0","130","1237","29","24","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3012","ff003303","0",""
"182303","煞风太岁","","","","0","0","1","7","0","ff00ff0d","0","1020019","0","-1","0","1138","1441","27","53","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3013","ff003303","0",""
"182304","千佛神医","","","","0","0","1","7","0","ff00ff0d","0","1020027","0","-1","0","1364","621","49","55","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3014","ff003303","0",""
"182305","琼华子","","","","0","0","1","7","0","ff00ff0d","0","1020017","0","-1","0","755","207","52","43","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3015","ff003303","0",""
"182401","贪狼","","","","5","5","1","7","0","ff00ff0d","0","1100802","0","-1","0","230","636","10","37","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3016","ff003303","0",""
"182402","破军","","","","6","6","1","7","0","ff00ff0d","0","1100807","0","-1","0","158","1168","29","24","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3017","ff003303","0",""
"182403","墨凰","","","","5","5","1","7","0","ff00ff0d","0","1100902","0","-1","0","1194","943","27","53","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3018","ff003303","0",""
"182404","螭吻","","","","6","0","1","7","0","ff00ff0d","0","1100901","0","-1","0","1599","1642","49","55","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3019","ff003303","0",""
"182405","破霄","","","","1","5","1","7","0","ff00ff0d","0","1020024","0","-1","0","1960","777","52","43","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3020","ff003303","0",""
"183901","灾厄•灵仙","","","","7","7","1","7","0","ff00ff0d","0","1100904","0","-1","0","544","769","10","37","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3021","ff003303","0",""
"183902","灾厄•夜魅","","","","6","6","1","7","0","ff00ff0d","0","1100906","0","-1","0","125","1224","29","24","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3022","ff003303","0",""
"183903","灾厄•破晓","","","","4","4","1","7","0","ff00ff0d","0","1101004","0","-1","0","1139","1423","27","53","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3023","ff003303","0",""
"183904","灾厄•渡法","","","","4","4","1","7","0","ff00ff0d","0","1101001","0","-1","0","1301","607","49","55","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3024","ff003303","0",""
"183905","灾厄•玄灵","","","","5","5","1","7","0","ff00ff0d","0","1101007","0","-1","0","696","217","52","43","3","","0","","","精锐秘境","","秘境降妖~试炼之塔~40-69","","","","","","告辞","0","","","","","0","3025","ff003303","0",""
"182501","一江风","","","","5","5","1","7","0","ff00ff0d","0","1100805","0","-1","0","376","415","10","37","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3026","ff003303","0",""
"182502","鬼国公主","","","","0","0","1","7","0","ff00ff0d","0","1020017","0","-1","0","242","817","29","24","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3027","ff003303","0",""
"182503","定山神","","","","6","0","1","7","0","ff00ff0d","0","1100803","0","-1","0","621","1065","27","53","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3028","ff003303","0",""
"182504","猴小圣","","","","5","5","1","7","0","ff00ff0d","0","1100808","0","-1","0","994","869","49","55","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3029","ff003303","0",""
"182505","掌灯人","","","","6","0","1","7","0","ff00ff0d","0","1100704","0","-1","0","1386","1258","52","43","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3030","ff003303","0",""
"182601","百目鬼王","","","","1","0","1","7","0","ff00ff0d","0","1020011","0","-1","0","1534","930","10","37","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3031","ff003303","0",""
"182602","伏虎校尉","","","","0","0","1","7","0","ff00ff0d","0","1020002","0","-1","0","1217","475","29","24","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3032","ff003303","0",""
"182603","灵台道人","","","","0","0","1","7","0","ff00ff0d","0","1020006","0","-1","0","1002","949","27","53","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3033","ff003303","0",""
"182604","沧海银龙","","","","1","0","1","7","0","ff00ff0d","0","1020013","0","-1","0","694","1286","49","55","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3034","ff003303","0",""
"182605","观音大士","","","","0","0","1","7","0","ff00ff0d","0","1020018","0","-1","0","212","1031","52","43","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3035","ff003303","0",""
"182701","地藏王","","","","0","0","1","7","0","ff00ff0d","0","1020012","0","-1","0","376","415","10","37","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3036","ff003303","0",""
"182702","大大王","","","","0","0","1","7","0","ff00ff0d","0","1020009","0","-1","0","242","817","29","24","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3037","ff003303","0",""
"182703","煞风太岁","","","","0","0","1","7","0","ff00ff0d","0","1020019","0","-1","0","621","1065","27","53","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3038","ff003303","0",""
"182704","千佛神医","","","","0","0","1","7","0","ff00ff0d","0","1020027","0","-1","0","994","869","49","55","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3039","ff003303","0",""
"182705","琼华子","","","","0","0","1","7","0","ff00ff0d","0","1020017","0","-1","0","1386","1258","52","43","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3040","ff003303","0",""
"182801","贪狼","","","","5","5","1","7","0","ff00ff0d","0","1100802","0","-1","0","1534","930","10","37","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3041","ff003303","0",""
"182802","破军","","","","6","6","1","7","0","ff00ff0d","0","1100807","0","-1","0","1217","475","29","24","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3042","ff003303","0",""
"182803","墨凰","","","","5","5","1","7","0","ff00ff0d","0","1100902","0","-1","0","1002","949","27","53","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3043","ff003303","0",""
"182804","螭吻","","","","6","0","1","7","0","ff00ff0d","0","1100901","0","-1","0","694","1286","49","55","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3044","ff003303","0",""
"182805","破霄","","","","1","5","1","7","0","ff00ff0d","0","1020024","0","-1","0","212","1031","52","43","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3045","ff003303","0",""
"182901","灾厄•灵仙","","","","7","7","1","7","0","ff00ff0d","0","1100904","0","-1","0","376","415","10","37","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3046","ff003303","0",""
"182902","灾厄•夜魅","","","","6","6","1","7","0","ff00ff0d","0","1100906","0","-1","0","242","817","29","24","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3047","ff003303","0",""
"182903","灾厄•破晓","","","","4","4","1","7","0","ff00ff0d","0","1101004","0","-1","0","621","1065","27","53","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3048","ff003303","0",""
"182904","灾厄•渡法","","","","4","4","1","7","0","ff00ff0d","0","1101001","0","-1","0","994","869","49","55","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3049","ff003303","0",""
"182905","灾厄•玄灵","","","","5","5","1","7","0","ff00ff0d","0","1101007","0","-1","0","1386","1258","52","43","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3050","ff003303","0",""
"183001","备用","","","","5","5","1","7","0","ff00ff0d","0","1100805","0","-1","0","1534","930","10","37","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3051","ff003303","0",""
"183002","备用","","","","0","0","1","7","0","ff00ff0d","0","1020017","0","-1","0","1217","475","29","24","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3052","ff003303","0",""
"183003","备用","","","","6","0","1","7","0","ff00ff0d","0","1100803","0","-1","0","1002","949","27","53","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3053","ff003303","0",""
"183004","备用","","","","5","5","1","7","0","ff00ff0d","0","1100808","0","-1","0","351","1113","49","55","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3054","ff003303","0",""
"183005","备用","","","","6","0","1","7","0","ff00ff0d","0","1100704","0","-1","0","429","412","52","43","3","","0","","","勇武秘境","","秘境降妖~试炼之塔~70-89","","","","","","告辞","0","","","","","0","3055","ff003303","0",""
"183101","一江风","","","","5","5","1","7","0","ff00ff0d","0","1100805","0","-1","0","1104","208","10","37","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3051","ff003303","0",""
"183102","鬼国公主","","","","0","0","1","7","0","ff00ff0d","0","1020017","0","-1","0","864","656","29","24","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3052","ff003303","0",""
"183103","定山神","","","","6","0","1","7","0","ff00ff0d","0","1100803","0","-1","0","528","1152","27","53","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3053","ff003303","0",""
"183104","猴小圣","","","","5","5","1","7","0","ff00ff0d","0","1100808","0","-1","0","880","1296","49","55","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3054","ff003303","0",""
"183105","掌灯人","","","","6","0","1","7","0","ff00ff0d","0","1100704","0","-1","0","1088","976","52","43","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3055","ff003303","0",""
"183201","百目鬼王","","","","1","0","1","7","0","ff00ff0d","0","1020011","0","-1","0","1104","208","10","37","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3056","ff003303","0",""
"183202","伏虎校尉","","","","0","0","1","7","0","ff00ff0d","0","1020002","0","-1","0","864","656","29","24","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3057","ff003303","0",""
"183203","灵台道人","","","","0","0","1","7","0","ff00ff0d","0","1020006","0","-1","0","528","1152","27","53","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3058","ff003303","0",""
"183204","沧海银龙","","","","1","0","1","7","0","ff00ff0d","0","1020013","0","-1","0","880","1296","49","55","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3059","ff003303","0",""
"183205","观音大士","","","","0","0","1","7","0","ff00ff0d","0","1020018","0","-1","0","1088","976","52","43","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3060","ff003303","0",""
"183301","地藏王","","","","0","0","1","7","0","ff00ff0d","0","1020012","0","-1","0","1104","208","10","37","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3061","ff003303","0",""
"183302","大大王","","","","0","0","1","7","0","ff00ff0d","0","1020009","0","-1","0","864","656","29","24","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3062","ff003303","0",""
"183303","煞风太岁","","","","0","0","1","7","0","ff00ff0d","0","1020019","0","-1","0","528","1152","27","53","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3063","ff003303","0",""
"183304","千佛神医","","","","0","0","1","7","0","ff00ff0d","0","1020027","0","-1","0","880","1296","49","55","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3064","ff003303","0",""
"183305","琼华子","","","","0","0","1","7","0","ff00ff0d","0","1020017","0","-1","0","1088","976","52","43","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3065","ff003303","0",""
"183401","贪狼","","","","5","5","1","7","0","ff00ff0d","0","1100802","0","-1","0","1104","208","10","37","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3066","ff003303","0",""
"183402","破军","","","","6","6","1","7","0","ff00ff0d","0","1100807","0","-1","0","864","656","29","24","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3067","ff003303","0",""
"183403","墨凰","","","","5","5","1","7","0","ff00ff0d","0","1100902","0","-1","0","528","1152","27","53","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3068","ff003303","0",""
"183404","螭吻","","","","6","0","1","7","0","ff00ff0d","0","1100901","0","-1","0","880","1296","49","55","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3069","ff003303","0",""
"183405","破霄","","","","1","5","1","7","0","ff00ff0d","0","1020024","0","-1","0","1088","976","52","43","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3070","ff003303","0",""
"183501","灾厄•灵仙","","","","7","7","1","7","0","ff00ff0d","0","1100904","0","-1","0","1104","208","10","37","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3071","ff003303","0",""
"183502","灾厄•夜魅","","","","6","6","1","7","0","ff00ff0d","0","1100906","0","-1","0","864","656","29","24","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3072","ff003303","0",""
"183503","灾厄•破晓","","","","4","4","1","7","0","ff00ff0d","0","1101004","0","-1","0","528","1152","27","53","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3073","ff003303","0",""
"183504","灾厄•渡法","","","","4","4","1","7","0","ff00ff0d","0","1101001","0","-1","0","880","1296","49","55","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3074","ff003303","0",""
"183505","灾厄•玄灵","","","","5","5","1","7","0","ff00ff0d","0","1101007","0","-1","0","1088","976","52","43","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3075","ff003303","0",""
"183601","灾无间","","","","0","0","1","7","0","ff00ff0d","0","1100604","0","-1","0","1104","208","10","37","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3081","ff003303","0",""
"183602","灾魔刹","","","","0","0","1","7","0","ff00ff0d","0","1100906","0","-1","0","864","656","29","24","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3082","ff003303","0",""
"183603","灾渡法","","","","0","0","1","7","0","ff00ff0d","0","1101003","0","-1","0","528","1152","27","53","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3083","ff003303","0",""
"183604","灾甘露","","","","0","0","1","7","0","ff00ff0d","0","1101001","0","-1","0","880","1296","49","55","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3084","ff003303","0",""
"183605","灾玄灵","","","","0","0","1","7","0","ff00ff0d","0","1101007","0","-1","0","1088","976","52","43","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3085","ff003303","0",""
"183701","灾厄无间","","","","0","0","1","7","0","ff00ff0d","0","1100604","0","-1","0","1104","208","10","37","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3086","ff003303","0",""
"183702","灾厄魔刹","","","","0","0","1","7","0","ff00ff0d","0","1100906","0","-1","0","864","656","29","24","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3087","ff003303","0",""
"183703","灾厄渡法","","","","0","0","1","7","0","ff00ff0d","0","1101003","0","-1","0","528","1152","27","53","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3088","ff003303","0",""
"183704","灾厄甘露","","","","0","0","1","7","0","ff00ff0d","0","1101001","0","-1","0","880","1296","49","55","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3089","ff003303","0",""
"183705","灾厄玄灵","","","","0","0","1","7","0","ff00ff0d","0","1101007","0","-1","0","1088","976","52","43","3","","0","","","神威秘境","","秘境降妖~试炼之塔~90-155","","","","","","告辞","0","","","","","0","3090","ff003303","0",""
"210001","女弟子","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2100","539","364","33","22","3","","0","","女弟子","月女弟子","","女弟子","2585","2586","2587","2588","","告辞","1","","","","","0","","ff003303","0",""
"210002","地藏王","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2100","486","446","30","27","5","","0","","地藏王","大德鲁伊","","地藏王","2103","2106","2462","","","告辞","1","","","","","0","","ff003303","0",""
"210003","远古守护者","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2100","228","515","14","32","5","","0","","远古守护者","","","远古守护者","2561","","","","","告辞","1","","","","","0","","ff003303","0",""
"210101","女弟子","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2101","657","665","41","41","3","","0","","女弟子","月女弟子","","女弟子","2585","2586","2587","2588","","告辞","1","","","","","0","","ff003303","0",""
"210102","地藏王","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2101","275","677","17","42","3","","0","","地藏王","大德鲁伊","","地藏王","2103","2106","2462","","","告辞","1","","","","","0","","ff003303","0",""
"210103","发狂的龙族","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2101","317","443","19","27","5","","0","","发狂的龙族","","","发狂的龙族","2575","","","","","告辞","1","","","","","0","","ff003303","0",""
"210104","德鲁伊","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2101","415","593","25","37","5","","0","","德鲁伊","","","德鲁伊","2545","2546","2547","","","告辞","1","","","","","0","","ff003303","0",""
"210201","女弟子","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2102","449","443","28","27","3","","0","","女弟子","月女弟子","","女弟子","2585","2586","2587","2588","","告辞","1","","","","","0","","ff003303","0",""
"210202","监牢守卫","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2102","449","443","28","27","5","","0","","监牢守卫","","","监牢守卫","2565","","","","","告辞","1","","","","","0","","ff003303","0",""
"210203","弟子","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2102","449","443","28","27","5","","0","","弟子","守望者","","弟子","2625","2626","2627","2628","","告辞","1","","","","","0","","ff003303","0",""
"210204","魔物","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2102","449","443","28","27","5","","0","","魔物","恶魔猎手","","魔物","2621","2622","2623","2624","","告辞","1","","","","","0","","ff003303","0",""
"210301","女弟子","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2103","268","346","16","21","5","","0","","女弟子","月女弟子","","女弟子","2585","2586","2587","2588","","告辞","1","","","","","0","","ff003303","0",""
"210302","地藏王","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2103","268","346","16","21","5","","0","","地藏王","","","地藏王","2103","2106","2462","","","告辞","1","","","","","0","","ff003303","0",""
"210303","魔物","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2103","268","346","16","21","3","","0","","魔物","恶魔猎手","","魔物","2621","2622","2623","2624","","告辞","1","","","","","0","","ff003303","0",""
"210304","魔物守卫","","","","0","0","1","1","0","ff00ff0d","0","1010101","0","-1","2103","268","346","16","21","3","","0","","魔物守卫","","","魔物守卫","2575","","","","","告辞","1","","","","","0","","ff003303","0",""
