"造型id","造型","全身像","半身像id","小头像id","小地图头像","描述","几个方向","影子尺寸","攻击音效","施法音效","是否远程","是否进行位移","是否染色","部件1","部件2","部件3","显示武器ID","显示坐骑ID","秘境头像","透明化半身像","圆形头像","站位点专用"
"1030092","boss-xin9","","","","","白龙战士","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030093","boss-xin10","3160","9049","30419","9060","三太子敖烈","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030094","boss-xin11","3166","9049","30426","9060","七公主熬凌","4","2","","","0","1","0","0","0","0","","","9145","","",""
"1030095","boss-xin12","3164","9049","30422","9060","东皇太一","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030096","boss-xin13","3165","9049","30427","9060","白虎战神","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030097","boss-xin14","3167","9049","30420","9060","伽罗灵女","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030098","boss-xin15","3161","9049","30429","9060","二郎圣君","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030099","xin-heianzhishen","3176","9049","30321","9060","终末之瞳☆","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030100","xin-hongguijiang","3175","9049","30324","9060","归墟之主☆","4","2","","","0","1","0","0","0","0","","","9145","","",""
"1030101","xin-taiyangshen","3170","9049","30325","9060","太阳神","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030102","boss-xin16","3180","9049","2417","9060","九尾妖狐（怪物）","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030103","boss-xin17","3181","9049","2407","9060","戏子男（怪物）","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030104","boss-xin18","3182","9049","2411","9060","戏子女（怪物）","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030105","boss-xin19","3177","9049","2418","9060","翅膀吕布","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030106","boss-xin20","3183","9049","2412","9060","翅膀龙女","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1030107","boss-xin21","3186","9049","2422","9060","白骨精","2","2","","","0","1","0","0","0","0","","","9145","","",""
"1888888","paopao","","9130","30332","","下面是宝宝模型：每个等级段需要隔开","8","2","mt-_niutouren_gongji1","mt-_niutouren_shifa2","0","0","0","0","0","0","","","","","",""
"1100001","bb-0paopao","40410","9049","30242","9060","泡泡","2","2","","","0","1","0","0","0","0","","","","","",""
"1100002","bb-0yezhu","40411","9050","30243","9060","野猪","2","2","BB-yezhu-gj","BB-yezhu-sf","0","1","0","0","0","0","","","","","",""
"1100101","bb-10dahaigui","40412","9051","30244","9060","大海龟","2","2","BB-laohu-gj","BB-tongyong1-sf","0","1","0","0","0","0","","","","","",""
"1100102","bb-10haimaochong","40413","9052","30245","9060","海毛虫","2","2","BB-laohu-gj","BB-tongyong2-sf","0","1","0","0","0","0","","","","","",""
"1100103","bb-10laohu","40414","9053","30246","9060","老虎","2","2","BB-laohu-gj","BB-tongyong2-sf","0","1","0","0","0","0","","","","","",""
"1100201","bb-25yangtouguai","40415","9054","30247","9060","羊头怪","2","2","BB-yangtouguai-gj","BB-houxiaoxian-sf","0","1","0","0","0","0","","","","","",""
"1100202","bb-25huayao","40416","9055","30248","9060","花妖","2","2","BB-xiaonvhai-gj","BB-tongyong2-sf","0","1","0","0","0","0","","","","","",""
"1100301","bb-35niutou","40417","9056","30249","9060","牛头","2","2","BB-niutou-gj","BB-tongyong3-sf","0","1","0","0","0","0","","","","","",""
"1100302","bb-35mamian","40418","9057","30250","9060","马面","2","2","BB-mamian-gj","BB-tongyong3-sf","0","1","0","0","0","0","","","","","",""
"1100303","bb-35guichengxiang","40419","9058","30251","9060","龟丞相","2","2","BB-yezhu-gj","BB-houxiaoxian-sf","0","1","0","0","0","0","","","","","",""
"1100401","bb-45xiabin","40420","9059","30252","9060","虾兵","2","2","BB-yezhu-gj","BB-yezhu-sf","0","1","0","0","0","0","","","","","",""
"1100402","bb-45xiejiang","40421","9060","30253","9060","蟹将","2","2","BB-yezhu-gj","BB-yezhu-sf","0","1","0","0","0","0","","","","","",""
"1100403","bb-45ruishou","40422","9061","30254","9060","古代瑞兽","2","2","BB-yezhu-gj","BB-tongyong4-sf","0","1","0","0","0","0","","","","","",""
"1100501","bb-55jiaojiangjun","40423","9062","30255","9060","鲛将军","2","2","BB-nan-gj","BB-tongyong5-sf","0","1","0","0","0","0","","","","","",""
"1100502","bb-55bangxianzi","40424","9063","30256","9060","蚌仙子","2","2","BB-boxianzi-gj","BB-tongyong6-sf","0","1","0","0","0","0","","","","","",""
"1100503","bb-55longnv","40425","9064","30257","9060","龙女","2","2","BB-xiaonvhai-gj","BB-tongyong4-sf","0","1","0","0","0","0","","","","","",""
"1100601","bb-60jiangshi","40426","9065","30258","9060","千年僵尸","2","2","BB-yecha-gj","BB-xxgsf","0","1","0","0","0","0","","","","","",""
"1100602","bb-60guhunyegui","40427","9066","30259","9060","孤魂野鬼","2","2","BB-yecha-gj","BB-xxgsf","0","1","0","0","0","0","","","","","",""
"1100603","bb-65wangchuantongzi","40428","9067","30260","9060","忘川童子","2","2","BB-wangchuantongzi-gj","BB-wangchuantongzi-sf","0","1","0","0","0","0","","","","","",""
"1100604","bb-65xixuegui","40429","9068","30261","9060","吸血鬼","2","2","BB-xixuegui-gj","BB-xxgsf","0","1","0","0","0","0","","","","","",""
"1100605","bb-65zheshe","40430","9069","30262","9060","蜃蛇","2","2","","BB-tongyong4-sf","0","1","0","0","0","0","","","","","",""
"1100701","bb-75yecha","40431","9070","30263","30261","夜叉","2","2","BB-yecha-gj","BB-yecha-sf","0","1","0","0","0","0","","","","","",""
"1100702","bb-75youyingwawa","40432","9071","30264","30264","幽莹娃娃","2","2","BB-youyinwawa-gj","BB-jiaolong-sf","0","1","0","0","0","0","","","","","",""
"1100703","bb-75guijiang","40433","9072","30265","30265","鬼将","2","2","BB-yecha-gj","BB-yecha-sf","0","1","0","0","0","0","","","","","",""
"1100704","bb-75youmingshusheng","40434","9073","30266","30267","幽冥书生","2","2","BB-nan-gj","BB-youmingshusheng-sf","0","1","0","0","0","0","","","","","",""
"1100801","bb-80pantaotongzi","40435","9074","30267","30271","蟠桃童子","2","2","BB-pantaotongzi-gj","BB-tongyong1-sf","0","1","0","0","0","0","","","","","",""
"1100802","bb-80tianbin","40436","9075","30268","30235","天兵","2","2","BB-tianbing-gj","BB-tianbing-sf","0","1","0","0","0","0","","","","","",""
"1100803","bb-80julingshenjiang","40437","9076","30269","30277","巨灵神将","2","2","BB-xunyoutianshen-gj","BB-tongyong5-sf","0","1","0","0","0","0","","","","","",""
"1100804","bb-85zhenluxianzi","40438","9077","30270","30278","珍露童子","2","2","BB-nvhai-gj","BB-tongyong1-sf","0","1","0","0","0","0","","","","","",""
"1100805","bb-85yufengtongzi","40439","9078","30271","30289","御风童子","2","2","BB-nvhai-gj","BB-tongyong4-sf","0","1","0","0","0","0","","","","","",""
"1100806","bb-85furongxianzi","40440","9079","30272","30281","芙蓉仙子","2","2","BB-furongxianzi-gj","BB-furongxianzi-sf","0","1","0","0","0","0","","","","","",""
"1100807","bb-85xunyoutianshen","40441","9080","30273","30282","巡游天神","2","2","BB-xunyoutianshen-gj","BB-tongyong1-sf","0","1","0","0","0","0","","","","","",""
"1100808","bb-85houxiaoxian","40442","9081","30274","30254","猴小仙","2","2","BB-houxiaoxian-gj","BB-houxiaoxian-sf","0","1","0","0","0","0","","","","","",""
"1100901","bb-90jiaolong","40443","9082","30275","30262","蛟龙","2","2","BB-jiaolong-gj","BB-jiaolong-sf","0","1","0","0","0","0","","","","","",""
"1100902","bb-90fenghuangxianzi","40444","9083","30276","30263","凤凰仙子","2","2","BB-fenghuangxianzi-gj","BB-fenghuangxianzi-sf","0","1","0","0","0","0","","","","","",""
"1100903","bb-95shitianhu","40445","9084","30277","30266","噬天虎","2","2","BB-shitianhu-gj","BB-tongyong2-sf","0","1","0","0","0","0","","","","","",""
"1100904","bb-95wuzhongxian","40446","9085","30278","30268","雾中仙","2","2","BB-nvhai-gj","BB-tongyong4-sf","0","1","0","0","0","0","","","","","",""
"1100905","bb-95buyushenjun","40447","9086","30279","30269","布雨神君","2","2","BB-gj_nan","BB-tongyong1-sf","0","1","0","0","0","0","","","","","",""
"1100906","bb-95wuluoxianzi","40448","9087","30280","30269","武罗仙子","2","2","BB-wuluoxianzi-gj","BB-wuluoxianzi-sf","0","1","0","0","0","0","","","","","",""
"1101001","bb-105jingpingnvwa","40449","9088","30281","30269","净瓶女娲","2","2","BB-jinpinnvwa-gj","BB-jinpinnvwa-sf","0","1","0","0","0","0","","","","","",""
"1101002","bb-105lingfunvwa","40505","9089","30282","30269","灵符女娲","2","2","BB-lingfunvwa-gj","BB-lingfunvwa-sf","0","1","0","0","0","0","","","","","",""
"1101003","bb-105lvfanvwa","40508","9090","30283","30269","律法女娲","2","2","BB-lvfanvwa-gj","BB-tongyong4-sf","0","1","0","0","0","0","","","","","",""
"1101004","bb-105yuyunxianzi","40512","9091","30290","30269","羽云仙子","2","2","BB-yyxzgj","BB-yyxzsf","0","1","0","0","0","0","","","","","",""
"1101005","bb-105guijian","40502","9146","30291","30269","鬼剑","2","2","","","0","1","0","0","0","0","","","","","",""
"1101006","bb-105chaofeng","40500","9153","30292","30269","嘲风","2","2","","","0","1","0","0","0","0","","","","","",""
"1101007","bb-105lingxinxianzi","40506","9092","30293","30269","菱心仙子","2","2","BB-tynv1-gj","","0","1","0","0","0","0","","","","","",""
"1101008","cc_hulidaxian","40503","9049","30300","9060","虎力大仙","2","2","mt-_niutouren_gongji1","mt-_niutouren_shifa3","0","1","0","0","0","0","","","","","",""
"1101009","cc_dalijingang","40501","9049","30347","9060","大力金刚","2","2","mt3_xuejingling_gongji1","mt3_xuejingling_shifa1","0","1","0","0","0","0","","","","","",""
"1101010","cc_longgui","40507","9049","30348","9060","龙龟","2","2","mt3_xuejingling_gongji1","mt3_xuejingling_shifa1","0","1","0","0","0","0","","","","","",""
"1101011","cc_huiwutiannv","40504","9049","30346","9060","绘舞天女","2","2","mt3_xuejingling_gongji1","mt3_xuejingling_shifa1","0","1","0","0","0","0","","","","","",""
"1101012","cc_sumoluo","40510","9049","30349","9060","苏摩罗","2","2","mt3_xuejingling_gongji1","mt3_xuejingling_shifa1","0","1","0","0","0","0","","","","","",""
"1101013","cc_tongbi","40511","9049","30350","9060","铜臂","2","2","mt3_xuejingling_gongji1","mt3_xuejingling_shifa1","0","1","0","0","0","0","","","","","",""
"1101014","cc_qimingxing","40509","9049","30351","9060","启明星","2","2","mt3_xuejingling_gongji1","mt3_xuejingling_shifa1","0","1","0","0","0","0","","","","","",""
"1101015","cc_yuanbaodawang","40514","9049","30352","9060","元宝大王","2","2","mt3_xuejingling_gongji1","mt3_xuejingling_shifa1","0","1","0","0","0","0","","","","","",""
"1100200","paopao","","9130","30288","","下面是神兽宝宝模型","8","2","mt-_niutouren_gongji1","mt-_niutouren_shifa2","0","0","0","0","0","0","","","","","",""
"1200001","Ass1-shenyang","40519","9032","30326","30326","超级神羊","2","2","TY-gj","CW-shenyangsf","0","1","0","0","0","0","","","","","",""
"1200002","Ass2-paopao","40527","9031","30327","30327","超级泡泡","2","2","CW-paopaogj","","0","1","0","0","0","0","","","","","",""
"1200003","Ass3-jiuselu","40524","9034","30328","30328","超级九色鹿","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1200004","Ass4-xiongmao","40520","9033","30329","30329","超级大熊猫","2","2","BB-dxmgj","BB-dxmsf","0","1","0","0","0","0","","","","","",""
"1200005","Ass5-shenji","40525","9048","30330","30330","超级神鸡","2","2","CW-shenjigj","CW-shenjisf","0","1","0","0","0","0","","","","","",""
"1200006","Ass6-shenhou","40528","9046","30331","30331","超级神猴","2","2","CW-shenshougj","","0","1","0","0","0","0","","","","","",""
"1200007","Ass7-chiyanshou","40522","9045","30332","30332","超级赤焰兽","2","2","TY-gj","CW-chiyanshousf","0","1","0","0","0","0","","","","","",""
"1200008","Ass8-shenlong","40516","9047","30333","30333","超级神龙","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1200009","cw_chaojishenshu","40517","9047","30336","30333","超级神鼠","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1200010","cw_chaojishenhu","40523","9047","30334","30333","超级神虎","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1200011","cw_chaojishenzhu","40515","9047","30335","30333","超级神猪","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1200012","cc_chaojishenniu","40521","9047","30342","30333","超级神牛","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"","ls_huoyuanshu","","9125","30361","","火灵下面是灵兽宝宝模型","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300001","bb-106huolingshou","40529","9149","30284","30269","火灵兽","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","1","0","0","0","","","","","",""
"1300002","bb-106leilingshou","40530","9147","30285","30269","雷灵兽","2","2","mt-_niutouren_gongji1","mt-_niutouren_shifa3","0","1","1","0","0","0","","","","","",""
"1300003","bb-106shuilingshou","40532","9148","30286","30269","水灵兽","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","1","0","0","0","","","","","",""
"1300004","bb-106tulingshou","40533","9150","30287","30269","土灵兽","2","2","mt3_xuejingling_gongji1","mt3_xuejingling_shifa1","0","1","1","0","0","0","","","","","",""
"1300007","paopao","40449","9049","30242","9060","大泡泡王","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300008","cc_jili","40518","9049","30343","9060","吉里吉里","4","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300009","cc_gulu","40526","9049","30345","9060","咕噜咕噜","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300010","cc_qitiandasheng","40531","9049","30353","9060","齐天大圣","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300011","cw_emopaopao","40534","9049","30299","9060","恶魔泡泡","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300012","xin-binling","2365","9049","30442","9060","冰之守护☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300013","xin-qinxian","2377","9049","30446","9060","琴仙☆","4","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300014","xin-waner","2380","9049","30443","9060","冰澜妖姬☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300015","xin-xiaohuli","2386","9049","30435","9060","影舞苍灵☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300016","xin-xiaoli","2389","9049","30445","9060","画中仙☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300017","xin-yueling","2366","9049","30437","9060","月影灵仙☆","4","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300018","xin-zhaoge","2124","9049","30434","9060","朝歌","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300019","xin-ningmeng","2126","9049","30423","9060","蝶衣☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300020","xin-sichenshinv","2364","9049","30344","9060","青鸾仕女☆","4","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300021","bb_qhc_xixiegui","2360","9049","2414","9060","星悟空☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300022","bb_qhc_guijiang","2367","9049","2410","9060","暗神☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300023","bb_qhc_huahun","2376","9049","2413","9060","紫玲珑☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300024","bb_qhc_yuemei","2382","9049","2420","9060","灵灯童子☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300025","bb_qhc_kuangbao","2370","9049","2416","9060","驭龙☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300026","bb_qhc_maoling","2375","9049","2409","9060","觉醒雪☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300027","bb_qhc_mohuatongzi","2383","9049","2415","9060","司雷☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300028","bb_qhc_chiguoxunshou","2361","9049","2408","9060","紫镰魅灵☆","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"1300029","bb_qhc_diting","2381","9049","2417","9060","黑夜谛听","2","2","mt3_jinglingnv_gongji1","mt3_jinglingnv_shifa2","0","1","0","0","0","0","","","","","",""
"","","","","","","下面是人物模型","","","","","","","","","","","","","","","",""
"1080101","spinemh_jxk","","9000","30329","30217","剑侠客","8","2","at-jxkgj","at-jxksf","0","1","0","0","0","0","","","","","",""
"1080102","spinemh_wme","","9005","30204","30221","英女侠","8","2","at-ynxgj","at-ynxsf","0","1","0","0","0","0","","","","","",""
"1080103","spinemh_xys","","9001","30201","30218","逍遥生","8","2","at-xysgj","at-xyssf","0","1","0","0","0","0","","","","","",""
"1080104","spinemh_fyn","","9003","30203","30220","飞燕女","8","2","at-fyngj","at-fynsf","0","1","0","0","0","0","","","","","",""
"1080105","spinemh_msj","","9002","30202","30219","漠少君","8","2","at-msjgj","at-msjsf","0","1","0","0","0","0","","","","","",""
"1080106","spinemh_ynx","","9004","30204","30221","英女侠","8","2","at-ynxgj","at-ynxsf","0","1","0","0","0","0","","","","","",""
"1080107","spine_ltz","","9006","30206","30223","龙太子","8","2","at-ltzgj","at-ltzsf","0","1","0","0","0","0","","","","","",""
"1080108","spinemh_xce","","9011","30211","30228","玄彩娥","8","2","at-xcegj","at-xcesf","0","1","0","0","0","0","","","","","",""
"1080109","spinemh_stb","","9007","30207","30224","神天兵","8","2","at-stbgj","at-stbsf","0","1","0","0","0","0","","","","","",""
"1080110","spinemh_wtj","","9009","30209","30226","舞天姬","8","2","at-wtjgj","at-wtjsf","0","1","0","0","0","0","","","","","",""
"1080111","spinemh_yls","","9008","30208","30225","羽灵神","8","2","at-ylsgj","at-ylssf","0","1","0","0","0","0","","","","","",""
"1080112","spinemh_mll","","9010","30210","30227","梦玲珑","8","2","at-mllgj","at-mllsf","0","1","0","0","0","0","","","","","",""
"1080113","spinemh_spl","","9012","30212","30229","杀破狼","4","2","at-splgj","at-splsf","1","1","0","0","0","0","","","","","",""
"1080114","spinemh_gjl","","9015","30215","30232","骨精灵","4","2","at-gjlgj","at-gjlsf","0","1","0","0","0","0","","","","","",""
"1080115","spinemh_htg","","9013","30213","30230","虎头怪","4","2","at-htggj","at-htgsf","0","1","0","0","0","0","","","","","",""
"1080116","spinemh_hmr","","9016","30216","30233","狐美人","4","2","at-hmrgj","at-hmrsf","0","1","0","0","0","0","","","","","",""
"1080117","spinemh_jmw","","9014","30214","30231","巨魔王","4","2","at-jmwgj","at-jmwsf","0","1","0","0","0","0","","","","","",""
"1090174","npc-sunpopo","","9022","30256","","孙婆婆","4","2","mt3_xuejingling_gongji1","mt3_xuejingling_shifa1","0","0","0","0","0","0","","","","","",""
"","","","","","","下面是宠物时装模型","","","","","","","","","","","","","","","",""
"1400001","cwsz_furongxianzi","","9032","30272","30326","时装芙蓉仙子","2","2","TY-gj","CW-shenyangsf","0","1","0","0","0","0","","","","","",""
"1400002","cwsz_guijiang","","9031","30265","30327","时装鬼将","2","2","CW-paopaogj","","0","1","0","0","0","0","","","","","",""
"1400003","cwsz_gulugulu","","9034","30345","30328","时装咕噜咕噜","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1400004","cwsz_jilijili","","9033","30343","30329","时装吉里吉里","2","2","BB-dxmgj","BB-dxmsf","0","1","0","0","0","0","","","","","",""
"1400005","cwsz_huolingshou","","9048","30284","30330","时装火灵兽","2","2","CW-shenjigj","CW-shenjisf","0","1","0","0","0","0","","","","","",""
"1400006","cwsz_shuilingshou","","9046","30286","30331","时装水灵兽","2","2","CW-shenshougj","","0","1","0","0","0","0","","","","","",""
"1400007","cwsz_jiaolong","","9045","30275","30332","时装蛟龙","2","2","TY-gj","CW-chiyanshousf","0","1","0","0","0","0","","","","","",""
"1400008","cwsz_longgui","","9047","30348","30333","时装龙龟","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1400009","cwsz_qiannianjiangshi","","9047","30258","30333","时装千年僵尸","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1400010","cwsz_wuluoxianzi","","9047","30280","30333","时装武罗仙子","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1400011","cwsz_xixuegui","","9047","30261","30333","时装吸血鬼","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1400012","cwsz_xunyoutianshen","","9047","30273","30333","时装巡游天神","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1400013","cwsz_yegui","","9047","30259","30333","时装野鬼","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1400014","cwsz_yufengtongzi","","9047","30271","30333","时装御风童子","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
"1500010","xueren","","9047","30271","30333","雪人","2","2","TY-gj","","0","1","0","0","0","0","","","","","",""
