"Buff编号","Buff名称","Buff简述","classname","限制动作","时间","量","清除方式","保存到硬盘","下线保存时间","策划备注类型","Buff类型","针对类型","是否发给客户端","广播类型","发战斗脚本","效果","一次性BUFF","一次性BUFF效果值","计数","自身覆盖类型","覆盖属性","场景状态ID","战斗内是否显示","Tips描述","Buff显示名","图标id","特效","特殊表现","特效优先级","文字特效","文字特效优先级"
"520112","器灵•镇海冲云","疗伤圣手","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.02;magicdef_percent=0.02;speed_percent=0.02","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520113","器灵•逆鳞","逆鳞","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.03;magicattack_percent=0.03;maxhp_percent=0.06","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520114","器灵•顺甲","顺甲","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.03;magicattack_percent=0.03;speed_percent=0.03","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520115","器灵•安陆","安陆","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.03;magicdef_percent=0.03;maxhp_percent=0.06","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520116","器灵•齐云","齐云","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.03;magicdef_percent=0.03;speed_percent=0.03","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520117","器灵•照夜","照夜","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.04;magicattack_percent=0.04;maxhp_percent=0.07","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520118","器灵•青岚","青岚","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.04;magicattack_percent=0.04;speed_percent=0.04","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520119","器灵•灵泽","灵泽","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.04;magicdef_percent=0.04;maxhp_percent=0.07","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520120","器灵•霁华","霁华","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.04;magicdef_percent=0.04;speed_percent=0.04","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520121","器灵•纤凝","纤凝","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.05;magicattack_percent=0.05;maxhp_percent=0.08","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520122","器灵•山骨","山骨","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.05;magicattack_percent=0.05;speed_percent=0.05","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520123","器灵•缥缃","缥缃","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.05;magicdef_percent=0.05;maxhp_percent=0.08","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520124","器灵•翠微","翠微","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.05;magicdef_percent=0.05;speed_percent=0.05","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520125","器灵•鹿梦","鹿梦","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.06;magicattack_percent=0.06;maxhp_percent=0.09","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520126","器灵•扶疏","扶疏","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.06;magicattack_percent=0.06;speed_percent=0.06","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520127","器灵•绮陌","绮陌","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.06;magicdef_percent=0.06;maxhp_percent=0.09","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520128","器灵•望舒","望舒","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.06;magicdef_percent=0.06;speed_percent=0.06","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520129","器灵•汀兰","逆鳞","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.07;magicattack_percent=0.07;maxhp_percent=0.1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520130","器灵•星眠","顺甲","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.07;magicattack_percent=0.07;speed_percent=0.07","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520131","器灵•雾屿","安陆","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.07;magicdef_percent=0.07;maxhp_percent=0.1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520132","器灵•云舒","齐云","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.07;magicdef_percent=0.07;speed_percent=0.07","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520133","器灵•月徊","照夜","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.08;magicattack_percent=0.08;maxhp_percent=0.11","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520134","器灵•风软","青岚","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.08;magicattack_percent=0.08;speed_percent=0.08","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520135","器灵•雪笺","灵泽","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.08;magicdef_percent=0.08;maxhp_percent=0.11","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520136","器灵•晚晴","霁华","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.08;magicdef_percent=0.08;speed_percent=0.08","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520137","器灵•疏影","纤凝","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.09;magicattack_percent=0.09;maxhp_percent=0.12","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520138","器灵•清欢","山骨","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.09;magicattack_percent=0.09;speed_percent=0.09","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520139","器灵•枕星","缥缃","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.09;magicdef_percent=0.09;maxhp_percent=0.12","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520140","器灵•漱月","翠微","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.09;magicdef_percent=0.09;speed_percent=0.09","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520141","器灵•栖鹤","鹿梦","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.1;magicattack_percent=0.1;maxhp_percent=0.13","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520142","器灵•听澜","扶疏","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_percent=0.1;magicattack_percent=0.1;speed_percent=0.1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520143","器灵•酌光","绮陌","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.1;magicdef_percent=0.1;maxhp_percent=0.13","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"520144","器灵•心境","望舒","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","defend_percent=0.1;magicdef_percent=0.1;speed_percent=0.1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530101","戒指品质•0级","坐骑精炼0","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=8;defend_value=8;magicattack_value=6;magicdef_value=8;medical_value=8;sealhit_value=6;unseal_value=4","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530102","戒指品质•1级","坐骑精炼1","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=16;defend_value=16;magicattack_value=12;magicdef_value=16;medical_value=16;sealhit_value=12;unseal_value=8","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530103","戒指品质•2级","坐骑精炼2","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=24;defend_value=24;magicattack_value=18;magicdef_value=24;medical_value=24;sealhit_value=18;unseal_value=12","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530104","戒指品质•3级","坐骑精炼3","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=32;defend_value=32;magicattack_value=24;magicdef_value=32;medical_value=32;sealhit_value=24;unseal_value=16","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530105","戒指品质•4级","坐骑精炼4","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=40;defend_value=40;magicattack_value=30;magicdef_value=40;medical_value=40;sealhit_value=30;unseal_value=20","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530106","戒指品质•5级","坐骑精炼5","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=48;defend_value=48;magicattack_value=36;magicdef_value=48;medical_value=48;sealhit_value=36;unseal_value=24","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530107","戒指品质•6级","坐骑精炼6","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=56;defend_value=56;magicattack_value=42;magicdef_value=56;medical_value=56;sealhit_value=42;unseal_value=28","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530108","戒指品质•7级","坐骑精炼7","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=64;defend_value=64;magicattack_value=48;magicdef_value=64;medical_value=64;sealhit_value=48;unseal_value=32","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530109","戒指品质•8级","坐骑精炼8","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=72;defend_value=72;magicattack_value=54;magicdef_value=72;medical_value=72;sealhit_value=54;unseal_value=36","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530110","戒指品质•9级","坐骑精炼9","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=80;defend_value=80;magicattack_value=60;magicdef_value=80;medical_value=80;sealhit_value=60;unseal_value=40","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530111","戒指品质•10级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=88;defend_value=88;magicattack_value=66;magicdef_value=88;medical_value=88;sealhit_value=66;unseal_value=44","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530112","戒指品质•11级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=96;defend_value=96;magicattack_value=72;magicdef_value=96;medical_value=96;sealhit_value=72;unseal_value=48","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530113","戒指品质•12级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=104;defend_value=104;magicattack_value=78;magicdef_value=104;medical_value=104;sealhit_value=78;unseal_value=52","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530114","戒指品质•13级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=112;defend_value=112;magicattack_value=84;magicdef_value=112;medical_value=112;sealhit_value=84;unseal_value=56","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530115","戒指品质•14级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=120;defend_value=120;magicattack_value=90;magicdef_value=120;medical_value=120;sealhit_value=90;unseal_value=60","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530116","戒指品质•15级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=128;defend_value=128;magicattack_value=96;magicdef_value=128;medical_value=128;sealhit_value=96;unseal_value=64","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530117","戒指品质•16级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=136;defend_value=136;magicattack_value=102;magicdef_value=136;medical_value=136;sealhit_value=102;unseal_value=68","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530118","戒指品质•17级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=144;defend_value=144;magicattack_value=108;magicdef_value=144;medical_value=144;sealhit_value=108;unseal_value=72","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530119","戒指品质•18级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=152;defend_value=152;magicattack_value=114;magicdef_value=152;medical_value=152;sealhit_value=114;unseal_value=76","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530120","戒指品质•19级","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=160;defend_value=160;magicattack_value=120;magicdef_value=160;medical_value=160;sealhit_value=120;unseal_value=80","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530121","戒指品质•Max","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=168;defend_value=168;magicattack_value=126;magicdef_value=168;medical_value=168;sealhit_value=126;unseal_value=84","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530122","戒指品质•Max","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=336;defend_value=336;magicattack_value=252;magicdef_value=336;medical_value=336;sealhit_value=252;unseal_value=168","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530123","戒指品质•Max","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=504;defend_value=504;magicattack_value=378;magicdef_value=504;medical_value=504;sealhit_value=378;unseal_value=252","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"530124","戒指品质•Max","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","phyattack_value=672;defend_value=672;magicattack_value=504;magicdef_value=672;medical_value=672;sealhit_value=504;unseal_value=336","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599000","物理穿透 +1","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599001","物理穿透 +2","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=2","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599002","物理穿透 +3","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=3","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599003","物理穿透 +4","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=4","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599004","物理穿透 +5","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=5","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599005","物理穿透 +6","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=6","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599006","物理穿透 +7","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=7","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599007","物理穿透 +8","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=8","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599008","物理穿透 +9","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=9","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599009","物理穿透 +10","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=10","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599010","物理穿透 +11","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=11","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599011","物理穿透 +12","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=12","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599012","物理穿透 +13","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=13","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599013","物理穿透 +14","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=14","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599014","物理穿透 +15","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=15","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599015","物理穿透 +16","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=16","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599016","物理穿透 +17","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicchuantou_value=17","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599017","物理抵抗 +1","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599018","物理抵抗 +2","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=2","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599019","物理抵抗 +3","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=3","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599020","物理抵抗 +4","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=4","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599021","物理抵抗 +5","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=5","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599022","物理抵抗 +6","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=6","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599023","物理抵抗 +7","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=7","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599024","物理抵抗 +8","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=8","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599025","物理抵抗 +9","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=9","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599026","物理抵抗 +10","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=10","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599027","物理抵抗 +11","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=11","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599028","物理抵抗 +12","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=12","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
