"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","宠物装备位置","恢复宠物忠诚度","宠物装备属性id","宠物装备属性最小值","宠物装备属性最大值","宠物装备技能","分解奖励道具id","分解奖励道具数量","使用次数限制","可否给予战斗中对象","使用后是否消耗","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","摆摊冻结时间","是否稀有","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5"
"219140","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","44,136","44,136","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219141","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","45,138","45,138","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219142","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","46,140","46,140","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219143","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","47,142","47,142","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219144","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","48,144","48,144","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219145","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","49,146","49,146","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219146","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","50,148","50,148","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219147","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","51,150","51,150","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219148","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","52,152","52,152","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219149","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","53,154","53,154","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219150","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","54,156","54,156","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219151","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","42,42","42,42","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219152","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","43,43","55,55","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219153","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","44,44","68,68","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219154","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","45,45","81,81","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219155","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","46,46","94,94","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219156","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","47,47","107,107","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219157","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","48,48","120,120","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219158","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","49,49","133,133","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219159","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","50,50","146,146","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219160","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","51,51","159,159","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219161","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","52,52","172,172","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219162","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","53,53","185,185","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219163","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","54,54","198,198","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219164","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","55,55","211,211","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219165","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","56,56","224,224","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219166","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","57,57","237,237","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219167","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","58,58","250,250","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219168","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","59,59","263,263","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219169","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","60,60","276,276","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219170","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","61,61","289,289","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219171","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","62,62","302,302","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219172","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","63,63","315,315","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219173","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","64,64","328,328","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219174","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","65,65","341,341","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219175","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","66,66","354,354","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219176","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","67,67","367,367","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219177","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","68,68","380,380","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219178","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","69,69","393,393","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219179","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","70,70","406,406","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219180","154","嵌金宝甲","FF6DDCF6","5","1796","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","71,71","419,419","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219181","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","62,62","62,62","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219182","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","63,63","63,63","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219183","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","64,64","64,64","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219184","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","65,65","65,65","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219185","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","66,66","66,66","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219186","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","67,67","67,67","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219187","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","68,68","68,68","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219188","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","69,69","69,69","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219189","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","70,70","70,70","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219190","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","71,71","71,71","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219191","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","72,72","72,72","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219192","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","73,73","73,73","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219193","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","74,74","74,74","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219194","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","75,75","75,75","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219195","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","76,76","76,76","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219196","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","77,77","77,77","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219197","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","78,78","78,78","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219198","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","79,79","79,79","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219199","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","80,80","80,80","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219200","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","81,81","81,81","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219201","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","82,82","82,82","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219202","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","83,83","83,83","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219203","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","84,84","84,84","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219204","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","85,85","85,85","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219205","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","86,86","86,86","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219206","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","87,87","87,87","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219207","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","88,88","88,88","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219208","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","89,89","89,89","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219209","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","90,90","90,90","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219210","154","七星护腕","FF6DDCF6","5","1791","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","91,91","91,91","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
