"编号","显示名","类型","宝石类型","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","镶嵌效果","镶嵌部位","合成宝石ID","合成成功率","tips特效表情","tips图标","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","属性名1","属性值1","属性名2","属性值2","属性名3","属性值3","属性名4","属性值4","属性名5","属性值5","属性名6","属性值6","增加躲闪","增加火系法术吸收几率","增加金系法术吸收几率","增加命中","增加木系法术吸收几率","增加内功防御","增加内功伤害","增加水系法术吸收几率","增加速度","增加土系法术吸收几率","增加外功防御","增加外功伤害","增加真气上限","增加最大生命上限","属性1ID","属性1数值","属性2ID","属性2数值","属性3ID","属性3数值","属性4ID","属性4数值","属性6ID","属性6数值","对应装备类型1","对应装备类型2","对应装备类型3","对应装备类型4","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","可否分解","分解成道具","分解数量","是否稀有","摆摊冻结时间","寻路特殊处理","是否可以一键分解","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5"
"36040","神域翡翠石","5","5","FF6DDCF6","5","1260","颗","49","10","3525","false","0","0","效果：","法术防御 +1280","","","","stone9","0","0","false","false","false","0","0","1","1","99999","0","0","","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。","法术防御 +1280","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","神域翡翠石","3","9","","","160","1280","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","1280","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36041","神域黑宝石","5","6","FF6DDCF6","5","1261","颗","49","10","3526","false","0","0","效果：","速度 +1280","","","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。","速度 +1280","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","神域黑宝石","3","9","","","200","1280","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","1280","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36042","神域昆仑玉","5","7","FF6DDCF6","5","1262","颗","49","10","3527","false","0","0","效果：","治疗强度 +1280","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。","治疗强度 +1280","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","神域昆仑玉","3","9","","","170","1280","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170","1280","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36043","神域红纹石","5","8","FF6DDCF6","5","1263","颗","49","10","3528","false","0","0","效果：","控制命中 +960","","","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。","控制命中 +960","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","神域红纹石","3","9","","","180","960","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","960","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36044","神域神秘石","5","9","FF6DDCF6","5","1264","颗","49","10","3529","false","0","0","效果：","控制抗性 +640","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。","控制抗性 +640","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","神域神秘石","3","9","","","190","640","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","640","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36045","法宝•清辉珠","5","14","FF6DDCF6","5","3231","颗","10","2","3531","true","0","0","效果：","体质+100  治疗暴击+120","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","体质+100  治疗暴击+120","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•清辉珠","3","9","","","10","100","290","120","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100","290","120","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36046","法宝•凝萃珠","5","14","FF6DDCF6","5","3231","颗","10","2","3532","true","0","0","效果：","体质+100  治疗暴击量+180","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","体质+100  治疗暴击量+180","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•凝萃珠","3","9","","","10","100","291","180","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","100","291","180","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36047","法宝•山魂珠","5","10","FF6DDCF6","5","3231","颗","10","2","3533","true","0","0","效果：","力量+100  物理暴击+120","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","力量+100  物理暴击+120","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•山魂珠","3","9","","","30","100","230","120","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","100","230","120","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36048","法宝•水韵珠","5","10","FF6DDCF6","5","3231","颗","10","2","3534","true","0","0","效果：","力量+100 物理爆伤+200","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","力量+100 物理爆伤+200","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•水韵珠","3","9","","","30","100","250","200","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","100","250","200","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36049","法宝•星垣珠","5","11","FF6DDCF6","5","3231","颗","10","2","3535","true","0","0","效果：","魔力+100  法术暴击+120","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","魔力+100  法术暴击+120","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•星垣珠","3","9","","","20","100","260","120","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","100","260","120","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36050","法宝•时光珠","5","11","FF6DDCF6","5","3231","颗","10","2","3536","true","0","0","效果：","魔力+100 法术爆伤+200","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","魔力+100 法术爆伤+200","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•时光珠","3","9","","","20","100","280","200","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","100","280","200","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36051","法宝•祥云珠","5","12","FF6DDCF6","5","3231","颗","10","2","3537","true","0","0","效果：","耐力+100  物理抗暴+120","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","耐力+100  物理抗暴+120","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•祥云珠","3","9","","","40","100","240","120","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","100","240","120","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36052","法宝•昆仑珠","5","12","FF6DDCF6","5","3231","颗","10","2","3538","true","0","0","效果：","耐力+100  法术抗暴+120","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","耐力+100  法术抗暴+120","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•昆仑珠","3","9","","","40","100","270","120","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","100","270","120","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36053","法宝•烛龙珠","5","13","FF6DDCF6","5","3231","颗","10","2","3539","true","0","0","效果：","敏捷+100  躲避+100","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","敏捷+100  躲避+100","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•烛龙珠","3","9","","","50","100","220","100","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","100","220","100","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"36054","法宝•青鸾珠","5","13","FF6DDCF6","5","3231","颗","10","2","3540","true","0","0","效果：","敏捷+100  治疗强度+100","","","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：满阶以上法宝"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""聚天地灵气汇聚而成的风灵珠，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","敏捷+100  治疗强度+100","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵珠","法宝•青鸾珠","3","9","","","50","100","170","100","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","100","170","100","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"37000","1级红宝石","5","19","FF6DDCF6","5","3631","颗","1","10","4000","true","0","0","效果：","物理穿透+3","37008","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","物理穿透+3","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","1级红宝石","3","9","","","950","3","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","950","3","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"37001","1级蓝宝石","5","20","FF6DDCF6","5","3625","颗","1","10","4000","true","0","0","效果：","法术穿透+3","37009","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","法术穿透+3","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","1级蓝宝石","3","9","","","970","3","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","970","3","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"37002","1级天珠石","5","21","FF6DDCF6","5","3634","颗","1","10","4000","true","0","0","效果：","物理抵抗+3","37010","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","物理抵抗+3","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","1级天珠石","3","9","","","960","3","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","960","3","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"37003","1级天空石","5","22","FF6DDCF6","5","3635","颗","1","10","4000","true","0","0","效果：","法术抵抗+3","37011","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","法术抵抗+3","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","1级天空石","3","9","","","980","3","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","980","3","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"37004","1级木纹石","5","23","FF6DDCF6","5","3626","颗","1","10","4000","true","0","0","效果：","物理抗暴+3","37012","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","物理抗暴+3","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","1级木纹石","3","9","","","250","3","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250","3","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"37005","1级绿宝石","5","24","FF6DDCF6","5","3632","颗","1","10","4000","true","0","0","效果：","法术抗暴+3","37013","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","法术抗暴+3","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","1级绿宝石","3","9","","","280","3","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280","3","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"37006","1级水晶石","5","25","FF6DDCF6","5","3636","颗","1","10","4000","true","0","0","效果：","治疗暴击+3","37014","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","治疗暴击+3","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","1级水晶石","3","9","","","290","3","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290","3","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"37007","1级咒印石","5","26","FF6DDCF6","5","3638","颗","1","10","4000","true","0","0","效果：","治疗暴击量+3","37015","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","治疗暴击量+3","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","1级咒印石","3","9","","","300","3","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","3","","","","","","","","","0","0","0","0","5","","","","","","","","","","0","0","0","1","","","1","","","","",""
"37008","2级红宝石","5","19","FF6DDCF6","5","3631","颗","2","10","4000","true","0","0","效果：","物理穿透+6","37016","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","物理穿透+6","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","2级红宝石","3","9","","","950","6","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","950","6","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37000","2","1","","","1","","","","",""
"37009","2级蓝宝石","5","20","FF6DDCF6","5","3625","颗","2","10","4000","true","0","0","效果：","法术穿透+6","37017","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","法术穿透+6","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","2级蓝宝石","3","9","","","970","6","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","970","6","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37001","2","1","","","1","","","","",""
"37010","2级天珠石","5","21","FF6DDCF6","5","3634","颗","2","10","4000","true","0","0","效果：","物理抵抗+6","37018","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","物理抵抗+6","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","2级天珠石","3","9","","","960","6","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","960","6","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37002","2","1","","","1","","","","",""
"37011","2级天空石","5","22","FF6DDCF6","5","3635","颗","2","10","4000","true","0","0","效果：","法术抵抗+6","37019","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","法术抵抗+6","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","2级天空石","3","9","","","980","6","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","980","6","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37003","2","1","","","1","","","","",""
"37012","2级木纹石","5","23","FF6DDCF6","5","3626","颗","2","10","4000","true","0","0","效果：","物理抗暴+6","37020","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","物理抗暴+6","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","2级木纹石","3","9","","","250","6","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250","6","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37004","2","1","","","1","","","","",""
"37013","2级绿宝石","5","24","FF6DDCF6","5","3632","颗","2","10","4000","true","0","0","效果：","法术抗暴+6","37021","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","法术抗暴+6","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","2级绿宝石","3","9","","","280","6","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280","6","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37005","2","1","","","1","","","","",""
"37014","2级水晶石","5","25","FF6DDCF6","5","3636","颗","2","10","4000","true","0","0","效果：","治疗暴击+6","37022","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","治疗暴击+6","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","2级水晶石","3","9","","","290","6","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290","6","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37006","2","1","","","1","","","","",""
"37015","2级咒印石","5","26","FF6DDCF6","5","3638","颗","2","10","4000","true","0","0","效果：","治疗暴击量+6","37023","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","治疗暴击量+6","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","2级咒印石","3","9","","","300","6","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","6","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37007","2","1","","","1","","","","",""
"37016","3级红宝石","5","19","FF6DDCF6","5","3631","颗","3","10","4000","true","0","0","效果：","物理穿透+9","37024","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","物理穿透+9","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","3级红宝石","3","9","","","950","9","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","950","9","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37008","2","1","","","1","","","","",""
"37017","3级蓝宝石","5","20","FF6DDCF6","5","3625","颗","3","10","4000","true","0","0","效果：","法术穿透+9","37025","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","法术穿透+9","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","3级蓝宝石","3","9","","","970","9","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","970","9","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37009","2","1","","","1","","","","",""
"37018","3级天珠石","5","21","FF6DDCF6","5","3634","颗","3","10","4000","true","0","0","效果：","物理抵抗+9","37026","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","物理抵抗+9","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","3级天珠石","3","9","","","960","9","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","960","9","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37010","2","1","","","1","","","","",""
"37019","3级天空石","5","22","FF6DDCF6","5","3635","颗","3","10","4000","true","0","0","效果：","法术抵抗+9","37027","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","法术抵抗+9","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","3级天空石","3","9","","","980","9","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","980","9","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37011","2","1","","","1","","","","",""
"37020","3级木纹石","5","23","FF6DDCF6","5","3626","颗","3","10","4000","true","0","0","效果：","物理抗暴+9","37028","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","物理抗暴+9","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","3级木纹石","3","9","","","250","9","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250","9","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37012","2","1","","","1","","","","",""
"37021","3级绿宝石","5","24","FF6DDCF6","5","3632","颗","3","10","4000","true","0","0","效果：","法术抗暴+9","37029","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","法术抗暴+9","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","3级绿宝石","3","9","","","280","9","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280","9","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37013","2","1","","","1","","","","",""
"37022","3级水晶石","5","25","FF6DDCF6","5","3636","颗","3","10","4000","true","0","0","效果：","治疗暴击+9","37030","100","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""镶嵌：星印•极"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""该宝石聚天地灵气汇聚而成，带有不可思议的力量。"" c=""FFFFF2DF"" f=""simhei-11""></T>","治疗暴击+9","2","161506","使用方法:打开强化界面进行宝石镶嵌","灵石","3级水晶石","3","9","","","290","9","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290","9","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","37014","2","1","","","1","","","","",""
