"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","道具生效时间","道具过期时间","使用后持续时间（s）","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","加锁时能否消耗","需求锻造等级","需求裁缝等级","需求炼金等级","临时类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","是否稀有","摆摊冻结时间","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5","是否可回收","回收道具ID","回收道具数量","可否分解","分解成道具","分解数量"
"720203","150","称号•谨遵师嘱","ff6ddcf6","4","1173","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""谨遵师嘱"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""物法伤害+5，物法防御+5"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720204","150","称号•强盗克星","ff6ddcf6","4","1173","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""强盗克星"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""物法伤害+5，物法防御+5"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720205","150","称号•智慧过人","ff6ddcf6","4","1173","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""智慧过人"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""物法伤害+5，物法防御+5"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720206","150","称号•运镖之王","ff6ddcf6","4","1173","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""运镖之王"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""物法伤害+5，物法防御+5"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720207","150","称号•中流砥柱","ff6ddcf6","4","1173","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""中流砥柱"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""物法伤害+5，物法防御+5"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720208","150","称号•钟馗在世","ff6ddcf6","4","1173","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""钟馗在世"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""物法伤害+5，物法防御+5"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720209","150","称号•乐于助人","ff6ddcf6","4","1173","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""乐于助人"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""物法伤害+5，物法防御+5"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720210","150","称号•锻造达人","ff6ddcf6","4","1173","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""锻造达人"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""物法伤害+5，物法防御+5"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720211","150","称号•全身十三段","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""全身十三段"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""物法伤害+10，物法防御+10"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720300","150","称号•追梦西游2","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","<T t=""使用获得称谓："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""追梦西游2"" c=""FF6DDCF6"" f=""simhei-11""></T><B></B><T t=""称谓属性："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""双倍物品、金币、经验掉落(持续10小时)"" c=""FF33FF00"" f=""simhei-11""></T>","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720301","150","跟我皮","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720302","150","食屎呀你","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720303","150","东莞动手","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720304","150","我命由我不由天","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720305","150","你简直比无法无天","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720306","150","所谓富贵险中求","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720307","150","要兄弟还是要黄金","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720308","150","我没做大哥很久了","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720309","150","衣冠不整不许入内","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720310","150","出来混要说话算话","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720311","150","铜锣湾只有一个浩南","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720312","150","一个月几百块玩什么命","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720313","150","有钱真的可以为所欲为","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720314","150","生死有命富贵在天","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720315","150","他娘的意大利炮呢","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720316","150","十二点后我说的算","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720317","150","还有王法吗还有法律吗","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720318","150","雕虫小技竟敢班门弄","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720319","150","我话讲完了谁赞同谁反对","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"720320","150","二十一点","ff6ddcf6","4","1172","个","0","1","7100","true","0","0","0","0","0","36000","0","false","false","false","0","0","1","1","1","0","0","5000000","","使用获得称谓","","","","称谓","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"111135","96","下面是标识类，用于活动显示","ff6ddcf6","4","1158","个","0","90","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","每个品类需要控制在100以内，序号顺序要整洁","金钱","","0","使用方法：直接获得金钱","","","0","","","","0","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"254001","4262","银币","ff6ddcf6","4","1185","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","三界中通行的货币，可以购买商会中的物品。","商会交易","","","","货币","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254002","4262","金币","ff6ddcf6","4","1186","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","三界中通行的货币。可以购买别人摊位上的好东西，有时候还可以在商城里买到一些珍贵物品。","摆摊交易","","","","货币","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254003","4262","经验","ff6ddcf6","4","1177","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","人物经验，可以用来提升人物等级。","人物升级","","","","经验","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254004","4262","制造指南书","ff6ddcf6","4","1701","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","记载着各类装备打造方法的指南书，可以和百炼精铁一起打造装备。","打造装备","","","","打造材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254005","4262","百炼精铁","ff6ddcf6","4","1311","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","精炼百铁而成，这材料正是为神兵而存在的。","打造装备","","","","打造材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254006","4262","五宝","ff6ddcf6","4","1179","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","五宝包含:金刚石、定魂珠、夜光珠、龙鳞、避水珠。集齐五宝获得高级藏宝图。","兑换高级宝图","","","","五宝","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254009","4262","法宝灵气","ff6ddcf6","4","1801","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","可用于兑换各类精华精魄等。","法宝兑换","","","","法宝材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254010","4262","法宝碎片","ff6ddcf6","4","1800","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","可用于兑换各类法宝和精华精魄等。","法宝兑换","","","","法宝材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254011","4262","阵法书","ff6ddcf6","4","1231","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","用于学习阵法或者提升阵法等级。","阵法学习","","","","阵法书","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254012","4262","宝石","ff6ddcf6","4","1257","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","可以镶嵌在道具上的宝石，增加人物属性。","装备镶嵌","","","","宝石","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254013","4262","强化石","ff6ddcf6","4","1304","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","带有灵气的石头，是打造装备的必备材料。","打造装备","","","","强化石","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254014","4262","帮贡","ff6ddcf6","4","1167","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","帮派贡献度，是学习帮派技能的必要条件。","学习帮派技能","","","","货币","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254017","150","镖银盒子","ff6ddcf6","4","1773","个","0","1","7100","false","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","追回的镖银，请上交到任务NPC处。","押镖任务","","","","任务","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254020","4262","印诀书礼包","ff6ddcf6","4","1826","本","10","1","7057","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""来自星辰的力量汇聚在这份卷轴上是用于打造出印书的指南书，打开随机获得一本星印书。"" c=""FFFFF2DF"" f=""simhei-11""></T>","星印书礼包","","","","星印材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"111136","96","下面是货币类","ff6ddcf6","4","1158","个","0","90","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","每个品类需要控制在100以内，序号顺序要整洁","金钱","","0","使用方法：直接获得金钱","","","0","","","","0","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"254101","4262","师门贡献x1","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得师门贡献x2","打开获得积分","","","","门贡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254102","4262","师门贡献x2","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得师门贡献x2","打开获得积分","","","","门贡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254103","4262","师门贡献x3","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得师门贡献x3","打开获得积分","","","","门贡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254104","4262","师门贡献x4","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得师门贡献x4","打开获得积分","","","","门贡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254105","4262","师门贡献x5","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得师门贡献x5","打开获得积分","","","","门贡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254106","4262","副本积分x1","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得副本积分x1","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254107","4262","副本积分x2","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得副本积分x2","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254108","4262","副本积分x3","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得副本积分x3","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254109","4262","副本积分x4","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得副本积分x4","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254110","4262","副本积分x5","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得副本积分x5","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254111","4262","秘境积分x1","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得秘境积分x1","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254112","4262","秘境积分x2","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得秘境积分x2","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254113","4262","秘境积分x3","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得秘境积分x3","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254114","4262","秘境积分x4","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得秘境积分x4","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254115","4262","秘境积分x5","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得秘境积分x5","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254116","4262","地煞积分x1","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得地煞积分x1","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254117","4262","地煞积分x2","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得地煞积分x2","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254118","4262","地煞积分x3","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得地煞积分x3","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254119","4262","地煞积分x4","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得地煞积分x4","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254120","4262","地煞积分x5","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得地煞积分x5","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254121","4262","天罡积分x1","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得天罡积分x1","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254122","4262","天罡积分x2","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得天罡积分x2","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254123","4262","天罡积分x3","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得天罡积分x3","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254124","4262","天罡积分x4","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得天罡积分x4","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254125","4262","天罡积分x5","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得天罡积分x5","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254126","4262","宠装积分x1","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得宠装积分x1","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254127","4262","宠装积分x2","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得宠装积分x2","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254128","4262","宠装积分x3","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得宠装积分x3","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254129","4262","宠装积分x4","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得宠装积分x4","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254130","4262","宠装积分x5","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得宠装积分x5","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254131","4262","带队积分x1","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得带队积分x1","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254132","4262","带队积分x2","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得带队积分x2","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254133","4262","带队积分x3","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得带队积分x3","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254134","4262","带队积分x4","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得带队积分x4","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254135","4262","带队积分x5","ff6ddcf6","4","1805","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得带队积分x5","打开获得积分","","","","积分","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"254136","4262","门派贡献x1","ff6ddcf6","4","1167","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","打开可获得门派贡献x1","打开获得帮贡","","","","帮贡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
