"序号","物品类型","id","备注名","逻辑类型","珍品","值1","显示1","区间1","区间2","区间3","区间4","区间5","区间6","区间7","区间8","区间9","区间10","区间11","区间12","2级菜单ID","1级菜单ID","默认货币类型","默认价格1","默认价格2","默认价格3","默认价格4","默认价格5","默认价格6","默认价格7","默认价格8","默认价格9","默认价格10","默认价格11","基准成交量","基准挂单量","可见等级","可购买等级下限","可购买等级上限","价格上限","价格下限","浮动价格系数","是否可以摆摊上架",""
"6813","1","219205","七星护腕","0","1","","","","","","","","","","","","","","","708","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6814","1","219206","七星护腕","0","1","","","","","","","","","","","","","","","708","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6815","1","219207","七星护腕","0","1","","","","","","","","","","","","","","","708","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6816","1","219208","七星护腕","0","1","","","","","","","","","","","","","","","708","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6817","1","219209","七星护腕","0","1","","","","","","","","","","","","","","","708","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6818","1","219210","七星护腕","0","1","","","","","","","","","","","","","","","708","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6819","1","219211","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6820","1","219212","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6821","1","219213","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6822","1","219214","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6823","1","219215","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6824","1","219216","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6825","1","219217","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6826","1","219218","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6827","1","219219","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6828","1","219220","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6829","1","219221","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6830","1","219222","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6831","1","219223","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6832","1","219224","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6833","1","219225","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6834","1","219226","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6835","1","219227","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6836","1","219228","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6837","1","219229","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6838","1","219230","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6839","1","219231","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6840","1","219232","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6841","1","219233","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6842","1","219234","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6843","1","219235","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6844","1","219236","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6845","1","219237","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6846","1","219238","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6847","1","219239","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6848","1","219240","七星宝环","0","1","","","","","","","","","","","","","","","709","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6849","1","219241","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6850","1","219242","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6851","1","219243","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6852","1","219244","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6853","1","219245","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6854","1","219246","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6855","1","219247","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6856","1","219248","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6857","1","219249","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6858","1","219250","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6859","1","219251","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6860","1","219252","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6861","1","219253","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6862","1","219254","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6863","1","219255","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6864","1","219256","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6865","1","219257","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6866","1","219258","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6867","1","219259","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6868","1","219260","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6869","1","219261","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6870","1","219262","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6871","1","219263","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6872","1","219264","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6873","1","219265","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6874","1","219266","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6875","1","219267","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6876","1","219268","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6877","1","219269","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6878","1","219270","七星宝甲","0","1","","","","","","","","","","","","","","","710","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7000","1","311038","高级必杀","0","1","","","","","","","","","","","","","","","800","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7001","1","311039","高级连击","0","1","","","","","","","","","","","","","","","801","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7002","1","311040","高级强力","0","1","","","","","","","","","","","","","","","802","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7003","1","311041","高级突进","0","1","","","","","","","","","","","","","","","803","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7004","1","311042","高级偷袭","0","1","","","","","","","","","","","","","","","804","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7005","1","311043","高级法术暴击","0","1","","","","","","","","","","","","","","","805","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7006","1","311044","高级法术连击","0","1","","","","","","","","","","","","","","","806","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7007","1","311045","高级法术波动","0","1","","","","","","","","","","","","","","","807","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7008","1","311046","高级魔之心","0","1","","","","","","","","","","","","","","","808","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7009","1","311047","高级会心","0","1","","","","","","","","","","","","","","","809","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7010","1","311048","高级冥思","0","1","","","","","","","","","","","","","","","810","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7011","1","311049","高级吸血","0","1","","","","","","","","","","","","","","","811","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7012","1","311050","高级再生","0","1","","","","","","","","","","","","","","","812","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7013","1","311051","高级神佑复生","0","1","","","","","","","","","","","","","","","813","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7014","1","311052","高级招架","0","1","","","","","","","","","","","","","","","814","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7015","1","311053","高级反震","0","1","","","","","","","","","","","","","","","815","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7016","1","311054","高级神迹","0","1","","","","","","","","","","","","","","","816","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7017","1","311055","高级反击","0","1","","","","","","","","","","","","","","","817","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7018","1","311056","高级敏捷","0","1","","","","","","","","","","","","","","","818","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7019","1","311057","高级强壮","0","1","","","","","","","","","","","","","","","819","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7020","1","311058","高级防御","0","1","","","","","","","","","","","","","","","820","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7021","1","311059","高级法术防御","0","1","","","","","","","","","","","","","","","821","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7022","1","311060","高级幸运","0","1","","","","","","","","","","","","","","","822","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7023","1","311061","高级迟钝","0","1","","","","","","","","","","","","","","","823","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7024","1","311062","高级火属性吸收","0","1","","","","","","","","","","","","","","","824","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7025","1","311063","高级水属性吸收","0","1","","","","","","","","","","","","","","","825","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7026","1","311064","高级土属性吸收","0","1","","","","","","","","","","","","","","","826","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7027","1","311065","高级雷属性吸收","0","1","","","","","","","","","","","","","","","827","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7028","1","311066","高级鬼魂术","0","1","","","","","","","","","","","","","","","828","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7029","1","311067","高级驱鬼","0","1","","","","","","","","","","","","","","","829","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7030","1","311068","高级隐身","0","1","","","","","","","","","","","","","","","830","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7031","1","311069","高级感知","0","1","","","","","","","","","","","","","","","831","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7032","1","311070","高级永恒","0","1","","","","","","","","","","","","","","","832","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7033","1","311071","高级精神集中","0","1","","","","","","","","","","","","","","","833","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7034","1","311072","高级毒","0","1","","","","","","","","","","","","","","","834","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7035","1","311077","地狱烈火","0","1","","","","","","","","","","","","","","","835","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7036","1","311078","水漫金山","0","1","","","","","","","","","","","","","","","836","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7037","1","311079","泰山压顶","0","1","","","","","","","","","","","","","","","837","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7038","1","311080","奔雷咒","0","1","","","","","","","","","","","","","","","838","19","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7100","1","311001","必杀","0","1","","","","","","","","","","","","","","","850","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7101","1","311002","连击","0","1","","","","","","","","","","","","","","","851","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7102","1","311003","强力","0","1","","","","","","","","","","","","","","","852","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7103","1","311004","突进","0","1","","","","","","","","","","","","","","","853","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7104","1","311005","偷袭","0","1","","","","","","","","","","","","","","","854","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7105","1","311006","法术暴击","0","1","","","","","","","","","","","","","","","855","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7106","1","311007","法术连击","0","1","","","","","","","","","","","","","","","856","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7107","1","311008","法术波动","0","1","","","","","","","","","","","","","","","857","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7108","1","311009","魔之心","0","1","","","","","","","","","","","","","","","858","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7109","1","311010","会心","0","1","","","","","","","","","","","","","","","859","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7110","1","311011","冥思","0","1","","","","","","","","","","","","","","","860","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7111","1","311012","吸血","0","1","","","","","","","","","","","","","","","861","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7112","1","311013","再生","0","1","","","","","","","","","","","","","","","862","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7113","1","311014","神佑复生","0","1","","","","","","","","","","","","","","","863","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7114","1","311015","招架","0","1","","","","","","","","","","","","","","","864","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7115","1","311016","反震","0","1","","","","","","","","","","","","","","","865","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7116","1","311017","神迹","0","1","","","","","","","","","","","","","","","866","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7117","1","311018","反击","0","1","","","","","","","","","","","","","","","867","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7118","1","311019","敏捷","0","1","","","","","","","","","","","","","","","868","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7119","1","311020","强壮","0","1","","","","","","","","","","","","","","","869","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7120","1","311021","防御","0","1","","","","","","","","","","","","","","","870","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7121","1","311022","法术防御","0","1","","","","","","","","","","","","","","","871","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7122","1","311023","幸运","0","1","","","","","","","","","","","","","","","872","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7123","1","311024","迟钝","0","1","","","","","","","","","","","","","","","873","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7124","1","311025","火属性吸收","0","1","","","","","","","","","","","","","","","874","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7125","1","311026","水属性吸收","0","1","","","","","","","","","","","","","","","875","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7126","1","311027","土属性吸收","0","1","","","","","","","","","","","","","","","876","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7127","1","311028","雷属性吸收","0","1","","","","","","","","","","","","","","","877","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7128","1","311029","鬼魂术","0","1","","","","","","","","","","","","","","","878","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7129","1","311030","驱鬼","0","1","","","","","","","","","","","","","","","879","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7130","1","311031","隐身","0","1","","","","","","","","","","","","","","","880","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7131","1","311032","感知","0","1","","","","","","","","","","","","","","","881","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7132","1","311033","永恒","0","1","","","","","","","","","","","","","","","882","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7133","1","311034","精神集中","0","1","","","","","","","","","","","","","","","883","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7134","1","311035","毒","0","1","","","","","","","","","","","","","","","884","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7135","1","311073","烈火","0","1","","","","","","","","","","","","","","","885","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7136","1","311074","水攻","0","1","","","","","","","","","","","","","","","886","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7137","1","311075","落岩","0","1","","","","","","","","","","","","","","","887","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7138","1","311076","雷击","0","1","","","","","","","","","","","","","","","888","20","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6400","1","311085","嘲讽","0","1","","","","","","","","","","","","","","","1400","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6401","1","311090","壁垒击破","0","1","","","","","","","","","","","","","","","1401","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6402","1","311091","剑荡四方","0","1","","","","","","","","","","","","","","","1402","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6403","1","311092","惊心一剑","0","1","","","","","","","","","","","","","","","1403","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6404","1","311093","力劈华山","0","1","","","","","","","","","","","","","","","1404","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6405","1","311094","死亡召唤","0","1","","","","","","","","","","","","","","","1405","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6406","1","311095","善恶有报","0","1","","","","","","","","","","","","","","","1406","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6407","1","311096","上古灵符","0","1","","","","","","","","","","","","","","","1407","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6408","1","311097","法术防御","0","1","","","","","","","","","","","","","","","1408","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6409","1","311098","惩戒","0","1","","","","","","","","","","","","","","","1409","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6410","1","311112","虎啸山林","0","1","","","","","","","","","","","","","","","1410","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6411","1","311137","净台妙谛","0","1","","","","","","","","","","","","","","","1411","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6412","1","311142","特性•瞬击","0","1","","","","","","","","","","","","","","","1412","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6413","1","311143","特性•瞬法","0","1","","","","","","","","","","","","","","","1413","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6414","1","311144","高级遗志","0","1","","","","","","","","","","","","","","","1414","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6415","1","311147","水无常形","0","1","","","","","","","","","","","","","","","1415","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6416","1","311148","高级协力","0","1","","","","","","","","","","","","","","","1416","10","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7200","1","312075","1级•舍身击","2","1","312075","1级","","","","","","","","","","","","","900","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7201","1","312076","2级•舍身击","2","1","312076","2级","","","","","","","","","","","","","900","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7202","1","312077","3级•舍身击","2","1","312077","3级","","","","","","","","","","","","","900","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7203","1","312078","4级•舍身击","2","1","312078","4级","","","","","","","","","","","","","900","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7204","1","312079","5级•舍身击","2","1","312079","5级","","","","","","","","","","","","","900","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7205","1","312080","1级•生死决","2","1","312080","1级","","","","","","","","","","","","","901","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7206","1","312081","2级•生死决","2","1","312081","2级","","","","","","","","","","","","","901","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7207","1","312082","3级•生死决","2","1","312082","3级","","","","","","","","","","","","","901","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7208","1","312083","4级•生死决","2","1","312083","4级","","","","","","","","","","","","","901","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7209","1","312084","5级•生死决","2","1","312084","5级","","","","","","","","","","","","","901","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7210","1","312085","1级•碎甲刃","2","1","312085","1级","","","","","","","","","","","","","902","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7211","1","312086","2级•碎甲刃","2","1","312086","2级","","","","","","","","","","","","","902","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7212","1","312087","3级•碎甲刃","2","1","312087","3级","","","","","","","","","","","","","902","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7213","1","312088","4级•碎甲刃","2","1","312088","4级","","","","","","","","","","","","","902","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7214","1","312089","5级•碎甲刃","2","1","312089","5级","","","","","","","","","","","","","902","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7215","1","312090","1级•摧心浪","2","1","312090","1级","","","","","","","","","","","","","903","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7216","1","312091","2级•摧心浪","2","1","312091","2级","","","","","","","","","","","","","903","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7217","1","312092","3级•摧心浪","2","1","312092","3级","","","","","","","","","","","","","903","12","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
