"序号","物品类型","id","备注名","逻辑类型","珍品","值1","显示1","区间1","区间2","区间3","区间4","区间5","区间6","区间7","区间8","区间9","区间10","区间11","区间12","2级菜单ID","1级菜单ID","默认货币类型","默认价格1","默认价格2","默认价格3","默认价格4","默认价格5","默认价格6","默认价格7","默认价格8","默认价格9","默认价格10","默认价格11","基准成交量","基准挂单量","可见等级","可购买等级下限","可购买等级上限","价格上限","价格下限","浮动价格系数","是否可以摆摊上架"
"6034","1","311035","瘟疫","0","0","","","","","","","","","","","","","","","434","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6035","1","311036","追击","0","0","","","","","","","","","","","","","","","435","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6036","1","311037","溅射","0","0","","","","","","","","","","","","","","","436","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6037","1","311075","烈火","0","0","","","","","","","","","","","","","","","437","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6038","1","311076","霜冻","0","0","","","","","","","","","","","","","","","438","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6039","1","311077","陨石","0","0","","","","","","","","","","","","","","","439","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6040","1","311078","雷击","0","0","","","","","","","","","","","","","","","440","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"7000","1","311038","高级暴击","0","1","","","","","","","","","","","","","","","300","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7001","1","311039","高级连击","0","1","","","","","","","","","","","","","","","301","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7002","1","311040","高级强劲","0","1","","","","","","","","","","","","","","","302","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7003","1","311041","高级穿刺","0","1","","","","","","","","","","","","","","","303","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7004","1","311042","高级偷袭","0","1","","","","","","","","","","","","","","","304","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7005","1","311043","高级法术暴击","0","1","","","","","","","","","","","","","","","305","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7006","1","311044","高级法术连击","0","1","","","","","","","","","","","","","","","306","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7007","1","311045","高级法术波动","0","1","","","","","","","","","","","","","","","307","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7008","1","311046","高级法术增强","0","1","","","","","","","","","","","","","","","308","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7009","1","311047","高级法术穿刺","0","1","","","","","","","","","","","","","","","309","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7010","1","311048","高级冥思","0","1","","","","","","","","","","","","","","","310","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7011","1","311049","高级吸血","0","1","","","","","","","","","","","","","","","311","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7012","1","311050","高级回春","0","1","","","","","","","","","","","","","","","312","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7013","1","311051","高级凤凰之心","0","1","","","","","","","","","","","","","","","313","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7014","1","311052","高级格挡","0","1","","","","","","","","","","","","","","","314","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7015","1","311053","高级反弹","0","1","","","","","","","","","","","","","","","315","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7016","1","311054","高级神祗","0","1","","","","","","","","","","","","","","","316","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7017","1","311055","高级反击","0","1","","","","","","","","","","","","","","","317","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7018","1","311056","高级灵动","0","1","","","","","","","","","","","","","","","318","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7019","1","311057","高级刚毅","0","1","","","","","","","","","","","","","","","319","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7020","1","311058","高级铁甲","0","1","","","","","","","","","","","","","","","320","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7021","1","311059","高级敌法","0","1","","","","","","","","","","","","","","","321","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7022","1","311060","高级坚韧","0","1","","","","","","","","","","","","","","","322","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7023","1","311061","高级迟钝","0","1","","","","","","","","","","","","","","","323","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7024","1","311062","高级火元素吸收","0","1","","","","","","","","","","","","","","","324","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7025","1","311063","高级水元素吸收","0","1","","","","","","","","","","","","","","","325","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7026","1","311064","高级土元素吸收","0","1","","","","","","","","","","","","","","","326","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7027","1","311065","高级雷元素吸收","0","1","","","","","","","","","","","","","","","327","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7028","1","311066","高级不死亡魂","0","1","","","","","","","","","","","","","","","328","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7029","1","311067","高级驱魔","0","1","","","","","","","","","","","","","","","329","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7030","1","311068","高级潜行","0","1","","","","","","","","","","","","","","","330","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7031","1","311069","高级夜枭感知","0","1","","","","","","","","","","","","","","","331","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7032","1","311070","高级永恒","0","1","","","","","","","","","","","","","","","332","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7033","1","311071","高级清心","0","1","","","","","","","","","","","","","","","333","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7034","1","311072","高级瘟疫","0","1","","","","","","","","","","","","","","","334","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7035","1","311073","高级追击","0","1","","","","","","","","","","","","","","","335","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7036","1","311074","高级溅射","0","1","","","","","","","","","","","","","","","336","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7037","1","311079","地狱烈火","0","1","","","","","","","","","","","","","","","337","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7038","1","311080","霜冻新星","0","1","","","","","","","","","","","","","","","338","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7039","1","311081","天崩地裂","0","1","","","","","","","","","","","","","","","339","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7040","1","311082","雷神之怒","0","1","","","","","","","","","","","","","","","340","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"7041","1","311083","壁垒击破","0","1","","","","","","","","","","","","","","","341","4","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"8000","1","331101","10武器模具","1","0","10","10级","","","","","","","","","","","","","700","8","2","120","","","","","","","","","","","","","1","35","155","","","","1"
"8001","1","331102","20武器模具","1","0","20","20级","","","","","","","","","","","","","700","8","2","120","","","","","","","","","","","","","1","35","155","","","","1"
"8002","1","331103","30武器模具","1","0","30","30级","","","","","","","","","","","","","700","8","2","120","","","","","","","","","","","","","1","35","155","","","","1"
"8003","1","331104","40武器模具","1","0","40","40级","","","","","","","","","","","","","700","8","2","150","","","","","","","","","","","","","1","35","155","","","","1"
"8004","1","331105","50武器模具","1","0","50","50级","","","","","","","","","","","","","700","8","2","300","","","","","","","","","","","","","1","35","155","","","","1"
"8005","1","331106","60武器模具","1","0","60","60级","","","","","","","","","","","","","700","8","2","450","","","","","","","","","","","","","1","35","155","","","","1"
"8006","1","331107","70武器模具","1","0","70","70级","","","","","","","","","","","","","700","8","2","500","","","","","","","","","","","","","1","35","155","","","","1"
"8007","1","331108","80武器模具","1","0","80","80级","","","","","","","","","","","","","700","8","2","550","","","","","","","","","","","","","1","35","155","","","","1"
"8008","1","331109","90武器模具","1","0","90","90级","","","","","","","","","","","","","700","8","2","600","","","","","","","","","","","","","1","35","155","","","","1"
"8009","1","331110","100武器模具","1","0","100","100级","","","","","","","","","","","","","700","8","2","650","","","","","","","","","","","","","1","35","155","","","","1"
"8010","1","331131","10防具模具","1","0","10","10级","","","","","","","","","","","","","701","8","2","120","","","","","","","","","","","","","1","35","155","","","","1"
"8011","1","331132","20防具模具","1","0","20","20级","","","","","","","","","","","","","701","8","2","120","","","","","","","","","","","","","1","35","155","","","","1"
"8012","1","331133","30防具模具","1","0","30","30级","","","","","","","","","","","","","701","8","2","120","","","","","","","","","","","","","1","35","155","","","","1"
"8013","1","331134","40防具模具","1","0","40","40级","","","","","","","","","","","","","701","8","2","150","","","","","","","","","","","","","1","35","155","","","","1"
"8014","1","331135","50防具模具","1","0","50","50级","","","","","","","","","","","","","701","8","2","300","","","","","","","","","","","","","1","35","155","","","","1"
"8015","1","331136","60防具模具","1","0","60","60级","","","","","","","","","","","","","701","8","2","450","","","","","","","","","","","","","1","35","155","","","","1"
"8016","1","331137","70防具模具","1","0","70","70级","","","","","","","","","","","","","701","8","2","500","","","","","","","","","","","","","1","35","155","","","","1"
"8017","1","331138","80防具模具","1","0","80","80级","","","","","","","","","","","","","701","8","2","550","","","","","","","","","","","","","1","35","155","","","","1"
"8018","1","331139","90防具模具","1","0","90","90级","","","","","","","","","","","","","701","8","2","600","","","","","","","","","","","","","1","35","155","","","","1"
"8019","1","331140","100防具模具","1","0","100","100级","","","","","","","","","","","","","701","8","2","650","","","","","","","","","","","","","1","35","155","","","","1"
"8020","1","331161","10饰品模具","1","0","10","10级","","","","","","","","","","","","","702","8","2","120","","","","","","","","","","","","","1","35","155","","","","1"
"8021","1","331162","20饰品模具","1","0","20","20级","","","","","","","","","","","","","702","8","2","120","","","","","","","","","","","","","1","35","155","","","","1"
"8022","1","331163","30饰品模具","1","0","30","30级","","","","","","","","","","","","","702","8","2","120","","","","","","","","","","","","","1","35","155","","","","1"
"8023","1","331164","40饰品模具","1","0","40","40级","","","","","","","","","","","","","702","8","2","150","","","","","","","","","","","","","1","35","155","","","","1"
"8024","1","331165","50饰品模具","1","0","50","50级","","","","","","","","","","","","","702","8","2","300","","","","","","","","","","","","","1","35","155","","","","1"
"8025","1","331166","60饰品模具","1","0","60","60级","","","","","","","","","","","","","702","8","2","450","","","","","","","","","","","","","1","35","155","","","","1"
"8026","1","331167","70饰品模具","1","0","70","70级","","","","","","","","","","","","","702","8","2","500","","","","","","","","","","","","","1","35","155","","","","1"
"8027","1","331168","80饰品模具","1","0","80","80级","","","","","","","","","","","","","702","8","2","550","","","","","","","","","","","","","1","35","155","","","","1"
"8028","1","331169","90饰品模具","1","0","90","90级","","","","","","","","","","","","","702","8","2","600","","","","","","","","","","","","","1","35","155","","","","1"
"8029","1","331170","100饰品模具","1","0","100","100级","","","","","","","","","","","","","702","8","2","650","","","","","","","","","","","","","1","35","155","","","","1"
"9000","4","331201","生命附魔卷轴","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","800","9","2","100","","","","","","","","","","","","","1","35","155","","","","1"
"9001","4","331202","物攻附魔卷轴","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","801","9","2","100","","","","","","","","","","","","","1","35","155","","","","1"
"9002","4","331203","法攻附魔卷轴","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","802","9","2","100","","","","","","","","","","","","","1","35","155","","","","1"
"9003","4","331204","物防附魔卷轴","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","803","9","2","100","","","","","","","","","","","","","1","35","155","","","","1"
"9004","4","331205","法防附魔卷轴","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","804","9","2","100","","","","","","","","","","","","","1","35","155","","","","1"
"9005","4","331206","愤怒附魔卷轴","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","805","9","2","100","","","","","","","","","","","","","1","35","155","","","","1"
"9006","4","331207","治疗附魔卷轴","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","806","9","2","100","","","","","","","","","","","","","1","35","155","","","","1"
"9007","4","331208","控制附魔卷轴","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","807","9","2","100","","","","","","","","","","","","","1","35","155","","","","1"
"9008","4","331209","速度附魔卷轴","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","808","9","2","100","","","","","","","","","","","","","1","35","155","","","","1"
"10000","1","331000","还原卷轴-体","2","0","331000","体质","","","","","","","","","","","","","1002","11","2","3000","","","","","","","","","","","","","1","35","155","","","","1"
"10001","1","331001","还原卷轴-智","2","0","331001","智力","","","","","","","","","","","","","1002","11","2","3000","","","","","","","","","","","","","1","35","155","","","","1"
"10002","1","331002","还原卷轴-力","2","0","331002","力量","","","","","","","","","","","","","1002","11","2","3000","","","","","","","","","","","","","1","35","155","","","","1"
"10003","1","331003","还原卷轴-耐","2","0","331003","耐力","","","","","","","","","","","","","1002","11","2","3000","","","","","","","","","","","","","1","35","155","","","","1"
"10004","1","331004","还原卷轴-敏","2","0","331004","敏捷","","","","","","","","","","","","","1002","11","2","3000","","","","","","","","","","","","","1","35","155","","","","1"
"10006","1","331350","巨龙之魂","2","0","331350","巨龙之魂","","","","","","","","","","","","","1000","11","2","15000","","","","","","","","","","","","","1","35","155","","","","1"
"10007","1","331351","巨龙之血","2","0","331351","巨龙之血","","","","","","","","","","","","","1000","11","2","15000","","","","","","","","","","","","","1","35","155","","","","1"
"10008","1","331352","巨龙之眼","2","0","331352","巨龙之眼","","","","","","","","","","","","","1000","11","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"10009","1","331353","巨龙之骨","2","0","331353","巨龙之骨","","","","","","","","","","","","","1000","11","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"10010","1","331354","巨龙之鳞","2","0","331354","巨龙之鳞","","","","","","","","","","","","","1000","11","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"10011","1","339000","染料","2","0","339000","染料","","","","","","","","","","","","","1001","11","2","500","","","","","","","","","","","","","1","35","155","","","","1"
"10012","1","339001","浓缩染料","2","0","339001","浓缩染料","","","","","","","","","","","","","1001","11","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"10013","1","339002","宠物染料","2","0","339002","宠物染料","","","","","","","","","","","","","1001","11","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"10014","1","339103","玫瑰花","2","0","339103","玫瑰花","","","","","","","","","","","","","902","11","2","4000","","","","","","","","","","","","","1","35","155","","","","1"
"10015","1","339104","郁金香","2","0","339104","郁金香","","","","","","","","","","","","","902","11","2","4000","","","","","","","","","","","","","1","35","155","","","","1"
"10016","1","339102","镇魂石","2","0","339102","镇魂石","","","","","","","","","","","","","1003","11","2","30000","","","","","","","","","","","","","1","35","155","","","","1"
"11000","1","341108","80级精铁","1","1","80","80级","","","","","","","","","","","","","1100","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11001","1","341109","90级精铁","1","1","90","90级","","","","","","","","","","","","","1100","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11002","1","341110","100级精铁","1","1","100","100级","","","","","","","","","","","","","1100","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11003","1","350800","80级剑书","1","1","80","80级","","","","","","","","","","","","","1101","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11004","1","350900","90级剑书","1","1","90","90级","","","","","","","","","","","","","1101","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11005","1","351000","100级剑书","1","1","100","100级","","","","","","","","","","","","","1101","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11006","1","350801","80级锤书","1","1","80","80级","","","","","","","","","","","","","1102","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11007","1","350901","90级锤书","1","1","90","90级","","","","","","","","","","","","","1102","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11008","1","351001","100级锤书","1","1","100","100级","","","","","","","","","","","","","1102","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11009","1","350802","80级匕首书","1","1","80","80级","","","","","","","","","","","","","1103","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11010","1","350902","90级匕首书","1","1","90","90级","","","","","","","","","","","","","1103","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11011","1","351002","100级匕首书","1","1","100","100级","","","","","","","","","","","","","1103","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11012","1","350803","80级爪书","1","1","80","80级","","","","","","","","","","","","","1104","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11013","1","350903","90级爪书","1","1","90","90级","","","","","","","","","","","","","1104","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11014","1","351003","100级爪书","1","1","100","100级","","","","","","","","","","","","","1104","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11015","1","350804","80级魔棒书","1","1","80","80级","","","","","","","","","","","","","1105","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11016","1","350904","90级魔棒书","1","1","90","90级","","","","","","","","","","","","","1105","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11017","1","351004","100级魔棒书","1","1","100","100级","","","","","","","","","","","","","1105","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11021","1","350806","80级腰带书","1","1","80","80级","","","","","","","","","","","","","1107","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11022","1","350906","90级腰带书","1","1","90","90级","","","","","","","","","","","","","1107","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11023","1","351006","100级腰带书","1","1","100","100级","","","","","","","","","","","","","1107","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11024","1","350807","80级鞋书","1","1","80","80级","","","","","","","","","","","","","1108","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11025","1","350907","90级鞋书","1","1","90","90级","","","","","","","","","","","","","1108","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11026","1","351007","100级鞋书","1","1","100","100级","","","","","","","","","","","","","1108","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11027","1","350808","80级项链书","1","1","80","80级","","","","","","","","","","","","","1109","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11028","1","350908","90级项链书","1","1","90","90级","","","","","","","","","","","","","1109","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11029","1","351008","100级项链书","1","1","100","100级","","","","","","","","","","","","","1109","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11030","1","350809","80级男头书","1","1","80","80级","","","","","","","","","","","","","1110","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11031","1","350909","90级男头书","1","1","90","90级","","","","","","","","","","","","","1110","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11032","1","351009","100级男头书","1","1","100","100级","","","","","","","","","","","","","1110","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11033","1","350810","80级女头书","1","1","80","80级","","","","","","","","","","","","","1111","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11034","1","350910","90级女头书","1","1","90","90级","","","","","","","","","","","","","1111","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11035","1","351010","100级女头书","1","1","100","100级","","","","","","","","","","","","","1111","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11036","1","350811","80级男衣书","1","1","80","80级","","","","","","","","","","","","","1112","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11037","1","350911","90级男衣书","1","1","90","90级","","","","","","","","","","","","","1112","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11038","1","351011","100级男衣书","1","1","100","100级","","","","","","","","","","","","","1112","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11039","1","350812","80级女衣书","1","1","80","80级","","","","","","","","","","","","","1113","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11040","1","350912","90级女衣书","1","1","90","90级","","","","","","","","","","","","","1113","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11041","1","351012","100级女衣书","1","1","100","100级","","","","","","","","","","","","","1113","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11064","1","341105","50级精铁","1","1","50","50级","","","","","","","","","","","","","1100","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11065","1","341106","60级精铁","1","1","60","60级","","","","","","","","","","","","","1100","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11066","1","341107","70级精铁","1","1","70","70级","","","","","","","","","","","","","1100","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11067","1","350500","50级剑书","1","1","50","50级","","","","","","","","","","","","","1101","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11068","1","350600","60级剑书","1","1","60","60级","","","","","","","","","","","","","1101","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11069","1","350700","70级剑书","1","1","70","70级","","","","","","","","","","","","","1101","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11070","1","350501","50级锤书","1","1","50","50级","","","","","","","","","","","","","1102","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11071","1","350601","60级锤书","1","1","60","60级","","","","","","","","","","","","","1102","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11072","1","350701","70级锤书","1","1","70","70级","","","","","","","","","","","","","1102","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11073","1","350502","50级匕首书","1","1","50","50级","","","","","","","","","","","","","1103","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11074","1","350602","60级匕首书","1","1","60","60级","","","","","","","","","","","","","1103","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11075","1","350702","70级匕首书","1","1","70","70级","","","","","","","","","","","","","1103","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11076","1","350503","50级爪书","1","1","50","50级","","","","","","","","","","","","","1104","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11077","1","350603","60级爪书","1","1","60","60级","","","","","","","","","","","","","1104","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11078","1","350703","70级爪书","1","1","70","70级","","","","","","","","","","","","","1104","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11079","1","350504","50级魔棒书","1","1","50","50级","","","","","","","","","","","","","1105","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11080","1","350604","60级魔棒书","1","1","60","60级","","","","","","","","","","","","","1105","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11081","1","350704","70级魔棒书","1","1","70","70级","","","","","","","","","","","","","1105","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11082","1","350506","50级腰带书","1","1","50","50级","","","","","","","","","","","","","1107","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11083","1","350606","60级腰带书","1","1","60","60级","","","","","","","","","","","","","1107","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11084","1","350706","70级腰带书","1","1","70","70级","","","","","","","","","","","","","1107","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11085","1","350507","50级鞋书","1","1","50","50级","","","","","","","","","","","","","1108","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11086","1","350607","60级鞋书","1","1","60","60级","","","","","","","","","","","","","1108","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11087","1","350707","70级鞋书","1","1","70","70级","","","","","","","","","","","","","1108","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11088","1","350508","50级项链书","1","1","50","50级","","","","","","","","","","","","","1109","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11089","1","350608","60级项链书","1","1","60","60级","","","","","","","","","","","","","1109","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11090","1","350708","70级项链书","1","1","70","70级","","","","","","","","","","","","","1109","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11091","1","350509","50级男头书","1","1","50","50级","","","","","","","","","","","","","1110","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11092","1","350609","60级男头书","1","1","60","60级","","","","","","","","","","","","","1110","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11093","1","350709","70级男头书","1","1","70","70级","","","","","","","","","","","","","1110","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11094","1","350510","50级女头书","1","1","50","50级","","","","","","","","","","","","","1111","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11095","1","350610","60级女头书","1","1","60","60级","","","","","","","","","","","","","1111","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11096","1","350710","70级女头书","1","1","70","70级","","","","","","","","","","","","","1111","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11097","1","350511","50级男衣书","1","1","50","50级","","","","","","","","","","","","","1112","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11098","1","350611","60级男衣书","1","1","60","60级","","","","","","","","","","","","","1112","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11099","1","350711","70级男衣书","1","1","70","70级","","","","","","","","","","","","","1112","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11100","1","350512","50级女衣书","1","1","50","50级","","","","","","","","","","","","","1113","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11101","1","350612","60级女衣书","1","1","60","60级","","","","","","","","","","","","","1113","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"11102","1","350712","70级女衣书","1","1","70","70级","","","","","","","","","","","","","1113","12","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"12001","1","331405","DF-99","0","0","331405","DF-99","","","","","","","","","","","","","1114","13","2","88800","","","","","","","","","","","","","1","35","155","","","","1"
"12002","1","331403","艾泽战象","0","0","331403","艾泽战象","","","","","","","","","","","","","1115","13","2","88800","","","","","","","","","","","","","1","35","155","","","","1"
"11042","1","40014","融合剂","0","0","40014","融合剂","","","","","","","","","","","","","1004","11","2","28800","","","","","","","","","","","","","1","1","155","","","","0"
"11043","1","337942","瑟银钥匙 ","0","0","337942","瑟银钥匙 ","","","","","","","","","","","","","1005","11","2","5800","","","","","","","","","","","","","1","1","155","","","","0"
"11044","1","337943","氪金钥匙","0","0","337943","氪金钥匙","","","","","","","","","","","","","1005","11","2","29800","","","","","","","","","","","","","1","1","155","","","","0"
"11045","1","337944","更名卡","0","0","337944","更名卡","","","","","","","","","","","","","1006","11","2","60000","","","","","","","","","","","","","1","1","155","","","","0"
"11046","1","40013","修理石","0","0","40013","修理石","","","","","","","","","","","","","1008","11","2","1000","","","","","","","","","","","","","1","1","155","","","","1"
"11047","1","340025","摇钱树","0","0","340025","摇钱树","","","","","","","","","","","","","1007","11","2","180000","","","","","","","","","","","","","1","1","155","","","","0"
"11048","1","40008","天火原石","0","0","40008","天火原石","","","","","","","","","","","","","1116","12","2","2000","","","","","","","","","","","","","1","1","155","","","","1"
"11049","1","40009","风暴原石","0","0","40009","风暴原石","","","","","","","","","","","","","1117","12","2","2000","","","","","","","","","","","","","1","1","155","","","","1"
"11050","1","40010","宁静原石","0","0","40010","宁静原石","","","","","","","","","","","","","1118","12","2","2000","","","","","","","","","","","","","1","1","155","","","","1"
"11051","1","40011","洞察原石","0","0","40011","洞察原石","","","","","","","","","","","","","1119","12","2","2000","","","","","","","","","","","","","1","1","155","","","","1"
"11052","1","331400","狮鹫","0","0","331400","狮鹫","","","","","","","","","","","","","1120","13","2","88800","","","","","","","","","","","","","1","1","155","","","","1"
"11053","1","331401","幽灵狼","0","0","331401","幽灵狼","","","","","","","","","","","","","1121","13","2","88800","","","","","","","","","","","","","1","1","155","","","","1"
"11054","1","331402","科多兽","0","0","331402","科多兽","","","","","","","","","","","","","1122","13","2","88800","","","","","","","","","","","","","1","1","155","","","","1"
