"id","改变形象","触发隐藏剧情","改变战场地图","改变场景时的渐变特效","有无客户端动作","播放战场特效","播放音乐","动作类型","技能ID","调用伙伴几号槽里技能","技能等级系数","技能等级常数","逃跑几率","召唤","召唤数量","","","","目标","场景AI是否指定主角","策划备注","说话信息","说话信息是否显示到聊天框","语音资源名","语音信息是否显示到聊天框","语音信息时长","提示框信息"
"60041","0","","0","1","TRUE","","0","12","","","","","","{22280@1000}$20","","","","","99001","","变异血色骑士55","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60042","0","","0","1","TRUE","","0","12","","","","","","{22281@1000}$20","","","","","99001","","变异血色牧师55","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60043","0","","0","1","TRUE","","0","12","","","","","","{22241@1000}$20","","","","","99001","","土元素宝宝65","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60044","0","","0","1","TRUE","","0","12","","","","","","{22242@1000}$20","","","","","99001","","半人马宝宝65","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60045","0","","0","1","TRUE","","0","12","","","","","","{22243@1000}$20","","","","","99001","","鞭笞者宝宝65","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60046","0","","0","1","TRUE","","0","12","","","","","","{22244@1000}$20","","","","","99001","","腐女宝宝65","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60047","0","","0","1","TRUE","","0","12","","","","","","{22282@1000}$20","","","","","99001","","变异土元素65","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60048","0","","0","1","TRUE","","0","12","","","","","","{22283@1000}$20","","","","","99001","","变异半人马65","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60049","0","","0","1","TRUE","","0","12","","","","","","{22284@1000}$20","","","","","99001","","变异鞭笞者65","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60050","0","","0","1","TRUE","","0","12","","","","","","{22285@1000}$20","","","","","99001","","变异腐女65","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60051","0","","0","1","TRUE","","0","12","","","","","","{22245@1000}$20","","","","","99001","","摧毁者宝宝70","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60052","0","","0","1","TRUE","","0","12","","","","","","{22246@1000}$20","","","","","99001","","虚空恐魔宝宝70","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60053","0","","0","1","TRUE","","0","12","","","","","","{22247@1000}$20","","","","","99001","","食人魔宝宝70","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60054","0","","0","1","TRUE","","0","12","","","","","","{22248@1000}$20","","","","","99001","","变形者宝宝70","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60055","0","","0","1","TRUE","","0","12","","","","","","{22286@1000}$20","","","","","99001","","变异摧毁者70","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60056","0","","0","1","TRUE","","0","12","","","","","","{22287@1000}$20","","","","","99001","","变异虚空恐魔70","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60057","0","","0","1","TRUE","","0","12","","","","","","{22288@1000}$20","","","","","99001","","变异食人魔70","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60058","0","","0","1","TRUE","","0","12","","","","","","{22289@1000}$20","","","","","99001","","变异变形者70","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60059","0","","0","1","TRUE","","0","12","","","","","","{22249@1000}$20","","","","","99001","","绿飞龙宝宝75","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60060","0","","0","1","TRUE","","0","12","","","","","","{22250@1000}$20","","","","","99001","","预言者宝宝75","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60061","0","","0","1","TRUE","","0","12","","","","","","{22251@1000}$20","","","","","99001","","骨飞龙宝宝75","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60062","0","","0","1","TRUE","","0","12","","","","","","{22252@1000}$20","","","","","99001","","绿龙宝宝75","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60063","0","","0","1","TRUE","","0","12","","","","","","{22290@1000}$20","","","","","99001","","变异绿飞龙75","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60064","0","","0","1","TRUE","","0","12","","","","","","{22291@1000}$20","","","","","99001","","变异预言者75","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60065","0","","0","1","TRUE","","0","12","","","","","","{22292@1000}$20","","","","","99001","","变异骨飞龙75","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60066","0","","0","1","TRUE","","0","12","","","","","","{22293@1000}$20","","","","","99001","","变异绿龙75","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60067","0","","0","1","TRUE","","0","12","","","","","","{22253@1000}$20","","","","","99001","","炎魔使者宝宝80","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60068","0","","0","1","TRUE","","0","12","","","","","","{22254@1000}$20","","","","","99001","","黑铁矮人宝宝80","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60069","0","","0","1","TRUE","","0","12","","","","","","{22255@1000}$20","","","","","99001","","铁炉牧师宝宝80","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60070","0","","0","1","TRUE","","0","12","","","","","","{22256@1000}$20","","","","","99001","","矮人军官宝宝80","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60071","0","","0","1","TRUE","","0","12","","","","","","{22294@1000}$20","","","","","99001","","变异炎魔使者80","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60072","0","","0","1","TRUE","","0","12","","","","","","{22295@1000}$20","","","","","99001","","变异黑铁矮人80","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60073","0","","0","1","TRUE","","0","12","","","","","","{22296@1000}$20","","","","","99001","","变异铁炉牧师80","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60074","0","","0","1","TRUE","","0","12","","","","","","{22297@1000}$20","","","","","99001","","变异矮人军官80","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60075","0","","0","1","TRUE","","0","12","","","","","","{22257@1000}$20","","","","","99001","","死亡骑士宝宝85","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60076","0","","0","1","TRUE","","0","12","","","","","","{22258@1000}$20","","","","","99001","","食尸鬼宝宝85","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60077","0","","0","1","TRUE","","0","12","","","","","","{22259@1000}$20","","","","","99001","","女妖宝宝85","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60078","0","","0","1","TRUE","","0","12","","","","","","{22260@1000}$20","","","","","99001","","恐惧恶魔宝宝85","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60079","0","","0","1","TRUE","","0","12","","","","","","{22298@1000}$20","","","","","99001","","变异死亡骑士85","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60080","0","","0","1","TRUE","","0","12","","","","","","{22299@1000}$20","","","","","99001","","变异食尸鬼85","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60081","0","","0","1","TRUE","","0","12","","","","","","{22300@1000}$20","","","","","99001","","变异女妖85","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60082","0","","0","1","TRUE","","0","12","","","","","","{22301@1000}$20","","","","","99001","","变异恐惧恶魔85","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60083","0","","0","1","TRUE","","0","10","","","","","","","","","","","","","沙包待机","","","","","",""
"60084","0","","0","1","TRUE","","0","12","","","","","","{31103@1000}$26,{31101@1000}$27","","","","","","","第五回合召唤小怪","看来你们很强,我要叫小弟了！","","","","",""
"60085","0","","0","1","TRUE","","0","12","","","","","","{31103@1000}$25,{31101@1000}$28","","","","","","","第十回合召唤小怪","看来你们很强,我要叫小弟了！","","","","",""
"60086","0","","0","1","TRUE","","0","12","","","","","","{27136@1000}$16,{27136@1000}$17","","","","","","","训犬人召唤","狗仔们出来咬人了！","","","","",""
"60087","0","","0","1","TRUE","","0","12","","","","","","{27154@1000}$25,{27156@1000}$20,{27156@1000}$21,{27156@1000}$22,{27156@1000}$23,{27156@1000}$24","","","","","","","狗男女男的死了召唤女的","","","","","",""
"60088","0","","0","1","TRUE","","0","2","180018","","","","","","","","","","99003","","拉boss男","复活吧,我的勇士！","","","","",""
"60089","0","","0","1","TRUE","","0","12","","","","","","{27136@1000}$18,{27136@1000}$19","","","","","","","训犬人召唤","狗仔们出来咬人了！","","","","",""
"60090","0","","0","1","TRUE","","0","12","","","","","","{27136@1000}$20,{27136@1000}$21","","","","","","","训犬人召唤","狗仔们出来咬人了！","","","","",""
"60091","0","","0","1","TRUE","","0","12","","","","","","{30917@1000}$20,{30918@1000}$21","","","","","","","冰封王座70级召唤小怪","看来你们很强,我要叫小弟了！","","","","",""
"60092","0","","0","1","TRUE","","0","12","","","","","","{30919@1000}$22,{30920@1000}$23","","","","","","","冰封王座70级召唤小怪","看来你们很强,我要叫小弟了！","","","","",""
"60093","0","","0","1","TRUE","","0","12","","","","","","{30921@1000}$24","","","","","","","冰封王座70级召唤小怪","看来你们很强,我要叫小弟了！","","","","",""
"60094","0","","0","1","TRUE","","0","2","183000","","","","","","","","","","","","冰封王座70级 boss双封","你们太嚣张了,我要控制你们！","","","","",""
"60095","0","","0","1","TRUE","","0","2","420018","","","","","","","","","","","","冰封王座70级 boss加野兽之力","你们的找都力很强,看我的！","","","","",""
"60096","0","","0","1","TRUE","","0","2","420027","","","","","","","","","","","","冰封王座70级 战士破血","能见到我们是你们的荣幸！","","","","",""
"60097","0","","0","1","TRUE","","0","2","180017","","","","","","","","","","","","冰封王座70级 全体满血技能","看来你们没血了,不要急！","","","","",""
"60098","0","","0","1","TRUE","","0","12","","","","","","{30954@1000}$21,{30955@1000}$22","","","","","","","冰封王座90级召唤小怪","看来你们很强,我要叫小弟了！","","","","",""
"60099","0","","0","1","TRUE","","0","12","","","","","","{30956@1000}$23,{30957@1000}$24","","","","","","","冰封王座90级召唤小怪","看来你们很强,我要叫小弟了！","","","","",""
"60100","0","","0","1","TRUE","","0","12","","","","","","{30958@1000}$26,{30959@1000}$27","","","","","","","冰封王座90级召唤小怪","看来你们很强,我要叫小弟了！","","","","",""
"60101","0","","0","1","TRUE","","0","12","","","","","","{30960@1000}$20","","","","","","","冰封王座90级召唤小怪","看来你们很强,我要叫小弟了！","","","","",""
"60102","0","","0","1","TRUE","","0","2","150007","","","","","","","","","","","","冰封王座90级fs大招","现在是证明我们实力的时候了！","","","","",""
"60103","0","","0","1","TRUE","","0","2","191007","","","","","","","","","","","","冰封王座90级le大招","现在是证明我们实力的时候了！","","","","",""
"60104","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","冠军试炼小怪全死第四回合跑","记住我给你们的惩罚,我先跑了","","","","",""
"60105","0","","0","1","TRUE","","0","12","","","","","","{31046@1000}$22","","","","","","","军团1","","","","","",""
"60106","0","","0","1","TRUE","","0","12","","","","","","{31147@1000}$22","","","","","","","军团2","","","","","",""
"60107","0","","0","1","TRUE","","0","12","","","","","","{31150@1000}$22","","","","","","","军团3","","","","","",""
"60108","0","","0","1","TRUE","","0","12","","","","","","{31145@1000}$22","","","","","","","魔像1","","","","","",""
"60109","0","","0","1","TRUE","","0","12","","","","","","{31140@1000}$22","","","","","","","魔像2","","","","","",""
"60110","0","","0","1","TRUE","","0","12","","","","","","{31146@1000}$22","","","","","","","魔像3","","","","","",""
"60111","0","","0","1","TRUE","","0","2","183012","","1","","","","","","","","99031","","诛神封","","","","","",""
"60112","0","","0","1","TRUE","","0","2","183012","","1","","","","","","","","99032","","诛神封","","","","","",""
"60113","0","","0","1","TRUE","","0","2","183012","","1","","","","","","","","99033","","诛神封前","","","","","",""
"60114","0","","0","1","TRUE","","0","2","183012","","1","","","","","","","","99034","","诛神封前","","","","","",""
"60115","0","","0","1","TRUE","","0","2","160001","","1","","","","","","","","","","诛神神圣封印","","","","","",""
"60116","0","","0","1","TRUE","","0","2","207101","","","","","","","","","","","","诛神法术","","","","","",""
"60117","0","","0","1","TRUE","","0","2","162003","","","","","","","","","","","","盗贼一回合剔骨","","","","","",""
"60118","0","","0","1","TRUE","","0","2","183013","","1","","","","","","","","","","第一回合心灵之火","","","","","",""
"60150","0","","0","1","TRUE","","0","12","","","","","","{22227@1000}$20","","","","","","","鱼人宝宝25","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60151","0","","0","1","TRUE","","0","12","","","","","","{22231@1000}$20","","","","","","","血月教徒宝宝35","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60152","0","","0","1","TRUE","","0","12","","","","","","{22235@1000}$20","","","","","","","巫妖宝宝45","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60153","0","","0","1","TRUE","","0","12","","","","","","{22239@1000}$20","","","","","","","血色骑士宝宝55","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60154","0","","0","1","TRUE","","0","12","","","","","","{22240@1000}$20","","","","","","","血色牧师宝宝55","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60155","0","","0","1","TRUE","","0","12","","","","","","{22244@1000}$20","","","","","","","腐女宝宝65","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60156","0","","0","1","TRUE","","0","12","","","","","","{22248@1000}$20","","","","","","","变形者宝宝70","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60157","0","","0","1","TRUE","","0","12","","","","","","{22252@1000}$20","","","","","","","绿龙宝宝75","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60158","0","","0","1","TRUE","","0","12","","","","","","{22256@1000}$20","","","","","","","矮人军官宝宝80","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60159","0","","0","1","TRUE","","0","12","","","","","","{22260@1000}$20","","","","","","","恐惧恶魔宝宝85","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"60160","","","","","","","0","2","430226","","1","0","","","","","","","","0","","","","","","",""
"60161","","","","","","","0","2","420015","","1","0","","","","","","","","0","神圣救赎","","","","","",""
"60162","","","","","","","0","2","420011","","1","0","","","","","","","","0","神圣救赎","","","","","",""
"60163","","","","","","","0","2","430224","","1","0","","","","","","","","0","神圣救赎","","","","","",""
"60164","","","","","","","0","2","430225","","1","0","","","","","","","","0","神圣救赎","","","","","",""
"60165","","","","","","","0","2","130000","","1","0","","","","","","","","0","神圣救赎","","","","","",""
"60166","","","","","","","0","2","150004","","1","0","","","","","","","","0","","","","","","",""
"60167","","","","","","","0","2","207237","","1","0","","","","","","","","0","","","","","","",""
"60168","","","","","","","0","2","164007","","1","0","","","","","","","","0","","","","","","",""
"60169","","","","","","","0","2","207294","","1","0","","","","","","","","0","","","","","","",""
"60170","","","","","","","0","2","430227","","1","0","","","","","","","","0","","","","","","",""
"60171","","","","","","","0","2","430229","","1","0","","","","","","","","0","","","","","","",""
"60172","","","","","","","0","","","","","","","","","","","","","0","寒冰王子喊话","给你个大嘴巴子！！！","","AIchat/hanbingwangzi_001.ogg","","",""
"60173","","","","","TRUE","","0","2","207005","","1","0","","","","","","","","0","","爽不爽？！！","","","","",""
"60174","","","","","TRUE","","0","2","207006","","1","0","","","","","","","","0","","爽不爽？！！","","","","",""
"60175","","","","","TRUE","","0","2","207008","","1","0","","","","","","","","0","","爽不爽？！！","","","","",""
"60176","","","","","TRUE","","0","2","207007","","1","0","","","","","","","","0","","爽不爽？！！","","","","",""
"60177","0","","0","1","TRUE","","0","12","","","","","","{31760@1000}$20,{31761@1000}$21,{31762@1000}$22,{31763@1000}$23,{31764@1000}$24","","","","","","","恐惧恶魔宝宝85","我很郁闷，不想玩了！","","","","",""
"60178","0","","0","1","TRUE","","0","12","","","","","","{31765@1000}$20,{31766@1000}$21,{31767@1000}$22,{31768@1000}$23,{31769@1000}$24","","","","","","","恐惧恶魔宝宝85","我生气，接受怒火吧！","","","","",""
"60179","0","","0","1","TRUE","","0","12","","","","","","{31770@1000}$20,{31771@1000}$21,{31772@1000}$22,{31773@1000}$23,{31774@1000}$24","","","","","","","恐惧恶魔宝宝85","我愤怒了，毁灭吧！","","","","",""
"60180","0","","0","1","TRUE","","0","12","","","","","","{31775@1000}$20,{31776@1000}$21,{31777@1000}$22,{31778@1000}$23,{31779@1000}$24","","","","","","","恐惧恶魔宝宝85","啊！啊！啊！狂暴了！","","","","",""
"60181","","","","","TRUE","","0","2","207219","","1","0","","","","","","","","0","","何人敢来挑战！","","","","",""
"60182","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","我是肉","","","","",""
"60183","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","我物理","","","","",""
"60184","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","我法术","","","","",""
"60185","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","我封","","","","",""
"60186","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","我抗物理","","","","",""
"60187","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","我抗法术","","","","",""
"60188","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","我辅助","","","","",""
"60189","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","","我秒杀","","","","",""
"60190","0","","0","1","TRUE","","0","12","","","","","","{32311@1000}$20,{32312@1000}$21,{32313@1000}$22,{32314@1000}$23,{32315@1000}$24","","","","","","","5.10.15回合","各位接招把。这是第一波。不要让我看不起你们。","2","","","",""
"60191","0","","0","1","TRUE","","0","12","","","","","","{32311@1000}$20,{32312@1000}$21,{32313@1000}$22,{32314@1000}$23,{32315@1000}$24","","","","","","","5.10.15回合","各位接招把。这是第二波。不要让我看不起你们。","2","","","",""
"60192","0","","0","1","TRUE","","0","12","","","","","","{32311@1000}$20,{32312@1000}$21,{32313@1000}$22,{32314@1000}$23,{32315@1000}$24","","","","","","","5.10.15回合","各位接招把。这是第三波。不要让我看不起你们。","2","","","",""
"60193","0","","0","1","TRUE","","0","12","","","","","","{32316@1000}$20,{32317@1000}$21,{32318@1000}$22,{32319@1000}$23,{32320@1000}$24","","","","","","","20.25.30回合","各位接招把。这是第四波。看来你们有点实力。希望你们还能接住。","2","","","",""
"60194","0","","0","1","TRUE","","0","12","","","","","","{32316@1000}$20,{32317@1000}$21,{32318@1000}$22,{32319@1000}$23,{32320@1000}$24","","","","","","","20.25.30回合","各位接招把。这是第五波。看来你们有点实力。希望你们还能接住。","2","","","",""
"60195","0","","0","1","TRUE","","0","12","","","","","","{32316@1000}$20,{32317@1000}$21,{32318@1000}$22,{32319@1000}$23,{32320@1000}$24","","","","","","","20.25.30回合","各位接招把。这是第六波。看来你们有点实力。希望你们还能接住。","2","","","",""
"60196","0","","0","1","TRUE","","0","12","","","","","","{32321@1000}$20,{32322@1000}$21,{32323@1000}$22,{32324@1000}$23,{32325@1000}$24","","","","","","","35.40回合","各位接招把。这是第七波。不要让我失望，胜利就在眼前。","2","","","",""
"60197","0","","0","1","TRUE","","0","12","","","","","","{32321@1000}$20,{32322@1000}$21,{32323@1000}$22,{32324@1000}$23,{32325@1000}$24","","","","","","","35.40回合","各位接招把。这是第八波。不要让我失望，胜利就在眼前。","2","","","",""
"60198","0","","0","1","TRUE","","0","12","","","","","","{32326@1000}$20,{32327@1000}$21,{32328@1000}$22,{32329@1000}$23,{32330@1000}$24","","","","","","","45.50回合","各位接招把。这是第九波。不要让我失望，胜利就在眼前。","2","","","",""
"60199","0","","0","1","TRUE","","0","12","","","","","","{32326@1000}$20,{32327@1000}$21,{32328@1000}$22,{32329@1000}$23,{32330@1000}$24,{32331@1000}$25,{32332@1000}$26,{32333@1000}$27","","","","","","","45.50回合","这是最后一关了。老哥我等下要去修仙了。我还会回来的。","2","","","",""
"60200","0","","0","1","TRUE","","0","9","","","","","","","","","","","","","宠物逃跑","我先溜了。希望你们能扛住这波。我还会回来了的。期待我的归来。","2","","","",""
"60201","0","","0","1","TRUE","","0","10","","","","","","","","","","","","","宠物逃跑","我糙！！！老大这是怕死跑了？","2","","","",""
"60202","0","","0","1","TRUE","","0","10","","","","","","","","","","","","","宠物逃跑","可能是啊。怎么办？要不我们也溜了？","2","","","",""
"60203","0","","0","1","TRUE","","0","9","","","","","","","","","","","","","宠物逃跑","那还愣着干嘛？赶紧跑啊。傻逼！狗命要紧。","2","","","",""
"60204","0","","0","1","TRUE","","0","9","","","","","","","","","","","","","宠物逃跑","等等我，等等我。敲你玛。你大爷，你二爷。你亲娘。","2","","","",""
"60205","","","","","","","","2","420015","","1","0","","","","","","","","0","泡泡王晶清","","","","","",""
"61000","0","","0","1","TRUE","","0","2","140007","","","","","","","","","","99051","","血量下降到百分之30","","","","","",""
"61001","0","","0","1","TRUE","","0","2","195001","","","","","","","","","","","","血量下降到百分之30","看来要使用绝招了！灭杀！","","","","",""
"61002","0","","0","1","TRUE","","0","2","195002","","","","","","","","","","","","血量下降到百分之30","看来要使用绝招了！灭杀！","","","","",""
"61003","0","","0","1","TRUE","","0","2","195003","","","","","","","","","","","","血量下降到百分之30","看来要使用绝招了！灭杀！","","","","",""
"61004","0","","0","1","TRUE","","0","2","195004","","","","","","","","","","","","血量下降到百分之30","看来要使用绝招了！灭杀！","","","","",""
"61005","0","","0","1","TRUE","","0","2","195005","","","","","","","","","","","","血量下降到百分之30","看来要使用绝招了！灭杀！","","","","",""
"61006","0","","0","1","TRUE","","0","2","195006","","","","","","","","","","","","血量下降到百分之30","看来要使用绝招了！灭杀！","","","","",""
"61007","0","","0","1","TRUE","","0","2","195000","","","","","","","","","","","","等于10个怪物放一次大招","别动我的孩子们！去死！","","","","",""
"61008","0","","0","1","TRUE","","0","2","195007","","","","","","","","","","","","无敌技能解除喊话","加10%双攻","","","","",""
"61009","0","","0","1","TRUE","","0","2","195008","","","","","","","","","","","","无敌技能解除喊话","加20%双攻","","","","",""
"61010","0","","0","1","TRUE","","0","2","195009","","","","","","","","","","","","无敌技能解除喊话","加30%双攻","","","","",""
"61011","0","","0","1","TRUE","","0","2","195010","","","","","","","","","","","","无敌技能解除喊话","加40%双攻","","","","",""
"61012","0","","0","1","TRUE","","0","2","195011","","","","","","","","","","","","无敌技能解除喊话","加50%双攻","","","","",""
"61013","0","","0","1","TRUE","","0","2","195012","","","","","","","","","","","","无敌技能解除喊话","加60%双攻","","","","",""
"61014","0","","0","1","TRUE","","0","2","195013","","","","","","","","","","","","血量下降到百分之10","我血量低于50%.人物全秒","","","","",""
"61015","0","","0","1","TRUE","","0","2","195014","","","","","","","","","","","","自己血量大于百分之50单秒","我血量高过50%","","","","",""
"61016","0","","0","1","TRUE","","0","2","195015","","","","","","","","","","","","无敌技能解除喊话","少一人全体满血","","","","",""
"61017","0","","0","1","TRUE","","0","2","195016","","","","","","","","","","","","对面辅助职业大于3个","职业太多.全部退场把","","","","",""
"61018","0","","0","1","TRUE","","0","2","195013","","","","","","","","","","","","血量下降到百分之10","我血量低于10%.人物全秒","","","","",""
"61019","0","","0","1","TRUE","","0","2","195002","","","","","","","","","","","","进场扣全队30%的血","跟我们打先-30%血先","","","","",""
"61020","0","","0","1","TRUE","","0","2","195028","","","","","","","","","","","","百分百冰冻","你们太可怕了，我要冰冻了","1","","","",""
"61021","0","","0","1","TRUE","","0","2","195029","","","","","","","","","","","","百分百灼热","你们太可怕了，我要灼热","1","","","",""
"61022","0","","0","1","TRUE","","0","2","195030","","","","","","","","","","","","百分百雷电攻击","你们太可怕了，我要触电","1","","","",""
"61023","0","","0","1","TRUE","","0","2","195031","","","","","","","","","","","","百分百增法术防御","你们太可怕了，我要加防御了","1","","","",""
"61024","0","","0","1","TRUE","","0","12","","","","","","{33610@200;33611@200;33612@200;33613@200}$15","","","","","","","5.10.15回合","你们真厉害 我叫我大哥出来了","1","","","",""
"61025","0","","0","1","TRUE","","0","12","","","","","","{33610@200;33611@200;33612@200;33613@200}$17","","","","","","","5.10.15回合","你们真厉害 我叫我大哥出来了","1","","","",""
"61026","0","","0","1","TRUE","","0","12","","","","","","{33610@200;33611@200;33612@200;33613@200}$18","","","","","","","5.10.15回合","你们真厉害 我叫我大哥出来了","1","","","",""
"61027","0","","0","1","TRUE","","0","12","","","","","","{33610@200;33611@200;33612@200;33613@200}$25","","","","","","","5.10.15回合","你们真厉害 我叫我大哥出来了","1","","","",""
"61028","0","","0","1","TRUE","","0","2","195014","","","","","","","","","","","","秒杀1人","太恐怖了你们","1","","","",""
"61029","0","","0","1","TRUE","","0","2","182002","","","","","","","","","","","","发现有输出职业","我闻到了输出职业的味道","1","","","",""
"61030","0","","0","1","TRUE","","0","2","195031","","","","","","","","","","","","发现有辅助职业","我闻到了辅助职业的味道","1","","","",""
"61031","0","","0","1","TRUE","","0","2","195020","","","","","","","","","","","","发现有封职业","我闻到了封系职业的味道","1","","","",""
"61032","0","","0","1","TRUE","","0","12","","","","","","{33610@1000}$19,{33611@1000}$21,{33612@1000}$22,{33613@1000}$25","4","","","","","","BOSS死亡召唤","擦","1","","","",""
"61033","0","","0","1","TRUE","","0","12","","","","","","{34009@200;34010@200;34011@200;34012@200;34013@200;34014@200;34015@200;34016@200;34017@200}$15","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
"61034","0","","0","1","TRUE","","0","12","","","","","","{34009@200;34010@200;34011@200;34012@200;34013@200;34014@200;34015@200;34016@200;34017@200}$16","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
"61035","0","","0","1","TRUE","","0","12","","","","","","{34009@200;34010@200;34011@200;34012@200;34013@200;34014@200;34015@200;34016@200;34017@200}$17","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
"61036","0","","0","1","TRUE","","0","12","","","","","","{34009@200;34010@200;34011@200;34012@200;34013@200;34014@200;34015@200;34016@200;34017@200}$18","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
"61037","0","","0","1","TRUE","","0","12","","","","","","{34009@200;34010@200;34011@200;34012@200;34013@200;34014@200;34015@200;34016@200;34017@200}$19","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
"61038","0","","0","1","TRUE","","0","12","","","","","","{34009@200;34010@200;34011@200;34012@200;34013@200;34014@200;34015@200;34016@200;34017@200}$20","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
"61039","0","","0","1","TRUE","","0","12","","","","","","{34009@200;34010@200;34011@200;34012@200;34013@200;34014@200;34015@200;34016@200;34017@200}$21","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
"61040","0","","0","1","TRUE","","0","12","","","","","","{34009@200;34010@200;34011@200;34012@200;34013@200;34014@200;34015@200;34016@200;34017@200}$22","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
