ID,备注,等级要求,需求道具1,需求道具1数量,需求道具2,需求道具2数量,需求道具3,需求道具3数量,需求道具4,需求道具4数量,需求道具5,需求道具5数量,合成产物,合成消耗银币,材料不足提示,物品合成成功,合成产物1,合成产物1权重,合成产物2,合成产物2权重,合成产物3,合成产物3权重,合成产物4,合成产物4权重,合成产物5,合成产物5权重,合成产物6,合成产物6权重,合成产物7,合成产物7权重,合成产物8,合成产物8权重,合成产物9,合成产物9权重,合成产物10,合成产物10权重,合成产物11,合成产物11权重,合成产物12,合成产物12权重,合成产物13,合成产物13权重,合成产物14,合成产物14权重,合成产物15,合成产物15权重,合成产物16,合成产物16权重,合成产物17,合成产物17权重,合成产物18,合成产物18权重,合成产物19,合成产物19权重,合成产物20,合成产物20权重,合成产物21,合成产物21权重,合成产物22,合成产物22权重,合成产物23,合成产物23权重,合成产物24,合成产物24权重,合成产物25,合成产物25权重,合成产物26,合成产物26权重,合成产物27,合成产物27权重,合成产物28,合成产物28权重,合成产物29,合成产物29权重,合成产物30,合成产物30权重
309,回收雷灵兽卡,1,680753,1,,,,,,,,,600037,0,600037,201059,600037,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,回收水灵兽卡,1,680754,1,,,,,,,,,600037,0,600037,201059,600037,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,回收土灵兽卡,1,680755,1,,,,,,,,,600037,0,600037,201059,600037,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,回收超级神羊卡,1,680721,1,,,,,,,,,600628,0,600036,201059,600036,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,回收超级泡泡卡,1,680722,1,,,,,,,,,600628,0,600036,201059,600036,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,回收超级九色鹿卡,1,680723,1,,,,,,,,,600628,0,600036,201059,600036,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,回收超级大熊猫卡,1,680724,1,,,,,,,,,600628,0,600036,201059,600036,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,回收超级神鸡卡,1,680725,1,,,,,,,,,600628,0,600036,201059,600036,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,回收超级神猴卡,1,680726,1,,,,,,,,,600628,0,600036,201059,600036,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,回收超级赤焰兽卡,1,680727,1,,,,,,,,,600628,0,600036,201059,600036,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,回收超级神龙卡,1,680728,1,,,,,,,,,600628,0,600036,201059,600036,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,回收鬼将卡,1,680733,1,,,,,,,,,600040,0,600040,201059,600040,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,回收幽冥书生卡,1,680734,1,,,,,,,,,600040,0,600040,201059,600040,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,回收巨灵神将卡,1,680735,1,,,,,,,,,600040,0,600040,201059,600040,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,回收珍露童子卡,1,680736,1,,,,,,,,,600040,0,600040,201059,600040,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,回收巡游天神卡,1,680737,1,,,,,,,,,600040,0,600040,201059,600040,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,回收噬天虎卡,1,680738,1,,,,,,,,,600041,0,600041,201059,600041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,回收雾中仙卡,1,680739,1,,,,,,,,,600041,0,600041,201059,600041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,回收净瓶女娲卡,1,680740,1,,,,,,,,,600041,0,600041,201059,600041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,回收灵符女娲卡,1,680741,1,,,,,,,,,600041,0,600041,201059,600041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,回收律法女娲卡,1,680742,1,,,,,,,,,600041,0,600041,201059,600041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,回收鬼剑卡,1,680743,1,,,,,,,,,600041,0,600041,201059,600041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,回收嘲风卡,1,680744,1,,,,,,,,,600041,0,600041,201059,600041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,回收大力金刚卡,1,680745,1,,,,,,,,,600041,0,600041,201059,600041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,火灵兽,1,339008,20,,,,,,,,,690001,0,203001,193113,690001,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,中级光芒石,1,35136,3,240008,5,710078,9,,,,,,,203035,203036,35145,70,35136,15,35136,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,中级太阳石,1,35137,3,240008,5,710078,9,,,,,,,203035,203036,35146,70,35137,15,35137,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,中级月亮石,1,35138,3,240008,5,710078,9,,,,,,,203035,203036,35147,70,35138,15,35138,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,中级舍利子,1,35139,3,240008,5,710078,9,,,,,,,203035,203036,35148,70,35139,15,35139,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,中级翡翠石,1,35140,3,240008,5,710078,9,,,,,,,203035,203036,35149,70,35140,15,35140,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,中级黑宝石,1,35141,3,240008,5,710078,9,,,,,,,203035,203036,35150,70,35141,15,35141,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,中级昆仑玉,1,35142,3,240008,5,710078,9,,,,,,,203035,203036,35151,70,35142,15,35142,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,中级红纹石,1,35143,3,240008,5,710078,9,,,,,,,203035,203036,35152,70,35143,15,35143,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,中级神秘石,1,35144,3,240008,5,710078,9,,,,,,,203035,203036,35153,70,35144,15,35144,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,高阶光芒石,1,35145,3,240008,10,710078,11,,,,,,,203035,203036,35154,50,35145,25,35145,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,高阶太阳石,1,35146,3,240008,10,710078,11,,,,,,,203035,203036,35155,50,35146,25,35146,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,高阶月亮石,1,35147,3,240008,10,710078,11,,,,,,,203035,203036,35156,50,35147,25,35147,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,高阶舍利子,1,35148,3,240008,10,710078,11,,,,,,,203035,203036,35157,50,35148,25,35148,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,高阶翡翠石,1,35149,3,240008,10,710078,11,,,,,,,203035,203036,35158,50,35149,25,35149,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,高阶黑宝石,1,35150,3,240008,10,710078,11,,,,,,,203035,203036,35159,50,35150,25,35150,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,高阶昆仑玉,1,35151,3,240008,10,710078,11,,,,,,,203035,203036,35160,50,35151,25,35151,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,高阶红纹石,1,35152,3,240008,10,710078,11,,,,,,,203035,203036,35161,50,35152,25,35152,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,高阶神秘石,1,35153,3,240008,10,710078,11,,,,,,,203035,203036,35162,50,35153,25,35153,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,稀有光芒石,1,35154,3,240008,15,710078,13,,,,,,,203035,203036,35163,30,35154,35,35154,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,稀有太阳石,1,35155,3,240008,15,710078,13,,,,,,,203035,203036,35164,30,35155,35,35155,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,稀有月亮石,1,35156,3,240008,15,710078,13,,,,,,,203035,203036,35165,30,35156,35,35156,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,稀有舍利子,1,35157,3,240008,15,710078,13,,,,,,,203035,203036,35166,30,35157,35,35157,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,稀有翡翠石,1,35158,3,240008,15,710078,13,,,,,,,203035,203036,35167,30,35158,35,35158,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,稀有黑宝石,1,35159,3,240008,15,710078,13,,,,,,,203035,203036,35168,30,35159,35,35159,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,稀有昆仑玉,1,35160,3,240008,15,710078,13,,,,,,,203035,203036,35169,30,35160,35,35160,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,稀有红纹石,1,35161,3,240008,15,710078,13,,,,,,,203035,203036,35170,30,35161,35,35161,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,稀有神秘石,1,35162,3,240008,15,710078,13,,,,,,,203035,203036,35171,30,35162,35,35162,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,史诗光芒石,1,35163,3,240008,20,710078,15,,,,,,,203035,203036,35172,20,35163,40,35163,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,史诗太阳石,1,35164,3,240008,20,710078,15,,,,,,,203035,203036,35173,20,35164,40,35164,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,史诗月亮石,1,35165,3,240008,20,710078,15,,,,,,,203035,203036,35174,20,35165,40,35165,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,史诗舍利子,1,35166,3,240008,20,710078,15,,,,,,,203035,203036,35175,20,35166,40,35166,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,史诗翡翠石,1,35167,3,240008,20,710078,15,,,,,,,203035,203036,35176,20,35167,40,35167,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,史诗黑宝石,1,35168,3,240008,20,710078,15,,,,,,,203035,203036,35177,20,35168,40,35168,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,史诗昆仑玉,1,35169,3,240008,20,710078,15,,,,,,,203035,203036,35178,20,35169,40,35169,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,史诗红纹石,1,35170,3,240008,20,710078,15,,,,,,,203035,203036,35179,20,35170,40,35170,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,史诗神秘石,1,35171,3,240008,20,710078,15,,,,,,,203035,203036,35180,20,35171,40,35171,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,传说光芒石,1,35172,3,240008,25,710078,18,,,,,,,203035,203036,35181,10,35172,45,35172,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,传说太阳石,1,35173,3,240008,25,710078,18,,,,,,,203035,203036,35182,10,35173,45,35173,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,传说月亮石,1,35174,3,240008,25,710078,18,,,,,,,203035,203036,35183,10,35174,45,35174,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,传说舍利子,1,35175,3,240008,25,710078,18,,,,,,,203035,203036,35184,10,35175,45,35175,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,传说翡翠石,1,35176,3,240008,25,710078,18,,,,,,,203035,203036,35185,10,35176,45,35176,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,传说黑宝石,1,35177,3,240008,25,710078,18,,,,,,,203035,203036,35186,10,35177,45,35177,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,传说昆仑玉,1,35178,3,240008,25,710078,18,,,,,,,203035,203036,35187,10,35178,45,35178,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,传说红纹石,1,35179,3,240008,25,710078,18,,,,,,,203035,203036,35188,10,35179,45,35179,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,传说神秘石,1,35180,3,240008,25,710078,18,,,,,,,203035,203036,35189,10,35180,45,35180,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,神话光芒石,1,35181,3,240008,30,710078,21,,,,,,,203035,203036,35190,5,35181,50,35181,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,神话太阳石,1,35182,3,240008,30,710078,21,,,,,,,203035,203036,35191,5,35182,50,35182,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,神话月亮石,1,35183,3,240008,30,710078,21,,,,,,,203035,203036,35192,5,35183,50,35183,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,神话舍利子,1,35184,3,240008,30,710078,21,,,,,,,203035,203036,35193,5,35184,50,35184,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,神话翡翠石,1,35185,3,240008,30,710078,21,,,,,,,203035,203036,35194,5,35185,50,35185,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,神话黑宝石,1,35186,3,240008,30,710078,21,,,,,,,203035,203036,35195,5,35186,50,35186,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,神话昆仑玉,1,35187,3,240008,30,710078,21,,,,,,,203035,203036,35196,5,35187,50,35187,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,神话红纹石,1,35188,3,240008,30,710078,21,,,,,,,203035,203036,35197,5,35188,50,35188,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,神话神秘石,1,35189,3,240008,30,710078,21,,,,,,,203035,203036,35198,5,35189,50,35189,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,灭世光芒石,1,35190,3,240008,35,710078,23,,,,,,,203035,203036,35199,1,35190,75,35190,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,灭世太阳石,1,35191,3,240008,35,710078,23,,,,,,,203035,203036,35200,1,35191,75,35191,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,灭世月亮石,1,35192,3,240008,35,710078,23,,,,,,,203035,203036,35201,1,35192,75,35192,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,灭世舍利子,1,35193,3,240008,35,710078,23,,,,,,,203035,203036,35202,1,35193,75,35193,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,灭世翡翠石,1,35194,3,240008,35,710078,23,,,,,,,203035,203036,35203,1,35194,75,35194,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,灭世黑宝石,1,35195,3,240008,35,710078,23,,,,,,,203035,203036,35204,1,35195,75,35195,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,灭世昆仑玉,1,35196,3,240008,35,710078,23,,,,,,,203035,203036,35205,1,35196,75,35196,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,灭世红纹石,1,35197,3,240008,35,710078,23,,,,,,,203035,203036,35206,1,35197,75,35197,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,灭世神秘石,1,35198,3,240008,35,710078,23,,,,,,,203035,203036,35207,1,35198,75,35198,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,中级神力珠,1,35503,2,240007,5,710078,35,,,,,,,203035,203036,35504,99,35503,99,35503,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,高阶神力珠,1,35504,2,240007,10,710078,40,,,,,,,203035,203036,35505,70,35504,99,35504,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,灵韵神力珠,1,35505,2,240007,15,710078,45,,,,,,,203035,203036,35506,50,35505,99,35505,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,珍品神力珠,1,35506,2,240007,20,710078,50,,,,,,,203035,203036,35507,40,35506,99,35506,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,史诗神力珠,1,35507,2,240007,25,710078,55,,,,,,,203035,203036,35508,30,35507,99,35507,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,传说神力珠,1,35508,2,240007,30,710078,60,,,,,,,203035,203036,35509,20,35508,99,35508,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,圣品神力珠,1,35509,2,240007,35,710078,65,,,,,,,203035,203036,35510,10,35509,99,35509,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,神话神力珠,1,35510,2,240007,40,710078,70,,,,,,,203035,203036,35511,9,35510,99,35510,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,鸿蒙神力珠,1,35511,2,240007,45,710078,75,,,,,,,203035,203036,35512,7,35511,99,35511,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,混沌神力珠,1,35512,2,240007,50,710078,80,,,,,,,203035,203036,35513,5,35512,99,35512,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,灭世神力珠,1,35513,2,240007,55,710078,85,,,,,,,203035,203036,35514,1,35513,99,35513,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,中级魔蕴珠,1,35515,2,240007,5,710078,35,,,,,,,203035,203036,35516,99,35515,99,35515,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,高阶魔蕴珠,1,35516,2,240007,10,710078,40,,,,,,,203035,203036,35517,70,35516,99,35516,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,灵韵魔蕴珠,1,35517,2,240007,15,710078,45,,,,,,,203035,203036,35518,50,35517,99,35517,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,珍品魔蕴珠,1,35518,2,240007,20,710078,50,,,,,,,203035,203036,35519,40,35518,99,35518,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,史诗魔蕴珠,1,35519,2,240007,25,710078,55,,,,,,,203035,203036,35520,30,35519,99,35519,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,传说魔蕴珠,1,35520,2,240007,30,710078,60,,,,,,,203035,203036,35521,20,35520,99,35520,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,圣品魔蕴珠,1,35521,2,240007,35,710078,65,,,,,,,203035,203036,35522,10,35521,99,35521,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,神话魔蕴珠,1,35522,2,240007,40,710078,70,,,,,,,203035,203036,35523,9,35522,99,35522,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,鸿蒙魔蕴珠,1,35523,2,240007,45,710078,75,,,,,,,203035,203036,35524,7,35523,99,35523,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,混沌魔蕴珠,1,35524,2,240007,50,710078,80,,,,,,,203035,203036,35525,5,35524,99,35524,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,灭世魔蕴珠,1,35525,2,240007,55,710078,85,,,,,,,203035,203036,35526,1,35525,99,35525,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,中级神魄珠,1,35527,2,240007,5,710078,35,,,,,,,203035,203036,35528,99,35527,99,35527,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,高阶神魄珠,1,35528,2,240007,10,710078,40,,,,,,,203035,203036,35529,70,35528,99,35528,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,灵韵神魄珠,1,35529,2,240007,15,710078,45,,,,,,,203035,203036,35530,50,35529,99,35529,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,珍品神魄珠,1,35530,2,240007,20,710078,50,,,,,,,203035,203036,35531,40,35530,99,35530,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,史诗神魄珠,1,35531,2,240007,25,710078,55,,,,,,,203035,203036,35532,30,35531,99,35531,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,传说神魄珠,1,35532,2,240007,30,710078,60,,,,,,,203035,203036,35533,20,35532,99,35532,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,圣品神魄珠,1,35533,2,240007,35,710078,65,,,,,,,203035,203036,35534,10,35533,99,35533,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,神话神魄珠,1,35534,2,240007,40,710078,70,,,,,,,203035,203036,35535,9,35534,99,35534,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,鸿蒙神魄珠,1,35535,2,240007,45,710078,75,,,,,,,203035,203036,35536,7,35535,99,35535,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,混沌神魄珠,1,35536,2,240007,50,710078,80,,,,,,,203035,203036,35537,5,35536,99,35536,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,灭世神魄珠,1,35537,2,240007,55,710078,85,,,,,,,203035,203036,35538,1,35537,99,35537,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,中级风灵珠,1,35539,2,240007,5,710078,35,,,,,,,203035,203036,35540,99,35539,99,35539,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,高阶风灵珠,1,35540,2,240007,10,710078,40,,,,,,,203035,203036,35541,70,35540,99,35540,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,灵韵风灵珠,1,35541,2,240007,15,710078,45,,,,,,,203035,203036,35542,50,35541,99,35541,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,珍品风灵珠,1,35542,2,240007,20,710078,50,,,,,,,203035,203036,35543,40,35542,99,35542,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
