技能id,技能名称,产出级别,产出级别2,装备打造,练功区,降服灵兽,魔法入口,图标编号,主动被动,消耗显示,消耗数量,消耗属性编号,技能描述,目标类型,是否付魔大法显示,附魔大法需求道具id,附魔大法需求道具数量,经脉值
537404,赏善,0,150,0,0,0,0,2929,1,,,-1,增加自身物理防御。,1,1,340160,10,0.000000
537405,秋毫,0,150,0,0,0,0,2931,1,,,-1,增加自身速度。,1,1,340160,10,0.000000
537406,不辛,0,150,0,0,0,0,2933,1,,,-1,自身受到召唤灵的法术伤害结果降低,1,1,340160,10,0.000000
537407,龙鸣雷,0,150,0,0,0,0,2935,1,,,-1,全属性+3%,1,1,340160,10,0.000000
538001,星火,0,150,0,0,0,0,2936,1,,,-1,增加自身法术伤害。,1,1,340160,10,0.000000
538002,洗髓,0,150,0,0,0,0,2937,1,,,-1,增加自身法术暴击。,1,1,340160,10,0.000000
538003,魔灵,0,150,0,0,0,0,2938,1,,,-1,如果队伍中只有一个魔王，自身及印记的飞砂走石额外增加一定的伤害结果,1,1,340160,10,0.000000
538004,腾风,0,150,0,0,0,0,2939,1,,,-1,增加自身魔力属性点,1,1,340160,10,0.000000
538005,炽焱,0,150,0,0,0,0,2940,1,,,-1,释放三昧真火时，额外提升法术暴击概率,1,1,340160,10,0.000000
538006,熔骨,0,150,0,0,0,0,2943,1,,,-1,三昧真火攻击目标同时附加灼炎效果,1,1,340160,10,0.000000
538007,狂砂,0,150,0,0,0,0,2944,1,,,-1,自身释放飞砂走石时额外提高法术暴击概率,1,1,340160,10,0.000000
538008,降临,0,150,0,0,0,0,2945,1,,,-1,自身三昧真火、飞砂走石造成击败，增加一层降临增益状态，每层增加法术暴击，死亡则层数清空，每回合最多增加1层,1,1,340160,10,0.000000
538009,狂啸,0,150,0,0,0,0,2946,1,,,-1,自身释放魔王降临时有概率多增加一回合,1,1,340160,10,0.000000
538010,星芒,0,150,0,0,0,0,2949,1,,,-1,自身魔王降临状态下获得感知能力并针对隐身单位额外增加的法术暴击概率,1,1,340160,10,0.000000
538011,烽火,0,150,0,0,0,0,2950,1,,,-1,将自身造成的灼烧状态升级为灼炎状态，额外降低目标5%的法术防御,1,1,340160,10,0.000000
538012,焚天裂地,0,150,0,0,0,0,2953,1,,,-1,法术伤害+5%,1,1,340160,10,0.000000
538101,星火,0,150,0,0,0,0,2936,1,,,-1,增加自身法术伤害。,1,1,340160,10,0.000000
538102,洗髓,0,150,0,0,0,0,2937,1,,,-1,增加自身法术暴击。,1,1,340160,10,0.000000
538103,魔灵,0,150,0,0,0,0,2938,1,,,-1,如果队伍中只有一个魔王，自身及印记的飞砂走石额外增加一定的伤害结果,1,1,340160,10,0.000000
538104,相生,0,150,0,0,0,0,2941,1,,,-1,增加自身体质属性,1,1,340160,10,0.000000
538105,相伴,0,150,0,0,0,0,2942,1,,,-1,在自己出手时临时增加自身印记数量相关的法术伤害,1,1,340160,10,0.000000
538106,熔骨,0,150,0,0,0,0,2943,1,,,-1,三昧真火攻击目标同时附加灼炎效果,1,1,340160,10,0.000000
538107,狂砂,0,150,0,0,0,0,2944,1,,,-1,自身释放飞砂走石时额外提高法术暴击概率,1,1,340160,10,0.000000
538108,降临,0,150,0,0,0,0,2945,1,,,-1,自身三昧真火、飞砂走石造成击败，增加一层降临增益状态，每层增加法术暴击，死亡则层数清空，每回合最多增加1层,1,1,340160,10,0.000000
538109,狂啸,0,150,0,0,0,0,2946,1,,,-1,自身释放魔王降临时有概率多增加一回合,1,1,340160,10,0.000000
538110,星芒,0,150,0,0,0,0,2949,1,,,-1,自身魔王降临状态下获得感知能力并针对隐身单位额外增加的法术暴击概率,1,1,340160,10,0.000000
538111,烽火,0,150,0,0,0,0,2950,1,,,-1,将自身造成的灼烧状态升级为灼炎状态，额外降低目标5%的法术防御,1,1,340160,10,0.000000
538112,焚天裂地,0,150,0,0,0,0,2953,1,,,-1,法术伤害+5%,1,1,340160,10,0.000000
538201,星火,0,150,0,0,0,0,2936,1,,,-1,增加自身法术伤害。,1,1,340160,10,0.000000
538202,洗髓,0,150,0,0,0,0,2937,1,,,-1,增加自身法术暴击。,1,1,340160,10,0.000000
538203,魔灵,0,150,0,0,0,0,2938,1,,,-1,如果队伍中只有一个魔王，自身及印记的飞砂走石额外增加一定的伤害结果,1,1,340160,10,0.000000
538204,腾风,0,150,0,0,0,0,2939,1,,,-1,增加自身魔力属性点,1,1,340160,10,0.000000
538205,炽焱,0,150,0,0,0,0,2940,1,,,-1,释放三昧真火时，额外提升法术暴击概率,1,1,340160,10,0.000000
538206,熔骨,0,150,0,0,0,0,2943,1,,,-1,三昧真火攻击目标同时附加灼炎效果,1,1,340160,10,0.000000
538207,狂砂,0,150,0,0,0,0,2944,1,,,-1,自身释放飞砂走石时额外提高法术暴击概率,1,1,340160,10,0.000000
538208,狼烟,0,150,0,0,0,0,2947,1,,,-1,每召唤一个先祖印记则增加一层狼烟增益状态，每层增加法术伤害，死亡则层数清空，每回合最多增加1层,1,1,340160,10,0.000000
538209,焰护,0,150,0,0,0,0,2948,1,,,-1,单次承受伤害超过自身最大血量30%时，有概率给自身附加一个印记,1,1,340160,10,0.000000
538210,复生,0,150,0,0,0,0,2951,1,,,-1,回复型先祖印记拥有神佑复生技能,1,1,340160,10,0.000000
538211,燎原,0,150,0,0,0,0,2952,1,,,-1,输出型先祖印记拥有法术暴击技能,1,1,340160,10,0.000000
538212,雷浪穿云,0,150,0,0,0,0,2954,1,,,-1,法术暴击+5%,1,1,340160,10,0.000000
538301,星火,0,150,0,0,0,0,2936,1,,,-1,增加自身法术伤害。,1,1,340160,10,0.000000
538302,洗髓,0,150,0,0,0,0,2937,1,,,-1,增加自身法术暴击。,1,1,340160,10,0.000000
538303,魔灵,0,150,0,0,0,0,2938,1,,,-1,如果队伍中只有一个魔王，自身及印记的飞砂走石额外增加一定的伤害结果,1,1,340160,10,0.000000
538304,相生,0,150,0,0,0,0,2941,1,,,-1,增加自身体质属性,1,1,340160,10,0.000000
538305,相伴,0,150,0,0,0,0,2942,1,,,-1,在自己出手时临时增加自身印记数量相关的法术伤害,1,1,340160,10,0.000000
538306,熔骨,0,150,0,0,0,0,2943,1,,,-1,三昧真火攻击目标同时附加灼炎效果,1,1,340160,10,0.000000
538307,狂砂,0,150,0,0,0,0,2944,1,,,-1,自身释放飞砂走石时额外提高法术暴击概率,1,1,340160,10,0.000000
538308,狼烟,0,150,0,0,0,0,2947,1,,,-1,每召唤一个先祖印记则增加一层狼烟增益状态，每层增加法术伤害，死亡则层数清空，每回合最多增加1层,1,1,340160,10,0.000000
538309,焰护,0,150,0,0,0,0,2948,1,,,-1,单次承受伤害超过自身最大血量30%时，有概率给自身附加一个印记,1,1,340160,10,0.000000
538310,复生,0,150,0,0,0,0,2951,1,,,-1,回复型先祖印记拥有神佑复生技能,1,1,340160,10,0.000000
538311,燎原,0,150,0,0,0,0,2952,1,,,-1,输出型先祖印记拥有法术暴击技能,1,1,340160,10,0.000000
538312,雷浪穿云,0,150,0,0,0,0,2954,1,,,-1,法术暴击+5%,1,1,340160,10,0.000000
538400,合纵,0,150,0,0,0,0,2955,1,,,-1,增加自身法术防御。,1,1,340160,10,0.000000
538401,鬼谷,0,150,0,0,0,0,2957,1,,,-1,增加自身法术伤害。,1,1,340160,10,0.000000
538402,天光,0,150,0,0,0,0,2959,1,,,-1,自身受到召唤灵的物理伤害结果降低。,1,1,340160,10,0.000000
538403,魔砂变,0,150,0,0,0,0,2961,1,,,-1,全属性+3%,1,1,340160,10,0.000000
538404,连横,0,150,0,0,0,0,2956,1,,,-1,增加自身物理防御。,1,1,340160,10,0.000000
538405,洪荒,0,150,0,0,0,0,2958,1,,,-1,增加自身气血。,1,1,340160,10,0.000000
538406,四时,0,150,0,0,0,0,2960,1,,,-1,自身受到召唤灵的物理伤害结果降低。,1,1,340160,10,0.000000
538407,先祖谋,0,150,0,0,0,0,2962,1,,,-1,全属性+3%,1,1,340160,10,0.000000
539001,惠泽,0,150,0,0,0,0,2963,1,,,-1,提升自身治疗强度,1,1,340160,10,0.000000
539002,佛怒,0,150,0,0,0,0,2966,1,,,-1,增加自身魔力属性点,1,1,340160,10,0.000000
539003,闭月,0,150,0,0,0,0,2967,1,,,-1,唧唧歪歪目标上限限定为3个，释放唧唧歪歪时额外提升法术伤害结果,1,1,340160,10,0.000000
539004,铭形,0,150,0,0,0,0,2968,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
539005,空渡,0,150,0,0,0,0,2969,1,,,-1,如果队伍中只有一个化生时，推气过宫治疗结果增加,1,1,340160,10,0.000000
539006,铭心,0,150,0,0,0,0,2970,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
539007,兼修,0,150,0,0,0,0,2971,1,,,-1,唧唧歪歪首目标降低伤害效果延长至3回合,1,1,340160,10,0.000000
539008,蕴生,0,150,0,0,0,0,2974,1,,,-1,每次金刚护体增加一层蕴生增益状态，每层增加治疗强度，死亡则层数清空，每回合最多增加1层,1,1,340160,10,0.000000
539009,回春,0,150,0,0,0,0,2975,1,,,-1,处于我佛慈悲状态死亡时，有概率保留1点气血并取消我佛慈悲状态,1,1,340160,10,0.000000
539010,顿悟,0,150,0,0,0,0,2978,1,,,-1,临时提高被当头棒喝目标的抵抗封印，持续3回合,1,1,340160,10,0.000000
539011,观心,0,150,0,0,0,0,2979,1,,,-1,回合结束时，如果自身愤怒值低于90，则有概率增加8愤怒值。,1,1,340160,10,0.000000
539012,和光同尘,0,150,0,0,0,0,2980,1,,,-1,治疗强度+5%,1,1,340160,10,0.000000
539101,惠泽,0,150,0,0,0,0,2963,1,,,-1,提升自身治疗强度,1,1,340160,10,0.000000
539102,水月,0,150,0,0,0,0,2964,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
539103,佛体,0,150,0,0,0,0,2965,1,,,-1,金刚护体有概率额外增加一个单位，该单位优先选择无金刚护体状态中物理防御最低者。,1,1,340160,10,0.000000
539104,铭形,0,150,0,0,0,0,2968,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
539105,空渡,0,150,0,0,0,0,2969,1,,,-1,如果队伍中只有一个化生时，推气过宫治疗结果增加,1,1,340160,10,0.000000
539106,铭心,0,150,0,0,0,0,2970,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
539107,兼修,0,150,0,0,0,0,2971,1,,,-1,唧唧歪歪首目标降低伤害效果延长至3回合,1,1,340160,10,0.000000
539108,蕴生,0,150,0,0,0,0,2974,1,,,-1,每次金刚护体增加一层蕴生增益状态，每层增加治疗强度，死亡则层数清空，每回合最多增加1层,1,1,340160,10,0.000000
539109,回春,0,150,0,0,0,0,2975,1,,,-1,处于我佛慈悲状态死亡时，有概率保留1点气血并取消我佛慈悲状态,1,1,340160,10,0.000000
539110,顿悟,0,150,0,0,0,0,2978,1,,,-1,临时提高被当头棒喝目标的抵抗封印，持续3回合,1,1,340160,10,0.000000
539111,观心,0,150,0,0,0,0,2979,1,,,-1,回合结束时，如果自身愤怒值低于90，则有概率增加8愤怒值。,1,1,340160,10,0.000000
539112,和光同尘,0,150,0,0,0,0,2980,1,,,-1,治疗强度+5%,1,1,340160,10,0.000000
539201,惠泽,0,150,0,0,0,0,2963,1,,,-1,提升自身治疗强度,1,1,340160,10,0.000000
539202,水月,0,150,0,0,0,0,2966,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
539203,佛体,0,150,0,0,0,0,2967,1,,,-1,金刚护体有概率额外增加一个单位，该单位优先选择无金刚护体状态中物理防御最低者。,1,1,340160,10,0.000000
539204,铭形,0,150,0,0,0,0,2968,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
539205,空渡,0,150,0,0,0,0,2969,1,,,-1,如果队伍中只有一个化生时，推气过宫治疗结果增加,1,1,340160,10,0.000000
539206,铭心,0,150,0,0,0,0,2970,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
539207,兼修,0,150,0,0,0,0,2971,1,,,-1,唧唧歪歪首目标降低伤害效果延长至3回合,1,1,340160,10,0.000000
539208,清钟,0,150,0,0,0,0,2972,1,,,-1,每次唧唧歪歪增加一层清钟增益状态，每层增加法术暴击，死亡层数清空，每回合最多增加1层,1,1,340160,10,0.000000
539209,彻悟,0,150,0,0,0,0,2973,1,,,-1,针对气血低于30%的的单位，额外提升法术暴击,1,1,340160,10,0.000000
539210,共舟,0,150,0,0,0,0,2976,1,,,-1,一苇渡江附加的速度额外增加,1,1,340160,10,0.000000
539211,不息,0,150,0,0,0,0,2977,1,,,-1,回合结束时，如果自身气血低于20%时，有概率恢复自身气血,1,1,340160,10,0.000000
539212,上善若水,0,150,0,0,0,0,2981,1,,,-1,速度+5%,1,1,340160,10,0.000000
539301,惠泽,0,150,0,0,0,0,2963,1,,,-1,提升自身治疗强度,1,1,340160,10,0.000000
539302,佛怒,0,150,0,0,0,0,2966,1,,,-1,增加自身魔力属性点,1,1,340160,10,0.000000
539303,闭月,0,150,0,0,0,0,2967,1,,,-1,唧唧歪歪目标上限限定为3个，释放唧唧歪歪时额外提升法术伤害结果,1,1,340160,10,0.000000
539304,铭形,0,150,0,0,0,0,2968,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
539305,空渡,0,150,0,0,0,0,2969,1,,,-1,如果队伍中只有一个化生时，推气过宫治疗结果增加,1,1,340160,10,0.000000
539306,铭心,0,150,0,0,0,0,2970,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
539307,兼修,0,150,0,0,0,0,2971,1,,,-1,唧唧歪歪首目标降低伤害效果延长至3回合,1,1,340160,10,0.000000
539308,清钟,0,150,0,0,0,0,2972,1,,,-1,每次唧唧歪歪增加一层清钟增益状态，每层增加法术暴击，死亡层数清空，每回合最多增加1层,1,1,340160,10,0.000000
539309,彻悟,0,150,0,0,0,0,2973,1,,,-1,针对气血低于30%的的单位，额外提升法术暴击,1,1,340160,10,0.000000
539310,共舟,0,150,0,0,0,0,2976,1,,,-1,一苇渡江附加的速度额外增加,1,1,340160,10,0.000000
539311,不息,0,150,0,0,0,0,2977,1,,,-1,回合结束时，如果自身气血低于20%时，有概率恢复自身气血,1,1,340160,10,0.000000
539312,上善若水,0,150,0,0,0,0,2981,1,,,-1,速度+5%,1,1,340160,10,0.000000
539400,尚实,0,150,0,0,0,0,2982,1,,,-1,增加自身法术防御。,1,1,340160,10,0.000000
539401,道远,0,150,0,0,0,0,2984,1,,,-1,增加自身速度。,1,1,340160,10,0.000000
539402,乐义,0,150,0,0,0,0,2986,1,,,-1,自身受到召唤灵的法术伤害结果降低。,1,1,340160,10,0.000000
539403,春秋钟,0,150,0,0,0,0,2988,1,,,-1,全属性+3%,1,1,340160,10,0.000000
539404,务本,0,150,0,0,0,0,2983,1,,,-1,增加自身物理防御。,1,1,340160,10,0.000000
539405,弘毅,0,150,0,0,0,0,2985,1,,,-1,增加自身气血。,1,1,340160,10,0.000000
539406,恕诚,0,150,0,0,0,0,2987,1,,,-1,自身受到召唤灵的物理伤害结果降低。,1,1,340160,10,0.000000
539407,慈悲印,0,150,0,0,0,0,2989,1,,,-1,全属性+3%,1,1,340160,10,0.000000
540001,夜明,0,150,0,0,0,0,2990,1,,,-1,增加自身物理攻击。,1,1,340160,10,0.000000
540002,裁云,0,150,0,0,0,0,2993,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
540003,月铭,0,150,0,0,0,0,2994,1,,,-1,对有月刃标记单位使用月凝，额外增加封印命中,1,1,340160,10,0.000000
540004,天璇,0,150,0,0,0,0,2995,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
540005,月魁,0,150,0,0,0,0,2996,1,,,-1,如果队伍中只有一个月宫时，月影摇光额外增加物理伤害结果,1,1,340160,10,0.000000
540006,玉衡,0,150,0,0,0,0,2997,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
540007,望舒,0,150,0,0,0,0,2998,1,,,-1,满月状态临时提高物理伤害结果，降低封印命中,1,1,340160,10,0.000000
540008,天枢,0,150,0,0,0,0,3001,1,,,-1,每物理击杀一个单位增加一层天枢增益状态，每层增加物理伤害，死亡层数清空，每回合最多增加1层,1,1,340160,10,0.000000
540009,星移,0,150,0,0,0,0,3002,1,,,-1,处于桂花醉状态，额外提升物理伤害结果,1,1,340160,10,0.000000
540010,盈缺,0,150,0,0,0,0,3005,1,,,-1,降低自身一定的物理防御，提高一定的物理伤害,1,1,340160,10,0.000000
540011,月盈,0,150,0,0,0,0,3006,1,,,-1,获得桂花醉状态时，有概率多获得一回合,1,1,340160,10,0.000000
540012,沧海明月,0,150,0,0,0,0,3008,1,,,-1,物理伤害+5%,1,1,340160,10,0.000000
540101,夜明,0,150,0,0,0,0,2990,1,,,-1,增加自身物理攻击。,1,1,340160,10,0.000000
540102,凝光,0,150,0,0,0,0,2991,1,,,-1,增加自身力量属性点,1,1,340160,10,0.000000
540103,踏影,0,150,0,0,0,0,2992,1,,,-1,月刃宠物单位，额外增加伤害结果,1,1,340160,10,0.000000
540104,天璇,0,150,0,0,0,0,2995,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
540105,月魁,0,150,0,0,0,0,2996,1,,,-1,如果队伍中只有一个月宫时，月影摇光额外增加物理伤害结果,1,1,340160,10,0.000000
540106,玉衡,0,150,0,0,0,0,2997,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
540107,望舒,0,150,0,0,0,0,2998,1,,,-1,满月状态临时提高物理伤害结果，降低封印命中,1,1,340160,10,0.000000
540108,天枢,0,150,0,0,0,0,3001,1,,,-1,每物理击杀一个单位增加一层天枢增益状态，每层增加物理伤害，死亡层数清空，每回合最多增加1层,1,1,340160,10,0.000000
540109,星移,0,150,0,0,0,0,3002,1,,,-1,处于桂花醉状态，额外提升物理伤害结果,1,1,340160,10,0.000000
540110,盈缺,0,150,0,0,0,0,3005,1,,,-1,降低自身一定的物理防御，提高一定的物理伤害,1,1,340160,10,0.000000
540111,月盈,0,150,0,0,0,0,3006,1,,,-1,获得桂花醉状态时，有概率多获得一回合,1,1,340160,10,0.000000
540112,沧海明月,0,150,0,0,0,0,3008,1,,,-1,物理伤害+5%,1,1,340160,10,0.000000
540201,夜明,0,150,0,0,0,0,2990,1,,,-1,增加自身物理攻击。,1,1,340160,10,0.000000
540202,裁云,0,150,0,0,0,0,2993,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
540203,月铭,0,150,0,0,0,0,2994,1,,,-1,对有月刃标记单位使用月凝，额外增加封印命中,1,1,340160,10,0.000000
540204,天璇,0,150,0,0,0,0,2995,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
540205,月魁,0,150,0,0,0,0,2996,1,,,-1,如果队伍中只有一个月宫时，月影摇光额外增加物理伤害结果,1,1,340160,10,0.000000
540206,玉衡,0,150,0,0,0,0,2997,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
540207,望舒,0,150,0,0,0,0,2998,1,,,-1,满月状态临时提高物理伤害结果，降低封印命中,1,1,340160,10,0.000000
540208,玄晖,0,150,0,0,0,0,2999,1,,,-1,每次使用月凝命中一个单位增加一层玄晖增益状态，每层增加封印命中，死亡层数清空，每回合最多增加1层,1,1,340160,10,0.000000
540209,皓光,0,150,0,0,0,0,3000,1,,,-1,处于冰冻状态的单位，回合结束时，减少愤怒值,1,1,340160,10,0.000000
540210,霜华,0,150,0,0,0,0,3003,1,,,-1,被冰冻单位的冰块生命值额外增加自身速度相关数值,1,1,340160,10,0.000000
540211,月眉,0,150,0,0,0,0,3004,1,,,-1,处于新月步状态，减免自身受到的伤害结果,1,1,340160,10,0.000000
540212,敛月清辉,0,150,0,0,0,0,3007,1,,,-1,物理暴击+5%,1,1,340160,10,0.000000
540301,夜明,0,150,0,0,0,0,2990,1,,,-1,增加自身物理攻击。,1,1,340160,10,0.000000
540302,凝光,0,150,0,0,0,0,2991,1,,,-1,增加自身力量属性点,1,1,340160,10,0.000000
540303,踏影,0,150,0,0,0,0,2992,1,,,-1,月刃宠物单位，额外增加伤害结果,1,1,340160,10,0.000000
540304,天璇,0,150,0,0,0,0,2995,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
540305,月魁,0,150,0,0,0,0,2996,1,,,-1,如果队伍中只有一个月宫时，月影摇光额外增加物理伤害结果,1,1,340160,10,0.000000
540306,玉衡,0,150,0,0,0,0,2997,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
540307,望舒,0,150,0,0,0,0,2998,1,,,-1,满月状态临时提高物理伤害结果，降低封印命中,1,1,340160,10,0.000000
540308,玄晖,0,150,0,0,0,0,2999,1,,,-1,每次使用月凝命中一个单位增加一层玄晖增益状态，每层增加封印命中，死亡层数清空，每回合最多增加1层,1,1,340160,10,0.000000
540309,皓光,0,150,0,0,0,0,3000,1,,,-1,处于冰冻状态的单位，回合结束时，减少愤怒值,1,1,340160,10,0.000000
540310,霜华,0,150,0,0,0,0,3003,1,,,-1,被冰冻单位的冰块生命值额外增加自身速度相关数值,1,1,340160,10,0.000000
540311,月眉,0,150,0,0,0,0,3004,1,,,-1,处于新月步状态，减免自身受到的伤害结果,1,1,340160,10,0.000000
540312,敛月清辉,0,150,0,0,0,0,3007,1,,,-1,物理暴击+5%,1,1,340160,10,0.000000
540400,逐月,0,150,0,0,0,0,3009,1,,,-1,增加自身法术防御。,1,1,340160,10,0.000000
540401,金轮,0,150,0,0,0,0,3011,1,,,-1,增加自身物理伤害。,1,1,340160,10,0.000000
540402,夕照,0,150,0,0,0,0,3013,1,,,-1,自身受到召唤灵的法术伤害结果降低。,1,1,340160,10,0.000000
540403,凌波曲,0,150,0,0,0,0,3015,1,,,-1,全属性+3%,1,1,340160,10,0.000000
540404,舞阳,0,150,0,0,0,0,3010,1,,,-1,增加自身物理防御。,1,1,340160,10,0.000000
540405,白驹,0,150,0,0,0,0,3012,1,,,-1,增加自身速度。,1,1,340160,10,0.000000
540406,玄幽,0,150,0,0,0,0,3014,1,,,-1,自身受到召唤灵的物理伤害结果降低。,1,1,340160,10,0.000000
540407,广寒霜,0,150,0,0,0,0,2678,1,,,-1,全属性+3%,1,1,340160,10,0.000000
540408,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540409,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540410,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540411,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540412,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540413,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540414,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540415,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540416,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540417,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540418,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540419,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540420,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540421,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540422,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540423,物理暴击 +8,0,150,0,0,0,0,342,1,,,-1,物理暴击 +8,1,1,340160,10,0.000000
540424,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540425,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540426,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540427,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540428,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540429,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540430,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540431,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540432,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540433,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540434,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540435,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540436,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540437,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540438,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540439,物理伤害 +8,0,150,0,0,0,0,342,1,,,-1,物理伤害 +8,1,1,340160,10,0.000000
540440,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540441,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540442,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540443,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540444,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540445,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540446,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540447,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540448,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540449,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540450,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540451,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540452,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540453,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540454,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540455,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540456,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540457,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540458,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
