编号,售卖图标ID,名称,名称颜色,宠物品质,售卖商店类型,售卖NPCID,参战等级,携带等级,初始等级,推荐体质,推荐智力,推荐力量,推荐耐力,推荐敏捷,初始属性分配类型,初始属性点,初始寿命,area1colour,area2colour,染色方案选择,体资最小值,体资最大值,法资最小值,法资最大值,攻资最小值,攻资最大值,防资最小值,防资最大值,速资最小值,速资最大值,体资固定值,法资固定值,攻资固定值,防资固定值,速资固定值,成长率1,成长率2,成长率3,成长率4,成长率5,成长率6,成长率7,固定成长率,治疗强度成长,控制命中成长,控制抗性成长,类型,对应野生ID,对应宝宝ID,对应变异ID,是否稀有,造型id,技能1,技能2,技能3,技能4,技能5,技能6,技能7,技能8,技能9,技能10,技能11,技能12,技能13,技能14,技能15,技能16,技能17,技能18,技能19,技能20,技能21,技能22,技能23,技能24,出现几率1,出现几率2,出现几率3,出现几率4,出现几率5,出现几率6,出现几率7,出现几率8,出现几率9,出现几率10,出现几率11,出现几率12,出现几率13,出现几率14,出现几率15,出现几率16,出现几率17,出现几率18,出现几率19,出现几率20,出现几率21,出现几率22,出现几率23,出现几率24,图鉴是否显示,可出现场景地图ID,出现场景描述,点卡服图鉴是否显示,点卡服可出现场景地图ID,点卡服出现场景描述,洗宠消耗材料ID,洗宠消耗材料数量,洗练后ID,是否绑定,技能认证花费银币,取消认证花费银币,辅助AI,珍品评分,珍品需要技能数,宠物回收价格,多少次变成满技能,摆摊冻结时间,技能1是否绑定,技能2是否绑定,技能3是否绑定,技能4是否绑定,技能5是否绑定,技能6是否绑定,技能7是否绑定,技能8是否绑定,技能9是否绑定,技能10是否绑定,技能11是否绑定,技能12是否绑定,技能13是否绑定,技能14是否绑定,技能15是否绑定,技能16是否绑定,技能17是否绑定,技能18是否绑定,技能19是否绑定,技能20是否绑定,技能21是否绑定,技能22是否绑定,技能23是否绑定,技能24是否绑定,珍品找回消耗,幻化消耗物品id,幻化消耗物品数量,幻化面板显示,每日可洗宠次数,是否珍兽,专属内丹ID
511053,32000,律法女娲,FF00FF00,2,1,161505,105,50,50,0,0,5,0,0,1,50,10000,0,0,0,4094,4680,1680,1920,1218,1392,1092,1248,1092,1248,,,,,,1252,1254,1256,1258,1260,1262,1264,,6,10,10,1,501053,521053,531053,,1101003,206055,207014,206004,206042,206050,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310103,2,521053@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511054,32000,羽云仙子,FF00FF00,2,1,161505,105,50,50,0,0,5,0,0,1,50,10000,0,0,0,3937,4500,1512,1728,1176,1344,1007,1152,1007,1152,,,,,,1252,1254,1256,1258,1260,1262,1264,,6,10,10,1,501054,521054,531054,,1101004,206056,206039,206041,206040,206042,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310102,2,521054@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511101,32000,鬼剑,FF00FF00,2,1,161505,109,50,50,0,0,5,0,0,1,50,10000,0,0,0,3779,4320,1512,1728,1192,1363,840,960,1134,1296,,,,,,1252,1254,1256,1258,1260,1262,1264,,6,10,10,1,501101,521101,531101,,1101005,206041,207010,206002,206067,206065,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310103,2,521101@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511102,32000,嘲风,FF00FF00,2,1,161505,109,50,50,5,0,0,0,0,1,50,10000,0,0,0,4094,4680,1680,1920,1007,1152,1007,1152,1176,1344,,,,,,1252,1254,1256,1258,1260,1262,1264,,6,10,10,1,501102,521102,531102,,1101006,206070,206048,206053,206058,206059,207212,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,333,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310103,2,521102@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511103,32000,菱心仙子,FF00FF00,2,1,161505,109,50,50,0,0,5,0,0,1,50,10000,0,0,0,3937,4500,2217,2534,840,960,1050,1200,756,864,,,,,,1252,1254,1256,1258,1260,1262,1264,,6,10,10,1,501103,521103,531103,,1101007,207008,206043,206061,206050,206069,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310103,2,521103@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511104,32000,虎力大仙,FF00FF00,2,1,161506,110,50,50,0,0,5,0,0,1,50,10000,0,0,0,3465,3960,2015,2304,1050,1200,923,1056,1007,1152,,,,,,1132,1134,1136,1138,1140,1142,1144,,6,10,10,1,511104,521104,531104,,1101008,206038,207230,206049,206018,206020,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310103,2,521104@1000,,1000000,1000000,,1245,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,
511105,32000,大力金刚,FF00FF00,2,1,161506,105,50,50,0,0,5,0,0,1,50,10000,0,0,0,3465,3960,2015,2304,1050,1200,923,1056,1007,1152,,,,,,1132,1134,1136,1138,1140,1142,1144,,6,10,10,1,511105,521105,531105,,1101009,206040,207012,206067,206048,206015,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310103,2,521105@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511106,32000,龙龟,FF00FF00,2,1,161506,110,50,50,0,5,0,0,0,1,50,10000,0,0,0,3465,3960,2015,2304,1050,1200,923,1056,1007,1152,,,,,,1132,1134,1136,1138,1140,1142,1144,,6,10,10,1,511106,521106,531106,,1101010,206026,207261,206058,207002,206016,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310103,2,521106@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511107,32000,绘舞天女,FF00FF00,2,1,161506,115,50,50,0,5,0,0,0,1,50,10000,0,0,0,3465,3960,2015,2304,1050,1200,923,1056,1007,1152,,,,,,1132,1134,1136,1138,1140,1142,1144,,6,10,10,1,511107,521107,531107,,1101011,207007,208133,206047,206019,206032,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310103,2,521107@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511108,32000,苏摩罗,FF00FF00,2,1,161506,115,50,50,5,0,0,0,0,1,50,10000,0,0,0,3465,3960,2015,2304,1050,1200,923,1056,1007,1152,,,,,,1132,1134,1136,1138,1140,1142,1144,,6,10,10,1,511108,521108,531108,,1101012,206057,207251,206051,206013,206033,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310103,2,521108@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511109,32000,铜臂,FF00FF00,2,1,161506,115,50,50,0,0,5,0,0,1,50,10000,0,0,0,3465,3960,2015,2304,1050,1200,923,1056,1007,1152,,,,,,1132,1134,1136,1138,1140,1142,1144,,6,10,10,1,511109,521109,531109,,1101013,206040,207262,206041,206032,206023,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310103,2,521109@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511110,32000,启明星,FF00FF00,2,1,161506,65,50,50,0,5,0,0,0,1,50,10000,0,0,0,3465,3960,2015,2304,1050,1200,923,1056,1007,1152,,,,,,1132,1134,1136,1138,1140,1142,1144,,6,10,10,1,511110,521110,531110,,1101014,207005,208132,206057,206023,206009,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310103,2,521110@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
511111,32000,元宝大王,FF00FF00,2,1,161506,65,50,50,0,0,5,0,0,1,50,10000,0,0,0,3465,3960,2015,2304,1050,1200,923,1056,1007,1152,,,,,,1132,1134,1136,1138,1140,1142,1144,,6,10,10,1,511111,521111,531111,,1101015,206042,208131,206057,206030,206015,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,310103,2,521111@1000,,1000000,1000000,,99999,4,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
600002,32000,下面是宝宝,FF00FF00,4,,,109,109,109,0,0,0,0,0,2,100,10000,1001,2001,"1001,2001;1002,2002;1003,2003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207008,206043,206061,206050,206032,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
520001,32000,泡泡,FF00FF00,3,3,161506,0,0,0,0,0,5,0,0,2,100,10000,0,0,0,3600,4500,1536,1920,1104,1380,960,1200,960,1200,,,,,,952,960,968,976,984,992,1000,,6,10,10,2,500001,520001,530001,,1100001,206002,206058,206067,206060,,,,,,,,,,,,,,,,,,,,,1001,1001,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520001@300;530001@700,,1000000,1000000,,1245,2,3000,10,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520002,32000,野猪,FF00FF00,3,3,161506,0,0,0,0,0,5,0,0,2,100,10000,0,0,0,2880,3600,960,1200,1056,1320,576,720,672,840,,,,,,952,960,968,976,984,992,1000,,6,10,10,2,500002,520002,530002,,1100002,206003,206023,,,,,,,,,,,,,,,,,,,,,,,1001,333,,,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520002@300;530002@700,,1000000,1000000,,1245,2,3000,10,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520101,32000,大海龟,FF00FF00,3,3,161506,10,10,10,5,0,0,0,0,2,100,10000,0,0,0,3240,4050,1536,1920,576,720,1008,1260,480,600,,,,,,952,960,968,976,984,992,1000,,6,10,10,2,500101,520101,530101,,1100101,206021,206016,,,,,,,,,,,,,,,,,,,,,,,1001,333,,,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520101@300;530101@700,,1000000,1000000,,1245,4,3000,20,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520102,32000,海毛虫,FF00FF00,3,3,161506,10,10,10,0,0,5,0,0,2,100,10000,0,0,0,2160,2700,768,960,1104,1380,576,720,864,1080,,,,,,952,960,968,976,984,992,1000,,6,10,10,2,500102,520102,530102,,1100102,206035,206001,,,,,,,,,,,,,,,,,,,,,,,1001,333,,,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520102@300;530102@700,,1000000,1000000,,1245,4,3000,20,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520103,32000,老虎,FF00FF00,3,3,161506,10,10,10,0,0,5,0,0,2,100,10000,0,0,0,2160,2700,960,1200,1104,1380,624,780,864,1080,,,,,,952,960,968,976,984,992,1000,,6,10,10,2,500103,520103,530103,,1100103,206003,206023,206002,,,,,,,,,,,,,,,,,,,,,,1001,333,333,,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520103@300;530103@700,,1000000,1000000,,1245,4,3000,20,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520201,32000,羊头怪,FF00FF00,3,3,161506,25,25,25,0,0,5,0,0,2,100,10000,0,0,0,2520,3150,1152,1440,1056,1320,672,840,864,1080,,,,,,982,990,998,1006,1014,1022,1030,,6,10,10,2,500201,520201,530201,,1100201,206023,206002,206001,206033,,,,,,,,,,,,,,,,,,,,,1001,333,333,3333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520201@300;530201@700,,1000000,1000000,,1245,4,3000,25,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520202,32000,花妖,FF00FF00,3,3,161506,25,25,25,0,5,0,0,0,2,100,10000,0,0,0,2880,3600,1536,1920,672,840,864,1080,864,1080,,,,,,982,990,998,1006,1014,1022,1030,,6,10,10,2,500202,520202,530202,,1100202,207003,206026,206021,,,,,,,,,,,,,,,,,,,,,,1001,333,333,,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520202@300;530202@700,,1000000,1000000,,1245,4,3000,25,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520301,32000,牛头,FF00FF00,3,3,161506,35,35,35,0,5,0,0,0,2,100,10000,0,0,0,2880,3600,1536,1920,768,960,768,960,960,1200,,,,,,1012,1020,1028,1036,1044,1052,1060,,6,10,10,2,500301,520301,530301,,1100301,206066,207001,206015,206030,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520301@300;530301@700,,1000000,1000000,,1245,4,3000,30,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520302,32000,马面,FF00FF00,3,3,161506,35,35,35,0,0,5,0,0,2,100,10000,0,0,0,2520,3150,960,1200,1152,1440,576,720,912,1140,,,,,,1012,1020,1028,1036,1044,1052,1060,,6,10,10,2,500302,520302,530302,,1100302,206066,206001,206003,206030,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520302@300;530302@700,,1000000,1000000,,1245,4,3000,30,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520303,32000,龟丞相,FF00FF00,3,3,161506,35,35,35,0,5,0,0,0,2,100,10000,0,0,0,3960,4950,1536,1920,816,1020,864,1080,576,720,,,,,,1012,1020,1028,1036,1044,1052,1060,,6,10,10,2,500303,520303,530303,,1100303,207002,206011,207006,206026,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520303@300;530303@700,,1000000,1000000,,1245,4,3000,30,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520401,32000,虾兵,FF00FF00,3,3,161506,45,45,45,0,0,5,0,0,2,100,10000,0,0,0,3240,4050,1344,1680,960,1200,768,960,768,960,,,,,,1042,1050,1058,1066,1074,1082,1090,,6,10,10,2,500401,520401,530401,,1100401,206026,206003,206055,206015,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520401@300;530401@700,,1000000,1000000,,1245,4,3000,35,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520402,32000,蟹将,FF00FF00,3,3,161506,45,45,45,0,0,5,0,0,2,100,10000,0,0,0,2700,3375,1152,1440,1104,1380,720,900,864,1080,,,,,,1042,1050,1058,1066,1074,1082,1090,,6,10,10,2,500402,520402,530402,,1100402,206026,206001,206002,206030,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520402@300;530402@700,,1000000,1000000,,1245,4,3000,35,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
520403,32000,古代瑞兽,FF00FF00,3,3,161506,45,45,45,0,5,0,0,0,2,100,10000,0,0,0,2880,3600,1920,2400,768,960,864,1080,960,1200,,,,,,1042,1050,1058,1066,1074,1082,1090,,6,10,10,2,500403,520403,530403,,1100403,206054,206053,206067,207007,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520403@300;530403@700,,1000000,1000000,,1245,4,3000,35,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,
520501,32000,鲛将军,FF00FF00,3,3,161506,55,50,50,0,0,5,0,0,2,100,10000,0,0,0,2700,3375,1440,1800,1152,1440,864,1080,864,1080,,,,,,1072,1080,1088,1096,1104,1112,1120,,6,10,10,2,500501,520501,530501,,1100501,206019,206021,206005,206004,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520501@300;530501@700,,1000000,1000000,,1245,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280001
520502,32000,蚌仙子,FF00FF00,3,3,161506,55,50,50,5,0,0,0,0,2,100,10000,0,0,0,3600,4500,1920,2400,816,1020,1152,1440,576,720,,,,,,1072,1080,1088,1096,1104,1112,1120,,6,10,10,2,500502,520502,530502,,1100502,207002,206011,206009,206026,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520502@300;530502@700,,1000000,1000000,,1245,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280002
520503,32000,龙女,FF00FF00,3,3,161506,55,50,50,0,5,0,0,0,2,100,10000,0,0,0,3600,4500,2112,2640,912,1140,672,840,1056,1320,,,,,,1072,1080,1088,1096,1104,1112,1120,,6,10,10,2,500503,520503,530503,,1100503,206026,207002,206014,206030,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,1,520503@300;530503@700,,1000000,1000000,,1245,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280003
520601,32000,千年僵尸,FF00FF00,3,3,161506,65,50,50,5,0,0,0,0,2,100,10000,0,0,0,3960,4950,1728,2160,960,1200,816,1020,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500601,520601,530601,,1100601,206029,206021,206027,206015,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,2,520601@300;530601@700,,1000000,1000000,,1245,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280004
520602,32000,孤魂野鬼,FF00FF00,3,3,161506,65,50,50,0,5,0,0,0,2,100,10000,0,0,0,3240,4050,1920,2400,768,960,1152,1440,960,1200,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500602,520602,530602,,1100602,206029,207003,206027,206015,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,2,520602@300;530602@700,,1000000,1000000,,1245,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280005
520651,32000,忘川童子,FF00FF00,3,3,161506,65,50,50,0,5,0,0,0,2,100,10000,0,0,0,3960,4950,2208,2760,768,960,960,1200,960,1200,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500651,520651,530651,,1100603,206067,207004,206032,206033,,,,,,,,,,,,,,,,,,,,,1001,1001,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,2,520651@300;530651@700,,1000000,1000000,,1245,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280006
520652,32000,吸血鬼,FF00FF00,3,3,161506,65,50,50,0,0,5,0,0,2,100,10000,0,0,0,3960,4950,1728,2160,1248,1560,720,900,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500652,520652,530652,,1100604,206029,206005,206064,206012,206004,,,,,,,,,,,,,,,,,,,,1001,1001,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,2,520652@300;530652@700,,1000000,1000000,,1245,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280007
520653,32000,蜃蛇,FF00FF00,3,3,161506,65,50,50,0,0,5,0,0,2,100,10000,0,0,0,3960,4950,1344,1680,960,1200,960,1200,1152,1440,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500653,520653,530653,,1100605,206072,206002,206027,206005,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,2,520653@300;530653@700,,1000000,1000000,,1245,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280008
520751,32000,夜叉,FF00FF00,3,3,161506,75,50,50,0,0,5,0,0,2,100,10000,0,0,0,3600,4500,1344,1680,1152,1440,960,1200,960,1200,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500751,520751,530751,,1100701,206066,206039,206001,206005,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,2,520751@300;530751@700,,1000000,1000000,,1245,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280009
520752,32000,幽莹娃娃,FF00FF00,3,3,161506,75,50,50,0,5,0,0,0,2,100,10000,0,0,0,3420,4275,2112,2640,864,1080,1056,1320,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500752,520752,530752,,1100702,206066,207007,206046,206019,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310102,2,520752@300;530752@700,,1000000,1000000,,1245,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280010
520753,32000,鬼将,FF00FF00,3,3,161506,75,50,50,0,0,5,0,0,2,100,10000,0,0,0,4320,5400,1152,1440,1248,1560,864,1080,960,1200,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500753,520753,530753,,1100703,206066,206038,207011,206011,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310103,2,520753@300;530753@700,,1000000,1000000,,1245,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280011
520754,32000,幽冥书生,FF00FF00,3,3,161506,75,50,50,0,0,5,0,0,2,100,10000,0,0,0,4140,5175,1728,2160,1104,1380,960,1200,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500754,520754,530754,,1100704,206066,207013,206048,206022,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宠物洗炼,,,宠物洗炼,310103,2,520754@300;530754@700,,1000000,1000000,,1245,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280012
520801,32000,蟠桃童子,FF00FF00,3,3,161506,80,50,50,0,5,0,0,0,2,100,10000,0,0,0,3600,4500,2112,2640,960,1200,1056,1320,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500801,520801,530801,,1100801,207008,206023,206065,206050,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,520801@300;530801@700,,1000000,1000000,,1245,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280013
520802,32000,天兵,FF00FF00,3,3,161506,80,50,50,0,0,5,0,0,2,100,10000,0,0,0,3960,4950,1440,1800,1056,1320,1248,1560,768,960,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500802,520802,530802,,1100802,206058,206060,206001,206067,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,520802@300;530802@700,,1000000,1000000,,1245,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280014
520803,32000,巨灵神将,FF00FF00,3,3,161506,80,50,50,0,0,5,0,0,2,100,10000,0,0,0,3360,4200,1440,1800,1280,1600,880,1100,1152,1440,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500803,520803,530803,,1100803,206041,207012,206067,206023,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,520803@300;530803@700,,1000000,1000000,,1245,4,3000,45,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280015
520851,32000,珍露童子,FF00FF00,3,3,161506,85,50,50,0,5,0,0,0,2,100,10000,0,0,0,4320,5400,2304,2880,864,1080,960,1200,960,1200,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500851,520851,530851,,1100804,206047,207006,206059,206023,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,520851@300;530851@700,,1000000,1000000,,1245,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280016
520852,32000,御风童子,FF00FF00,3,3,161506,85,50,50,0,5,0,0,0,2,100,10000,0,0,0,4680,5850,2400,3000,960,1200,864,1080,1152,1440,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500852,520852,530852,,1100805,206056,207004,206043,206045,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,520852@300;530852@700,,1000000,1000000,,1245,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280017
520853,32000,芙蓉仙子,FF00FF00,3,3,161506,85,50,50,0,0,5,0,0,2,100,10000,0,0,0,3960,4950,1536,1920,1248,1560,960,1200,1104,1380,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500853,520853,530853,,1100806,206060,206059,206050,206058,,,,,,,,,,,,,,,,,,,,,1001,1001,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,520853@300;530853@700,,1000000,1000000,,1245,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280018
